06/04/2022 11:49:58: File Created!
06/04/2022 11:49:58:951, robot_pos_w_timestamp, 1649242108877, 577.13, 306.72, 232.29, 2.34, 0.02, 3.07, tool_force, -0.93, 0.05, 0.38, actual_rep, 1, curr_step, 1, track_size, 78, robot_vel, 0.0, joints_pos, 37.32, 53.09, -15.94, -72.72, 16.43, 51.97, 64.06, tool_torque, -0.027, 0.056, 0.085, tool_momentum, -0.025, 0.054, 0.085, robot_mode, normal, 
06/04/2022 11:50:03:757, robot_pos_w_timestamp, 1649242113658, 576.86, 214.04, 223.52, 2.45, 0.1, -3.11, tool_force, 0.77, 1.56, -0.15, actual_rep, 1, curr_step, 15, track_size, 78, robot_vel, 9.33, joints_pos, 34.92, 51.07, -21.02, -80.03, 13.26, 50.42, 52.53, tool_torque, 0.578, -0.388, 0.485, tool_momentum, 0.57, -0.382, 0.484, robot_mode, rotation_overlay, 
06/04/2022 11:50:03:958, robot_pos_w_timestamp, 1649242113809, 576.56, 212.65, 223.69, 2.47, 0.1, -3.1, tool_force, 0.83, 1.32, 0.24, actual_rep, 1, curr_step, 15, track_size, 78, robot_vel, 9.82, joints_pos, 34.92, 51.02, -21.13, -80.14, 13.18, 50.5, 51.54, tool_torque, 0.342, -0.36, 0.415, tool_momentum, 0.344, -0.366, 0.415, robot_mode, rotation_overlay, 
06/04/2022 11:50:04:057, robot_pos_w_timestamp, 1649242113943, 576.55, 212.59, 223.52, 2.47, 0.1, -3.1, tool_force, 0.47, 0.54, -0.51, actual_rep, 1, curr_step, 15, track_size, 78, robot_vel, 3.94, joints_pos, 34.92, 51.03, -21.13, -80.15, 13.18, 50.45, 51.53, tool_torque, 0.214, -0.185, 0.274, tool_momentum, 0.255, -0.194, 0.272, robot_mode, rotation_overlay, 
06/04/2022 11:50:04:260, robot_pos_w_timestamp, 1649242114093, 576.71, 211.19, 223.09, 2.44, 0.1, -3.11, tool_force, 0.11, 1.02, 0.01, actual_rep, 1, curr_step, 15, track_size, 78, robot_vel, 13.54, joints_pos, 34.86, 51.0, -21.24, -80.34, 13.5, 50.14, 52.79, tool_torque, 0.353, -0.079, 0.015, tool_momentum, 0.367, -0.087, 0.016, robot_mode, rotation_overlay, 
06/04/2022 11:50:04:360, robot_pos_w_timestamp, 1649242114245, 576.4, 209.82, 223.4, 2.39, 0.11, -3.12, tool_force, -0.71, 0.99, 0.41, actual_rep, 1, curr_step, 15, track_size, 78, robot_vel, 8.54, joints_pos, 34.93, 50.92, -21.48, -80.52, 13.7, 50.07, 55.98, tool_torque, 0.203, 0.184, -0.056, tool_momentum, 0.207, 0.183, -0.056, robot_mode, rotation_overlay, 
06/04/2022 11:50:04:562, robot_pos_w_timestamp, 1649242114396, 576.06, 208.45, 223.7, 2.29, 0.11, -3.12, tool_force, -0.47, 0.3, 0.62, actual_rep, 1, curr_step, 16, track_size, 78, robot_vel, 11.28, joints_pos, 35.04, 50.91, -21.79, -80.61, 13.87, 50.25, 61.07, tool_torque, -0.054, 0.14, -0.073, tool_momentum, -0.052, 0.132, -0.072, robot_mode, rotation_overlay, 
06/04/2022 11:50:04:663, robot_pos_w_timestamp, 1649242114548, 575.89, 207.2, 223.96, 2.2, 0.11, -3.13, tool_force, -0.35, 0.42, 0.66, actual_rep, 1, curr_step, 16, track_size, 78, robot_vel, 9.55, joints_pos, 35.09, 50.9, -22.0, -80.66, 13.89, 50.43, 66.17, tool_torque, -0.078, 0.147, -0.118, tool_momentum, -0.077, 0.147, -0.118, robot_mode, rotation_overlay, 
06/04/2022 11:50:04:863, robot_pos_w_timestamp, 1649242114699, 575.62, 205.89, 224.44, 2.15, 0.11, -3.13, tool_force, 0.19, 0.61, 0.42, actual_rep, 1, curr_step, 16, track_size, 78, robot_vel, 9.31, joints_pos, 35.07, 50.8, -22.07, -80.81, 13.85, 50.4, 69.16, tool_torque, 0.072, 0.039, -0.065, tool_momentum, 0.08, 0.041, -0.065, robot_mode, rotation_overlay, 
06/04/2022 11:50:04:966, robot_pos_w_timestamp, 1649242114853, 575.33, 204.56, 224.81, 2.12, 0.11, -3.14, tool_force, 0.52, 0.85, 0.13, actual_rep, 1, curr_step, 16, track_size, 78, robot_vel, 8.39, joints_pos, 35.01, 50.62, -22.05, -81.07, 13.72, 50.07, 70.32, tool_torque, 0.26, -0.099, -0.0060, tool_momentum, 0.266, -0.106, -0.0050, robot_mode, rotation_overlay, 
06/04/2022 11:50:05:168, robot_pos_w_timestamp, 1649242114999, 574.87, 204.31, 224.83, 2.12, 0.11, -3.14, tool_force, 0.9, 1.16, 0.35, actual_rep, 1, curr_step, 16, track_size, 78, robot_vel, 4.67, joints_pos, 34.95, 50.54, -21.94, -81.2, 13.64, 49.98, 70.38, tool_torque, 0.331, -0.255, 0.133, tool_momentum, 0.327, -0.236, 0.135, robot_mode, rotation_overlay, 
06/04/2022 11:50:05:269, robot_pos_w_timestamp, 1649242115138, 574.67, 203.28, 224.31, 2.14, 0.11, -3.13, tool_force, 0.99, 1.1, 0.86, actual_rep, 1, curr_step, 16, track_size, 78, robot_vel, 7.24, joints_pos, 34.91, 50.59, -21.97, -81.21, 13.51, 50.1, 69.17, tool_torque, 0.189, -0.415, 0.433, tool_momentum, 0.175, -0.418, 0.433, robot_mode, rotation_overlay, 
06/04/2022 11:50:05:470, robot_pos_w_timestamp, 1649242115290, 574.59, 202.21, 224.57, 2.2, 0.11, -3.13, tool_force, 1.78, 0.64, -0.09, actual_rep, 1, curr_step, 16, track_size, 78, robot_vel, 8.18, joints_pos, 34.83, 50.53, -21.95, -81.28, 13.4, 50.17, 65.95, tool_torque, 0.223, -0.61, 0.487, tool_momentum, 0.221, -0.6, 0.487, robot_mode, rotation_overlay, 
06/04/2022 11:50:05:571, robot_pos_w_timestamp, 1649242115440, 574.21, 201.02, 225.02, 2.29, 0.11, -3.12, tool_force, 1.19, 1.22, -0.27, actual_rep, 1, curr_step, 16, track_size, 78, robot_vel, 7.79, joints_pos, 34.68, 50.32, -21.81, -81.56, 13.28, 49.82, 60.75, tool_torque, 0.552, -0.575, 0.529, tool_momentum, 0.568, -0.575, 0.531, robot_mode, rotation_overlay, 
06/04/2022 11:50:05:762, robot_pos_w_timestamp, 1649242115593, 573.81, 199.63, 225.42, 2.38, 0.11, -3.11, tool_force, 0.84, 1.25, -0.35, actual_rep, 1, curr_step, 17, track_size, 78, robot_vel, 11.86, joints_pos, 34.48, 50.09, -21.62, -81.87, 13.17, 49.42, 55.45, tool_torque, 0.613, -0.494, 0.533, tool_momentum, 0.621, -0.508, 0.536, robot_mode, rotation_overlay, 
06/04/2022 11:50:05:872, robot_pos_w_timestamp, 1649242115740, 573.38, 198.4, 225.79, 2.44, 0.11, -3.11, tool_force, 0.97, 1.43, -0.28, actual_rep, 1, curr_step, 17, track_size, 78, robot_vel, 9.47, joints_pos, 34.39, 49.95, -21.57, -82.06, 13.08, 49.3, 51.94, tool_torque, 0.625, -0.468, 0.508, tool_momentum, 0.627, -0.466, 0.508, robot_mode, rotation_overlay, 
06/04/2022 11:50:06:030, robot_pos_w_timestamp, 1649242115892, 572.98, 197.1, 226.07, 2.47, 0.11, -3.1, tool_force, 0.72, 1.34, 0.28, actual_rep, 1, curr_step, 17, track_size, 78, robot_vel, 9.92, joints_pos, 34.38, 49.87, -21.65, -82.18, 12.97, 49.38, 50.44, tool_torque, 0.409, -0.405, 0.43, tool_momentum, 0.388, -0.403, 0.429, robot_mode, rotation_overlay, 
06/04/2022 11:50:06:174, robot_pos_w_timestamp, 1649242116026, 572.84, 196.74, 226.18, 2.47, 0.11, -3.1, tool_force, 0.73, 1.24, 0.43, actual_rep, 1, curr_step, 17, track_size, 78, robot_vel, 1.37, joints_pos, 34.38, 49.86, -21.68, -82.21, 12.94, 49.42, 50.31, tool_torque, 0.373, -0.395, 0.353, tool_momentum, 0.361, -0.39, 0.353, robot_mode, rotation_overlay, 
06/04/2022 11:50:06:379, robot_pos_w_timestamp, 1649242116180, 572.6, 195.93, 225.38, 2.45, 0.11, -3.11, tool_force, 0.33, 0.86, 0.27, actual_rep, 1, curr_step, 17, track_size, 78, robot_vel, 7.8, joints_pos, 34.32, 49.85, -21.68, -82.37, 13.15, 49.18, 51.23, tool_torque, 0.357, -0.194, 0.049, tool_momentum, 0.362, -0.197, 0.049, robot_mode, rotation_overlay, 
06/04/2022 11:50:06:479, robot_pos_w_timestamp, 1649242116330, 572.08, 194.59, 225.86, 2.4, 0.11, -3.11, tool_force, 0.0, 0.9, 0.23, actual_rep, 1, curr_step, 17, track_size, 78, robot_vel, 11.68, joints_pos, 34.25, 49.7, -21.71, -82.59, 13.24, 49.08, 54.04, tool_torque, 0.314, -0.041, 0.0090, tool_momentum, 0.302, -0.035, 0.0070, robot_mode, rotation_overlay, 
06/04/2022 11:50:06:680, robot_pos_w_timestamp, 1649242116481, 571.57, 193.28, 226.26, 2.32, 0.11, -3.12, tool_force, -0.04, 0.8, 0.44, actual_rep, 1, curr_step, 18, track_size, 78, robot_vel, 8.08, joints_pos, 34.37, 49.66, -22.02, -82.7, 13.45, 49.29, 58.72, tool_torque, 0.011, 0.023, -0.053, tool_momentum, -0.011, 0.043, -0.056, robot_mode, rotation_overlay, 
06/04/2022 11:50:06:780, robot_pos_w_timestamp, 1649242116630, 571.03, 192.13, 226.64, 2.22, 0.11, -3.12, tool_force, -0.16, 0.49, 0.77, actual_rep, 1, curr_step, 18, track_size, 78, robot_vel, 9.22, joints_pos, 34.5, 49.67, -22.32, -82.74, 13.58, 49.61, 64.0, tool_torque, -0.083, 0.122, -0.118, tool_momentum, -0.084, 0.122, -0.118, robot_mode, rotation_overlay, 
06/04/2022 11:50:06:984, robot_pos_w_timestamp, 1649242116780, 570.57, 190.99, 226.99, 2.16, 0.11, -3.13, tool_force, -0.07, 0.83, 0.82, actual_rep, 1, curr_step, 18, track_size, 78, robot_vel, 9.14, joints_pos, 34.5, 49.58, -22.42, -82.88, 13.6, 49.67, 67.48, tool_torque, 0.0050, 0.103, -0.128, tool_momentum, 0.0, 0.103, -0.128, robot_mode, rotation_overlay, 
06/04/2022 11:50:07:083, robot_pos_w_timestamp, 1649242116930, 569.95, 189.75, 227.46, 2.13, 0.12, -3.13, tool_force, 0.37, 1.05, 0.67, actual_rep, 1, curr_step, 18, track_size, 78, robot_vel, 11.25, joints_pos, 34.46, 49.4, -22.42, -83.15, 13.54, 49.44, 69.06, tool_torque, 0.249, -0.056, -0.036, tool_momentum, 0.246, -0.056, -0.036, robot_mode, rotation_overlay, 
06/04/2022 11:50:07:287, robot_pos_w_timestamp, 1649242117062, 569.49, 189.29, 227.81, 2.12, 0.12, -3.14, tool_force, 0.7, 0.39, -0.52, actual_rep, 1, curr_step, 18, track_size, 78, robot_vel, 3.94, joints_pos, 34.4, 49.25, -22.33, -83.34, 13.45, 49.22, 69.22, tool_torque, 0.27, -0.25, 0.079, tool_momentum, 0.274, -0.265, 0.083, robot_mode, rotation_overlay, 
06/04/2022 11:50:07:384, robot_pos_w_timestamp, 1649242117214, 568.96, 188.41, 227.08, 2.13, 0.12, -3.13, tool_force, 0.75, 1.0, 0.62, actual_rep, 1, curr_step, 18, track_size, 78, robot_vel, 8.98, joints_pos, 34.39, 49.3, -22.37, -83.41, 13.38, 49.33, 68.63, tool_torque, 0.205, -0.334, 0.397, tool_momentum, 0.196, -0.348, 0.401, robot_mode, normal, 
06/04/2022 11:50:07:587, robot_pos_w_timestamp, 1649242117365, 568.13, 187.07, 227.74, 2.18, 0.12, -3.13, tool_force, 1.63, 0.86, -0.13, actual_rep, 1, curr_step, 18, track_size, 78, robot_vel, 10.55, joints_pos, 34.33, 49.11, -22.37, -83.65, 13.3, 49.32, 65.88, tool_torque, 0.303, -0.565, 0.475, tool_momentum, 0.31, -0.568, 0.475, robot_mode, normal, 
06/04/2022 11:50:07:687, robot_pos_w_timestamp, 1649242117512, 566.47, 184.81, 228.57, 2.24, 0.11, -3.12, tool_force, 1.23, 2.18, -0.01, actual_rep, 1, curr_step, 19, track_size, 78, robot_vel, 21.51, joints_pos, 34.17, 48.76, -22.27, -84.16, 13.24, 49.16, 61.89, tool_torque, 0.631, -0.617, 0.535, tool_momentum, 0.631, -0.608, 0.533, robot_mode, normal, 
06/04/2022 11:50:07:888, robot_pos_w_timestamp, 1649242117663, 563.48, 181.03, 230.17, 2.29, 0.11, -3.11, tool_force, 1.5, 1.09, -0.8, actual_rep, 1, curr_step, 19, track_size, 78, robot_vel, 34.26, joints_pos, 33.99, 48.16, -22.24, -84.98, 13.24, 48.94, 59.26, tool_torque, 0.544, -0.636, 0.526, tool_momentum, 0.532, -0.641, 0.526, robot_mode, normal, 
06/04/2022 11:50:07:989, robot_pos_w_timestamp, 1649242117810, 559.08, 175.92, 232.17, 2.29, 0.1, -3.11, tool_force, 0.57, 1.29, 0.24, actual_rep, 1, curr_step, 20, track_size, 78, robot_vel, 56.2, joints_pos, 33.86, 47.44, -22.36, -86.02, 13.21, 49.08, 58.32, tool_torque, 0.256, -0.387, 0.434, tool_momentum, 0.214, -0.379, 0.432, robot_mode, normal, 
06/04/2022 11:50:08:191, robot_pos_w_timestamp, 1649242117961, 552.99, 171.0, 235.17, 2.29, 0.1, -3.1, tool_force, 0.98, 1.36, 0.31, actual_rep, 1, curr_step, 21, track_size, 78, robot_vel, 59.64, joints_pos, 33.73, 46.44, -22.35, -87.36, 13.21, 49.01, 57.86, tool_torque, 0.46, -0.463, 0.475, tool_momentum, 0.505, -0.498, 0.477, robot_mode, normal, 
06/04/2022 11:50:08:306, robot_pos_w_timestamp, 1649242118108, 547.26, 167.52, 238.02, 2.29, 0.09, -3.1, tool_force, 1.69, 0.97, -0.11, actual_rep, 1, curr_step, 22, track_size, 78, robot_vel, 48.35, joints_pos, 33.67, 45.48, -22.31, -88.59, 13.17, 49.05, 57.57, tool_torque, 0.429, -0.683, 0.503, tool_momentum, 0.405, -0.595, 0.503, robot_mode, normal, 
