29/04/2022 15:39:18: File Created!
29/04/2022 15:39:18:809, robot_pos_w_timestamp, 1651243056316, 612.45, 280.65, 202.84, 2.36, -0.03, 3.07, tool_force, -1.05, 0.86, 7.17, actual_rep, 1, curr_step, 1, track_size, 99, robot_vel, 2.29, joints_pos, 22.17, 57.48, 3.4, -67.12, 0.28, 52.2, 68.61, tool_torque, 0.088, 0.287, 0.087, robot_mode, normal, 
29/04/2022 15:39:21:517, robot_pos_w_timestamp, 1651243059002, 617.11, 185.73, 196.31, 2.3, 0.0, -3.14, tool_force, 2.29, 3.07, 16.38, actual_rep, 1, curr_step, 11, track_size, 99, robot_vel, 40.06, joints_pos, 14.83, 55.31, 3.24, -72.6, -3.53, 52.27, 67.12, tool_torque, 0.585, -0.371, 0.439, robot_mode, normal, 
29/04/2022 15:39:21:662, robot_pos_w_timestamp, 1651243059151, 615.94, 179.87, 198.58, 2.3, 0.0, -3.13, tool_force, 0.36, 3.32, 8.32, actual_rep, 1, curr_step, 11, track_size, 99, robot_vel, 47.09, joints_pos, 14.39, 54.85, 3.23, -73.13, -3.63, 52.47, 66.76, tool_torque, 0.374, -0.24, 0.447, robot_mode, normal, 
29/04/2022 15:39:21:812, robot_pos_w_timestamp, 1651243059302, 614.32, 173.87, 199.33, 2.3, 0.0, -3.13, tool_force, 0.22, 2.01, 7.4, actual_rep, 1, curr_step, 12, track_size, 99, robot_vel, 43.75, joints_pos, 13.91, 54.46, 3.22, -73.8, -3.63, 52.41, 66.19, tool_torque, 0.281, -0.181, 0.44, robot_mode, normal, 
29/04/2022 15:39:21:962, robot_pos_w_timestamp, 1651243059451, 612.5, 167.89, 200.13, 2.3, -0.01, -3.13, tool_force, 0.28, 2.36, 7.35, actual_rep, 1, curr_step, 12, track_size, 99, robot_vel, 45.34, joints_pos, 13.31, 54.04, 3.32, -74.52, -3.42, 52.28, 65.33, tool_torque, 0.451, -0.236, 0.493, robot_mode, normal, 
29/04/2022 15:39:22:118, robot_pos_w_timestamp, 1651243059600, 610.42, 162.22, 200.74, 2.31, -0.01, -3.13, tool_force, 0.32, 2.46, 7.06, actual_rep, 1, curr_step, 13, track_size, 99, robot_vel, 38.97, joints_pos, 12.78, 53.62, 3.36, -75.26, -3.16, 52.12, 64.37, tool_torque, 0.464, -0.265, 0.499, robot_mode, normal, 
29/04/2022 15:39:22:266, robot_pos_w_timestamp, 1651243059749, 608.23, 156.26, 201.57, 2.32, -0.02, -3.13, tool_force, 0.1, 2.48, 7.19, actual_rep, 1, curr_step, 14, track_size, 99, robot_vel, 44.51, joints_pos, 12.23, 53.18, 3.38, -76.01, -2.84, 51.98, 63.3, tool_torque, 0.448, -0.201, 0.484, robot_mode, normal, 
29/04/2022 15:39:22:416, robot_pos_w_timestamp, 1651243059896, 606.0, 150.56, 202.37, 2.32, -0.02, -3.13, tool_force, 0.15, 2.47, 7.58, actual_rep, 1, curr_step, 15, track_size, 99, robot_vel, 44.8, joints_pos, 11.75, 52.72, 3.37, -76.79, -2.76, 51.74, 62.39, tool_torque, 0.465, -0.184, 0.458, robot_mode, normal, 
29/04/2022 15:39:22:566, robot_pos_w_timestamp, 1651243060047, 603.75, 144.74, 203.05, 2.33, -0.02, -3.13, tool_force, 0.4, 2.67, 6.91, actual_rep, 1, curr_step, 15, track_size, 99, robot_vel, 44.41, joints_pos, 11.21, 52.2, 3.37, -77.72, -2.53, 51.12, 61.31, tool_torque, 0.516, -0.251, 0.462, robot_mode, normal, 
29/04/2022 15:39:22:722, robot_pos_w_timestamp, 1651243060192, 601.05, 138.92, 203.73, 2.34, -0.02, -3.14, tool_force, -0.11, 2.39, 7.37, actual_rep, 1, curr_step, 16, track_size, 99, robot_vel, 47.14, joints_pos, 10.74, 51.58, 3.3, -78.85, -2.44, 50.28, 60.51, tool_torque, 0.468, -0.098, 0.426, robot_mode, normal, 
29/04/2022 15:39:22:870, robot_pos_w_timestamp, 1651243060342, 597.45, 133.32, 204.24, 2.34, -0.01, 3.14, tool_force, 0.06, 2.46, 7.12, actual_rep, 1, curr_step, 17, track_size, 99, robot_vel, 46.83, joints_pos, 10.37, 50.94, 3.25, -80.06, -2.58, 49.33, 59.94, tool_torque, 0.483, -0.073, 0.448, robot_mode, normal, 
29/04/2022 15:39:23:017, robot_pos_w_timestamp, 1651243060488, 592.31, 127.44, 204.71, 2.35, -0.01, 3.13, tool_force, 0.2, 2.47, 6.6, actual_rep, 1, curr_step, 18, track_size, 99, robot_vel, 58.99, joints_pos, 9.8, 50.12, 3.34, -81.63, -2.44, 48.26, 59.1, tool_torque, 0.49, -0.17, 0.438, robot_mode, normal, 
29/04/2022 15:39:23:174, robot_pos_w_timestamp, 1651243060641, 586.28, 122.12, 205.16, 2.35, -0.01, 3.13, tool_force, 0.46, 2.35, 7.31, actual_rep, 1, curr_step, 20, track_size, 99, robot_vel, 49.13, joints_pos, 9.27, 49.35, 3.43, -83.1, -2.17, 47.6, 58.43, tool_torque, 0.622, -0.327, 0.48, robot_mode, normal, 
29/04/2022 15:39:23:333, robot_pos_w_timestamp, 1651243060789, 580.69, 117.14, 205.47, 2.35, -0.02, 3.13, tool_force, 0.2, 2.54, 7.49, actual_rep, 1, curr_step, 20, track_size, 99, robot_vel, 49.08, joints_pos, 8.77, 48.6, 3.47, -84.58, -1.65, 46.73, 57.64, tool_torque, 0.599, -0.24, 0.462, robot_mode, normal, 
29/04/2022 15:39:23:472, robot_pos_w_timestamp, 1651243060937, 574.8, 112.6, 206.44, 2.35, -0.02, 3.12, tool_force, -0.21, 2.26, 6.16, actual_rep, 1, curr_step, 22, track_size, 99, robot_vel, 53.93, joints_pos, 8.38, 47.78, 3.46, -86.06, -1.37, 45.92, 57.09, tool_torque, 0.478, -0.184, 0.424, robot_mode, normal, 
29/04/2022 15:39:23:622, robot_pos_w_timestamp, 1651243061084, 569.05, 108.79, 207.4, 2.35, -0.02, 3.12, tool_force, 0.09, 2.39, 7.49, actual_rep, 1, curr_step, 23, track_size, 99, robot_vel, 49.21, joints_pos, 8.12, 47.03, 3.42, -87.37, -1.33, 45.37, 56.83, tool_torque, 0.577, -0.17, 0.413, robot_mode, normal, 
29/04/2022 15:39:23:781, robot_pos_w_timestamp, 1651243061233, 563.25, 105.15, 208.68, 2.35, -0.01, 3.12, tool_force, -0.09, 1.8, 7.27, actual_rep, 1, curr_step, 24, track_size, 99, robot_vel, 47.31, joints_pos, 8.02, 46.18, 3.26, -88.82, -1.59, 44.52, 56.77, tool_torque, 0.416, 0.0050, 0.285, robot_mode, normal, 
29/04/2022 15:39:23:935, robot_pos_w_timestamp, 1651243061381, 557.33, 102.68, 210.16, 2.35, -0.01, 3.11, tool_force, -0.33, 1.91, 7.54, actual_rep, 1, curr_step, 26, track_size, 99, robot_vel, 49.86, joints_pos, 7.8, 45.25, 3.3, -90.36, -1.5, 43.47, 56.64, tool_torque, 0.513, -0.078, 0.389, robot_mode, normal, 
29/04/2022 15:39:24:078, robot_pos_w_timestamp, 1651243061529, 551.63, 100.99, 211.89, 2.35, -0.01, 3.11, tool_force, 0.24, 2.26, 7.58, actual_rep, 1, curr_step, 27, track_size, 99, robot_vel, 39.09, joints_pos, 7.54, 44.57, 3.44, -91.41, -1.14, 43.23, 56.25, tool_torque, 0.705, -0.307, 0.473, robot_mode, normal, 
29/04/2022 15:39:24:383, robot_pos_w_timestamp, 1651243061829, 539.98, 100.62, 215.12, 2.35, -0.02, 3.11, tool_force, -0.24, 2.15, 7.05, actual_rep, 1, curr_step, 31, track_size, 99, robot_vel, 38.2, joints_pos, 7.43, 43.15, 3.62, -93.59, -0.52, 42.7, 55.9, tool_torque, 0.628, -0.163, 0.429, robot_mode, normal, 
29/04/2022 15:39:24:554, robot_pos_w_timestamp, 1651243061975, 534.34, 102.7, 217.62, 2.35, -0.03, 3.11, tool_force, -1.03, 1.65, 7.49, actual_rep, 1, curr_step, 33, track_size, 99, robot_vel, 38.82, joints_pos, 7.48, 42.31, 3.84, -94.76, 0.04, 42.49, 55.71, tool_torque, 0.437, 0.062, 0.36, robot_mode, normal, 
29/04/2022 15:39:24:683, robot_pos_w_timestamp, 1651243062124, 528.47, 105.28, 219.77, 2.35, -0.04, 3.11, tool_force, -1.43, 1.08, 7.33, actual_rep, 1, curr_step, 36, track_size, 99, robot_vel, 47.6, joints_pos, 7.58, 41.7, 4.05, -95.54, 0.46, 42.37, 55.52, tool_torque, 0.331, 0.204, 0.332, robot_mode, normal, 
29/04/2022 15:39:24:834, robot_pos_w_timestamp, 1651243062273, 522.57, 109.53, 221.98, 2.36, -0.04, 3.1, tool_force, -1.4, 0.89, 7.29, actual_rep, 1, curr_step, 37, track_size, 99, robot_vel, 53.24, joints_pos, 7.87, 41.01, 4.29, -96.47, 0.77, 42.23, 55.52, tool_torque, 0.284, 0.254, 0.26, robot_mode, normal, 
29/04/2022 15:39:24:986, robot_pos_w_timestamp, 1651243062422, 516.9, 113.94, 223.89, 2.36, -0.05, 3.1, tool_force, -1.59, 1.43, 7.18, actual_rep, 1, curr_step, 37, track_size, 99, robot_vel, 52.57, joints_pos, 8.26, 40.4, 4.42, -97.29, 1.25, 42.2, 55.41, tool_torque, 0.367, 0.18, 0.332, robot_mode, normal, 
29/04/2022 15:39:25:136, robot_pos_w_timestamp, 1651243062572, 511.0, 118.55, 225.86, 2.37, -0.06, 3.1, tool_force, -1.36, 1.61, 7.74, actual_rep, 1, curr_step, 38, track_size, 99, robot_vel, 55.78, joints_pos, 8.73, 39.77, 4.48, -98.11, 1.78, 42.14, 55.29, tool_torque, 0.388, 0.192, 0.325, robot_mode, normal, 
29/04/2022 15:39:25:289, robot_pos_w_timestamp, 1651243062718, 505.25, 123.92, 226.63, 2.37, -0.06, 3.1, tool_force, -1.84, 0.63, 7.19, actual_rep, 1, curr_step, 39, track_size, 99, robot_vel, 59.71, joints_pos, 9.37, 39.27, 4.49, -98.92, 2.19, 41.91, 55.4, tool_torque, 0.151, 0.319, 0.144, robot_mode, normal, 
29/04/2022 15:39:25:435, robot_pos_w_timestamp, 1651243062867, 500.29, 129.72, 227.25, 2.38, -0.07, 3.1, tool_force, -2.12, 1.16, 7.23, actual_rep, 1, curr_step, 41, track_size, 99, robot_vel, 44.13, joints_pos, 10.03, 38.91, 4.46, -99.49, 2.67, 41.76, 55.28, tool_torque, 0.229, 0.392, 0.153, robot_mode, normal, 
29/04/2022 15:39:25:588, robot_pos_w_timestamp, 1651243063016, 495.58, 135.8, 227.88, 2.38, -0.06, 3.1, tool_force, -1.9, 0.79, 7.16, actual_rep, 1, curr_step, 42, track_size, 99, robot_vel, 56.98, joints_pos, 11.04, 38.49, 4.27, -100.16, 2.43, 41.25, 56.25, tool_torque, 0.087, 0.635, -0.084, robot_mode, normal, 
29/04/2022 15:39:25:748, robot_pos_w_timestamp, 1651243063174, 491.28, 141.76, 228.45, 2.38, -0.06, 3.09, tool_force, -2.86, 0.44, 7.49, actual_rep, 1, curr_step, 43, track_size, 99, robot_vel, 44.17, joints_pos, 11.73, 38.11, 4.24, -100.76, 2.94, 40.67, 56.8, tool_torque, -0.033, 0.889, -0.143, robot_mode, normal, 
29/04/2022 15:39:25:890, robot_pos_w_timestamp, 1651243063312, 488.04, 147.14, 229.01, 2.37, -0.06, 3.09, tool_force, -1.42, 1.19, 7.09, actual_rep, 1, curr_step, 45, track_size, 99, robot_vel, 44.59, joints_pos, 12.43, 37.86, 4.22, -101.12, 3.0, 40.4, 57.69, tool_torque, 0.141, 0.559, -0.097, robot_mode, normal, 
29/04/2022 15:39:26:043, robot_pos_w_timestamp, 1651243063461, 485.22, 152.97, 229.68, 2.37, -0.06, 3.09, tool_force, -2.42, 0.89, 7.35, actual_rep, 1, curr_step, 46, track_size, 99, robot_vel, 44.29, joints_pos, 13.15, 37.68, 4.19, -101.32, 3.05, 40.3, 58.4, tool_torque, 0.101, 0.7, -0.11, robot_mode, normal, 
29/04/2022 15:39:26:190, robot_pos_w_timestamp, 1651243063612, 482.86, 158.83, 230.4, 2.37, -0.06, 3.08, tool_force, -1.93, 1.06, 7.31, actual_rep, 1, curr_step, 47, track_size, 99, robot_vel, 42.08, joints_pos, 13.81, 37.49, 4.19, -101.56, 3.34, 39.89, 58.87, tool_torque, 0.146, 0.637, -0.091, robot_mode, normal, 
29/04/2022 15:39:26:343, robot_pos_w_timestamp, 1651243063757, 480.69, 164.54, 231.16, 2.37, -0.06, 3.08, tool_force, -2.06, 1.21, 7.35, actual_rep, 1, curr_step, 48, track_size, 99, robot_vel, 42.89, joints_pos, 14.48, 37.35, 4.2, -101.66, 3.43, 39.77, 59.48, tool_torque, 0.151, 0.628, -0.092, robot_mode, normal, 
29/04/2022 15:39:26:489, robot_pos_w_timestamp, 1651243063905, 478.69, 170.35, 231.72, 2.37, -0.06, 3.08, tool_force, -1.83, 1.06, 7.36, actual_rep, 1, curr_step, 49, track_size, 99, robot_vel, 41.7, joints_pos, 15.18, 37.27, 4.19, -101.69, 3.47, 39.72, 60.13, tool_torque, 0.152, 0.607, -0.082, robot_mode, normal, 
29/04/2022 15:39:26:639, robot_pos_w_timestamp, 1651243064052, 476.81, 176.11, 232.19, 2.37, -0.06, 3.08, tool_force, -1.66, 0.88, 7.28, actual_rep, 1, curr_step, 50, track_size, 99, robot_vel, 42.7, joints_pos, 15.86, 37.21, 4.18, -101.69, 3.48, 39.68, 60.82, tool_torque, 0.097, 0.631, -0.104, robot_mode, normal, 
29/04/2022 15:39:26:789, robot_pos_w_timestamp, 1651243064200, 475.1, 181.83, 232.67, 2.37, -0.06, 3.08, tool_force, -1.24, 0.48, 7.35, actual_rep, 1, curr_step, 51, track_size, 99, robot_vel, 42.28, joints_pos, 16.56, 37.19, 4.17, -101.64, 3.48, 39.67, 61.58, tool_torque, 0.049, 0.542, -0.092, robot_mode, normal, 
29/04/2022 15:39:26:956, robot_pos_w_timestamp, 1651243064348, 473.69, 188.07, 233.24, 2.36, -0.06, 3.08, tool_force, -1.68, -0.06, 7.28, actual_rep, 1, curr_step, 52, track_size, 99, robot_vel, 22.49, joints_pos, 17.34, 37.19, 4.1, -101.51, 3.48, 39.67, 62.61, tool_torque, -0.088, 0.666, -0.116, robot_mode, normal, 
29/04/2022 15:39:27:089, robot_pos_w_timestamp, 1651243064496, 472.62, 193.48, 233.54, 2.36, -0.06, 3.08, tool_force, 0.29, -0.69, 9.06, actual_rep, 1, curr_step, 53, track_size, 99, robot_vel, 40.21, joints_pos, 17.97, 37.24, 4.08, -101.34, 3.48, 39.72, 63.47, tool_torque, -0.082, 0.516, -0.16, robot_mode, normal, 
29/04/2022 15:39:27:246, robot_pos_w_timestamp, 1651243064648, 472.71, 199.03, 233.58, 2.35, -0.06, 3.08, tool_force, -2.44, -0.39, 11.52, actual_rep, 1, curr_step, 54, track_size, 99, robot_vel, 36.93, joints_pos, 18.64, 37.42, 4.0, -100.98, 3.4, 39.74, 64.45, tool_torque, -0.096, 0.545, -0.072, robot_mode, normal, 
29/04/2022 15:39:27:397, robot_pos_w_timestamp, 1651243064794, 473.16, 204.92, 234.46, 2.35, -0.05, 3.07, tool_force, -2.3, 0.38, 10.33, actual_rep, 1, curr_step, 55, track_size, 99, robot_vel, 37.31, joints_pos, 19.31, 37.48, 3.95, -100.68, 3.1, 39.48, 65.53, tool_torque, 0.077, 0.676, -0.083, robot_mode, normal, 
29/04/2022 15:39:27:545, robot_pos_w_timestamp, 1651243064945, 474.15, 210.76, 235.1, 2.34, -0.05, 3.07, tool_force, -2.21, -0.29, 11.8, actual_rep, 1, curr_step, 56, track_size, 99, robot_vel, 41.52, joints_pos, 19.93, 37.68, 3.92, -100.15, 2.97, 39.57, 66.55, tool_torque, -0.105, 0.564, -0.087, robot_mode, normal, 
29/04/2022 15:39:27:712, robot_pos_w_timestamp, 1651243065090, 475.83, 217.03, 235.31, 2.34, -0.05, 3.07, tool_force, -2.46, -0.29, 14.73, actual_rep, 1, curr_step, 58, track_size, 99, robot_vel, 40.61, joints_pos, 20.55, 38.05, 3.89, -99.4, 2.81, 39.75, 67.57, tool_torque, -0.0060, 0.587, -0.095, robot_mode, normal, 
29/04/2022 15:39:27:845, robot_pos_w_timestamp, 1651243065241, 478.29, 222.23, 235.46, 2.33, -0.04, 3.06, tool_force, -3.58, -0.15, 16.45, actual_rep, 1, curr_step, 58, track_size, 99, robot_vel, 43.22, joints_pos, 21.1, 38.34, 3.82, -98.82, 2.39, 39.55, 68.84, tool_torque, 0.295, 0.733, -0.055, robot_mode, normal, 
29/04/2022 15:39:27:998, robot_pos_w_timestamp, 1651243065386, 480.93, 227.87, 235.61, 2.32, -0.04, 3.06, tool_force, -3.44, -0.52, 18.31, actual_rep, 1, curr_step, 59, track_size, 99, robot_vel, 43.2, joints_pos, 21.6, 38.75, 3.79, -97.99, 2.17, 39.76, 69.9, tool_torque, 0.14, 0.702, -0.059, robot_mode, normal, 
29/04/2022 15:39:28:160, robot_pos_w_timestamp, 1651243065536, 484.38, 233.27, 235.62, 2.32, -0.04, 3.06, tool_force, -3.49, -0.31, 18.75, actual_rep, 1, curr_step, 60, track_size, 99, robot_vel, 43.27, joints_pos, 22.04, 39.25, 3.78, -97.06, 1.97, 39.96, 70.77, tool_torque, 0.316, 0.8, -0.09, robot_mode, normal, 
29/04/2022 15:39:28:298, robot_pos_w_timestamp, 1651243065682, 487.78, 238.6, 235.75, 2.31, -0.03, 3.05, tool_force, -3.1, -0.91, 19.05, actual_rep, 1, curr_step, 62, track_size, 99, robot_vel, 48.29, joints_pos, 22.54, 39.64, 3.74, -96.28, 1.3, 39.67, 72.04, tool_torque, 0.495, 0.603, -0.014, robot_mode, normal, 
29/04/2022 15:39:28:356, robot_pos_w_timestamp, 1651243065693, 488.04, 239.05, 235.77, 2.31, -0.03, 3.05, tool_force, -3.22, -0.68, 18.52, actual_rep, 1, curr_step, 62, track_size, 99, robot_vel, 48.29, joints_pos, 22.57, 39.67, 3.74, -96.2, 1.3, 39.73, 72.09, tool_torque, 0.401, 0.605, -0.015, robot_mode, normal, 
29/04/2022 15:39:28:446, robot_pos_w_timestamp, 1651243065832, 492.3, 244.34, 235.15, 2.3, -0.03, 3.05, tool_force, -3.21, -1.74, 19.59, actual_rep, 1, curr_step, 64, track_size, 99, robot_vel, 50.15, joints_pos, 22.9, 40.36, 3.74, -95.02, 1.26, 40.2, 72.91, tool_torque, 0.276, 0.727, -0.08, robot_mode, normal, 
29/04/2022 15:39:28:632, robot_pos_w_timestamp, 1651243065979, 497.77, 250.14, 234.32, 2.3, -0.02, 3.06, tool_force, -2.36, -1.72, 19.23, actual_rep, 1, curr_step, 67, track_size, 99, robot_vel, 54.82, joints_pos, 23.45, 41.26, 3.64, -93.44, 0.33, 41.12, 74.43, tool_torque, 0.258, 0.82, -0.134, robot_mode, normal, 
29/04/2022 15:39:28:756, robot_pos_w_timestamp, 1651243066128, 503.43, 255.18, 233.89, 2.29, -0.02, 3.06, tool_force, -1.26, -1.85, 18.95, actual_rep, 1, curr_step, 69, track_size, 99, robot_vel, 45.2, joints_pos, 23.74, 42.1, 3.6, -91.89, 0.14, 41.89, 75.24, tool_torque, 0.293, 0.823, -0.186, robot_mode, normal, 
29/04/2022 15:39:28:919, robot_pos_w_timestamp, 1651243066285, 508.71, 258.94, 234.13, 2.28, -0.02, 3.06, tool_force, -1.37, -1.46, 18.55, actual_rep, 1, curr_step, 72, track_size, 99, robot_vel, 38.2, joints_pos, 23.91, 42.74, 3.59, -90.6, -0.15, 42.78, 75.92, tool_torque, 0.247, 0.764, -0.17, robot_mode, normal, 
29/04/2022 15:39:29:051, robot_pos_w_timestamp, 1651243066424, 510.76, 259.73, 234.21, 2.28, -0.02, 3.07, tool_force, -1.66, -1.85, 18.7, actual_rep, 1, curr_step, 74, track_size, 99, robot_vel, 13.4, joints_pos, 23.92, 43.01, 3.61, -90.07, -0.38, 43.31, 76.13, tool_torque, 0.411, 0.727, -0.117, robot_mode, normal, 
29/04/2022 15:39:29:215, robot_pos_w_timestamp, 1651243066574, 511.22, 259.65, 234.17, 2.28, -0.02, 3.07, tool_force, -1.46, -0.65, 19.04, actual_rep, 1, curr_step, 77, track_size, 99, robot_vel, 3.98, joints_pos, 23.84, 43.0, 3.65, -90.1, -0.31, 43.08, 76.07, tool_torque, 0.659, 0.271, 0.132, robot_mode, normal, 
29/04/2022 15:39:29:362, robot_pos_w_timestamp, 1651243066723, 511.86, 259.77, 234.06, 2.28, -0.02, 3.07, tool_force, -1.36, -1.4, 20.52, actual_rep, 1, curr_step, 79, track_size, 99, robot_vel, 6.45, joints_pos, 23.94, 43.14, 3.58, -89.83, -0.7, 43.51, 76.32, tool_torque, 0.498, 0.79, -0.142, robot_mode, normal, 
