21/03/2022 15:38:00: File Created!
21/03/2022 15:38:00:541, robot_pos_with_timestamp, 1647873400644, 555.98, 302.25, 189.65, 2.29, 0.02, 3.05, tool_force, -0.05180890384181179, 1.187819906327705, 6.21707117152755, actual_rep, 1, curr_step, 1, track_size, 81, robot_vel, 0.0, joints_pos, 38.36, 54.38, -15.74, -78.04, 18.21, 44.6, 65.81, tool_torque, 0.011, -0.068, 0.235, tool_momentum, 0.012, -0.069, 0.235, , robot_mode, normal, 
21/03/2022 15:38:06:093, robot_pos_with_timestamp, 1647873406147, 572.86, 98.89, 216.74, 2.29, 0.15, -3.13, tool_force, 1.9424834053835442, 3.5815986661163595, 18.145254921516575, actual_rep, 1, curr_step, 23, track_size, 81, robot_vel, 62.75, joints_pos, 22.53, 46.76, -15.91, -88.46, 5.25, 42.57, 57.06, tool_torque, 1.57, -0.245, 0.398, tool_momentum, 1.556, -0.237, 0.394, , robot_mode, normal, 
21/03/2022 15:38:06:228, robot_pos_with_timestamp, 1647873406297, 571.75, 98.18, 220.49, 2.29, 0.15, -3.13, tool_force, 4.661916791939687, -1.8530214786397454, -2.7746494320868478, actual_rep, 1, curr_step, 24, track_size, 81, robot_vel, 37.68, joints_pos, 22.4, 46.18, -15.8, -88.75, 5.26, 42.71, 56.66, tool_torque, -0.287, -0.483, 0.189, tool_momentum, -0.312, -0.485, 0.189, , robot_mode, normal, 
21/03/2022 15:38:06:464, robot_pos_with_timestamp, 1647873406445, 565.46, 91.86, 230.54, 2.3, 0.14, -3.13, tool_force, -5.999072609097796, 2.1601526249224, -7.2961448529501896, actual_rep, 1, curr_step, 26, track_size, 81, robot_vel, 107.02, joints_pos, 22.08, 44.44, -16.02, -90.23, 5.78, 42.9, 55.21, tool_torque, -0.72, -0.341, 0.98, tool_momentum, -0.685, -0.356, 0.978, , robot_mode, normal, 
21/03/2022 15:38:06:528, robot_pos_with_timestamp, 1647873406596, 559.14, 88.75, 229.36, 2.3, 0.13, -3.13, tool_force, 0.7080176146610684, 2.0434431893202207, 5.315388778230669, actual_rep, 1, curr_step, 26, track_size, 81, robot_vel, 33.0, joints_pos, 21.64, 43.9, -15.68, -91.37, 6.19, 42.71, 54.4, tool_torque, 0.463, -0.592, 0.562, tool_momentum, 0.466, -0.598, 0.561, , robot_mode, normal, 
21/03/2022 15:38:06:689, robot_pos_with_timestamp, 1647873406752, 553.7, 86.87, 233.55, 2.3, 0.12, -3.13, tool_force, 0.8981649316184774, 2.2238152237410875, 6.551096713246115, actual_rep, 1, curr_step, 27, track_size, 81, robot_vel, 52.38, joints_pos, 21.51, 42.94, -15.65, -92.33, 6.58, 43.06, 53.83, tool_torque, 0.372, -0.581, 0.488, tool_momentum, 0.37, -0.598, 0.491, , robot_mode, normal, 
21/03/2022 15:38:06:830, robot_pos_with_timestamp, 1647873406894, 548.28, 85.91, 238.64, 2.3, 0.11, -3.13, tool_force, 0.8628535038285061, 2.251341245442757, 6.611881646657787, actual_rep, 1, curr_step, 28, track_size, 81, robot_vel, 52.81, joints_pos, 21.46, 41.83, -15.63, -93.37, 7.16, 43.16, 52.88, tool_torque, 0.419, -0.623, 0.501, tool_momentum, 0.426, -0.628, 0.501, , robot_mode, normal, 
21/03/2022 15:38:06:984, robot_pos_with_timestamp, 1647873407041, 542.68, 85.27, 244.53, 2.31, 0.1, 3.14, tool_force, 0.057034822933542416, 2.001649179707875, 6.483892620909993, actual_rep, 1, curr_step, 29, track_size, 81, robot_vel, 58.72, joints_pos, 21.46, 40.6, -15.62, -94.49, 7.72, 43.12, 52.0, tool_torque, 0.358, -0.22, 0.41, tool_momentum, 0.353, -0.217, 0.408, , robot_mode, normal, 
21/03/2022 15:38:07:134, robot_pos_with_timestamp, 1647873407191, 537.53, 86.51, 250.31, 2.31, 0.1, 3.14, tool_force, -0.608574768154028, 1.8193799797752903, 6.46006189502918, actual_rep, 1, curr_step, 30, track_size, 81, robot_vel, 53.66, joints_pos, 21.69, 39.49, -15.59, -95.39, 7.75, 43.21, 52.03, tool_torque, 0.147, -0.115, 0.238, tool_momentum, 0.159, -0.152, 0.248, , robot_mode, normal, 
21/03/2022 15:38:07:292, robot_pos_with_timestamp, 1647873407345, 532.11, 88.5, 256.29, 2.31, 0.09, 3.13, tool_force, -0.48687785289291596, 1.91915086128792, 6.8319402984849615, actual_rep, 1, curr_step, 31, track_size, 81, robot_vel, 55.43, joints_pos, 21.78, 38.27, -15.4, -96.35, 8.41, 43.27, 51.31, tool_torque, 0.221, -0.214, 0.37, tool_momentum, 0.226, -0.226, 0.37, , robot_mode, normal, 
21/03/2022 15:38:07:439, robot_pos_with_timestamp, 1647873407488, 527.5, 90.81, 261.84, 2.32, 0.08, 3.12, tool_force, -0.765368592954356, 1.3734997667069802, 6.708869234249935, actual_rep, 1, curr_step, 32, track_size, 81, robot_vel, 49.35, joints_pos, 21.93, 37.19, -15.23, -97.15, 8.78, 43.32, 50.91, tool_torque, 0.202, -0.072, 0.346, tool_momentum, 0.202, -0.072, 0.346, , robot_mode, normal, 
21/03/2022 15:38:07:584, robot_pos_with_timestamp, 1647873407636, 522.46, 94.15, 267.69, 2.32, 0.08, 3.11, tool_force, -0.8398771076757663, 1.7007245844509724, 6.775744347049576, actual_rep, 1, curr_step, 33, track_size, 81, robot_vel, 57.24, joints_pos, 22.37, 36.04, -15.2, -98.02, 8.95, 43.27, 51.02, tool_torque, 0.216, 0.016, 0.16, tool_momentum, 0.211, 0.018, 0.16, , robot_mode, normal, 
21/03/2022 15:38:07:739, robot_pos_with_timestamp, 1647873407786, 517.19, 97.87, 273.42, 2.32, 0.07, 3.1, tool_force, -0.7310689951225765, 1.4360258228611578, 6.655174122363301, actual_rep, 1, curr_step, 34, track_size, 81, robot_vel, 54.71, joints_pos, 22.79, 34.93, -15.19, -98.84, 9.56, 43.33, 50.88, tool_torque, 0.204, -0.065, 0.314, tool_momentum, 0.192, -0.074, 0.311, , robot_mode, normal, 
21/03/2022 15:38:07:889, robot_pos_with_timestamp, 1647873407935, 512.04, 102.08, 279.29, 2.32, 0.07, 3.09, tool_force, -1.0118524934725763, 1.3411197648502329, 6.56897986285063, actual_rep, 1, curr_step, 35, track_size, 81, robot_vel, 59.94, joints_pos, 23.38, 33.8, -15.22, -99.66, 9.76, 43.27, 51.27, tool_torque, 0.08, 0.154, 0.0080, tool_momentum, 0.081, 0.143, 0.0080, , robot_mode, normal, 
21/03/2022 15:38:08:068, robot_pos_with_timestamp, 1647873408082, 507.3, 106.26, 284.92, 2.31, 0.06, 3.08, tool_force, -1.6109026804229578, 0.75879835678042, 6.6544650124090365, actual_rep, 1, curr_step, 36, track_size, 81, robot_vel, 56.27, joints_pos, 23.88, 32.77, -15.26, -100.35, 10.45, 43.39, 51.41, tool_torque, -0.092, 0.271, -0.031, tool_momentum, -0.06, 0.254, -0.029, , robot_mode, normal, 
21/03/2022 15:38:08:186, robot_pos_with_timestamp, 1647873408231, 502.37, 111.22, 290.68, 2.32, 0.06, 3.07, tool_force, -1.2819252759678395, 1.4543179602895102, 6.3666897470739094, actual_rep, 1, curr_step, 37, track_size, 81, robot_vel, 64.49, joints_pos, 24.52, 31.69, -15.23, -101.03, 10.57, 43.44, 51.42, tool_torque, 0.028, 0.091, 0.039, tool_momentum, 0.018, 0.083, 0.039, , robot_mode, normal, 
21/03/2022 15:38:08:339, robot_pos_with_timestamp, 1647873408379, 497.0, 116.01, 296.37, 2.32, 0.05, 3.07, tool_force, -1.5815055931245083, 0.43072044280853383, 5.959084337313306, actual_rep, 1, curr_step, 38, track_size, 81, robot_vel, 61.06, joints_pos, 25.14, 30.66, -15.24, -101.62, 10.83, 43.91, 51.77, tool_torque, -0.092, 0.17, -0.06, tool_momentum, -0.076, 0.175, -0.058, , robot_mode, normal, 
21/03/2022 15:38:08:491, robot_pos_with_timestamp, 1647873408529, 491.09, 121.11, 301.51, 2.32, 0.05, 3.06, tool_force, -1.390619748513903, 1.1394428284813778, 6.6717068888851205, actual_rep, 1, curr_step, 40, track_size, 81, robot_vel, 67.68, joints_pos, 25.94, 29.59, -15.3, -102.41, 10.83, 43.87, 52.37, tool_torque, -0.074, 0.328, -0.082, tool_momentum, -0.107, 0.33, -0.083, , robot_mode, normal, 
21/03/2022 15:38:08:637, robot_pos_with_timestamp, 1647873408675, 485.95, 125.44, 305.55, 2.32, 0.04, 3.06, tool_force, 0.082565899661213, 0.7053156938077578, 5.433144974073565, actual_rep, 1, curr_step, 42, track_size, 81, robot_vel, 50.16, joints_pos, 26.58, 28.79, -15.35, -102.92, 11.02, 44.32, 53.02, tool_torque, -0.167, -0.04, -0.058, tool_momentum, -0.179, -0.031, -0.058, , robot_mode, normal, 
21/03/2022 15:38:08:785, robot_pos_with_timestamp, 1647873408823, 480.86, 129.96, 307.74, 2.31, 0.04, 3.05, tool_force, -1.9546088116933704, 1.2576963726362975, 6.835545106713366, actual_rep, 1, curr_step, 45, track_size, 81, robot_vel, 58.56, joints_pos, 27.27, 28.09, -15.34, -103.64, 11.02, 44.0, 54.18, tool_torque, 0.089, 0.499, -0.074, tool_momentum, 0.111, 0.497, -0.073, , robot_mode, normal, 
21/03/2022 15:38:08:949, robot_pos_with_timestamp, 1647873408973, 476.24, 135.57, 310.45, 2.3, 0.05, 3.05, tool_force, -1.1414890942101976, 1.1692376929077515, 6.1472397496739575, actual_rep, 1, curr_step, 47, track_size, 81, robot_vel, 49.63, joints_pos, 28.32, 27.41, -15.39, -104.22, 9.92, 43.59, 56.16, tool_torque, -0.0040, 0.333, -0.054, tool_momentum, -0.021, 0.326, -0.054, , robot_mode, normal, 
21/03/2022 15:38:09:093, robot_pos_with_timestamp, 1647873409122, 476.79, 137.47, 311.08, 2.3, 0.06, 3.05, tool_force, -1.0083453874801842, 0.15847005614941811, 6.053220313642863, actual_rep, 1, curr_step, 50, track_size, 81, robot_vel, 21.43, joints_pos, 28.88, 27.46, -15.71, -104.08, 9.42, 43.44, 56.84, tool_torque, -0.16, 0.263, -0.048, tool_momentum, -0.17, 0.256, -0.048, , robot_mode, normal, 
21/03/2022 15:38:09:248, robot_pos_with_timestamp, 1647873409271, 478.07, 139.39, 311.04, 2.3, 0.06, 3.05, tool_force, -0.9382463229939015, 0.3972000093586846, 6.435791602429721, actual_rep, 1, curr_step, 53, track_size, 81, robot_vel, 20.57, joints_pos, 29.07, 27.74, -15.76, -103.65, 9.35, 43.83, 57.06, tool_torque, -0.211, 0.268, -0.043, tool_momentum, -0.187, 0.257, -0.043, , robot_mode, normal, 
