05/04/2022 16:56:25: File Created!
05/04/2022 16:56:25:567, robot_pos_w_timestamp, 1649174096150, 612.88, 280.95, 203.74, 2.36, -0.03, 3.07, tool_force, -1.56, 0.83, 5.88, actual_rep, 1, curr_step, 1, track_size, 99, robot_vel, 40.42, joints_pos, 29.91, 57.89, -10.67, -66.97, 15.14, 53.28, 60.45, tool_torque, -0.067, 0.231, 0.026, tool_momentum, -0.062, 0.227, 0.026, robot_mode, rotation_overlay, 
05/04/2022 16:56:28:855, robot_pos_w_timestamp, 1649174099430, 609.76, 160.27, 201.29, 2.31, -0.01, -3.13, tool_force, -0.2, 2.69, 5.84, actual_rep, 1, curr_step, 13, track_size, 99, robot_vel, 44.07, joints_pos, 21.31, 53.93, -10.9, -75.48, 11.44, 52.65, 55.22, tool_torque, 0.483, -0.3, 0.567, tool_momentum, 0.474, -0.29, 0.565, robot_mode, rotation_overlay, 
05/04/2022 16:56:29:034, robot_pos_w_timestamp, 1649174099584, 607.6, 154.3, 202.19, 2.32, -0.02, -3.13, tool_force, -0.24, 2.95, 5.82, actual_rep, 1, curr_step, 14, track_size, 99, robot_vel, 40.85, joints_pos, 20.8, 53.41, -10.89, -76.36, 11.61, 52.45, 54.02, tool_torque, 0.566, -0.262, 0.553, tool_momentum, 0.553, -0.256, 0.551, robot_mode, rotation_overlay, 
05/04/2022 16:56:29:160, robot_pos_w_timestamp, 1649174099731, 605.43, 148.61, 202.89, 2.33, -0.02, -3.13, tool_force, -0.34, 3.26, 6.19, actual_rep, 1, curr_step, 15, track_size, 99, robot_vel, 44.58, joints_pos, 20.43, 53.02, -10.89, -77.05, 11.68, 52.18, 53.13, tool_torque, 0.635, -0.29, 0.563, tool_momentum, 0.639, -0.294, 0.563, robot_mode, rotation_overlay, 
05/04/2022 16:56:29:302, robot_pos_w_timestamp, 1649174099881, 603.01, 142.81, 203.64, 2.33, -0.02, -3.13, tool_force, -0.08, 2.59, 5.69, actual_rep, 1, curr_step, 16, track_size, 99, robot_vel, 44.71, joints_pos, 19.99, 52.47, -10.88, -78.01, 11.94, 51.56, 51.96, tool_torque, 0.598, -0.283, 0.548, tool_momentum, 0.6, -0.279, 0.548, robot_mode, rotation_overlay, 
05/04/2022 16:56:29:647, robot_pos_w_timestamp, 1649174100184, 596.0, 131.24, 204.7, 2.34, -0.01, 3.14, tool_force, -0.5, 2.34, 5.62, actual_rep, 1, curr_step, 18, track_size, 99, robot_vel, 46.65, joints_pos, 19.31, 51.13, -10.9, -80.54, 11.95, 49.57, 50.27, tool_torque, 0.606, -0.134, 0.507, tool_momentum, 0.628, -0.146, 0.507, robot_mode, rotation_overlay, 
05/04/2022 16:56:29:931, robot_pos_w_timestamp, 1649174100486, 584.53, 120.28, 205.5, 2.35, -0.02, 3.13, tool_force, -0.48, 2.63, 5.73, actual_rep, 1, curr_step, 20, track_size, 99, robot_vel, 52.08, joints_pos, 18.57, 49.57, -10.83, -83.54, 12.58, 48.14, 48.5, tool_torque, 0.67, -0.21, 0.529, tool_momentum, 0.661, -0.195, 0.529, robot_mode, rotation_overlay, 
05/04/2022 16:56:30:264, robot_pos_w_timestamp, 1649174100789, 572.83, 111.16, 206.97, 2.35, -0.02, 3.12, tool_force, -0.61, 3.08, 6.15, actual_rep, 1, curr_step, 22, track_size, 99, robot_vel, 41.19, joints_pos, 18.03, 47.97, -10.81, -86.49, 13.16, 46.54, 47.12, tool_torque, 0.763, -0.21, 0.523, tool_momentum, 0.758, -0.207, 0.522, robot_mode, rotation_overlay, 
05/04/2022 16:56:30:417, robot_pos_w_timestamp, 1649174100944, 566.97, 106.75, 208.3, 2.35, -0.02, 3.12, tool_force, -0.77, 2.96, 6.12, actual_rep, 1, curr_step, 23, track_size, 99, robot_vel, 44.93, joints_pos, 17.92, 47.04, -10.89, -88.11, 13.13, 45.69, 46.71, tool_torque, 0.621, -0.093, 0.451, tool_momentum, 0.55, -0.017, 0.417, robot_mode, rotation_overlay, 
05/04/2022 16:56:30:690, robot_pos_w_timestamp, 1649174101248, 554.9, 101.92, 211.3, 2.35, -0.01, 3.11, tool_force, -0.04, 2.48, 5.54, actual_rep, 1, curr_step, 26, track_size, 99, robot_vel, 43.59, joints_pos, 17.75, 45.43, -10.8, -90.75, 13.13, 44.19, 46.23, tool_torque, 0.822, -0.358, 0.544, tool_momentum, 0.82, -0.358, 0.543, robot_mode, rotation_overlay, 
05/04/2022 16:56:31:019, robot_pos_w_timestamp, 1649174101574, 542.54, 100.22, 214.57, 2.35, -0.02, 3.11, tool_force, -1.52, 2.23, 6.15, actual_rep, 1, curr_step, 29, track_size, 99, robot_vel, 41.31, joints_pos, 17.7, 43.87, -10.61, -93.13, 13.6, 43.64, 45.63, tool_torque, 0.548, 0.066, 0.401, tool_momentum, 0.539, 0.066, 0.401, robot_mode, rotation_overlay, 
05/04/2022 16:56:31:334, robot_pos_w_timestamp, 1649174101877, 530.96, 104.08, 219.17, 2.35, -0.04, 3.11, tool_force, -1.91, 2.11, 6.35, actual_rep, 1, curr_step, 35, track_size, 99, robot_vel, 46.55, joints_pos, 17.85, 42.32, -10.07, -95.19, 14.14, 43.33, 45.39, tool_torque, 0.508, 0.103, 0.375, tool_momentum, 0.506, 0.105, 0.375, robot_mode, rotation_overlay, 
