05/04/2022 16:09:37: File Created!
05/04/2022 16:09:37:462, robot_pos_w_timestamp, 1649171285390, 612.88, 280.95, 203.72, 2.36, -0.03, 3.07, tool_force, -1.08, -0.53, 0.07, actual_rep, 1, curr_step, 1, track_size, 99, robot_vel, 38.31, joints_pos, 23.12, 57.44, 1.68, -66.97, 2.11, 52.42, 67.6, tool_torque, -0.173, 0.292, 0.016, tool_momentum, -0.173, 0.292, 0.016, robot_mode, normal, 
05/04/2022 16:09:39:066, robot_pos_w_timestamp, 1649171287022, 620.13, 221.54, 197.84, 2.31, 0.0, 3.12, tool_force, 0.2, 0.98, -0.02, actual_rep, 1, curr_step, 8, track_size, 99, robot_vel, 39.26, joints_pos, 18.76, 56.47, 1.37, -69.91, -0.73, 52.29, 67.39, tool_torque, 0.135, -0.116, 0.402, tool_momentum, 0.14, -0.125, 0.402, robot_mode, normal, 
05/04/2022 16:09:39:215, robot_pos_w_timestamp, 1649171287171, 620.06, 215.79, 197.82, 2.31, 0.0, 3.12, tool_force, 0.08, 1.0, 0.16, actual_rep, 1, curr_step, 8, track_size, 99, robot_vel, 41.66, joints_pos, 18.33, 56.28, 1.36, -70.29, -1.03, 52.3, 67.39, tool_torque, 0.148, -0.078, 0.293, tool_momentum, 0.144, -0.074, 0.293, robot_mode, normal, 
05/04/2022 16:09:39:368, robot_pos_w_timestamp, 1649171287323, 619.85, 209.88, 197.73, 2.3, 0.01, 3.13, tool_force, -0.34, 0.99, 0.09, actual_rep, 1, curr_step, 9, track_size, 99, robot_vel, 38.23, joints_pos, 17.92, 56.08, 1.33, -70.72, -1.36, 52.25, 67.45, tool_torque, 0.126, 0.137, 0.162, tool_momentum, 0.124, 0.134, 0.162, robot_mode, normal, 
05/04/2022 16:09:39:519, robot_pos_w_timestamp, 1649171287473, 619.36, 204.16, 197.88, 2.3, 0.01, 3.13, tool_force, 0.51, 0.86, -0.02, actual_rep, 1, curr_step, 9, track_size, 99, robot_vel, 39.15, joints_pos, 17.44, 55.86, 1.37, -71.14, -1.46, 52.33, 67.23, tool_torque, 0.157, -0.184, 0.411, tool_momentum, 0.152, -0.163, 0.411, robot_mode, normal, 
05/04/2022 16:09:39:669, robot_pos_w_timestamp, 1649171287622, 618.87, 198.34, 197.98, 2.3, 0.0, 3.14, tool_force, 0.08, 1.02, 0.34, actual_rep, 1, curr_step, 10, track_size, 99, robot_vel, 35.76, joints_pos, 16.93, 55.67, 1.42, -71.52, -1.49, 52.49, 66.85, tool_torque, 0.14, -0.216, 0.493, tool_momentum, 0.155, -0.229, 0.493, robot_mode, normal, 
05/04/2022 16:09:39:839, robot_pos_w_timestamp, 1649171287773, 618.13, 192.49, 198.32, 2.3, 0.0, 3.14, tool_force, 0.28, 1.06, 0.3, actual_rep, 1, curr_step, 10, track_size, 99, robot_vel, 41.66, joints_pos, 16.44, 55.4, 1.45, -72.0, -1.57, 52.46, 66.43, tool_torque, 0.231, -0.238, 0.522, tool_momentum, 0.243, -0.236, 0.52, robot_mode, normal, 
05/04/2022 16:09:39:971, robot_pos_w_timestamp, 1649171287922, 617.3, 186.83, 198.61, 2.3, 0.0, -3.14, tool_force, 0.23, 1.09, -0.27, actual_rep, 1, curr_step, 11, track_size, 99, robot_vel, 39.71, joints_pos, 15.97, 55.11, 1.47, -72.54, -1.6, 52.37, 66.06, tool_torque, 0.272, -0.201, 0.495, tool_momentum, 0.269, -0.195, 0.495, robot_mode, normal, 
05/04/2022 16:09:40:122, robot_pos_w_timestamp, 1649171288072, 615.99, 181.04, 199.1, 2.3, 0.0, -3.14, tool_force, 0.22, 1.37, 0.19, actual_rep, 1, curr_step, 11, track_size, 99, robot_vel, 36.63, joints_pos, 15.53, 54.79, 1.46, -73.1, -1.73, 52.39, 65.72, tool_torque, 0.252, -0.193, 0.482, tool_momentum, 0.244, -0.188, 0.481, robot_mode, normal, 
05/04/2022 16:09:40:273, robot_pos_w_timestamp, 1649171288221, 614.66, 175.16, 199.52, 2.3, 0.0, -3.13, tool_force, 0.38, 1.12, 0.32, actual_rep, 1, curr_step, 12, track_size, 99, robot_vel, 29.4, joints_pos, 15.07, 54.48, 1.46, -73.65, -1.85, 52.42, 65.32, tool_torque, 0.205, -0.243, 0.512, tool_momentum, 0.208, -0.243, 0.512, robot_mode, normal, 
05/04/2022 16:09:40:428, robot_pos_w_timestamp, 1649171288375, 612.94, 169.44, 200.11, 2.3, 0.0, -3.13, tool_force, -0.08, 1.61, 0.07, actual_rep, 1, curr_step, 12, track_size, 99, robot_vel, 41.98, joints_pos, 14.52, 54.09, 1.56, -74.34, -1.7, 52.26, 64.51, tool_torque, 0.356, -0.211, 0.51, tool_momentum, 0.36, -0.213, 0.51, robot_mode, normal, 
05/04/2022 16:09:40:570, robot_pos_w_timestamp, 1649171288524, 610.99, 163.68, 200.87, 2.31, -0.01, -3.13, tool_force, 0.38, 1.52, -0.23, actual_rep, 1, curr_step, 13, track_size, 99, robot_vel, 37.33, joints_pos, 13.95, 53.68, 1.66, -75.05, -1.52, 52.17, 63.61, tool_torque, 0.411, -0.281, 0.515, tool_momentum, 0.407, -0.269, 0.513, robot_mode, normal, 
05/04/2022 16:09:40:743, robot_pos_w_timestamp, 1649171288686, 608.63, 157.34, 201.67, 2.31, -0.02, -3.13, tool_force, 0.23, 1.51, 0.04, actual_rep, 1, curr_step, 14, track_size, 99, robot_vel, 42.58, joints_pos, 13.3, 53.18, 1.74, -75.91, -1.18, 52.0, 62.42, tool_torque, 0.431, -0.255, 0.532, tool_momentum, 0.448, -0.251, 0.534, robot_mode, normal, 
