30/03/2022 16:02:27: File Created!
30/03/2022 16:02:27:065, robot_pos_w_timestamp, 1648648861923, 536.36, 302.61, 176.25, 2.32, 0.03, 3.04, tool_force, -0.06, -0.44, 0.05, actual_rep, 1, curr_step, 1, track_size, 80, robot_vel, 0.0, joints_pos, 61.45, 67.06, -53.65, -81.95, 61.7, 55.84, 40.95, tool_torque, 0.108, -0.361, 0.137, tool_momentum, 0.108, -0.361, 0.137, robot_mode, normal, 
30/03/2022 16:02:28:687, robot_pos_w_timestamp, 1648648863554, 544.64, 249.85, 186.09, 2.3, 0.08, 3.06, tool_force, 0.23, 0.6, 0.58, actual_rep, 1, curr_step, 9, track_size, 80, robot_vel, 42.86, joints_pos, 60.11, 66.75, -57.09, -85.48, 61.44, 55.71, 36.6, tool_torque, 0.338, -0.588, 0.291, tool_momentum, 0.336, -0.592, 0.291, robot_mode, normal, 
30/03/2022 16:02:28:839, robot_pos_w_timestamp, 1648648863700, 545.44, 244.08, 187.15, 2.3, 0.09, 3.07, tool_force, -0.03, 0.97, 0.31, actual_rep, 1, curr_step, 9, track_size, 80, robot_vel, 40.57, joints_pos, 59.89, 66.71, -57.42, -85.83, 61.48, 55.74, 36.25, tool_torque, 0.276, -0.668, 0.264, tool_momentum, 0.281, -0.677, 0.265, robot_mode, normal, 
30/03/2022 16:02:28:984, robot_pos_w_timestamp, 1648648863851, 545.95, 238.34, 188.27, 2.29, 0.09, 3.07, tool_force, -0.12, 1.34, 0.62, actual_rep, 1, curr_step, 10, track_size, 80, robot_vel, 39.17, joints_pos, 59.7, 66.63, -57.72, -86.21, 61.48, 55.75, 35.94, tool_torque, 0.274, -0.603, 0.248, tool_momentum, 0.274, -0.6, 0.248, robot_mode, normal, 
30/03/2022 16:02:29:140, robot_pos_w_timestamp, 1648648863998, 546.54, 232.53, 189.52, 2.29, 0.09, 3.07, tool_force, 0.18, 1.81, 0.52, actual_rep, 1, curr_step, 10, track_size, 80, robot_vel, 41.71, joints_pos, 59.46, 66.55, -58.02, -86.58, 61.5, 55.78, 35.6, tool_torque, 0.299, -0.768, 0.256, tool_momentum, 0.287, -0.759, 0.255, robot_mode, normal, 
30/03/2022 16:02:29:290, robot_pos_w_timestamp, 1648648864149, 547.87, 226.81, 190.16, 2.28, 0.1, 3.07, tool_force, -1.47, 2.7, 0.32, actual_rep, 1, curr_step, 11, track_size, 80, robot_vel, 35.94, joints_pos, 59.18, 66.55, -58.26, -86.83, 61.5, 55.58, 35.36, tool_torque, 0.424, -0.611, 0.175, tool_momentum, 0.418, -0.585, 0.175, robot_mode, impedance, 
30/03/2022 16:02:29:440, robot_pos_w_timestamp, 1648648864296, 550.45, 221.33, 190.46, 2.27, 0.1, 3.07, tool_force, -2.4, 2.71, 0.55, actual_rep, 1, curr_step, 11, track_size, 80, robot_vel, 42.34, joints_pos, 58.73, 66.7, -58.51, -86.77, 61.48, 55.64, 35.16, tool_torque, 0.158, -0.593, 0.056, tool_momentum, 0.157, -0.603, 0.056, robot_mode, impedance, 
30/03/2022 16:02:29:592, robot_pos_w_timestamp, 1648648864447, 553.42, 215.91, 191.38, 2.27, 0.11, 3.07, tool_force, -3.72, 3.67, 1.39, actual_rep, 1, curr_step, 11, track_size, 80, robot_vel, 44.47, joints_pos, 58.2, 66.79, -58.72, -86.61, 61.45, 55.8, 34.88, tool_torque, -0.019, -0.594, -0.115, tool_momentum, -0.029, -0.573, -0.118, robot_mode, impedance, 
30/03/2022 16:02:29:742, robot_pos_w_timestamp, 1648648864599, 557.81, 214.23, 191.83, 2.27, 0.11, 3.07, tool_force, -7.11, 6.73, 2.71, actual_rep, 1, curr_step, 11, track_size, 80, robot_vel, 30.02, joints_pos, 57.6, 66.94, -58.66, -85.93, 61.45, 55.95, 34.63, tool_torque, -0.044, -0.557, -0.398, tool_momentum, -0.039, -0.56, -0.398, robot_mode, impedance, 
30/03/2022 16:02:29:895, robot_pos_w_timestamp, 1648648864747, 562.74, 213.54, 191.81, 2.28, 0.11, 3.07, tool_force, -8.25, 6.6, 2.32, actual_rep, 1, curr_step, 11, track_size, 80, robot_vel, 31.72, joints_pos, 56.97, 67.25, -58.64, -85.01, 61.4, 56.34, 34.63, tool_torque, -0.165, -0.523, -0.525, tool_momentum, -0.18, -0.52, -0.526, robot_mode, impedance, 
30/03/2022 16:02:30:042, robot_pos_w_timestamp, 1648648864897, 566.94, 211.88, 191.98, 2.28, 0.1, 3.07, tool_force, -10.04, 7.01, 3.04, actual_rep, 1, curr_step, 11, track_size, 80, robot_vel, 26.75, joints_pos, 56.4, 67.52, -58.68, -84.29, 61.34, 56.71, 34.65, tool_torque, -0.26, -0.411, -0.637, tool_momentum, -0.263, -0.407, -0.638, robot_mode, impedance, 
30/03/2022 16:02:30:195, robot_pos_w_timestamp, 1648648865046, 570.25, 210.6, 191.82, 2.28, 0.1, 3.07, tool_force, -11.2, 7.14, 4.02, actual_rep, 1, curr_step, 11, track_size, 80, robot_vel, 22.89, joints_pos, 55.92, 67.73, -58.66, -83.7, 61.3, 56.95, 34.65, tool_torque, -0.243, -0.435, -0.641, tool_momentum, -0.245, -0.437, -0.64, robot_mode, impedance, 
30/03/2022 16:02:30:342, robot_pos_w_timestamp, 1648648865195, 572.45, 208.2, 191.34, 2.28, 0.1, 3.07, tool_force, -12.45, 6.22, 4.75, actual_rep, 1, curr_step, 11, track_size, 80, robot_vel, 23.49, joints_pos, 55.52, 67.88, -58.65, -83.4, 61.25, 57.13, 34.63, tool_torque, -0.198, -0.366, -0.516, tool_momentum, -0.197, -0.362, -0.515, robot_mode, impedance, 
30/03/2022 16:02:30:496, robot_pos_w_timestamp, 1648648865345, 573.73, 206.55, 191.04, 2.28, 0.1, 3.08, tool_force, -12.24, 6.33, 5.11, actual_rep, 1, curr_step, 11, track_size, 80, robot_vel, 10.67, joints_pos, 55.22, 67.92, -58.57, -83.23, 61.25, 57.24, 34.48, tool_torque, -0.102, -0.42, -0.435, tool_momentum, -0.104, -0.411, -0.437, robot_mode, impedance, 
30/03/2022 16:02:30:649, robot_pos_w_timestamp, 1648648865493, 574.26, 206.61, 190.88, 2.28, 0.1, 3.08, tool_force, -11.3, 6.22, 4.93, actual_rep, 1, curr_step, 11, track_size, 80, robot_vel, 4.14, joints_pos, 55.11, 67.93, -58.49, -83.12, 61.25, 57.27, 34.46, tool_torque, -0.113, -0.478, -0.464, tool_momentum, -0.114, -0.473, -0.464, robot_mode, impedance, 
30/03/2022 16:02:30:837, robot_pos_w_timestamp, 1648648865643, 574.06, 207.02, 190.69, 2.28, 0.1, 3.08, tool_force, -11.26, 6.19, 5.04, actual_rep, 1, curr_step, 11, track_size, 80, robot_vel, 2.99, joints_pos, 55.13, 67.93, -58.45, -83.12, 61.25, 57.29, 34.46, tool_torque, -0.112, -0.284, -0.496, tool_momentum, -0.11, -0.284, -0.496, robot_mode, impedance, 
30/03/2022 16:02:30:957, robot_pos_w_timestamp, 1648648865793, 573.75, 207.31, 190.57, 2.28, 0.1, 3.08, tool_force, -11.62, 6.44, 5.22, actual_rep, 1, curr_step, 11, track_size, 80, robot_vel, 2.4, joints_pos, 55.17, 67.92, -58.44, -83.15, 61.25, 57.29, 34.48, tool_torque, -0.089, -0.16, -0.553, tool_momentum, -0.09, -0.158, -0.553, robot_mode, impedance, 
30/03/2022 16:02:31:096, robot_pos_w_timestamp, 1648648865943, 573.73, 207.4, 190.59, 2.28, 0.1, 3.08, tool_force, -11.72, 6.63, 5.3, actual_rep, 1, curr_step, 11, track_size, 80, robot_vel, 0.52, joints_pos, 55.18, 67.92, -58.44, -83.15, 61.26, 57.29, 34.48, tool_torque, -0.078, -0.16, -0.56, tool_momentum, -0.077, -0.16, -0.56, robot_mode, impedance, 
30/03/2022 16:02:31:248, robot_pos_w_timestamp, 1648648866092, 573.72, 207.45, 190.56, 2.28, 0.1, 3.08, tool_force, -11.41, 6.38, 5.33, actual_rep, 1, curr_step, 11, track_size, 80, robot_vel, 1.07, joints_pos, 55.18, 67.92, -58.44, -83.15, 61.27, 57.29, 34.48, tool_torque, -0.102, -0.179, -0.545, tool_momentum, -0.102, -0.179, -0.545, robot_mode, impedance, 
30/03/2022 16:02:31:400, robot_pos_w_timestamp, 1648648866244, 573.37, 207.62, 190.38, 2.28, 0.1, 3.08, tool_force, -11.19, 6.13, 5.4, actual_rep, 1, curr_step, 11, track_size, 80, robot_vel, 3.96, joints_pos, 55.2, 67.9, -58.4, -83.19, 61.27, 57.29, 34.49, tool_torque, -0.08, -0.146, -0.522, tool_momentum, -0.079, -0.146, -0.522, robot_mode, impedance, 
30/03/2022 16:02:31:551, robot_pos_w_timestamp, 1648648866393, 572.92, 207.59, 190.39, 2.28, 0.1, 3.08, tool_force, -11.54, 6.32, 5.61, actual_rep, 1, curr_step, 11, track_size, 80, robot_vel, 3.06, joints_pos, 55.24, 67.87, -58.4, -83.28, 61.27, 57.29, 34.49, tool_torque, -0.0080, -0.098, -0.486, tool_momentum, -0.0090, -0.097, -0.486, robot_mode, impedance, 
30/03/2022 16:02:31:703, robot_pos_w_timestamp, 1648648866544, 572.48, 207.48, 190.32, 2.28, 0.1, 3.08, tool_force, -11.58, 6.29, 5.81, actual_rep, 1, curr_step, 11, track_size, 80, robot_vel, 2.96, joints_pos, 55.27, 67.85, -58.4, -83.35, 61.27, 57.29, 34.49, tool_torque, 0.041, -0.075, -0.442, tool_momentum, 0.044, -0.075, -0.442, robot_mode, impedance, 
30/03/2022 16:02:31:852, robot_pos_w_timestamp, 1648648866693, 572.1, 207.37, 190.25, 2.28, 0.1, 3.08, tool_force, -11.85, 6.09, 6.07, actual_rep, 1, curr_step, 11, track_size, 80, robot_vel, 2.77, joints_pos, 55.31, 67.83, -58.4, -83.43, 61.26, 57.29, 34.49, tool_torque, 0.068, 0.0020, -0.425, tool_momentum, 0.068, 0.0010, -0.425, robot_mode, impedance, 
30/03/2022 16:02:32:004, robot_pos_w_timestamp, 1648648866845, 571.78, 207.2, 190.21, 2.27, 0.1, 3.08, tool_force, -11.8, 6.0, 6.21, actual_rep, 1, curr_step, 11, track_size, 80, robot_vel, 2.34, joints_pos, 55.33, 67.81, -58.4, -83.49, 61.26, 57.28, 34.49, tool_torque, 0.101, -0.0020, -0.38, tool_momentum, 0.102, -0.0020, -0.38, robot_mode, impedance, 
30/03/2022 16:02:32:152, robot_pos_w_timestamp, 1648648866996, 571.55, 207.18, 190.21, 2.27, 0.1, 3.08, tool_force, -11.82, 6.17, 6.35, actual_rep, 1, curr_step, 11, track_size, 80, robot_vel, 0.81, joints_pos, 55.35, 67.8, -58.4, -83.53, 61.26, 57.28, 34.48, tool_torque, 0.135, 0.0040, -0.351, tool_momentum, 0.134, 0.0040, -0.351, robot_mode, impedance, 
30/03/2022 16:02:32:309, robot_pos_w_timestamp, 1648648867148, 571.35, 207.14, 190.19, 2.27, 0.1, 3.08, tool_force, -12.1, 6.04, 6.49, actual_rep, 1, curr_step, 11, track_size, 80, robot_vel, 1.57, joints_pos, 55.37, 67.79, -58.4, -83.57, 61.26, 57.28, 34.48, tool_torque, 0.129, 0.029, -0.347, tool_momentum, 0.129, 0.03, -0.346, robot_mode, impedance, 
30/03/2022 16:02:32:456, robot_pos_w_timestamp, 1648648867298, 571.1, 207.06, 190.17, 2.27, 0.1, 3.08, tool_force, -11.91, 6.03, 6.48, actual_rep, 1, curr_step, 11, track_size, 80, robot_vel, 1.73, joints_pos, 55.38, 67.77, -58.4, -83.62, 61.26, 57.28, 34.47, tool_torque, 0.174, 0.017, -0.308, tool_momentum, 0.17, 0.023, -0.309, robot_mode, impedance, 
30/03/2022 16:02:32:610, robot_pos_w_timestamp, 1648648867447, 570.67, 207.17, 190.19, 2.27, 0.1, 3.08, tool_force, -11.72, 5.79, 6.53, actual_rep, 1, curr_step, 11, track_size, 80, robot_vel, 3.01, joints_pos, 55.43, 67.74, -58.4, -83.69, 61.26, 57.27, 34.47, tool_torque, 0.181, 0.032, -0.295, tool_momentum, 0.182, 0.033, -0.295, robot_mode, impedance, 
30/03/2022 16:02:32:762, robot_pos_w_timestamp, 1648648867597, 570.05, 207.28, 190.16, 2.27, 0.1, 3.08, tool_force, -11.67, 5.57, 6.4, actual_rep, 1, curr_step, 11, track_size, 80, robot_vel, 4.13, joints_pos, 55.5, 67.71, -58.4, -83.79, 61.26, 57.26, 34.47, tool_torque, 0.196, 0.062, -0.277, tool_momentum, 0.198, 0.059, -0.277, robot_mode, impedance, 
30/03/2022 16:02:32:909, robot_pos_w_timestamp, 1648648867749, 569.22, 207.39, 190.16, 2.27, 0.1, 3.08, tool_force, -11.23, 5.11, 6.26, actual_rep, 1, curr_step, 11, track_size, 80, robot_vel, 5.7, joints_pos, 55.59, 67.65, -58.4, -83.94, 61.26, 57.23, 34.47, tool_torque, 0.237, 0.061, -0.236, tool_momentum, 0.239, 0.062, -0.236, robot_mode, impedance, 
30/03/2022 16:02:33:063, robot_pos_w_timestamp, 1648648867899, 568.27, 207.53, 190.21, 2.27, 0.1, 3.08, tool_force, -11.1, 5.08, 6.34, actual_rep, 1, curr_step, 11, track_size, 80, robot_vel, 6.62, joints_pos, 55.71, 67.59, -58.41, -84.12, 61.26, 57.18, 34.47, tool_torque, 0.284, 0.086, -0.204, tool_momentum, 0.284, 0.089, -0.204, robot_mode, impedance, 
30/03/2022 16:02:33:221, robot_pos_w_timestamp, 1648648868050, 567.51, 207.52, 190.29, 2.27, 0.1, 3.08, tool_force, -10.9, 4.8, 6.14, actual_rep, 1, curr_step, 11, track_size, 80, robot_vel, 4.38, joints_pos, 55.81, 67.55, -58.43, -84.26, 61.26, 57.14, 34.47, tool_torque, 0.298, 0.075, -0.168, tool_momentum, 0.3, 0.073, -0.168, robot_mode, impedance, 
30/03/2022 16:02:33:362, robot_pos_w_timestamp, 1648648868199, 566.88, 207.62, 190.3, 2.27, 0.1, 3.08, tool_force, -11.07, 4.69, 6.32, actual_rep, 1, curr_step, 11, track_size, 80, robot_vel, 4.91, joints_pos, 55.89, 67.51, -58.43, -84.38, 61.27, 57.1, 34.46, tool_torque, 0.309, 0.106, -0.146, tool_momentum, 0.308, 0.107, -0.146, robot_mode, impedance, 
30/03/2022 16:02:33:514, robot_pos_w_timestamp, 1648648868350, 566.09, 207.77, 190.35, 2.27, 0.1, 3.08, tool_force, -10.24, 4.11, 5.77, actual_rep, 1, curr_step, 11, track_size, 80, robot_vel, 5.08, joints_pos, 55.98, 67.46, -58.44, -84.52, 61.29, 57.08, 34.46, tool_torque, 0.324, 0.058, -0.104, tool_momentum, 0.329, 0.053, -0.103, robot_mode, impedance, 
30/03/2022 16:02:33:665, robot_pos_w_timestamp, 1648648868499, 565.08, 207.86, 190.42, 2.27, 0.1, 3.08, tool_force, -10.2, 3.79, 5.88, actual_rep, 1, curr_step, 11, track_size, 80, robot_vel, 7.31, joints_pos, 56.11, 67.38, -58.45, -84.71, 61.29, 57.01, 34.46, tool_torque, 0.336, 0.092, -0.065, tool_momentum, 0.341, 0.087, -0.064, robot_mode, impedance, 
30/03/2022 16:02:33:818, robot_pos_w_timestamp, 1648648868649, 564.21, 207.89, 190.44, 2.27, 0.1, 3.08, tool_force, -10.27, 3.82, 5.86, actual_rep, 1, curr_step, 11, track_size, 80, robot_vel, 5.81, joints_pos, 56.21, 67.32, -58.45, -84.89, 61.29, 56.91, 34.43, tool_torque, 0.35, 0.072, -0.05, tool_momentum, 0.35, 0.071, -0.05, robot_mode, impedance, 
30/03/2022 16:02:33:968, robot_pos_w_timestamp, 1648648868800, 564.03, 207.72, 190.48, 2.27, 0.1, 3.08, tool_force, -11.48, 4.57, 6.62, actual_rep, 1, curr_step, 11, track_size, 80, robot_vel, 1.48, joints_pos, 56.24, 67.29, -58.45, -84.96, 61.32, 56.82, 34.36, tool_torque, 0.358, 0.113, -0.103, tool_momentum, 0.358, 0.113, -0.103, robot_mode, impedance, 
30/03/2022 16:02:34:119, robot_pos_w_timestamp, 1648648868949, 564.39, 207.31, 190.49, 2.27, 0.1, 3.08, tool_force, -11.83, 4.81, 6.9, actual_rep, 1, curr_step, 11, track_size, 80, robot_vel, 5.21, joints_pos, 56.19, 67.3, -58.46, -84.95, 61.34, 56.75, 34.25, tool_torque, 0.322, 0.0070, -0.162, tool_momentum, 0.316, 0.0070, -0.163, robot_mode, impedance, 
30/03/2022 16:02:34:266, robot_pos_w_timestamp, 1648648869099, 564.86, 206.87, 190.46, 2.27, 0.1, 3.08, tool_force, -11.86, 4.41, 6.93, actual_rep, 1, curr_step, 11, track_size, 80, robot_vel, 4.16, joints_pos, 56.12, 67.32, -58.46, -84.91, 61.39, 56.75, 34.18, tool_torque, 0.216, -0.043, -0.206, tool_momentum, 0.214, -0.04, -0.206, robot_mode, impedance, 
30/03/2022 16:02:34:422, robot_pos_w_timestamp, 1648648869249, 565.08, 206.83, 190.45, 2.27, 0.1, 3.08, tool_force, -11.7, 4.28, 6.83, actual_rep, 1, curr_step, 11, track_size, 80, robot_vel, 1.22, joints_pos, 56.09, 67.34, -58.46, -84.87, 61.41, 56.79, 34.15, tool_torque, 0.116, -0.099, -0.243, tool_momentum, 0.115, -0.1, -0.243, robot_mode, impedance, 
30/03/2022 16:02:34:567, robot_pos_w_timestamp, 1648648869400, 565.23, 207.05, 190.56, 2.27, 0.1, 3.08, tool_force, -11.97, 4.59, 6.92, actual_rep, 1, curr_step, 11, track_size, 80, robot_vel, 1.74, joints_pos, 56.09, 67.34, -58.46, -84.83, 61.42, 56.79, 34.14, tool_torque, 0.104, -0.083, -0.285, tool_momentum, 0.105, -0.082, -0.285, robot_mode, impedance, 
30/03/2022 16:02:34:720, robot_pos_w_timestamp, 1648648869550, 565.28, 207.02, 190.61, 2.27, 0.1, 3.08, tool_force, -12.22, 4.6, 6.95, actual_rep, 1, curr_step, 11, track_size, 80, robot_vel, 0.64, joints_pos, 56.09, 67.34, -58.47, -84.83, 61.41, 56.79, 34.14, tool_torque, 0.106, -0.07, -0.291, tool_momentum, 0.107, -0.07, -0.291, robot_mode, impedance, 
30/03/2022 16:02:34:870, robot_pos_w_timestamp, 1648648869700, 565.31, 206.95, 190.62, 2.27, 0.1, 3.08, tool_force, -12.44, 4.68, 7.11, actual_rep, 1, curr_step, 11, track_size, 80, robot_vel, 0.63, joints_pos, 56.08, 67.34, -58.47, -84.83, 61.41, 56.79, 34.13, tool_torque, 0.105, -0.067, -0.293, tool_momentum, 0.104, -0.068, -0.293, robot_mode, impedance, 
30/03/2022 16:02:35:021, robot_pos_w_timestamp, 1648648869851, 565.31, 206.92, 190.61, 2.27, 0.1, 3.08, tool_force, -12.43, 4.66, 7.29, actual_rep, 1, curr_step, 11, track_size, 80, robot_vel, 0.09, joints_pos, 56.08, 67.34, -58.47, -84.83, 61.41, 56.79, 34.13, tool_torque, 0.087, -0.067, -0.295, tool_momentum, 0.087, -0.066, -0.295, robot_mode, impedance, 
30/03/2022 16:02:35:172, robot_pos_w_timestamp, 1648648870000, 565.26, 206.91, 190.59, 2.27, 0.1, 3.08, tool_force, -12.37, 4.57, 7.22, actual_rep, 1, curr_step, 11, track_size, 80, robot_vel, 0.42, joints_pos, 56.08, 67.34, -58.47, -84.84, 61.41, 56.79, 34.13, tool_torque, 0.086, -0.047, -0.296, tool_momentum, 0.085, -0.047, -0.296, robot_mode, impedance, 
30/03/2022 16:02:35:325, robot_pos_w_timestamp, 1648648870153, 565.17, 207.05, 190.61, 2.27, 0.1, 3.08, tool_force, -12.34, 4.66, 7.25, actual_rep, 1, curr_step, 11, track_size, 80, robot_vel, 1.5, joints_pos, 56.09, 67.33, -58.47, -84.84, 61.42, 56.81, 34.13, tool_torque, 0.077, -0.036, -0.308, tool_momentum, 0.077, -0.031, -0.309, robot_mode, impedance, 
30/03/2022 16:02:35:471, robot_pos_w_timestamp, 1648648870300, 565.08, 207.15, 190.66, 2.27, 0.1, 3.08, tool_force, -12.62, 4.81, 7.35, actual_rep, 1, curr_step, 11, track_size, 80, robot_vel, 0.83, joints_pos, 56.1, 67.32, -58.46, -84.85, 61.42, 56.81, 34.13, tool_torque, 0.092, 0.0, -0.318, tool_momentum, 0.091, 0.0020, -0.319, robot_mode, impedance, 
30/03/2022 16:02:35:626, robot_pos_w_timestamp, 1648648870452, 565.02, 207.13, 190.67, 2.27, 0.1, 3.08, tool_force, -12.88, 5.04, 7.62, actual_rep, 1, curr_step, 11, track_size, 80, robot_vel, 0.14, joints_pos, 56.1, 67.31, -58.45, -84.86, 61.42, 56.81, 34.13, tool_torque, 0.137, 0.0030, -0.302, tool_momentum, 0.137, 0.0030, -0.302, robot_mode, impedance, 
30/03/2022 16:02:35:773, robot_pos_w_timestamp, 1648648870601, 565.03, 207.11, 190.68, 2.27, 0.1, 3.08, tool_force, -13.12, 5.14, 7.78, actual_rep, 1, curr_step, 11, track_size, 80, robot_vel, 0.17, joints_pos, 56.1, 67.31, -58.45, -84.86, 61.41, 56.81, 34.12, tool_torque, 0.142, 0.0060, -0.303, tool_momentum, 0.142, 0.0060, -0.303, robot_mode, impedance, 
30/03/2022 16:02:35:924, robot_pos_w_timestamp, 1648648870753, 565.05, 207.06, 190.69, 2.27, 0.1, 3.08, tool_force, -13.14, 5.02, 7.79, actual_rep, 1, curr_step, 11, track_size, 80, robot_vel, 0.41, joints_pos, 56.1, 67.31, -58.46, -84.86, 61.41, 56.81, 34.12, tool_torque, 0.124, -0.0030, -0.303, tool_momentum, 0.125, -0.0040, -0.303, robot_mode, impedance, 
30/03/2022 16:02:36:078, robot_pos_w_timestamp, 1648648870902, 565.06, 207.05, 190.69, 2.27, 0.1, 3.08, tool_force, -13.25, 5.13, 7.88, actual_rep, 1, curr_step, 11, track_size, 80, robot_vel, 0.1, joints_pos, 56.1, 67.31, -58.46, -84.86, 61.41, 56.81, 34.12, tool_torque, 0.117, -0.011, -0.31, tool_momentum, 0.117, -0.0090, -0.31, robot_mode, impedance, 
30/03/2022 16:02:36:227, robot_pos_w_timestamp, 1648648871053, 565.02, 207.06, 190.69, 2.27, 0.1, 3.08, tool_force, -13.24, 4.94, 7.9, actual_rep, 1, curr_step, 11, track_size, 80, robot_vel, 0.38, joints_pos, 56.1, 67.31, -58.46, -84.86, 61.41, 56.83, 34.11, tool_torque, 0.098, -0.0040, -0.309, tool_momentum, 0.097, -0.0040, -0.309, robot_mode, impedance, 
30/03/2022 16:02:36:378, robot_pos_w_timestamp, 1648648871205, 564.82, 207.13, 190.76, 2.27, 0.1, 3.08, tool_force, -12.74, 4.68, 7.59, actual_rep, 1, curr_step, 11, track_size, 80, robot_vel, 2.36, joints_pos, 56.12, 67.29, -58.46, -84.89, 61.41, 56.85, 34.11, tool_torque, 0.086, 0.017, -0.309, tool_momentum, 0.088, 0.016, -0.308, robot_mode, impedance, 
