30/03/2022 12:05:20: File Created!
30/03/2022 12:05:20:608, robot_pos_w_timestamp, 1648634635194, 536.67, 303.05, 194.84, 2.29, 0.04, 3.08, tool_force, -0.3, 0.47, 6.05, actual_rep, 1, curr_step, 1, track_size, 95, robot_vel, 48.25, joints_pos, 60.02, 63.73, -50.79, -81.07, 53.77, 56.43, 46.8, tool_torque, -0.083, -0.28, 0.125, tool_momentum, -0.084, -0.281, 0.125, robot_mode, normal, 
30/03/2022 12:05:22:238, robot_pos_w_timestamp, 1648634636845, 562.41, 255.99, 194.49, 2.29, 0.08, 3.08, tool_force, 1.13, 1.3, 6.28, actual_rep, 1, curr_step, 11, track_size, 95, robot_vel, 41.38, joints_pos, 55.86, 64.24, -51.66, -81.14, 53.36, 55.08, 42.5, tool_torque, 0.232, -0.634, 0.441, tool_momentum, 0.232, -0.637, 0.442, robot_mode, normal, 
30/03/2022 12:05:22:389, robot_pos_w_timestamp, 1648634636997, 564.64, 250.01, 194.23, 2.28, 0.08, 3.08, tool_force, -0.05, 1.63, 6.24, actual_rep, 1, curr_step, 11, track_size, 95, robot_vel, 41.07, joints_pos, 55.29, 64.24, -51.65, -81.2, 53.34, 55.08, 42.17, tool_torque, 0.247, -0.584, 0.39, tool_momentum, 0.253, -0.594, 0.391, robot_mode, normal, 
30/03/2022 12:05:22:568, robot_pos_w_timestamp, 1648634637146, 567.3, 243.49, 192.45, 2.28, 0.09, 3.08, tool_force, -1.42, 3.76, 6.34, actual_rep, 1, curr_step, 12, track_size, 95, robot_vel, 41.71, joints_pos, 54.57, 64.44, -51.57, -81.11, 53.27, 54.77, 41.73, tool_torque, 0.41, -0.629, 0.181, tool_momentum, 0.404, -0.601, 0.175, robot_mode, impedance, 
30/03/2022 12:05:22:688, robot_pos_w_timestamp, 1648634637297, 572.49, 238.83, 191.54, 2.28, 0.09, 3.08, tool_force, -4.25, 5.11, 7.73, actual_rep, 1, curr_step, 12, track_size, 95, robot_vel, 57.95, joints_pos, 53.89, 64.71, -51.57, -80.65, 53.35, 54.76, 41.33, tool_torque, 0.231, -0.39, -0.053, tool_momentum, 0.211, -0.379, -0.056, robot_mode, impedance, 
30/03/2022 12:05:22:843, robot_pos_w_timestamp, 1648634637451, 578.86, 233.53, 191.1, 2.28, 0.09, 3.08, tool_force, -7.04, 5.72, 8.49, actual_rep, 1, curr_step, 12, track_size, 95, robot_vel, 48.21, joints_pos, 52.87, 65.08, -51.55, -79.8, 53.47, 55.14, 40.87, tool_torque, 0.075, -0.408, -0.133, tool_momentum, 0.081, -0.425, -0.133, robot_mode, impedance, 
30/03/2022 12:05:22:995, robot_pos_w_timestamp, 1648634637599, 583.98, 232.51, 191.38, 2.28, 0.09, 3.08, tool_force, -8.14, 6.86, 8.26, actual_rep, 1, curr_step, 12, track_size, 95, robot_vel, 33.55, joints_pos, 52.22, 65.37, -51.46, -78.86, 53.43, 55.47, 40.8, tool_torque, 0.027, -0.616, -0.296, tool_momentum, 0.031, -0.624, -0.296, robot_mode, impedance, 
30/03/2022 12:05:23:186, robot_pos_w_timestamp, 1648634637748, 588.06, 229.67, 191.5, 2.28, 0.09, 3.08, tool_force, -11.06, 5.0, 7.47, actual_rep, 1, curr_step, 12, track_size, 95, robot_vel, 38.79, joints_pos, 51.65, 65.64, -51.53, -78.19, 53.22, 55.83, 40.81, tool_torque, -0.129, -0.548, -0.342, tool_momentum, -0.114, -0.56, -0.342, robot_mode, impedance, 
30/03/2022 12:05:23:295, robot_pos_w_timestamp, 1648634637900, 591.09, 224.92, 192.53, 2.28, 0.09, 3.08, tool_force, -13.2, 2.99, 5.92, actual_rep, 1, curr_step, 12, track_size, 95, robot_vel, 37.74, joints_pos, 51.1, 65.71, -51.63, -77.89, 53.02, 56.15, 40.72, tool_torque, 0.0090, -0.755, -0.014, tool_momentum, 0.016, -0.757, -0.014, robot_mode, impedance, 
30/03/2022 12:05:23:444, robot_pos_w_timestamp, 1648634638052, 591.85, 220.43, 193.62, 2.28, 0.09, 3.09, tool_force, -12.4, 0.85, 4.18, actual_rep, 1, curr_step, 12, track_size, 95, robot_vel, 25.35, joints_pos, 50.76, 65.55, -51.67, -78.04, 52.91, 56.3, 40.46, tool_torque, 0.241, -0.973, 0.269, tool_momentum, 0.233, -0.969, 0.269, robot_mode, impedance, 
30/03/2022 12:05:23:595, robot_pos_w_timestamp, 1648634638203, 590.1, 217.97, 194.46, 2.28, 0.08, 3.09, tool_force, -11.24, -1.26, 3.0, actual_rep, 1, curr_step, 12, track_size, 95, robot_vel, 20.82, joints_pos, 50.77, 65.25, -51.65, -78.57, 52.88, 56.29, 40.22, tool_torque, 0.327, -0.911, 0.478, tool_momentum, 0.324, -0.907, 0.478, robot_mode, impedance, 
30/03/2022 12:05:23:750, robot_pos_w_timestamp, 1648634638355, 586.0, 217.94, 194.72, 2.27, 0.08, 3.09, tool_force, -8.0, -2.28, 1.83, actual_rep, 1, curr_step, 12, track_size, 95, robot_vel, 31.23, joints_pos, 51.11, 64.84, -51.55, -79.37, 52.88, 56.09, 40.13, tool_torque, 0.554, -0.792, 0.675, tool_momentum, 0.558, -0.807, 0.679, robot_mode, impedance, 
30/03/2022 12:05:23:904, robot_pos_w_timestamp, 1648634638511, 580.67, 220.62, 194.2, 2.27, 0.08, 3.09, tool_force, -5.89, -2.82, 2.67, actual_rep, 1, curr_step, 12, track_size, 95, robot_vel, 43.05, joints_pos, 51.8, 64.47, -51.42, -80.3, 52.88, 55.57, 40.13, tool_torque, 0.498, -0.692, 0.624, tool_momentum, 0.489, -0.71, 0.625, robot_mode, impedance, 
30/03/2022 12:05:24:060, robot_pos_w_timestamp, 1648634638662, 576.03, 223.13, 193.32, 2.27, 0.08, 3.08, tool_force, -4.39, -2.43, 3.71, actual_rep, 1, curr_step, 12, track_size, 95, robot_vel, 27.82, joints_pos, 52.44, 64.25, -51.41, -81.1, 53.08, 55.08, 40.15, tool_torque, 0.493, -0.634, 0.576, tool_momentum, 0.479, -0.624, 0.575, robot_mode, impedance, 
30/03/2022 12:05:24:204, robot_pos_w_timestamp, 1648634638813, 572.8, 225.36, 192.7, 2.27, 0.08, 3.08, tool_force, -3.68, -1.81, 3.89, actual_rep, 1, curr_step, 12, track_size, 95, robot_vel, 22.93, joints_pos, 52.94, 64.13, -51.43, -81.6, 53.23, 54.76, 40.18, tool_torque, 0.435, -0.506, 0.455, tool_momentum, 0.439, -0.506, 0.453, robot_mode, impedance, 
30/03/2022 12:05:24:355, robot_pos_w_timestamp, 1648634638964, 573.58, 227.09, 193.07, 2.28, 0.09, 3.08, tool_force, -9.19, 3.85, 6.53, actual_rep, 1, curr_step, 12, track_size, 95, robot_vel, 15.29, joints_pos, 53.07, 64.17, -51.47, -81.47, 53.27, 54.4, 40.08, tool_torque, 0.34, -0.29, -0.059, tool_momentum, 0.341, -0.296, -0.06, robot_mode, impedance, 
30/03/2022 12:05:24:510, robot_pos_w_timestamp, 1648634639114, 578.8, 226.81, 193.38, 2.28, 0.09, 3.08, tool_force, -9.83, 6.1, 6.15, actual_rep, 1, curr_step, 12, track_size, 95, robot_vel, 36.24, joints_pos, 52.56, 64.55, -51.51, -80.48, 53.3, 54.65, 40.04, tool_torque, 0.076, -0.715, -0.302, tool_momentum, 0.049, -0.692, -0.307, robot_mode, impedance, 
30/03/2022 12:05:24:655, robot_pos_w_timestamp, 1648634639265, 585.05, 226.69, 193.72, 2.28, 0.09, 3.08, tool_force, -11.91, 6.51, 6.5, actual_rep, 1, curr_step, 12, track_size, 95, robot_vel, 40.78, joints_pos, 51.85, 65.01, -51.51, -79.21, 53.29, 55.28, 40.11, tool_torque, -0.138, -0.619, -0.554, tool_momentum, -0.149, -0.618, -0.554, robot_mode, impedance, 
30/03/2022 12:05:24:810, robot_pos_w_timestamp, 1648634639416, 590.2, 225.72, 193.45, 2.29, 0.09, 3.08, tool_force, -12.37, 6.39, 6.54, actual_rep, 1, curr_step, 12, track_size, 95, robot_vel, 32.38, joints_pos, 51.2, 65.45, -51.51, -78.14, 53.19, 55.85, 40.23, tool_torque, -0.158, -0.624, -0.619, tool_momentum, -0.183, -0.614, -0.622, robot_mode, impedance, 
30/03/2022 12:05:24:961, robot_pos_w_timestamp, 1648634639567, 593.9, 224.83, 193.38, 2.29, 0.09, 3.08, tool_force, -13.14, 6.21, 6.51, actual_rep, 1, curr_step, 12, track_size, 95, robot_vel, 22.59, joints_pos, 50.73, 65.73, -51.49, -77.41, 53.14, 56.22, 40.26, tool_torque, -0.224, -0.638, -0.67, tool_momentum, -0.224, -0.658, -0.669, robot_mode, impedance, 
30/03/2022 12:05:25:110, robot_pos_w_timestamp, 1648634639720, 596.25, 224.49, 193.4, 2.29, 0.09, 3.08, tool_force, -13.67, 7.09, 7.01, actual_rep, 1, curr_step, 12, track_size, 95, robot_vel, 11.72, joints_pos, 50.44, 65.89, -51.46, -76.94, 53.12, 56.41, 40.28, tool_torque, -0.227, -0.657, -0.743, tool_momentum, -0.224, -0.66, -0.744, robot_mode, impedance, 
30/03/2022 12:05:25:267, robot_pos_w_timestamp, 1648634639870, 597.31, 224.32, 193.02, 2.29, 0.08, 3.08, tool_force, -12.07, 6.08, 6.68, actual_rep, 1, curr_step, 12, track_size, 95, robot_vel, 4.25, joints_pos, 50.28, 66.02, -51.44, -76.67, 53.12, 56.62, 40.36, tool_torque, -0.231, -0.687, -0.66, tool_momentum, -0.228, -0.69, -0.658, robot_mode, impedance, 
30/03/2022 12:05:25:419, robot_pos_w_timestamp, 1648634640022, 596.62, 226.67, 192.63, 2.29, 0.08, 3.08, tool_force, -10.0, 7.65, 6.56, actual_rep, 1, curr_step, 12, track_size, 95, robot_vel, 17.67, joints_pos, 50.38, 66.02, -51.3, -76.59, 53.12, 56.69, 40.52, tool_torque, -0.115, -0.467, -0.731, tool_momentum, -0.11, -0.473, -0.731, robot_mode, impedance, 
30/03/2022 12:05:25:566, robot_pos_w_timestamp, 1648634640170, 596.19, 230.94, 193.08, 2.29, 0.08, 3.08, tool_force, -9.14, 9.84, 6.19, actual_rep, 1, curr_step, 12, track_size, 95, robot_vel, 30.28, joints_pos, 50.65, 66.02, -51.24, -76.4, 53.09, 56.66, 40.83, tool_torque, -0.116, -0.371, -0.921, tool_momentum, -0.121, -0.367, -0.922, robot_mode, impedance, 
30/03/2022 12:05:25:721, robot_pos_w_timestamp, 1648634640320, 595.09, 233.89, 192.93, 2.29, 0.08, 3.08, tool_force, -6.29, 8.24, 5.69, actual_rep, 1, curr_step, 12, track_size, 95, robot_vel, 22.92, joints_pos, 50.91, 66.05, -51.21, -76.33, 52.9, 56.75, 41.33, tool_torque, -0.264, -0.471, -0.792, tool_momentum, -0.261, -0.478, -0.789, robot_mode, impedance, 
30/03/2022 12:05:25:872, robot_pos_w_timestamp, 1648634640470, 592.23, 237.34, 192.43, 2.29, 0.08, 3.08, tool_force, -3.09, 7.06, 4.82, actual_rep, 1, curr_step, 12, track_size, 95, robot_vel, 32.06, joints_pos, 51.37, 66.01, -51.2, -76.54, 52.84, 56.82, 41.79, tool_torque, -0.044, -0.529, -0.562, tool_momentum, -0.031, -0.553, -0.561, robot_mode, impedance, 
30/03/2022 12:05:26:022, robot_pos_w_timestamp, 1648634640620, 588.6, 239.65, 192.44, 2.28, 0.08, 3.08, tool_force, -2.89, 6.32, 5.04, actual_rep, 1, curr_step, 12, track_size, 95, robot_vel, 27.69, joints_pos, 51.95, 65.86, -51.32, -77.08, 52.78, 56.7, 42.11, tool_torque, 0.115, -0.215, -0.456, tool_momentum, 0.107, -0.205, -0.456, robot_mode, impedance, 
30/03/2022 12:05:26:174, robot_pos_w_timestamp, 1648634640768, 584.63, 239.93, 192.21, 2.28, 0.08, 3.09, tool_force, -1.06, 3.37, 4.27, actual_rep, 1, curr_step, 12, track_size, 95, robot_vel, 29.6, joints_pos, 52.42, 65.64, -51.41, -77.82, 52.78, 56.52, 42.22, tool_torque, 0.186, -0.386, -0.122, tool_momentum, 0.208, -0.386, -0.119, robot_mode, impedance, 
30/03/2022 12:05:26:326, robot_pos_w_timestamp, 1648634640918, 580.07, 237.9, 191.82, 2.28, 0.08, 3.09, tool_force, -1.05, 0.44, 4.13, actual_rep, 1, curr_step, 12, track_size, 95, robot_vel, 34.97, joints_pos, 52.86, 65.3, -51.48, -78.91, 52.8, 56.11, 42.12, tool_torque, 0.316, -0.321, 0.307, tool_momentum, 0.314, -0.312, 0.309, robot_mode, impedance, 
30/03/2022 12:05:26:522, robot_pos_w_timestamp, 1648634641067, 575.75, 235.37, 191.77, 2.27, 0.08, 3.09, tool_force, -0.66, -1.22, 4.07, actual_rep, 1, curr_step, 12, track_size, 95, robot_vel, 32.92, joints_pos, 53.2, 64.88, -51.49, -80.02, 52.9, 55.6, 41.79, tool_torque, 0.484, -0.44, 0.645, tool_momentum, 0.473, -0.422, 0.643, robot_mode, impedance, 
30/03/2022 12:05:26:638, robot_pos_w_timestamp, 1648634641216, 572.55, 232.75, 192.01, 2.27, 0.09, 3.09, tool_force, -3.24, -0.23, 4.65, actual_rep, 1, curr_step, 13, track_size, 95, robot_vel, 24.64, joints_pos, 53.45, 64.48, -51.49, -80.99, 52.97, 54.97, 41.29, tool_torque, 0.494, -0.438, 0.525, tool_momentum, 0.49, -0.47, 0.523, robot_mode, impedance, 
30/03/2022 12:05:26:775, robot_pos_w_timestamp, 1648634641366, 574.03, 225.54, 192.32, 2.27, 0.09, 3.09, tool_force, -6.48, 3.31, 5.7, actual_rep, 1, curr_step, 14, track_size, 95, robot_vel, 59.96, joints_pos, 53.06, 64.45, -51.74, -81.33, 53.0, 54.68, 40.46, tool_torque, 0.374, -0.354, 0.093, tool_momentum, 0.365, -0.343, 0.093, robot_mode, impedance, 
30/03/2022 12:05:26:932, robot_pos_w_timestamp, 1648634641519, 579.83, 218.85, 192.4, 2.27, 0.1, 3.08, tool_force, -6.87, 5.45, 6.53, actual_rep, 1, curr_step, 15, track_size, 95, robot_vel, 53.74, joints_pos, 52.1, 64.68, -51.75, -80.75, 53.1, 54.76, 39.91, tool_torque, 0.156, -0.711, -0.15, tool_momentum, 0.162, -0.718, -0.154, robot_mode, impedance, 
30/03/2022 12:05:27:078, robot_pos_w_timestamp, 1648634641666, 586.17, 213.63, 192.05, 2.27, 0.09, 3.09, tool_force, -5.52, 5.3, 6.34, actual_rep, 1, curr_step, 15, track_size, 95, robot_vel, 56.2, joints_pos, 51.05, 65.06, -51.7, -79.78, 53.04, 55.23, 39.84, tool_torque, 0.038, -0.815, -0.173, tool_momentum, 0.037, -0.806, -0.173, robot_mode, impedance, 
30/03/2022 12:05:27:230, robot_pos_w_timestamp, 1648634641815, 590.78, 209.83, 191.53, 2.27, 0.09, 3.09, tool_force, -2.78, 5.54, 5.12, actual_rep, 1, curr_step, 15, track_size, 95, robot_vel, 34.6, joints_pos, 50.29, 65.35, -51.6, -79.05, 52.87, 55.6, 39.89, tool_torque, -0.086, -0.762, -0.307, tool_momentum, -0.079, -0.764, -0.307, robot_mode, impedance, 
30/03/2022 12:05:27:380, robot_pos_w_timestamp, 1648634641967, 591.59, 210.87, 191.18, 2.26, 0.09, 3.09, tool_force, 2.36, 4.17, 3.61, actual_rep, 1, curr_step, 15, track_size, 95, robot_vel, 15.02, joints_pos, 50.12, 65.4, -51.39, -78.71, 52.65, 55.82, 40.3, tool_torque, -0.248, -0.687, -0.39, tool_momentum, -0.259, -0.677, -0.391, robot_mode, impedance, 
30/03/2022 12:05:27:531, robot_pos_w_timestamp, 1648634642114, 589.28, 216.28, 190.96, 2.27, 0.09, 3.09, tool_force, 3.22, 5.5, 4.54, actual_rep, 1, curr_step, 15, track_size, 95, robot_vel, 38.55, joints_pos, 50.6, 65.32, -51.22, -78.75, 52.4, 55.77, 40.94, tool_torque, 0.0010, -0.402, -0.403, tool_momentum, 0.0, -0.385, -0.405, robot_mode, impedance, 
30/03/2022 12:05:27:680, robot_pos_w_timestamp, 1648634642264, 586.65, 219.84, 190.93, 2.26, 0.09, 3.09, tool_force, 4.26, 6.46, 4.18, actual_rep, 1, curr_step, 15, track_size, 95, robot_vel, 27.63, joints_pos, 51.15, 65.27, -51.3, -79.0, 52.28, 55.67, 41.37, tool_torque, 0.137, -0.381, -0.427, tool_momentum, 0.134, -0.379, -0.427, robot_mode, impedance, 
30/03/2022 12:05:27:830, robot_pos_w_timestamp, 1648634642411, 584.99, 223.6, 191.3, 2.27, 0.09, 3.09, tool_force, 5.62, 8.25, 3.51, actual_rep, 1, curr_step, 15, track_size, 95, robot_vel, 27.2, joints_pos, 51.59, 65.22, -51.34, -79.09, 52.28, 55.55, 41.63, tool_torque, 0.076, -0.351, -0.611, tool_momentum, 0.069, -0.337, -0.614, robot_mode, impedance, 
30/03/2022 12:05:27:980, robot_pos_w_timestamp, 1648634642562, 583.76, 227.7, 191.81, 2.27, 0.09, 3.09, tool_force, 7.29, 8.55, 2.55, actual_rep, 1, curr_step, 15, track_size, 95, robot_vel, 26.27, joints_pos, 51.97, 65.19, -51.35, -79.04, 52.23, 55.55, 42.02, tool_torque, -0.057, -0.391, -0.672, tool_momentum, -0.058, -0.386, -0.672, robot_mode, impedance, 
30/03/2022 12:05:28:134, robot_pos_w_timestamp, 1648634642710, 582.67, 230.54, 192.01, 2.27, 0.09, 3.09, tool_force, 8.96, 8.91, 2.16, actual_rep, 1, curr_step, 15, track_size, 95, robot_vel, 18.52, joints_pos, 52.28, 65.19, -51.38, -79.02, 52.11, 55.55, 42.39, tool_torque, -0.062, -0.552, -0.683, tool_momentum, -0.063, -0.55, -0.683, robot_mode, impedance, 
30/03/2022 12:05:28:285, robot_pos_w_timestamp, 1648634642860, 581.58, 232.74, 192.02, 2.27, 0.09, 3.09, tool_force, 8.94, 8.1, 2.13, actual_rep, 1, curr_step, 15, track_size, 95, robot_vel, 15.85, joints_pos, 52.53, 65.19, -51.4, -79.05, 52.05, 55.56, 42.7, tool_torque, -0.075, -0.522, -0.59, tool_momentum, -0.074, -0.525, -0.59, robot_mode, impedance, 
30/03/2022 12:05:28:434, robot_pos_w_timestamp, 1648634643008, 580.97, 229.48, 191.36, 2.26, 0.1, 3.09, tool_force, 2.06, 7.17, 5.66, actual_rep, 1, curr_step, 15, track_size, 95, robot_vel, 29.62, joints_pos, 52.55, 65.25, -51.62, -79.41, 51.96, 55.38, 42.73, tool_torque, 0.155, -0.259, -0.353, tool_momentum, 0.154, -0.259, -0.351, robot_mode, impedance, 
30/03/2022 12:05:28:584, robot_pos_w_timestamp, 1648634643157, 583.19, 223.71, 190.66, 2.26, 0.1, 3.09, tool_force, 0.99, 9.11, 6.64, actual_rep, 1, curr_step, 15, track_size, 95, robot_vel, 34.07, joints_pos, 52.06, 65.37, -51.72, -79.44, 52.26, 55.3, 41.94, tool_torque, 0.279, -0.431, -0.346, tool_momentum, 0.254, -0.412, -0.351, robot_mode, impedance, 
30/03/2022 12:05:28:733, robot_pos_w_timestamp, 1648634643305, 587.41, 222.72, 190.65, 2.27, 0.1, 3.09, tool_force, 1.44, 12.06, 6.65, actual_rep, 1, curr_step, 15, track_size, 95, robot_vel, 27.21, joints_pos, 51.46, 65.55, -51.57, -78.75, 52.53, 55.41, 41.46, tool_torque, 0.085, -0.675, -0.695, tool_momentum, 0.071, -0.669, -0.699, robot_mode, impedance, 
30/03/2022 12:05:28:886, robot_pos_w_timestamp, 1648634643455, 590.63, 226.07, 191.07, 2.27, 0.09, 3.09, tool_force, 4.62, 11.56, 4.95, actual_rep, 1, curr_step, 15, track_size, 95, robot_vel, 34.75, joints_pos, 51.18, 65.78, -51.4, -77.81, 52.49, 55.9, 41.77, tool_torque, -0.242, -0.724, -0.935, tool_momentum, -0.251, -0.725, -0.935, robot_mode, impedance, 
30/03/2022 12:05:29:041, robot_pos_w_timestamp, 1648634643605, 589.49, 229.45, 190.23, 2.27, 0.09, 3.09, tool_force, 9.31, 7.36, 4.86, actual_rep, 1, curr_step, 15, track_size, 95, robot_vel, 26.46, joints_pos, 51.37, 65.91, -51.31, -77.57, 52.2, 56.32, 42.56, tool_torque, -0.232, -0.565, -0.545, tool_momentum, -0.225, -0.575, -0.542, robot_mode, impedance, 
30/03/2022 12:05:29:188, robot_pos_w_timestamp, 1648634643754, 585.49, 232.52, 188.58, 2.27, 0.09, 3.1, tool_force, 10.12, 7.65, 7.04, actual_rep, 1, curr_step, 15, track_size, 95, robot_vel, 36.13, joints_pos, 51.91, 65.87, -51.24, -78.04, 52.16, 56.2, 42.89, tool_torque, 0.113, -0.066, -0.452, tool_momentum, 0.107, -0.049, -0.452, robot_mode, impedance, 
30/03/2022 12:05:29:338, robot_pos_w_timestamp, 1648634643902, 581.65, 234.08, 186.61, 2.26, 0.09, 3.1, tool_force, 9.91, 8.04, 9.73, actual_rep, 1, curr_step, 15, track_size, 95, robot_vel, 30.4, joints_pos, 52.4, 65.81, -51.22, -78.7, 52.39, 55.75, 42.94, tool_torque, 0.275, 0.089, -0.317, tool_momentum, 0.278, 0.095, -0.317, robot_mode, impedance, 
30/03/2022 12:05:29:490, robot_pos_w_timestamp, 1648634644052, 579.01, 233.87, 185.22, 2.26, 0.09, 3.1, tool_force, 9.53, 6.86, 10.91, actual_rep, 1, curr_step, 15, track_size, 95, robot_vel, 15.66, joints_pos, 52.7, 65.76, -51.24, -79.25, 52.54, 55.42, 42.88, tool_torque, 0.313, 0.184, -0.105, tool_momentum, 0.32, 0.178, -0.104, robot_mode, impedance, 
30/03/2022 12:05:29:639, robot_pos_w_timestamp, 1648634644200, 577.52, 231.12, 183.98, 2.26, 0.09, 3.1, tool_force, 7.33, 5.63, 14.7, actual_rep, 1, curr_step, 15, track_size, 95, robot_vel, 25.29, joints_pos, 52.71, 65.73, -51.28, -79.73, 52.68, 55.25, 42.66, tool_torque, 0.371, 0.478, 0.148, tool_momentum, 0.379, 0.483, 0.151, robot_mode, impedance, 
30/03/2022 12:05:29:791, robot_pos_w_timestamp, 1648634644351, 576.24, 227.99, 180.82, 2.26, 0.09, 3.1, tool_force, 7.45, 4.51, 16.7, actual_rep, 1, curr_step, 15, track_size, 95, robot_vel, 29.87, joints_pos, 52.54, 65.77, -51.08, -80.24, 53.07, 54.79, 42.08, tool_torque, 0.518, 0.428, 0.344, tool_momentum, 0.526, 0.418, 0.345, robot_mode, impedance, 
30/03/2022 12:05:29:942, robot_pos_w_timestamp, 1648634644499, 576.84, 224.77, 182.79, 2.25, 0.09, 3.09, tool_force, 7.0, 1.75, 9.33, actual_rep, 1, curr_step, 15, track_size, 95, robot_vel, 35.32, joints_pos, 52.5, 65.62, -51.38, -80.47, 53.08, 54.73, 41.88, tool_torque, 0.409, -0.225, 0.498, tool_momentum, 0.403, -0.227, 0.498, robot_mode, impedance, 
