30/03/2022 10:41:04: File Created!
30/03/2022 10:41:04:720, robot_pos_w_timestamp, 1648629579094, 548.52, 323.32, 199.95, 2.25, 0.01, 3.04, tool_force, -0.31, -0.13, 0.13, actual_rep, 1, curr_step, 1, track_size, 84, robot_vel, 0.02, joints_pos, 41.42, 53.99, -17.6, -77.44, 19.88, 45.67, 69.21, tool_torque, 0.191, -0.106, 0.116, tool_momentum, 0.191, -0.106, 0.116, robot_mode, normal, 
30/03/2022 10:41:06:336, robot_pos_w_timestamp, 1648629580709, 576.76, 271.27, 213.81, 2.18, 0.07, 3.04, tool_force, 1.89, -0.43, -0.3, actual_rep, 1, curr_step, 9, track_size, 84, robot_vel, 43.98, joints_pos, 39.33, 53.36, -21.87, -77.63, 19.5, 46.23, 69.02, tool_torque, 0.023, -0.568, 0.355, tool_momentum, 0.017, -0.556, 0.355, robot_mode, normal, 
30/03/2022 10:41:06:486, robot_pos_w_timestamp, 1648629580858, 578.25, 265.63, 215.75, 2.17, 0.08, 3.05, tool_force, 2.39, -0.59, -0.23, actual_rep, 1, curr_step, 9, track_size, 84, robot_vel, 42.56, joints_pos, 39.07, 53.2, -22.22, -77.72, 19.5, 46.65, 69.02, tool_torque, -0.0050, -0.503, 0.283, tool_momentum, -0.0020, -0.485, 0.283, robot_mode, normal, 
30/03/2022 10:41:06:637, robot_pos_w_timestamp, 1648629581007, 579.91, 259.73, 217.81, 2.16, 0.08, 3.05, tool_force, 2.21, -0.74, -0.48, actual_rep, 1, curr_step, 10, track_size, 84, robot_vel, 43.42, joints_pos, 38.78, 53.04, -22.58, -77.79, 19.5, 47.12, 69.02, tool_torque, 0.0030, -0.585, 0.311, tool_momentum, 0.0060, -0.588, 0.311, robot_mode, normal, 
30/03/2022 10:41:06:788, robot_pos_w_timestamp, 1648629581156, 581.02, 254.01, 219.61, 2.15, 0.08, 3.06, tool_force, 2.28, -1.31, -0.92, actual_rep, 1, curr_step, 10, track_size, 84, robot_vel, 38.4, joints_pos, 38.5, 52.86, -22.9, -77.92, 19.52, 47.57, 69.0, tool_torque, 0.0080, -0.685, 0.354, tool_momentum, 0.01, -0.678, 0.354, robot_mode, normal, 
30/03/2022 10:41:06:973, robot_pos_w_timestamp, 1648629581304, 581.4, 248.39, 221.43, 2.14, 0.08, 3.06, tool_force, 3.73, -4.06, -2.76, actual_rep, 1, curr_step, 11, track_size, 84, robot_vel, 42.1, joints_pos, 38.23, 52.62, -23.16, -78.15, 19.53, 48.08, 68.99, tool_torque, -0.031, -0.524, 0.32, tool_momentum, -0.036, -0.503, 0.32, robot_mode, impedance, 
30/03/2022 10:41:07:088, robot_pos_w_timestamp, 1648629581454, 579.07, 244.28, 221.98, 2.13, 0.08, 3.07, tool_force, 4.93, -5.72, -2.33, actual_rep, 1, curr_step, 11, track_size, 84, robot_vel, 28.54, joints_pos, 38.16, 52.27, -23.3, -78.8, 19.54, 48.21, 69.1, tool_torque, 0.0040, -0.336, 0.225, tool_momentum, 0.014, -0.35, 0.226, robot_mode, impedance, 
30/03/2022 10:41:07:239, robot_pos_w_timestamp, 1648629581605, 575.17, 241.73, 224.08, 2.13, 0.07, 3.08, tool_force, 9.7, -7.82, -4.64, actual_rep, 1, curr_step, 11, track_size, 84, robot_vel, 34.28, joints_pos, 38.25, 51.66, -23.38, -79.64, 19.57, 48.41, 69.23, tool_torque, -0.103, -0.112, 0.102, tool_momentum, -0.101, -0.111, 0.102, robot_mode, impedance, 
30/03/2022 10:41:07:387, robot_pos_w_timestamp, 1648629581753, 569.42, 241.58, 225.73, 2.12, 0.07, 3.08, tool_force, 12.55, -10.65, -5.44, actual_rep, 1, curr_step, 11, track_size, 84, robot_vel, 43.34, joints_pos, 38.59, 50.98, -23.39, -80.69, 19.57, 48.39, 69.39, tool_torque, 0.105, 0.033, 0.078, tool_momentum, 0.107, 0.051, 0.078, robot_mode, impedance, 
30/03/2022 10:41:07:537, robot_pos_w_timestamp, 1648629581903, 564.01, 242.15, 225.4, 2.12, 0.07, 3.08, tool_force, 10.93, -11.89, -5.03, actual_rep, 1, curr_step, 11, track_size, 84, robot_vel, 31.46, joints_pos, 39.12, 50.53, -23.54, -81.71, 19.55, 47.84, 69.65, tool_torque, 0.369, 0.33, 0.148, tool_momentum, 0.38, 0.314, 0.152, robot_mode, impedance, 
30/03/2022 10:41:07:690, robot_pos_w_timestamp, 1648629582052, 561.58, 239.31, 225.35, 2.12, 0.08, 3.08, tool_force, 8.41, -12.61, -4.9, actual_rep, 1, curr_step, 11, track_size, 84, robot_vel, 26.89, joints_pos, 39.41, 50.26, -23.95, -82.45, 19.45, 47.44, 69.69, tool_torque, 0.438, 0.237, 0.29, tool_momentum, 0.448, 0.238, 0.292, robot_mode, impedance, 
30/03/2022 10:41:07:840, robot_pos_w_timestamp, 1648629582200, 560.82, 235.94, 225.69, 2.12, 0.08, 3.08, tool_force, 6.93, -13.94, -5.45, actual_rep, 1, curr_step, 11, track_size, 84, robot_vel, 23.54, joints_pos, 39.37, 50.06, -24.15, -82.86, 19.45, 47.3, 69.56, tool_torque, 0.577, -0.12, 0.589, tool_momentum, 0.583, -0.129, 0.591, robot_mode, impedance, 
30/03/2022 10:41:07:991, robot_pos_w_timestamp, 1648629582350, 561.24, 232.75, 226.1, 2.12, 0.08, 3.08, tool_force, 4.88, -13.49, -5.08, actual_rep, 1, curr_step, 11, track_size, 84, robot_vel, 21.68, joints_pos, 39.2, 49.94, -24.27, -83.06, 19.43, 47.17, 69.37, tool_torque, 0.658, -0.321, 0.814, tool_momentum, 0.661, -0.315, 0.814, robot_mode, impedance, 
30/03/2022 10:41:08:141, robot_pos_w_timestamp, 1648629582498, 563.02, 229.36, 226.34, 2.11, 0.08, 3.08, tool_force, 1.13, -11.84, -3.93, actual_rep, 1, curr_step, 11, track_size, 84, robot_vel, 30.06, joints_pos, 38.91, 49.94, -24.35, -83.05, 19.42, 47.03, 69.09, tool_torque, 0.62, -0.424, 0.865, tool_momentum, 0.612, -0.44, 0.869, robot_mode, impedance, 
30/03/2022 10:41:08:291, robot_pos_w_timestamp, 1648629582649, 566.65, 225.56, 226.5, 2.11, 0.09, 3.08, tool_force, -1.49, -10.23, -3.08, actual_rep, 1, curr_step, 11, track_size, 84, robot_vel, 32.51, joints_pos, 38.44, 50.12, -24.4, -82.71, 19.42, 47.0, 68.69, tool_torque, 0.44, -0.585, 0.903, tool_momentum, 0.442, -0.603, 0.903, robot_mode, impedance, 
30/03/2022 10:41:08:442, robot_pos_w_timestamp, 1648629582796, 571.42, 223.94, 226.09, 2.11, 0.09, 3.07, tool_force, -3.3, -6.67, -0.78, actual_rep, 1, curr_step, 11, track_size, 84, robot_vel, 33.51, joints_pos, 37.94, 50.5, -24.3, -81.98, 19.57, 47.1, 68.34, tool_torque, 0.24, -0.645, 0.867, tool_momentum, 0.23, -0.644, 0.867, robot_mode, impedance, 
30/03/2022 10:41:08:595, robot_pos_w_timestamp, 1648629582949, 576.25, 224.38, 225.17, 2.12, 0.08, 3.07, tool_force, -3.09, -4.59, 0.71, actual_rep, 1, curr_step, 11, track_size, 84, robot_vel, 31.31, joints_pos, 37.51, 51.06, -24.14, -80.98, 19.72, 47.49, 68.13, tool_torque, 0.078, -0.704, 0.756, tool_momentum, 0.07, -0.689, 0.756, robot_mode, impedance, 
30/03/2022 10:41:08:745, robot_pos_w_timestamp, 1648629583096, 580.12, 225.64, 224.31, 2.12, 0.08, 3.07, tool_force, -3.02, -3.73, 1.42, actual_rep, 1, curr_step, 11, track_size, 84, robot_vel, 25.55, joints_pos, 37.28, 51.59, -24.07, -80.05, 19.76, 47.94, 68.12, tool_torque, 0.031, -0.684, 0.641, tool_momentum, 0.033, -0.683, 0.639, robot_mode, impedance, 
30/03/2022 10:41:08:896, robot_pos_w_timestamp, 1648629583246, 582.95, 226.99, 224.08, 2.12, 0.08, 3.07, tool_force, -3.1, -2.9, 1.71, actual_rep, 1, curr_step, 11, track_size, 84, robot_vel, 19.66, joints_pos, 37.18, 51.95, -24.07, -79.36, 19.83, 48.28, 68.12, tool_torque, -0.015, -0.643, 0.518, tool_momentum, -0.016, -0.641, 0.518, robot_mode, impedance, 
30/03/2022 10:41:09:050, robot_pos_w_timestamp, 1648629583395, 584.59, 227.95, 223.94, 2.12, 0.08, 3.08, tool_force, -2.74, -2.72, 1.45, actual_rep, 1, curr_step, 11, track_size, 84, robot_vel, 11.07, joints_pos, 37.14, 52.18, -24.08, -78.92, 19.89, 48.53, 68.12, tool_torque, -0.067, -0.62, 0.476, tool_momentum, -0.069, -0.618, 0.475, robot_mode, impedance, 
30/03/2022 10:41:09:198, robot_pos_w_timestamp, 1648629583545, 585.27, 229.02, 223.96, 2.12, 0.08, 3.08, tool_force, -1.76, -2.61, 0.95, actual_rep, 1, curr_step, 11, track_size, 84, robot_vel, 8.31, joints_pos, 37.15, 52.3, -24.06, -78.68, 19.92, 48.69, 68.13, tool_torque, -0.111, -0.53, 0.34, tool_momentum, -0.107, -0.53, 0.34, robot_mode, impedance, 
30/03/2022 10:41:09:354, robot_pos_w_timestamp, 1648629583698, 585.08, 230.01, 224.48, 2.12, 0.08, 3.08, tool_force, 0.44, -1.86, 1.08, actual_rep, 1, curr_step, 12, track_size, 84, robot_vel, 9.54, joints_pos, 37.19, 52.3, -24.05, -78.57, 19.93, 48.97, 68.24, tool_torque, -0.128, -0.461, 0.105, tool_momentum, -0.125, -0.464, 0.105, robot_mode, impedance, 
30/03/2022 10:41:09:501, robot_pos_w_timestamp, 1648629583846, 585.65, 227.03, 227.51, 2.11, 0.08, 3.08, tool_force, 1.05, -1.32, 0.07, actual_rep, 1, curr_step, 12, track_size, 84, robot_vel, 33.06, joints_pos, 37.11, 52.06, -24.35, -78.58, 19.93, 49.48, 68.28, tool_torque, -0.172, -0.385, 0.14, tool_momentum, -0.169, -0.395, 0.141, robot_mode, impedance, 
30/03/2022 10:41:09:654, robot_pos_w_timestamp, 1648629583996, 585.95, 222.94, 230.07, 2.11, 0.08, 3.09, tool_force, 1.46, -0.72, 0.13, actual_rep, 1, curr_step, 13, track_size, 84, robot_vel, 34.17, joints_pos, 36.87, 51.77, -24.52, -78.74, 19.92, 49.84, 68.11, tool_torque, -0.077, -0.491, 0.329, tool_momentum, -0.08, -0.499, 0.329, robot_mode, impedance, 
30/03/2022 10:41:09:809, robot_pos_w_timestamp, 1648629584146, 586.38, 217.87, 232.68, 2.11, 0.08, 3.09, tool_force, 1.87, -0.09, -0.05, actual_rep, 1, curr_step, 14, track_size, 84, robot_vel, 35.12, joints_pos, 36.53, 51.42, -24.61, -78.97, 19.8, 50.1, 67.88, tool_torque, 0.011, -0.631, 0.511, tool_momentum, 0.012, -0.626, 0.511, robot_mode, impedance, 
30/03/2022 10:41:09:955, robot_pos_w_timestamp, 1648629584294, 586.7, 214.8, 235.22, 2.11, 0.08, 3.09, tool_force, 1.8, -0.15, -0.41, actual_rep, 1, curr_step, 14, track_size, 84, robot_vel, 24.53, joints_pos, 36.24, 51.11, -24.58, -79.08, 19.7, 50.33, 67.54, tool_torque, 0.03, -0.742, 0.512, tool_momentum, 0.024, -0.771, 0.512, robot_mode, impedance, 
30/03/2022 10:41:10:114, robot_pos_w_timestamp, 1648629584445, 587.33, 209.09, 237.58, 2.11, 0.08, 3.09, tool_force, 1.75, 0.75, 1.13, actual_rep, 1, curr_step, 15, track_size, 84, robot_vel, 40.73, joints_pos, 35.81, 50.74, -24.65, -79.34, 19.65, 50.57, 66.69, tool_torque, 0.134, -0.813, 0.562, tool_momentum, 0.141, -0.847, 0.568, robot_mode, normal, 
30/03/2022 10:41:10:254, robot_pos_w_timestamp, 1648629584594, 587.68, 204.36, 241.24, 2.12, 0.07, 3.09, tool_force, 2.14, 0.7, -0.3, actual_rep, 1, curr_step, 15, track_size, 84, robot_vel, 48.9, joints_pos, 35.32, 50.28, -24.58, -79.56, 19.78, 50.81, 65.97, tool_torque, 0.256, -0.973, 0.571, tool_momentum, 0.26, -0.961, 0.571, robot_mode, normal, 
30/03/2022 10:41:10:412, robot_pos_w_timestamp, 1648629584749, 587.63, 197.75, 243.95, 2.12, 0.07, 3.09, tool_force, 0.87, 0.9, -0.02, actual_rep, 1, curr_step, 16, track_size, 84, robot_vel, 44.69, joints_pos, 34.77, 49.74, -24.56, -80.08, 19.91, 50.73, 64.92, tool_torque, 0.554, -0.815, 0.663, tool_momentum, 0.567, -0.844, 0.664, robot_mode, normal, 
30/03/2022 10:41:10:563, robot_pos_w_timestamp, 1648629584897, 587.32, 191.74, 247.09, 2.13, 0.07, 3.09, tool_force, 0.31, 0.01, -0.36, actual_rep, 1, curr_step, 17, track_size, 84, robot_vel, 42.99, joints_pos, 34.31, 49.19, -24.56, -80.56, 19.91, 50.74, 64.0, tool_torque, 0.383, -0.686, 0.636, tool_momentum, 0.394, -0.688, 0.637, robot_mode, normal, 
30/03/2022 10:41:10:715, robot_pos_w_timestamp, 1648629585048, 586.79, 185.77, 250.33, 2.13, 0.06, 3.09, tool_force, -0.14, -0.07, -0.68, actual_rep, 1, curr_step, 18, track_size, 84, robot_vel, 44.1, joints_pos, 33.81, 48.59, -24.53, -81.08, 19.94, 50.74, 63.0, tool_torque, 0.394, -0.675, 0.671, tool_momentum, 0.391, -0.678, 0.671, robot_mode, normal, 
30/03/2022 10:41:10:861, robot_pos_w_timestamp, 1648629585197, 585.94, 180.0, 253.71, 2.14, 0.06, 3.09, tool_force, 0.19, -0.19, -0.32, actual_rep, 1, curr_step, 18, track_size, 84, robot_vel, 48.59, joints_pos, 33.34, 47.97, -24.48, -81.61, 20.01, 50.76, 61.89, tool_torque, 0.392, -0.818, 0.695, tool_momentum, 0.392, -0.827, 0.695, robot_mode, normal, 
30/03/2022 10:41:11:017, robot_pos_w_timestamp, 1648629585346, 584.65, 174.19, 257.22, 2.15, 0.06, 3.09, tool_force, -0.11, -0.02, -0.58, actual_rep, 1, curr_step, 19, track_size, 84, robot_vel, 44.59, joints_pos, 32.85, 47.27, -24.4, -82.23, 20.09, 50.77, 60.72, tool_torque, 0.366, -0.788, 0.68, tool_momentum, 0.374, -0.792, 0.68, robot_mode, normal, 
30/03/2022 10:41:11:165, robot_pos_w_timestamp, 1648629585496, 582.83, 168.66, 261.13, 2.16, 0.05, 3.08, tool_force, 0.25, 0.44, -0.35, actual_rep, 1, curr_step, 20, track_size, 84, robot_vel, 50.11, joints_pos, 32.38, 46.51, -24.28, -82.91, 20.15, 50.8, 59.61, tool_torque, 0.32, -0.829, 0.66, tool_momentum, 0.32, -0.818, 0.66, robot_mode, normal, 
30/03/2022 10:41:11:317, robot_pos_w_timestamp, 1648629585644, 579.78, 162.91, 266.05, 2.16, 0.04, 3.08, tool_force, 0.55, 0.4, 0.04, actual_rep, 1, curr_step, 22, track_size, 84, robot_vel, 58.74, joints_pos, 31.87, 45.49, -24.11, -83.79, 20.27, 50.96, 58.39, tool_torque, 0.261, -0.853, 0.63, tool_momentum, 0.265, -0.856, 0.63, robot_mode, normal, 
30/03/2022 10:41:11:469, robot_pos_w_timestamp, 1648629585795, 575.31, 158.67, 271.88, 2.17, 0.03, 3.08, tool_force, 1.32, 0.18, 0.2, actual_rep, 1, curr_step, 23, track_size, 84, robot_vel, 57.5, joints_pos, 31.45, 44.33, -23.82, -84.76, 20.3, 51.24, 57.59, tool_torque, 0.222, -0.866, 0.572, tool_momentum, 0.27, -0.845, 0.571, robot_mode, normal, 
30/03/2022 10:41:11:618, robot_pos_w_timestamp, 1648629585944, 571.17, 156.34, 277.82, 2.17, 0.03, 3.08, tool_force, 0.95, 0.44, 0.57, actual_rep, 1, curr_step, 24, track_size, 84, robot_vel, 47.69, joints_pos, 31.18, 43.24, -23.53, -85.54, 20.23, 51.6, 57.22, tool_torque, 0.249, -0.635, 0.593, tool_momentum, 0.243, -0.634, 0.591, robot_mode, normal, 
30/03/2022 10:41:11:770, robot_pos_w_timestamp, 1648629586094, 567.48, 154.95, 283.41, 2.17, 0.02, 3.08, tool_force, 1.05, 0.89, 0.45, actual_rep, 1, curr_step, 25, track_size, 84, robot_vel, 45.84, joints_pos, 31.0, 42.26, -23.28, -86.17, 20.16, 51.99, 57.0, tool_torque, 0.225, -0.725, 0.562, tool_momentum, 0.236, -0.726, 0.562, robot_mode, normal, 
30/03/2022 10:41:11:920, robot_pos_w_timestamp, 1648629586243, 563.88, 154.38, 289.19, 2.17, 0.01, 3.08, tool_force, 1.23, 0.73, 0.9, actual_rep, 1, curr_step, 26, track_size, 84, robot_vel, 48.98, joints_pos, 30.91, 41.31, -23.07, -86.74, 20.12, 52.39, 56.94, tool_torque, 0.2, -0.668, 0.57, tool_momentum, 0.203, -0.667, 0.57, robot_mode, normal, 
30/03/2022 10:41:12:072, robot_pos_w_timestamp, 1648629586393, 560.25, 154.55, 294.9, 2.17, 0.0, 3.08, tool_force, 1.65, 1.17, 0.93, actual_rep, 1, curr_step, 27, track_size, 84, robot_vel, 43.33, joints_pos, 30.9, 40.38, -22.89, -87.3, 20.1, 52.75, 56.93, tool_torque, 0.173, -0.572, 0.539, tool_momentum, 0.168, -0.569, 0.538, robot_mode, normal, 
30/03/2022 10:41:12:218, robot_pos_w_timestamp, 1648629586541, 556.41, 155.4, 300.67, 2.18, -0.01, 3.07, tool_force, 1.67, 1.53, 1.23, actual_rep, 1, curr_step, 27, track_size, 84, robot_vel, 49.91, joints_pos, 30.92, 39.43, -22.66, -87.81, 20.07, 53.15, 56.92, tool_torque, 0.071, -0.376, 0.419, tool_momentum, 0.075, -0.375, 0.419, robot_mode, normal, 
30/03/2022 10:41:12:372, robot_pos_w_timestamp, 1648629586693, 552.21, 156.91, 306.51, 2.18, -0.02, 3.07, tool_force, 1.04, 1.97, 1.14, actual_rep, 1, curr_step, 29, track_size, 84, robot_vel, 49.36, joints_pos, 30.99, 38.43, -22.37, -88.38, 20.02, 53.53, 56.92, tool_torque, 0.067, -0.271, 0.363, tool_momentum, 0.074, -0.276, 0.363, robot_mode, normal, 
30/03/2022 10:41:12:522, robot_pos_w_timestamp, 1648629586840, 547.35, 159.51, 312.18, 2.19, -0.02, 3.07, tool_force, 0.46, 2.51, 1.53, actual_rep, 1, curr_step, 30, track_size, 84, robot_vel, 54.2, joints_pos, 31.09, 37.43, -21.98, -88.98, 19.97, 53.85, 56.92, tool_torque, 0.058, -0.247, 0.304, tool_momentum, 0.059, -0.225, 0.299, robot_mode, normal, 
30/03/2022 10:41:12:680, robot_pos_w_timestamp, 1648629586992, 541.81, 163.91, 316.92, 2.19, -0.03, 3.06, tool_force, -0.56, 2.62, 1.31, actual_rep, 1, curr_step, 31, track_size, 84, robot_vel, 60.92, joints_pos, 31.3, 36.44, -21.42, -89.65, 19.94, 54.04, 56.97, tool_torque, -0.067, 0.051, 0.045, tool_momentum, -0.05, 0.062, 0.045, robot_mode, impedance, 
30/03/2022 10:41:12:843, robot_pos_w_timestamp, 1648629587139, 536.99, 172.74, 319.43, 2.2, -0.05, 3.06, tool_force, 2.05, 5.57, 4.49, actual_rep, 1, curr_step, 31, track_size, 84, robot_vel, 76.35, joints_pos, 31.61, 35.89, -20.62, -89.94, 20.08, 54.14, 57.22, tool_torque, -0.075, 0.473, -0.185, tool_momentum, -0.041, 0.299, -0.172, robot_mode, impedance, 
30/03/2022 10:41:12:973, robot_pos_w_timestamp, 1648629587288, 534.7, 179.65, 318.85, 2.21, -0.05, 3.06, tool_force, 8.47, 6.92, 6.78, actual_rep, 1, curr_step, 31, track_size, 84, robot_vel, 44.34, joints_pos, 32.02, 35.91, -20.24, -89.93, 20.12, 54.15, 57.9, tool_torque, -0.075, 0.785, -0.127, tool_momentum, -0.075, 0.781, -0.127, robot_mode, impedance, 
30/03/2022 10:41:13:274, robot_pos_w_timestamp, 1648629587589, 533.28, 189.56, 317.02, 2.2, -0.06, 3.06, tool_force, 16.04, 3.29, 5.79, actual_rep, 1, curr_step, 31, track_size, 84, robot_vel, 30.54, joints_pos, 32.86, 36.33, -20.14, -89.52, 20.19, 54.4, 59.14, tool_torque, -0.195, 0.767, 0.26, tool_momentum, -0.189, 0.777, 0.261, robot_mode, impedance, 
30/03/2022 10:41:13:425, robot_pos_w_timestamp, 1648629587737, 530.7, 190.1, 319.33, 2.2, -0.05, 3.07, tool_force, 16.21, 1.09, 2.45, actual_rep, 1, curr_step, 31, track_size, 84, robot_vel, 26.34, joints_pos, 33.35, 35.94, -20.45, -89.83, 19.66, 54.59, 59.82, tool_torque, 0.067, 0.612, 0.567, tool_momentum, 0.069, 0.618, 0.567, robot_mode, impedance, 
30/03/2022 10:41:13:572, robot_pos_w_timestamp, 1648629587886, 528.19, 186.99, 320.8, 2.19, -0.04, 3.07, tool_force, 11.55, -0.29, -0.29, actual_rep, 1, curr_step, 31, track_size, 84, robot_vel, 32.23, joints_pos, 33.58, 35.45, -20.84, -90.47, 19.32, 54.33, 59.95, tool_torque, 0.293, 0.441, 0.65, tool_momentum, 0.303, 0.428, 0.652, robot_mode, impedance, 
30/03/2022 10:41:13:729, robot_pos_w_timestamp, 1648629588033, 527.78, 181.58, 321.25, 2.19, -0.04, 3.07, tool_force, 8.19, -0.53, -0.74, actual_rep, 1, curr_step, 31, track_size, 84, robot_vel, 31.77, joints_pos, 33.45, 35.18, -21.21, -90.92, 19.22, 54.09, 59.6, tool_torque, 0.469, -0.031, 0.951, tool_momentum, 0.472, -0.026, 0.951, robot_mode, impedance, 
30/03/2022 10:41:13:928, robot_pos_w_timestamp, 1648629588186, 528.41, 178.17, 321.45, 2.19, -0.04, 3.07, tool_force, 7.31, -0.56, -1.1, actual_rep, 1, curr_step, 31, track_size, 84, robot_vel, 17.62, joints_pos, 33.17, 35.12, -21.27, -91.0, 19.23, 54.08, 59.25, tool_torque, 0.53, -0.339, 1.037, tool_momentum, 0.522, -0.337, 1.037, robot_mode, impedance, 
30/03/2022 10:41:14:026, robot_pos_w_timestamp, 1648629588332, 528.94, 176.41, 321.59, 2.19, -0.04, 3.07, tool_force, 7.3, -1.78, -2.17, actual_rep, 1, curr_step, 31, track_size, 84, robot_vel, 10.43, joints_pos, 32.97, 35.11, -21.27, -91.0, 19.26, 54.12, 59.04, tool_torque, 0.464, -0.526, 1.06, tool_momentum, 0.464, -0.525, 1.06, robot_mode, impedance, 
30/03/2022 10:41:14:219, robot_pos_w_timestamp, 1648629588487, 529.07, 175.29, 321.78, 2.19, -0.04, 3.07, tool_force, 6.31, -2.05, -2.32, actual_rep, 1, curr_step, 31, track_size, 84, robot_vel, 7.2, joints_pos, 32.86, 35.06, -21.27, -91.04, 19.27, 54.13, 58.92, tool_torque, 0.492, -0.527, 1.057, tool_momentum, 0.495, -0.528, 1.057, robot_mode, impedance, 
