06/04/2022 14:41:55: File Created!
06/04/2022 14:41:55:252, robot_pos_w_timestamp, 1649252427225, 588.17, 324.56, 216.56, 2.31, -0.01, 3.08, tool_force, -0.84, -0.1, 0.27, actual_rep, 1, curr_step, 1, track_size, 77, robot_vel, 0.08, joints_pos, 38.27, 57.25, -17.42, -67.56, 19.28, 54.78, 65.62, tool_torque, -0.01, 0.074, 0.031, tool_momentum, -0.013, 0.074, 0.031, robot_mode, normal, 
06/04/2022 14:41:57:444, robot_pos_w_timestamp, 1649252429353, 591.97, 260.73, 220.86, 2.34, 0.04, 3.12, tool_force, 0.46, 0.8, 0.03, actual_rep, 1, curr_step, 12, track_size, 77, robot_vel, 11.13, joints_pos, 36.31, 54.69, -20.84, -73.05, 19.01, 53.78, 58.38, tool_torque, 0.366, -0.338, 0.475, tool_momentum, 0.366, -0.341, 0.476, robot_mode, rotation_overlay, 
06/04/2022 14:41:57:561, robot_pos_w_timestamp, 1649252429534, 591.68, 258.45, 221.64, 2.4, 0.04, 3.12, tool_force, 0.26, 1.04, -0.1, actual_rep, 1, curr_step, 12, track_size, 77, robot_vel, 10.5, joints_pos, 36.15, 54.49, -20.81, -73.32, 18.97, 53.74, 54.96, tool_torque, 0.448, -0.318, 0.485, tool_momentum, 0.449, -0.319, 0.485, robot_mode, rotation_overlay, 
06/04/2022 14:41:57:775, robot_pos_w_timestamp, 1649252429701, 591.3, 256.76, 222.27, 2.42, 0.04, 3.13, tool_force, -0.03, 0.68, -0.1, actual_rep, 1, curr_step, 12, track_size, 77, robot_vel, 7.04, joints_pos, 36.13, 54.34, -20.9, -73.53, 18.95, 53.74, 54.1, tool_torque, 0.304, -0.142, 0.387, tool_momentum, 0.292, -0.143, 0.387, robot_mode, rotation_overlay, 
06/04/2022 14:41:57:918, robot_pos_w_timestamp, 1649252429850, 591.22, 256.31, 221.52, 2.41, 0.04, 3.13, tool_force, 0.26, 0.65, 0.12, actual_rep, 1, curr_step, 12, track_size, 77, robot_vel, 9.66, joints_pos, 36.11, 54.39, -20.93, -73.59, 19.09, 53.67, 54.54, tool_torque, 0.28, -0.087, 0.054, tool_momentum, 0.275, -0.078, 0.054, robot_mode, rotation_overlay, 
06/04/2022 14:41:58:104, robot_pos_w_timestamp, 1649252430006, 591.12, 255.06, 221.76, 2.36, 0.04, 3.12, tool_force, -0.39, 0.79, 0.65, actual_rep, 1, curr_step, 12, track_size, 77, robot_vel, 9.11, joints_pos, 36.14, 54.34, -21.14, -73.71, 19.35, 53.71, 56.79, tool_torque, 0.127, 0.031, -0.029, tool_momentum, 0.112, 0.049, -0.03, robot_mode, rotation_overlay, 
06/04/2022 14:41:58:313, robot_pos_w_timestamp, 1649252430162, 590.67, 253.83, 222.15, 2.28, 0.03, 3.12, tool_force, -0.63, 0.11, 0.46, actual_rep, 1, curr_step, 12, track_size, 77, robot_vel, 10.04, joints_pos, 36.24, 54.26, -21.42, -73.89, 19.56, 53.77, 61.3, tool_torque, 0.0040, 0.084, -0.086, tool_momentum, 0.0060, 0.084, -0.087, robot_mode, rotation_overlay, 
06/04/2022 14:41:58:418, robot_pos_w_timestamp, 1649252430314, 590.4, 252.74, 222.55, 2.19, 0.03, 3.12, tool_force, -0.87, 0.42, 0.66, actual_rep, 1, curr_step, 13, track_size, 77, robot_vel, 6.62, joints_pos, 36.33, 54.22, -21.66, -73.99, 19.66, 53.88, 66.72, tool_torque, -0.04, 0.233, -0.171, tool_momentum, -0.04, 0.221, -0.171, robot_mode, rotation_overlay, 
06/04/2022 14:41:58:537, robot_pos_w_timestamp, 1649252430478, 590.01, 251.49, 223.01, 2.11, 0.03, 3.12, tool_force, -0.61, 0.15, 0.36, actual_rep, 1, curr_step, 13, track_size, 77, robot_vel, 8.41, joints_pos, 36.33, 54.11, -21.76, -74.16, 19.69, 53.93, 71.02, tool_torque, -0.045, 0.18, -0.17, tool_momentum, -0.046, 0.172, -0.169, robot_mode, rotation_overlay, 
06/04/2022 14:41:58:751, robot_pos_w_timestamp, 1649252430638, 589.67, 250.3, 223.52, 2.07, 0.03, 3.12, tool_force, -0.29, 0.41, 0.54, actual_rep, 1, curr_step, 13, track_size, 77, robot_vel, 7.26, joints_pos, 36.25, 53.98, -21.73, -74.33, 19.69, 53.89, 72.88, tool_torque, 0.08, -0.0080, -0.13, tool_momentum, 0.081, -0.0070, -0.131, robot_mode, rotation_overlay, 
06/04/2022 14:41:58:867, robot_pos_w_timestamp, 1649252430789, 589.29, 249.68, 223.75, 2.07, 0.03, 3.12, tool_force, -0.02, 0.22, -0.22, actual_rep, 1, curr_step, 13, track_size, 77, robot_vel, 4.35, joints_pos, 36.19, 53.87, -21.68, -74.49, 19.68, 53.8, 73.04, tool_torque, 0.15, -0.152, 0.0060, tool_momentum, 0.169, -0.175, 0.0070, robot_mode, rotation_overlay, 
06/04/2022 14:41:59:021, robot_pos_w_timestamp, 1649252430938, 588.96, 248.79, 223.21, 2.08, 0.03, 3.12, tool_force, 0.95, 0.97, 0.36, actual_rep, 1, curr_step, 13, track_size, 77, robot_vel, 4.61, joints_pos, 36.16, 53.87, -21.68, -74.58, 19.56, 53.82, 72.08, tool_torque, 0.252, -0.395, 0.452, tool_momentum, 0.25, -0.388, 0.452, robot_mode, rotation_overlay, 
06/04/2022 14:41:59:172, robot_pos_w_timestamp, 1649252431089, 588.5, 247.62, 223.67, 2.13, 0.03, 3.12, tool_force, 1.26, 0.88, 0.39, actual_rep, 1, curr_step, 13, track_size, 77, robot_vel, 10.69, joints_pos, 36.09, 53.75, -21.65, -74.74, 19.49, 53.87, 69.12, tool_torque, 0.215, -0.538, 0.481, tool_momentum, 0.197, -0.537, 0.48, robot_mode, rotation_overlay, 
06/04/2022 14:41:59:385, robot_pos_w_timestamp, 1649252431241, 587.96, 246.4, 224.29, 2.22, 0.03, 3.13, tool_force, 0.62, 0.9, 0.09, actual_rep, 1, curr_step, 13, track_size, 77, robot_vel, 10.06, joints_pos, 35.94, 53.55, -21.5, -74.96, 19.36, 53.81, 64.1, tool_torque, 0.336, -0.504, 0.502, tool_momentum, 0.332, -0.499, 0.502, robot_mode, rotation_overlay, 
06/04/2022 14:41:59:490, robot_pos_w_timestamp, 1649252431391, 587.39, 245.06, 224.86, 2.31, 0.03, 3.13, tool_force, 0.79, 1.16, -0.24, actual_rep, 1, curr_step, 14, track_size, 77, robot_vel, 10.12, joints_pos, 35.77, 53.34, -21.32, -75.21, 19.25, 53.73, 58.53, tool_torque, 0.52, -0.542, 0.56, tool_momentum, 0.52, -0.542, 0.559, robot_mode, rotation_overlay, 
06/04/2022 14:41:59:713, robot_pos_w_timestamp, 1649252431552, 586.65, 243.73, 225.37, 2.38, 0.03, 3.13, tool_force, 0.61, 1.05, 0.07, actual_rep, 1, curr_step, 14, track_size, 77, robot_vel, 10.71, joints_pos, 35.69, 53.16, -21.27, -75.46, 19.2, 53.69, 54.66, tool_torque, 0.485, -0.458, 0.531, tool_momentum, 0.486, -0.458, 0.531, robot_mode, rotation_overlay, 
06/04/2022 14:41:59:830, robot_pos_w_timestamp, 1649252431721, 585.97, 242.26, 225.94, 2.41, 0.03, 3.14, tool_force, 0.51, 0.98, 0.22, actual_rep, 1, curr_step, 14, track_size, 77, robot_vel, 10.64, joints_pos, 35.68, 53.01, -21.35, -75.69, 19.18, 53.72, 52.89, tool_torque, 0.377, -0.38, 0.494, tool_momentum, 0.381, -0.385, 0.494, robot_mode, rotation_overlay, 
06/04/2022 14:41:59:943, robot_pos_w_timestamp, 1649252431843, 585.74, 241.95, 226.16, 2.41, 0.03, 3.14, tool_force, 0.77, 1.05, -0.13, actual_rep, 1, curr_step, 14, track_size, 77, robot_vel, 2.93, joints_pos, 35.69, 52.96, -21.37, -75.75, 19.17, 53.72, 52.8, tool_torque, 0.369, -0.394, 0.42, tool_momentum, 0.367, -0.39, 0.42, robot_mode, rotation_overlay, 
06/04/2022 14:42:00:151, robot_pos_w_timestamp, 1649252431999, 585.56, 241.06, 225.57, 2.4, 0.03, 3.14, tool_force, -0.9, 0.37, 0.26, actual_rep, 1, curr_step, 14, track_size, 77, robot_vel, 12.31, joints_pos, 35.68, 52.98, -21.48, -75.86, 19.39, 53.67, 53.63, tool_torque, 0.18, 0.0060, 0.026, tool_momentum, 0.176, -0.0010, 0.026, robot_mode, rotation_overlay, 
06/04/2022 14:42:00:314, robot_pos_w_timestamp, 1649252432157, 584.97, 240.1, 226.03, 2.34, 0.03, 3.13, tool_force, -0.61, 0.36, 0.19, actual_rep, 1, curr_step, 14, track_size, 77, robot_vel, 8.9, joints_pos, 35.79, 52.88, -21.72, -76.07, 19.63, 53.67, 56.56, tool_torque, 0.087, 0.117, -0.035, tool_momentum, 0.083, 0.129, -0.035, robot_mode, rotation_overlay, 
06/04/2022 14:42:00:415, robot_pos_w_timestamp, 1649252432301, 584.42, 239.03, 226.53, 2.26, 0.03, 3.13, tool_force, -0.84, 0.81, 0.75, actual_rep, 1, curr_step, 15, track_size, 77, robot_vel, 10.33, joints_pos, 35.85, 52.78, -21.92, -76.24, 19.8, 53.74, 61.12, tool_torque, 0.077, 0.129, -0.047, tool_momentum, 0.077, 0.13, -0.047, robot_mode, rotation_overlay, 
06/04/2022 14:42:00:620, robot_pos_w_timestamp, 1649252432454, 583.91, 238.09, 227.04, 2.16, 0.03, 3.13, tool_force, -0.87, 0.3, 0.46, actual_rep, 1, curr_step, 15, track_size, 77, robot_vel, 8.35, joints_pos, 35.89, 52.69, -22.04, -76.37, 19.86, 53.86, 66.52, tool_torque, -0.024, 0.168, -0.106, tool_momentum, -0.024, 0.164, -0.106, robot_mode, rotation_overlay, 
06/04/2022 14:42:00:725, robot_pos_w_timestamp, 1649252432606, 583.3, 237.11, 227.65, 2.1, 0.03, 3.13, tool_force, -0.41, 0.43, 0.44, actual_rep, 1, curr_step, 15, track_size, 77, robot_vel, 9.08, joints_pos, 35.86, 52.54, -22.06, -76.56, 19.86, 53.87, 70.03, tool_torque, 0.026, 0.083, -0.088, tool_momentum, 0.025, 0.082, -0.087, robot_mode, rotation_overlay, 
06/04/2022 14:42:00:939, robot_pos_w_timestamp, 1649252432773, 582.67, 236.06, 228.24, 2.07, 0.03, 3.13, tool_force, 0.01, 0.43, 0.16, actual_rep, 1, curr_step, 15, track_size, 77, robot_vel, 8.4, joints_pos, 35.8, 52.36, -22.02, -76.79, 19.82, 53.8, 71.6, tool_torque, 0.15, -0.134, 0.0020, tool_momentum, 0.15, -0.138, 0.0030, robot_mode, rotation_overlay, 
06/04/2022 14:42:01:039, robot_pos_w_timestamp, 1649252432902, 582.3, 235.78, 228.49, 2.07, 0.03, 3.13, tool_force, 0.35, 0.51, 0.54, actual_rep, 1, curr_step, 15, track_size, 77, robot_vel, 2.78, joints_pos, 35.73, 52.26, -21.89, -76.9, 19.73, 53.71, 71.71, tool_torque, 0.235, -0.262, 0.101, tool_momentum, 0.234, -0.268, 0.101, robot_mode, rotation_overlay, 
06/04/2022 14:42:01:235, robot_pos_w_timestamp, 1649252433052, 581.99, 235.3, 227.97, 2.08, 0.03, 3.13, tool_force, 1.0, 1.15, 0.06, actual_rep, 1, curr_step, 15, track_size, 77, robot_vel, 5.38, joints_pos, 35.73, 52.27, -21.91, -76.98, 19.68, 53.68, 71.01, tool_torque, 0.351, -0.444, 0.476, tool_momentum, 0.365, -0.445, 0.478, robot_mode, rotation_overlay, 
06/04/2022 14:42:01:357, robot_pos_w_timestamp, 1649252433205, 581.57, 234.58, 228.49, 2.13, 0.03, 3.13, tool_force, 1.3, 0.96, 0.29, actual_rep, 1, curr_step, 15, track_size, 77, robot_vel, 7.18, joints_pos, 35.71, 52.17, -21.91, -77.09, 19.6, 53.76, 68.18, tool_torque, 0.254, -0.566, 0.539, tool_momentum, 0.242, -0.566, 0.54, robot_mode, rotation_overlay, 
06/04/2022 14:42:01:474, robot_pos_w_timestamp, 1649252433360, 580.81, 233.67, 229.08, 2.21, 0.03, 3.14, tool_force, 1.18, 0.8, -0.3, actual_rep, 1, curr_step, 15, track_size, 77, robot_vel, 6.84, joints_pos, 35.58, 51.96, -21.74, -77.32, 19.46, 53.68, 63.34, tool_torque, 0.405, -0.589, 0.559, tool_momentum, 0.412, -0.591, 0.559, robot_mode, rotation_overlay, 
06/04/2022 14:42:01:675, robot_pos_w_timestamp, 1649252433511, 580.22, 232.71, 229.68, 2.31, 0.03, 3.14, tool_force, 0.4, 1.36, 0.22, actual_rep, 1, curr_step, 16, track_size, 77, robot_vel, 9.34, joints_pos, 35.38, 51.75, -21.49, -77.55, 19.32, 53.56, 57.65, tool_torque, 0.536, -0.476, 0.546, tool_momentum, 0.534, -0.478, 0.546, robot_mode, rotation_overlay, 
06/04/2022 14:42:01:778, robot_pos_w_timestamp, 1649252433662, 579.63, 231.79, 230.34, 2.38, 0.02, 3.14, tool_force, 0.69, 1.17, -0.08, actual_rep, 1, curr_step, 16, track_size, 77, robot_vel, 7.91, joints_pos, 35.27, 51.57, -21.37, -77.73, 19.21, 53.55, 53.83, tool_torque, 0.501, -0.479, 0.527, tool_momentum, 0.501, -0.478, 0.527, robot_mode, rotation_overlay, 
06/04/2022 14:42:02:010, robot_pos_w_timestamp, 1649252433836, 578.92, 230.72, 231.02, 2.41, 0.02, 3.14, tool_force, 0.16, 1.29, 0.1, actual_rep, 1, curr_step, 16, track_size, 77, robot_vel, 8.72, joints_pos, 35.25, 51.4, -21.4, -77.95, 19.19, 53.55, 51.72, tool_torque, 0.452, -0.315, 0.472, tool_momentum, 0.446, -0.311, 0.471, robot_mode, rotation_overlay, 
06/04/2022 14:42:02:105, robot_pos_w_timestamp, 1649252433959, 578.56, 230.32, 231.31, 2.42, 0.02, 3.14, tool_force, 0.0, 0.66, -0.28, actual_rep, 1, curr_step, 16, track_size, 77, robot_vel, 4.01, joints_pos, 35.26, 51.33, -21.42, -78.04, 19.19, 53.55, 51.55, tool_torque, 0.352, -0.278, 0.401, tool_momentum, 0.346, -0.28, 0.4, robot_mode, rotation_overlay, 
06/04/2022 14:42:02:319, robot_pos_w_timestamp, 1649252434111, 578.41, 229.78, 230.75, 2.4, 0.02, -3.14, tool_force, -0.99, 0.33, 0.03, actual_rep, 1, curr_step, 16, track_size, 77, robot_vel, 7.17, joints_pos, 35.26, 51.37, -21.47, -78.09, 19.2, 53.54, 52.42, tool_torque, 0.163, 0.05, 0.039, tool_momentum, 0.16, 0.048, 0.039, robot_mode, rotation_overlay, 
06/04/2022 14:42:02:432, robot_pos_w_timestamp, 1649252434265, 577.6, 229.03, 231.49, 2.35, 0.02, 3.14, tool_force, -0.36, 0.44, 0.14, actual_rep, 1, curr_step, 16, track_size, 77, robot_vel, 9.8, joints_pos, 35.26, 51.2, -21.5, -78.31, 19.27, 53.55, 55.27, tool_torque, 0.186, -0.039, 0.043, tool_momentum, 0.185, -0.04, 0.043, robot_mode, rotation_overlay, 
06/04/2022 14:42:02:588, robot_pos_w_timestamp, 1649252434415, 576.97, 227.97, 231.97, 2.27, 0.02, 3.14, tool_force, -1.01, 0.83, 0.7, actual_rep, 1, curr_step, 16, track_size, 77, robot_vel, 9.48, joints_pos, 35.36, 51.09, -21.77, -78.52, 19.64, 53.56, 59.81, tool_torque, 0.149, 0.138, -0.026, tool_momentum, 0.138, 0.14, -0.028, robot_mode, rotation_overlay, 
06/04/2022 14:42:02:738, robot_pos_w_timestamp, 1649252434564, 576.25, 227.22, 232.71, 2.17, 0.02, 3.14, tool_force, -0.88, 0.28, 0.41, actual_rep, 1, curr_step, 17, track_size, 77, robot_vel, 9.97, joints_pos, 35.49, 50.98, -22.01, -78.68, 19.8, 53.68, 64.99, tool_torque, -0.026, 0.215, -0.106, tool_momentum, -0.025, 0.215, -0.106, robot_mode, rotation_overlay, 
06/04/2022 14:42:02:873, robot_pos_w_timestamp, 1649252434721, 575.52, 226.28, 233.48, 2.1, 0.02, 3.14, tool_force, -0.63, 0.6, 0.35, actual_rep, 1, curr_step, 17, track_size, 77, robot_vel, 9.1, joints_pos, 35.48, 50.81, -22.05, -78.9, 19.85, 53.7, 68.93, tool_torque, 0.045, 0.128, -0.082, tool_momentum, 0.054, 0.131, -0.082, robot_mode, rotation_overlay, 
06/04/2022 14:42:03:064, robot_pos_w_timestamp, 1649252434875, 574.77, 225.49, 234.15, 2.07, 0.02, 3.14, tool_force, -0.2, 0.7, 0.6, actual_rep, 1, curr_step, 17, track_size, 77, robot_vel, 8.21, joints_pos, 35.43, 50.63, -22.01, -79.11, 19.83, 53.67, 70.38, tool_torque, 0.137, -0.03, -0.038, tool_momentum, 0.135, -0.033, -0.037, robot_mode, rotation_overlay, 
06/04/2022 14:42:03:173, robot_pos_w_timestamp, 1649252435012, 574.27, 225.06, 234.5, 2.07, 0.02, 3.14, tool_force, 0.04, 0.25, -0.63, actual_rep, 1, curr_step, 17, track_size, 77, robot_vel, 1.73, joints_pos, 35.35, 50.5, -21.88, -79.25, 19.73, 53.57, 70.55, tool_torque, 0.17, -0.183, 0.088, tool_momentum, 0.177, -0.193, 0.091, robot_mode, rotation_overlay, 
06/04/2022 14:42:03:374, robot_pos_w_timestamp, 1649252435162, 573.86, 224.75, 234.1, 2.08, 0.02, 3.14, tool_force, 0.74, 1.26, 0.42, actual_rep, 1, curr_step, 17, track_size, 77, robot_vel, 2.19, joints_pos, 35.35, 50.5, -21.87, -79.33, 19.68, 53.56, 69.65, tool_torque, 0.335, -0.378, 0.465, tool_momentum, 0.333, -0.375, 0.465, robot_mode, rotation_overlay, 
06/04/2022 14:42:03:484, robot_pos_w_timestamp, 1649252435316, 573.1, 224.19, 234.85, 2.13, 0.02, 3.14, tool_force, 1.0, 0.96, 0.13, actual_rep, 1, curr_step, 17, track_size, 77, robot_vel, 8.1, joints_pos, 35.34, 50.33, -21.84, -79.5, 19.59, 53.61, 66.73, tool_torque, 0.286, -0.523, 0.537, tool_momentum, 0.292, -0.522, 0.537, robot_mode, rotation_overlay, 
06/04/2022 14:42:03:684, robot_pos_w_timestamp, 1649252435464, 572.26, 223.54, 235.56, 2.22, 0.02, 3.14, tool_force, 0.77, 1.03, 0.03, actual_rep, 1, curr_step, 17, track_size, 77, robot_vel, 8.23, joints_pos, 35.23, 50.12, -21.67, -79.73, 19.43, 53.54, 61.79, tool_torque, 0.447, -0.505, 0.55, tool_momentum, 0.456, -0.515, 0.55, robot_mode, rotation_overlay, 
06/04/2022 14:42:03:791, robot_pos_w_timestamp, 1649252435616, 571.52, 222.74, 236.29, 2.32, 0.02, -3.14, tool_force, 0.48, 1.24, -0.35, actual_rep, 1, curr_step, 18, track_size, 77, robot_vel, 7.51, joints_pos, 35.05, 49.89, -21.43, -79.94, 19.27, 53.48, 56.31, tool_torque, 0.519, -0.399, 0.525, tool_momentum, 0.527, -0.396, 0.526, robot_mode, rotation_overlay, 
06/04/2022 14:42:03:953, robot_pos_w_timestamp, 1649252435767, 570.77, 222.02, 237.03, 2.38, 0.01, -3.14, tool_force, 0.31, 0.89, -0.07, actual_rep, 1, curr_step, 18, track_size, 77, robot_vel, 8.91, joints_pos, 34.97, 49.7, -21.33, -80.14, 19.18, 53.46, 52.63, tool_torque, 0.491, -0.425, 0.509, tool_momentum, 0.498, -0.427, 0.509, robot_mode, rotation_overlay, 
06/04/2022 14:42:04:101, robot_pos_w_timestamp, 1649252435918, 569.97, 221.38, 237.7, 2.41, 0.01, -3.14, tool_force, -0.02, 1.23, 0.07, actual_rep, 1, curr_step, 18, track_size, 77, robot_vel, 8.15, joints_pos, 34.97, 49.54, -21.34, -80.34, 19.17, 53.46, 50.77, tool_torque, 0.45, -0.307, 0.455, tool_momentum, 0.451, -0.301, 0.454, robot_mode, rotation_overlay, 
06/04/2022 14:42:04:231, robot_pos_w_timestamp, 1649252436049, 569.5, 220.97, 238.19, 2.42, 0.01, -3.14, tool_force, 0.0, 0.44, -0.32, actual_rep, 1, curr_step, 18, track_size, 77, robot_vel, 3.32, joints_pos, 34.97, 49.44, -21.36, -80.44, 19.18, 53.48, 50.55, tool_torque, 0.297, -0.29, 0.371, tool_momentum, 0.307, -0.289, 0.37, robot_mode, rotation_overlay, 
06/04/2022 14:42:04:412, robot_pos_w_timestamp, 1649252436204, 568.95, 220.46, 237.88, 2.41, 0.01, -3.14, tool_force, -1.14, 0.88, 0.85, actual_rep, 1, curr_step, 18, track_size, 77, robot_vel, 8.13, joints_pos, 34.99, 49.41, -21.4, -80.57, 19.25, 53.48, 51.3, tool_torque, 0.252, 0.05, 0.054, tool_momentum, 0.249, 0.054, 0.054, robot_mode, normal, 
06/04/2022 14:42:04:620, robot_pos_w_timestamp, 1649252436348, 567.9, 219.66, 238.68, 2.36, 0.01, -3.14, tool_force, -1.35, 0.86, 0.53, actual_rep, 1, curr_step, 18, track_size, 77, robot_vel, 14.74, joints_pos, 35.1, 49.23, -21.6, -80.84, 19.51, 53.48, 53.58, tool_torque, 0.113, 0.185, -0.02, tool_momentum, 0.107, 0.186, -0.021, robot_mode, normal, 
06/04/2022 14:42:04:719, robot_pos_w_timestamp, 1649252436506, 565.72, 218.2, 240.52, 2.29, 0.01, -3.14, tool_force, -1.5, 0.82, 1.37, actual_rep, 1, curr_step, 19, track_size, 77, robot_vel, 21.79, joints_pos, 35.2, 48.79, -21.76, -81.41, 19.69, 53.58, 57.51, tool_torque, 0.039, 0.316, -0.077, tool_momentum, 0.031, 0.317, -0.077, robot_mode, normal, 
06/04/2022 14:42:04:918, robot_pos_w_timestamp, 1649252436657, 561.98, 216.3, 243.26, 2.25, 0.0, -3.14, tool_force, -1.13, 0.48, 0.16, actual_rep, 1, curr_step, 20, track_size, 77, robot_vel, 34.96, joints_pos, 35.22, 48.11, -21.75, -82.21, 19.72, 53.51, 59.19, tool_torque, 0.119, 0.143, -0.035, tool_momentum, 0.093, 0.137, -0.034, robot_mode, normal, 
06/04/2022 14:42:05:018, robot_pos_w_timestamp, 1649252436805, 556.65, 214.06, 246.89, 2.24, 0.0, -3.14, tool_force, -0.88, 0.66, -0.44, actual_rep, 1, curr_step, 21, track_size, 77, robot_vel, 47.24, joints_pos, 35.23, 47.09, -21.6, -83.41, 19.67, 53.45, 59.48, tool_torque, 0.234, 0.073, 0.115, tool_momentum, 0.235, 0.082, 0.115, robot_mode, normal, 
06/04/2022 14:42:05:227, robot_pos_w_timestamp, 1649252436967, 550.11, 212.06, 250.44, 2.24, -0.01, -3.14, tool_force, -1.16, 1.22, 0.39, actual_rep, 1, curr_step, 22, track_size, 77, robot_vel, 43.5, joints_pos, 35.22, 46.02, -21.34, -84.71, 19.52, 53.26, 59.44, tool_torque, 0.342, 0.052, 0.214, tool_momentum, 0.306, 0.04, 0.22, robot_mode, normal, 
