26/04/2022 13:37:29: File Created!
26/04/2022 13:37:29:080, robot_pos_w_timestamp, 1650976547889, 603.17, 290.03, 234.98, 2.44, -0.01, 3.06, tool_force, -0.16, -0.17, 0.44, actual_rep, 1, curr_step, 1, track_size, 77, robot_vel, 0.01, joints_pos, 43.0, 58.34, -32.89, -68.56, -144.03, -58.88, -133.79, tool_torque, 0.486, -0.191, 0.204, tool_momentum, 0.483, -0.19, 0.204, robot_mode, normal, 
26/04/2022 13:37:30:662, robot_pos_w_timestamp, 1650976549500, 615.63, 237.72, 239.79, 2.42, 0.03, 3.09, tool_force, 0.82, 0.62, 0.26, actual_rep, 1, curr_step, 9, track_size, 77, robot_vel, 40.35, joints_pos, 40.92, 57.77, -35.95, -70.64, -144.28, -58.8, -137.29, tool_torque, 0.772, -0.314, 0.442, tool_momentum, 0.783, -0.317, 0.442, robot_mode, normal, 
26/04/2022 13:37:30:817, robot_pos_w_timestamp, 1650976549648, 616.27, 231.92, 240.81, 2.41, 0.03, 3.09, tool_force, 1.17, 0.73, 0.07, actual_rep, 1, curr_step, 10, track_size, 77, robot_vel, 41.63, joints_pos, 40.72, 57.62, -36.28, -70.96, -144.26, -58.8, -137.44, tool_torque, 0.828, -0.379, 0.468, tool_momentum, 0.826, -0.364, 0.464, robot_mode, normal, 
26/04/2022 13:37:30:965, robot_pos_w_timestamp, 1650976549798, 616.46, 226.15, 241.81, 2.4, 0.03, 3.09, tool_force, 1.06, 0.64, 0.28, actual_rep, 1, curr_step, 10, track_size, 77, robot_vel, 38.47, joints_pos, 40.51, 57.43, -36.57, -71.37, -144.22, -58.82, -137.57, tool_torque, 0.731, -0.36, 0.461, tool_momentum, 0.733, -0.36, 0.461, robot_mode, normal, 
26/04/2022 13:37:31:122, robot_pos_w_timestamp, 1650976549945, 616.35, 220.39, 242.71, 2.4, 0.03, 3.09, tool_force, 0.79, 0.8, 0.39, actual_rep, 1, curr_step, 11, track_size, 77, robot_vel, 39.02, joints_pos, 40.28, 57.21, -36.79, -71.8, -144.22, -58.84, -137.71, tool_torque, 0.71, -0.388, 0.462, tool_momentum, 0.708, -0.391, 0.462, robot_mode, normal, 
26/04/2022 13:37:31:266, robot_pos_w_timestamp, 1650976550095, 615.88, 214.56, 243.6, 2.39, 0.03, 3.1, tool_force, 1.17, 0.41, -0.03, actual_rep, 1, curr_step, 11, track_size, 77, robot_vel, 36.72, joints_pos, 40.06, 56.94, -36.99, -72.3, -144.21, -58.84, -137.88, tool_torque, 0.641, -0.461, 0.485, tool_momentum, 0.644, -0.465, 0.485, robot_mode, normal, 
26/04/2022 13:37:31:418, robot_pos_w_timestamp, 1650976550241, 615.01, 208.82, 244.29, 2.38, 0.03, 3.1, tool_force, 1.48, 0.57, 0.49, actual_rep, 1, curr_step, 12, track_size, 77, robot_vel, 39.19, joints_pos, 39.85, 56.68, -37.18, -72.84, -144.19, -58.88, -138.17, tool_torque, 0.694, -0.524, 0.482, tool_momentum, 0.702, -0.518, 0.482, robot_mode, normal, 
26/04/2022 13:37:31:571, robot_pos_w_timestamp, 1650976550395, 613.73, 202.9, 244.86, 2.38, 0.03, 3.1, tool_force, 1.04, 0.48, 0.36, actual_rep, 1, curr_step, 13, track_size, 77, robot_vel, 39.94, joints_pos, 39.65, 56.37, -37.36, -73.48, -144.13, -58.88, -138.55, tool_torque, 0.644, -0.45, 0.459, tool_momentum, 0.65, -0.453, 0.46, robot_mode, normal, 
26/04/2022 13:37:31:766, robot_pos_w_timestamp, 1650976550542, 612.02, 197.18, 245.41, 2.38, 0.02, 3.11, tool_force, 1.13, 0.59, 0.57, actual_rep, 1, curr_step, 14, track_size, 77, robot_vel, 41.55, joints_pos, 39.44, 56.02, -37.48, -74.17, -144.1, -58.88, -139.01, tool_torque, 0.633, -0.429, 0.48, tool_momentum, 0.632, -0.444, 0.481, robot_mode, normal, 
26/04/2022 13:37:31:868, robot_pos_w_timestamp, 1650976550694, 609.9, 191.37, 245.81, 2.38, 0.02, 3.11, tool_force, 1.41, 0.42, 0.41, actual_rep, 1, curr_step, 14, track_size, 77, robot_vel, 39.78, joints_pos, 39.21, 55.64, -37.55, -74.91, -144.1, -58.89, -139.66, tool_torque, 0.665, -0.483, 0.463, tool_momentum, 0.658, -0.471, 0.462, robot_mode, normal, 
26/04/2022 13:37:32:057, robot_pos_w_timestamp, 1650976550843, 607.56, 185.52, 246.14, 2.38, 0.02, 3.11, tool_force, 1.02, 0.97, 0.61, actual_rep, 1, curr_step, 15, track_size, 77, robot_vel, 42.85, joints_pos, 38.98, 55.24, -37.6, -75.71, -144.09, -58.87, -140.41, tool_torque, 0.786, -0.411, 0.477, tool_momentum, 0.776, -0.41, 0.477, robot_mode, normal, 
26/04/2022 13:37:32:171, robot_pos_w_timestamp, 1650976550992, 604.98, 179.78, 246.63, 2.38, 0.01, 3.12, tool_force, 0.99, 0.67, 0.17, actual_rep, 1, curr_step, 16, track_size, 77, robot_vel, 41.94, joints_pos, 38.78, 54.82, -37.67, -76.52, -144.08, -58.85, -141.19, tool_torque, 0.764, -0.328, 0.452, tool_momentum, 0.765, -0.339, 0.453, robot_mode, normal, 
26/04/2022 13:37:32:364, robot_pos_w_timestamp, 1650976551142, 601.92, 173.96, 247.16, 2.38, 0.01, 3.12, tool_force, 0.43, 0.78, 0.18, actual_rep, 1, curr_step, 16, track_size, 77, robot_vel, 42.67, joints_pos, 38.56, 54.33, -37.71, -77.42, -144.05, -58.85, -142.14, tool_torque, 0.74, -0.241, 0.428, tool_momentum, 0.736, -0.241, 0.429, robot_mode, normal, 
26/04/2022 13:37:32:473, robot_pos_w_timestamp, 1650976551291, 598.66, 168.24, 247.76, 2.39, 0.0, 3.12, tool_force, 0.75, 0.71, 0.49, actual_rep, 1, curr_step, 17, track_size, 77, robot_vel, 42.79, joints_pos, 38.34, 53.84, -37.72, -78.31, -144.04, -58.86, -143.05, tool_torque, 0.745, -0.333, 0.435, tool_momentum, 0.736, -0.327, 0.435, robot_mode, normal, 
26/04/2022 13:37:32:679, robot_pos_w_timestamp, 1650976551443, 594.76, 162.27, 248.73, 2.39, -0.01, 3.12, tool_force, 0.34, 1.04, 0.86, actual_rep, 1, curr_step, 18, track_size, 77, robot_vel, 46.52, joints_pos, 38.14, 53.24, -37.76, -79.35, -144.02, -58.86, -144.01, tool_torque, 0.803, -0.299, 0.455, tool_momentum, 0.793, -0.304, 0.455, robot_mode, normal, 
26/04/2022 13:37:32:772, robot_pos_w_timestamp, 1650976551589, 590.39, 156.67, 250.21, 2.4, -0.01, 3.13, tool_force, 0.94, 0.41, 0.05, actual_rep, 1, curr_step, 19, track_size, 77, robot_vel, 48.64, joints_pos, 37.98, 52.54, -37.8, -80.45, -143.98, -58.88, -144.93, tool_torque, 0.74, -0.36, 0.44, tool_momentum, 0.734, -0.364, 0.441, robot_mode, normal, 
26/04/2022 13:37:32:924, robot_pos_w_timestamp, 1650976551739, 584.54, 151.04, 252.7, 2.4, -0.02, 3.13, tool_force, 0.38, 0.74, 0.45, actual_rep, 1, curr_step, 20, track_size, 77, robot_vel, 58.09, joints_pos, 37.9, 51.6, -37.84, -81.83, -143.87, -58.89, -145.81, tool_torque, 0.744, -0.285, 0.448, tool_momentum, 0.745, -0.275, 0.448, robot_mode, normal, 
26/04/2022 13:37:33:083, robot_pos_w_timestamp, 1650976551890, 578.73, 147.71, 255.5, 2.39, -0.03, 3.12, tool_force, -0.81, 0.37, 0.73, actual_rep, 1, curr_step, 21, track_size, 77, robot_vel, 46.66, joints_pos, 37.9, 50.66, -37.78, -83.06, -143.85, -58.92, -146.23, tool_torque, 0.622, -0.201, 0.405, tool_momentum, 0.616, -0.202, 0.405, robot_mode, normal, 
26/04/2022 13:37:33:413, robot_pos_w_timestamp, 1650976552194, 567.09, 144.38, 263.6, 2.39, -0.05, 3.12, tool_force, -0.93, 0.1, 0.73, actual_rep, 1, curr_step, 23, track_size, 77, robot_vel, 50.14, joints_pos, 38.13, 48.41, -37.53, -85.56, -143.86, -58.98, -146.44, tool_torque, 0.551, -0.147, 0.376, tool_momentum, 0.547, -0.117, 0.375, robot_mode, normal, 
26/04/2022 13:37:33:687, robot_pos_w_timestamp, 1650976552495, 555.56, 144.87, 273.15, 2.38, -0.07, 3.11, tool_force, -2.4, 0.14, 0.76, actual_rep, 1, curr_step, 26, track_size, 77, robot_vel, 55.36, joints_pos, 38.61, 46.22, -37.3, -87.59, -144.04, -58.96, -146.45, tool_torque, 0.489, 0.132, 0.28, tool_momentum, 0.491, 0.134, 0.28, robot_mode, normal, 
26/04/2022 13:37:33:887, robot_pos_w_timestamp, 1650976552652, 549.73, 146.19, 279.0, 2.39, -0.07, 3.1, tool_force, -1.74, 0.26, 0.61, actual_rep, 1, curr_step, 27, track_size, 77, robot_vel, 55.21, joints_pos, 39.05, 45.03, -37.26, -88.55, -144.36, -58.95, -146.41, tool_torque, 0.544, 0.121, 0.257, tool_momentum, 0.555, 0.116, 0.257, robot_mode, normal, 
26/04/2022 13:37:33:988, robot_pos_w_timestamp, 1650976552798, 544.61, 147.6, 284.57, 2.39, -0.07, 3.1, tool_force, -1.66, 0.39, 1.3, actual_rep, 1, curr_step, 28, track_size, 77, robot_vel, 51.09, joints_pos, 39.57, 43.95, -37.29, -89.36, -145.0, -58.99, -146.29, tool_torque, 0.389, 0.095, 0.151, tool_momentum, 0.39, 0.095, 0.151, robot_mode, normal, 
26/04/2022 13:37:34:139, robot_pos_w_timestamp, 1650976552948, 539.5, 149.11, 290.32, 2.4, -0.07, 3.1, tool_force, -1.89, -0.09, 1.02, actual_rep, 1, curr_step, 30, track_size, 77, robot_vel, 52.16, joints_pos, 40.14, 42.93, -37.35, -90.06, -145.9, -59.12, -146.12, tool_torque, 0.238, 0.109, 0.062, tool_momentum, 0.257, 0.103, 0.065, robot_mode, normal, 
26/04/2022 13:37:34:301, robot_pos_w_timestamp, 1650976553098, 534.88, 151.02, 296.2, 2.41, -0.06, 3.11, tool_force, -1.96, -0.06, 1.26, actual_rep, 1, curr_step, 31, track_size, 77, robot_vel, 47.93, joints_pos, 40.79, 41.87, -37.42, -90.66, -147.09, -59.33, -145.64, tool_torque, 0.242, 0.161, 0.043, tool_momentum, 0.229, 0.174, 0.041, robot_mode, normal, 
26/04/2022 13:37:34:440, robot_pos_w_timestamp, 1650976553248, 530.88, 153.44, 301.91, 2.42, -0.06, 3.11, tool_force, -1.34, 0.11, 1.01, actual_rep, 1, curr_step, 32, track_size, 77, robot_vel, 48.93, joints_pos, 41.34, 41.05, -37.45, -91.02, -148.0, -59.53, -145.11, tool_torque, 0.223, 0.062, 0.016, tool_momentum, 0.203, 0.088, 0.016, robot_mode, normal, 
26/04/2022 13:37:34:610, robot_pos_w_timestamp, 1650976553402, 527.37, 156.83, 308.35, 2.42, -0.06, 3.12, tool_force, -1.63, -0.21, 0.73, actual_rep, 1, curr_step, 32, track_size, 77, robot_vel, 49.95, joints_pos, 41.99, 40.12, -37.48, -91.33, -148.95, -59.84, -144.28, tool_torque, 0.144, 0.144, -0.0080, tool_momentum, 0.154, 0.144, -0.0080, robot_mode, normal, 
26/04/2022 13:37:34:744, robot_pos_w_timestamp, 1650976553555, 524.25, 160.17, 313.76, 2.42, -0.06, 3.12, tool_force, -1.69, 0.39, 1.25, actual_rep, 1, curr_step, 33, track_size, 77, robot_vel, 49.57, joints_pos, 42.53, 39.41, -37.49, -91.49, -149.59, -60.14, -143.47, tool_torque, 0.253, 0.081, 0.012, tool_momentum, 0.248, 0.087, 0.012, robot_mode, normal, 
26/04/2022 13:37:35:512, robot_pos_w_timestamp, 1650976554304, 509.27, 186.07, 340.98, 2.4, -0.07, 3.12, tool_force, -1.67, -0.15, 1.29, actual_rep, 1, curr_step, 37, track_size, 77, robot_vel, 49.66, joints_pos, 45.84, 36.19, -37.58, -91.57, -151.49, -62.44, -138.1, tool_torque, 0.109, 0.115, -0.025, tool_momentum, 0.104, 0.129, -0.025, robot_mode, normal, 
26/04/2022 13:37:35:646, robot_pos_w_timestamp, 1650976554456, 506.58, 191.75, 345.17, 2.4, -0.07, 3.11, tool_force, -1.35, -0.73, 0.78, actual_rep, 1, curr_step, 38, track_size, 77, robot_vel, 49.77, joints_pos, 46.49, 35.75, -37.59, -91.52, -151.6, -62.79, -137.14, tool_torque, 0.074, 0.077, -0.0030, tool_momentum, 0.078, 0.074, -0.0050, robot_mode, normal, 
26/04/2022 13:37:35:803, robot_pos_w_timestamp, 1650976554607, 503.89, 197.62, 348.81, 2.4, -0.07, 3.11, tool_force, -1.22, -0.32, 0.83, actual_rep, 1, curr_step, 39, track_size, 77, robot_vel, 48.65, joints_pos, 47.15, 35.34, -37.58, -91.48, -151.64, -63.05, -136.18, tool_torque, 0.072, 0.05, -0.0070, tool_momentum, 0.071, 0.049, -0.0070, robot_mode, normal, 
26/04/2022 13:37:35:954, robot_pos_w_timestamp, 1650976554759, 501.4, 203.5, 351.7, 2.39, -0.07, 3.11, tool_force, -1.15, -0.32, 1.09, actual_rep, 1, curr_step, 39, track_size, 77, robot_vel, 47.65, joints_pos, 47.8, 35.02, -37.57, -91.46, -151.65, -63.16, -135.25, tool_torque, 0.081, 0.039, 0.0040, tool_momentum, 0.084, 0.036, 0.0060, robot_mode, normal, 
26/04/2022 13:37:36:115, robot_pos_w_timestamp, 1650976554916, 498.76, 209.55, 354.33, 2.39, -0.07, 3.1, tool_force, -1.27, -0.22, 0.91, actual_rep, 1, curr_step, 40, track_size, 77, robot_vel, 45.04, joints_pos, 48.49, 34.71, -37.56, -91.45, -151.66, -63.21, -134.29, tool_torque, 0.121, 0.087, 0.01, tool_momentum, 0.127, 0.085, 0.01, robot_mode, normal, 
26/04/2022 13:37:36:269, robot_pos_w_timestamp, 1650976555068, 496.17, 215.34, 356.44, 2.38, -0.08, 3.1, tool_force, -0.83, -0.38, 0.69, actual_rep, 1, curr_step, 41, track_size, 77, robot_vel, 41.71, joints_pos, 49.16, 34.46, -37.54, -91.45, -151.71, -63.22, -133.39, tool_torque, 0.173, 0.027, 0.028, tool_momentum, 0.169, 0.029, 0.028, robot_mode, normal, 
26/04/2022 13:37:36:466, robot_pos_w_timestamp, 1650976555260, 493.02, 222.68, 358.21, 2.38, -0.07, 3.1, tool_force, -1.21, -0.08, 0.47, actual_rep, 1, curr_step, 42, track_size, 77, robot_vel, 41.57, joints_pos, 50.03, 34.26, -37.53, -91.43, -151.84, -63.15, -132.28, tool_torque, 0.382, 0.087, 0.035, tool_momentum, 0.387, 0.131, 0.031, robot_mode, normal, 
26/04/2022 13:37:36:659, robot_pos_w_timestamp, 1650976555419, 490.46, 228.87, 359.11, 2.38, -0.07, 3.1, tool_force, -1.18, 0.0, 0.06, actual_rep, 1, curr_step, 43, track_size, 77, robot_vel, 40.56, joints_pos, 50.81, 34.17, -37.54, -91.42, -152.12, -62.96, -131.34, tool_torque, 0.421, 0.266, 0.012, tool_momentum, 0.412, 0.276, 0.012, robot_mode, normal, 
26/04/2022 13:37:36:761, robot_pos_w_timestamp, 1650976555567, 488.32, 234.61, 358.96, 2.38, -0.06, 3.1, tool_force, -1.16, -0.08, -0.25, actual_rep, 1, curr_step, 46, track_size, 77, robot_vel, 38.07, joints_pos, 51.63, 34.17, -37.56, -91.43, -152.75, -62.47, -130.38, tool_torque, 0.437, 0.278, 0.023, tool_momentum, 0.448, 0.266, 0.025, robot_mode, normal, 
26/04/2022 13:37:36:930, robot_pos_w_timestamp, 1650976555728, 487.08, 239.17, 357.72, 2.38, -0.02, 3.11, tool_force, -0.64, 0.34, 0.47, actual_rep, 1, curr_step, 49, track_size, 77, robot_vel, 27.97, joints_pos, 52.77, 34.44, -37.87, -91.33, -154.67, -61.74, -128.68, tool_torque, 0.493, 0.17, 0.023, tool_momentum, 0.493, 0.164, 0.023, robot_mode, normal, 
26/04/2022 13:37:37:086, robot_pos_w_timestamp, 1650976555890, 488.1, 240.9, 358.31, 2.38, 0.0, 3.11, tool_force, -0.77, 0.0, 0.1, actual_rep, 1, curr_step, 51, track_size, 77, robot_vel, 12.81, joints_pos, 53.7, 34.77, -38.8, -91.14, -155.04, -61.36, -128.11, tool_torque, 0.484, 0.248, 0.016, tool_momentum, 0.505, 0.236, 0.019, robot_mode, normal, 
26/04/2022 13:37:37:250, robot_pos_w_timestamp, 1650976556050, 490.07, 241.86, 358.72, 2.37, 0.0, 3.11, tool_force, -0.49, -0.28, 0.27, actual_rep, 1, curr_step, 54, track_size, 77, robot_vel, 11.52, joints_pos, 54.2, 35.21, -39.69, -90.82, -154.29, -61.43, -128.13, tool_torque, 0.42, -0.127, 0.307, tool_momentum, 0.441, -0.157, 0.306, robot_mode, normal, 
26/04/2022 13:37:37:400, robot_pos_w_timestamp, 1650976556200, 490.17, 241.88, 359.52, 2.37, 0.0, 3.11, tool_force, 0.7, 0.07, 0.7, actual_rep, 1, curr_step, 57, track_size, 77, robot_vel, 9.72, joints_pos, 54.57, 35.35, -40.23, -90.73, -154.15, -61.7, -128.27, tool_torque, 0.275, -0.254, 0.34, tool_momentum, 0.27, -0.237, 0.337, robot_mode, normal, 
26/04/2022 13:37:37:560, robot_pos_w_timestamp, 1650976556354, 489.83, 241.9, 359.77, 2.37, 0.0, 3.11, tool_force, 0.11, 0.03, 0.42, actual_rep, 1, curr_step, 60, track_size, 77, robot_vel, 2.86, joints_pos, 54.72, 35.35, -40.41, -90.77, -154.1, -61.74, -128.3, tool_torque, 0.29, -0.142, 0.341, tool_momentum, 0.288, -0.139, 0.34, robot_mode, normal, 
26/04/2022 13:37:37:716, robot_pos_w_timestamp, 1650976556515, 489.83, 241.86, 359.82, 2.37, 0.0, 3.11, tool_force, 0.02, 0.01, 0.47, actual_rep, 1, curr_step, 63, track_size, 77, robot_vel, 0.26, joints_pos, 54.72, 35.35, -40.43, -90.77, -154.05, -61.75, -128.35, tool_torque, 0.292, -0.16, 0.353, tool_momentum, 0.292, -0.159, 0.353, robot_mode, normal, 
26/04/2022 13:37:37:867, robot_pos_w_timestamp, 1650976556664, 489.86, 241.88, 359.79, 2.37, 0.0, 3.11, tool_force, 0.08, 0.14, 0.52, actual_rep, 1, curr_step, 66, track_size, 77, robot_vel, 0.59, joints_pos, 54.72, 35.36, -40.43, -90.76, -154.05, -61.76, -128.35, tool_torque, 0.317, -0.184, 0.346, tool_momentum, 0.315, -0.186, 0.346, robot_mode, normal, 
26/04/2022 13:37:38:016, robot_pos_w_timestamp, 1650976556815, 489.86, 241.89, 359.77, 2.37, 0.0, 3.11, tool_force, 0.21, -0.09, 0.41, actual_rep, 1, curr_step, 68, track_size, 77, robot_vel, 0.21, joints_pos, 54.72, 35.36, -40.43, -90.76, -154.05, -61.76, -128.35, tool_torque, 0.296, -0.202, 0.338, tool_momentum, 0.295, -0.201, 0.337, robot_mode, normal, 
26/04/2022 13:37:38:166, robot_pos_w_timestamp, 1650976556965, 489.87, 241.88, 359.78, 2.37, 0.0, 3.11, tool_force, 0.22, -0.01, 0.45, actual_rep, 1, curr_step, 71, track_size, 77, robot_vel, 0.2, joints_pos, 54.72, 35.36, -40.43, -90.76, -154.05, -61.76, -128.35, tool_torque, 0.31, -0.2, 0.344, tool_momentum, 0.311, -0.201, 0.344, robot_mode, normal, 
26/04/2022 13:37:38:315, robot_pos_w_timestamp, 1650976557114, 489.87, 241.89, 359.77, 2.37, 0.0, 3.11, tool_force, 0.2, -0.03, 0.44, actual_rep, 1, curr_step, 73, track_size, 77, robot_vel, 0.04, joints_pos, 54.72, 35.36, -40.43, -90.76, -154.05, -61.76, -128.35, tool_torque, 0.304, -0.198, 0.345, tool_momentum, 0.303, -0.198, 0.345, robot_mode, normal, 
26/04/2022 13:37:38:466, robot_pos_w_timestamp, 1650976557263, 489.88, 241.89, 359.77, 2.37, 0.0, 3.11, tool_force, 0.2, -0.04, 0.46, actual_rep, 1, curr_step, 76, track_size, 77, robot_vel, 0.02, joints_pos, 54.72, 35.36, -40.43, -90.76, -154.05, -61.76, -128.35, tool_torque, 0.303, -0.198, 0.344, tool_momentum, 0.303, -0.198, 0.344, robot_mode, normal, 
26/04/2022 13:37:38:618, robot_pos_w_timestamp, 1650976557414, 489.88, 241.89, 359.77, 2.37, 0.0, 3.11, tool_force, 0.18, -0.03, 0.47, actual_rep, 1, curr_step, 77, track_size, 77, robot_vel, 0.02, joints_pos, 54.72, 35.36, -40.43, -90.76, -154.05, -61.76, -128.35, tool_torque, 0.306, -0.196, 0.344, tool_momentum, 0.308, -0.196, 0.345, robot_mode, normal, 
26/04/2022 13:37:38:790, robot_pos_w_timestamp, 1650976557571, 489.88, 241.89, 359.77, 2.37, 0.0, 3.11, tool_force, 0.19, -0.01, 0.45, actual_rep, 1, curr_step, 77, track_size, 77, robot_vel, 0.01, joints_pos, 54.72, 35.36, -40.43, -90.76, -154.05, -61.76, -128.35, tool_torque, 0.305, -0.195, 0.345, tool_momentum, 0.306, -0.195, 0.345, robot_mode, normal, 
26/04/2022 13:37:38:933, robot_pos_w_timestamp, 1650976557719, 489.88, 241.89, 359.77, 2.37, 0.0, 3.11, tool_force, 0.18, -0.01, 0.46, actual_rep, 1, curr_step, 77, track_size, 77, robot_vel, 0.0, joints_pos, 54.72, 35.36, -40.43, -90.76, -154.05, -61.76, -128.35, tool_torque, 0.305, -0.194, 0.346, tool_momentum, 0.305, -0.195, 0.346, robot_mode, normal, 
26/04/2022 13:37:39:124, robot_pos_w_timestamp, 1650976557868, 489.88, 241.89, 359.77, 2.37, 0.0, 3.11, tool_force, 0.17, 0.0, 0.46, actual_rep, 1, curr_step, 77, track_size, 77, robot_vel, 0.01, joints_pos, 54.72, 35.36, -40.43, -90.76, -154.05, -61.76, -128.36, tool_torque, 0.306, -0.193, 0.347, tool_momentum, 0.306, -0.193, 0.347, robot_mode, normal, 
26/04/2022 13:37:39:235, robot_pos_w_timestamp, 1650976558021, 489.88, 241.89, 359.78, 2.37, 0.0, 3.11, tool_force, 0.14, 0.01, 0.47, actual_rep, 1, curr_step, 77, track_size, 77, robot_vel, 0.07, joints_pos, 54.72, 35.36, -40.43, -90.76, -154.05, -61.76, -128.36, tool_torque, 0.307, -0.189, 0.35, tool_momentum, 0.308, -0.189, 0.35, robot_mode, normal, 
26/04/2022 13:37:39:443, robot_pos_w_timestamp, 1650976558193, 489.88, 241.87, 359.79, 2.37, 0.0, 3.11, tool_force, 0.13, 0.04, 0.51, actual_rep, 1, curr_step, 77, track_size, 77, robot_vel, 0.18, joints_pos, 54.72, 35.36, -40.44, -90.76, -154.05, -61.77, -128.36, tool_torque, 0.297, -0.183, 0.348, tool_momentum, 0.298, -0.183, 0.348, robot_mode, normal, 
