30/03/2022 10:39:26: File Created!
30/03/2022 10:39:26:257, robot_pos_w_timestamp, 1648629480834, 548.51, 323.33, 199.94, 2.25, 0.01, 3.04, tool_force, -0.19, -0.18, 0.13, actual_rep, 1, curr_step, 1, track_size, 84, robot_vel, 0.0, joints_pos, 41.46, 54.0, -17.66, -77.45, 19.94, 45.67, 69.17, tool_torque, 0.16, -0.163, 0.127, tool_momentum, 0.16, -0.163, 0.127, robot_mode, normal, 
30/03/2022 10:39:29:244, robot_pos_w_timestamp, 1648629483842, 589.84, 213.37, 230.55, 2.12, 0.08, 3.09, tool_force, -4.94, 0.61, 1.79, actual_rep, 1, curr_step, 13, track_size, 84, robot_vel, 60.12, joints_pos, 35.85, 51.7, -24.33, -78.72, 19.5, 49.69, 67.16, tool_torque, -0.097, -0.482, -0.224, tool_momentum, -0.102, -0.467, -0.228, robot_mode, impedance, 
30/03/2022 10:39:29:394, robot_pos_w_timestamp, 1648629483993, 593.03, 206.6, 232.72, 2.11, 0.08, 3.09, tool_force, -7.61, 0.86, 1.81, actual_rep, 1, curr_step, 13, track_size, 84, robot_vel, 46.52, joints_pos, 35.1, 51.59, -24.34, -78.5, 19.65, 50.06, 66.45, tool_torque, -0.134, -0.483, -0.279, tool_momentum, -0.13, -0.498, -0.279, robot_mode, impedance, 
30/03/2022 10:39:29:543, robot_pos_w_timestamp, 1648629484140, 596.6, 201.5, 232.95, 2.12, 0.08, 3.09, tool_force, -11.61, 2.0, 2.58, actual_rep, 1, curr_step, 13, track_size, 84, robot_vel, 46.02, joints_pos, 34.46, 51.73, -24.28, -78.16, 19.65, 50.13, 65.86, tool_torque, -0.085, -0.54, -0.411, tool_momentum, -0.093, -0.511, -0.411, robot_mode, impedance, 
30/03/2022 10:39:29:691, robot_pos_w_timestamp, 1648629484290, 600.91, 195.76, 234.06, 2.11, 0.08, 3.09, tool_force, -15.71, 0.03, -0.75, actual_rep, 1, curr_step, 13, track_size, 84, robot_vel, 50.21, joints_pos, 33.8, 51.93, -24.37, -77.6, 19.62, 50.59, 65.38, tool_torque, -0.19, -0.47, -0.392, tool_momentum, -0.187, -0.478, -0.392, robot_mode, impedance, 
30/03/2022 10:39:29:845, robot_pos_w_timestamp, 1648629484438, 602.78, 191.36, 237.2, 2.11, 0.08, 3.09, tool_force, -13.32, -3.87, -5.97, actual_rep, 1, curr_step, 13, track_size, 84, robot_vel, 36.02, joints_pos, 33.31, 51.77, -24.37, -77.31, 19.55, 51.38, 65.18, tool_torque, 0.045, -0.737, 0.038, tool_momentum, 0.048, -0.732, 0.038, robot_mode, impedance, 
30/03/2022 10:39:29:993, robot_pos_w_timestamp, 1648629484587, 600.01, 192.03, 238.09, 2.11, 0.07, 3.1, tool_force, -9.5, -4.09, -5.22, actual_rep, 1, curr_step, 13, track_size, 84, robot_vel, 29.11, joints_pos, 33.28, 51.38, -24.07, -77.78, 19.53, 51.44, 65.19, tool_torque, 0.27, -0.61, 0.258, tool_momentum, 0.268, -0.607, 0.257, robot_mode, impedance, 
30/03/2022 10:39:30:144, robot_pos_w_timestamp, 1648629484735, 595.34, 196.69, 236.33, 2.11, 0.07, 3.09, tool_force, -6.06, -3.07, -3.2, actual_rep, 1, curr_step, 13, track_size, 84, robot_vel, 52.3, joints_pos, 33.71, 51.11, -23.73, -78.53, 19.57, 50.81, 65.53, tool_torque, 0.273, -0.127, 0.071, tool_momentum, 0.269, -0.124, 0.071, robot_mode, impedance, 
30/03/2022 10:39:30:298, robot_pos_w_timestamp, 1648629484884, 590.85, 202.43, 234.37, 2.11, 0.07, 3.09, tool_force, -3.3, -2.92, -1.48, actual_rep, 1, curr_step, 13, track_size, 84, robot_vel, 52.86, joints_pos, 34.37, 51.0, -23.66, -79.07, 19.63, 50.39, 66.05, tool_torque, 0.347, 0.044, 0.052, tool_momentum, 0.355, 0.033, 0.053, robot_mode, impedance, 
30/03/2022 10:39:30:450, robot_pos_w_timestamp, 1648629485035, 587.52, 207.47, 233.22, 2.11, 0.07, 3.09, tool_force, -1.25, -3.19, -0.77, actual_rep, 1, curr_step, 13, track_size, 84, robot_vel, 35.21, joints_pos, 35.05, 50.96, -23.76, -79.4, 19.63, 50.16, 66.56, tool_torque, 0.282, 0.156, -0.059, tool_momentum, 0.27, 0.184, -0.063, robot_mode, impedance, 
30/03/2022 10:39:30:601, robot_pos_w_timestamp, 1648629485182, 585.47, 210.28, 232.68, 2.11, 0.07, 3.09, tool_force, -1.06, -3.01, -0.25, actual_rep, 1, curr_step, 13, track_size, 84, robot_vel, 21.27, joints_pos, 35.51, 50.94, -23.92, -79.62, 19.62, 50.0, 66.85, tool_torque, 0.322, 0.223, -0.157, tool_momentum, 0.324, 0.224, -0.159, robot_mode, impedance, 
30/03/2022 10:39:30:749, robot_pos_w_timestamp, 1648629485331, 584.58, 210.32, 233.52, 2.11, 0.07, 3.09, tool_force, 0.32, -3.39, -0.49, actual_rep, 1, curr_step, 14, track_size, 84, robot_vel, 18.48, joints_pos, 35.69, 50.8, -24.11, -79.81, 19.63, 50.0, 66.89, tool_torque, 0.201, 0.145, -0.075, tool_momentum, 0.202, 0.139, -0.072, robot_mode, impedance, 
30/03/2022 10:39:30:915, robot_pos_w_timestamp, 1648629485493, 583.7, 206.67, 236.48, 2.11, 0.07, 3.09, tool_force, 2.0, -3.1, -0.42, actual_rep, 1, curr_step, 15, track_size, 84, robot_vel, 27.47, joints_pos, 35.61, 50.35, -24.32, -80.23, 19.66, 50.09, 66.62, tool_torque, 0.196, -0.343, 0.404, tool_momentum, 0.201, -0.348, 0.406, robot_mode, impedance, 
30/03/2022 10:39:31:072, robot_pos_w_timestamp, 1648629485648, 582.82, 204.55, 238.04, 2.11, 0.07, 3.09, tool_force, 2.36, -2.68, 0.36, actual_rep, 1, curr_step, 15, track_size, 84, robot_vel, 15.62, joints_pos, 35.52, 50.03, -24.35, -80.57, 19.63, 50.05, 66.26, tool_torque, 0.358, -0.511, 0.468, tool_momentum, 0.352, -0.503, 0.468, robot_mode, impedance, 
30/03/2022 10:39:31:214, robot_pos_w_timestamp, 1648629485791, 582.54, 200.26, 240.23, 2.12, 0.07, 3.09, tool_force, 2.11, -2.88, -0.06, actual_rep, 1, curr_step, 15, track_size, 84, robot_vel, 37.06, joints_pos, 35.31, 49.66, -24.49, -80.93, 19.6, 50.06, 65.72, tool_torque, 0.368, -0.496, 0.532, tool_momentum, 0.372, -0.494, 0.532, robot_mode, impedance, 
30/03/2022 10:39:31:365, robot_pos_w_timestamp, 1648629485941, 582.51, 197.84, 241.14, 2.12, 0.07, 3.09, tool_force, 0.61, -2.1, -0.04, actual_rep, 1, curr_step, 15, track_size, 84, robot_vel, 11.94, joints_pos, 35.1, 49.47, -24.45, -81.11, 19.59, 50.0, 65.47, tool_torque, 0.513, -0.611, 0.521, tool_momentum, 0.515, -0.627, 0.521, robot_mode, impedance, 
30/03/2022 10:39:31:513, robot_pos_w_timestamp, 1648629486093, 582.97, 197.12, 241.12, 2.12, 0.07, 3.09, tool_force, 0.12, -2.56, -0.64, actual_rep, 1, curr_step, 15, track_size, 84, robot_vel, 6.12, joints_pos, 35.0, 49.49, -24.43, -81.07, 19.56, 49.99, 65.42, tool_torque, 0.403, -0.596, 0.526, tool_momentum, 0.404, -0.598, 0.526, robot_mode, impedance, 
30/03/2022 10:39:31:666, robot_pos_w_timestamp, 1648629486241, 583.89, 196.41, 241.6, 2.12, 0.07, 3.09, tool_force, 0.46, -1.83, 0.16, actual_rep, 1, curr_step, 16, track_size, 84, robot_vel, 8.66, joints_pos, 34.92, 49.51, -24.48, -80.95, 19.55, 50.05, 65.27, tool_torque, 0.309, -0.65, 0.555, tool_momentum, 0.291, -0.647, 0.554, robot_mode, impedance, 
30/03/2022 10:39:31:818, robot_pos_w_timestamp, 1648629486390, 585.28, 192.57, 244.54, 2.12, 0.07, 3.09, tool_force, 1.3, -1.5, 0.35, actual_rep, 1, curr_step, 16, track_size, 84, robot_vel, 37.34, joints_pos, 34.62, 49.26, -24.61, -80.94, 19.56, 50.26, 64.57, tool_torque, 0.14, -0.716, 0.564, tool_momentum, 0.156, -0.729, 0.567, robot_mode, impedance, 
30/03/2022 10:39:31:969, robot_pos_w_timestamp, 1648629486539, 585.6, 190.4, 246.25, 2.13, 0.07, 3.09, tool_force, 0.61, -0.41, 0.46, actual_rep, 1, curr_step, 17, track_size, 84, robot_vel, 13.93, joints_pos, 34.28, 49.0, -24.42, -81.04, 19.56, 50.29, 64.09, tool_torque, 0.317, -0.796, 0.624, tool_momentum, 0.323, -0.811, 0.626, robot_mode, impedance, 
30/03/2022 10:39:32:120, robot_pos_w_timestamp, 1648629486691, 586.08, 185.96, 248.66, 2.13, 0.07, 3.09, tool_force, 1.55, -0.64, 0.12, actual_rep, 1, curr_step, 17, track_size, 84, robot_vel, 37.44, joints_pos, 33.9, 48.67, -24.44, -81.23, 19.56, 50.42, 63.38, tool_torque, 0.172, -0.739, 0.601, tool_momentum, 0.176, -0.724, 0.602, robot_mode, impedance, 
30/03/2022 10:39:32:267, robot_pos_w_timestamp, 1648629486839, 586.17, 182.13, 252.78, 2.14, 0.06, 3.09, tool_force, 3.2, 0.15, -0.84, actual_rep, 1, curr_step, 18, track_size, 84, robot_vel, 42.43, joints_pos, 33.45, 48.14, -24.38, -81.43, 19.8, 50.76, 62.29, tool_torque, 0.296, -1.242, 0.671, tool_momentum, 0.302, -1.221, 0.668, robot_mode, normal, 
30/03/2022 10:39:32:419, robot_pos_w_timestamp, 1648629486990, 584.83, 175.46, 256.55, 2.15, 0.06, 3.09, tool_force, 0.04, -0.18, 0.28, actual_rep, 1, curr_step, 19, track_size, 84, robot_vel, 43.91, joints_pos, 32.91, 47.4, -24.34, -82.11, 20.04, 50.78, 60.97, tool_torque, 0.212, -0.634, 0.642, tool_momentum, 0.217, -0.643, 0.645, robot_mode, normal, 
30/03/2022 10:39:32:571, robot_pos_w_timestamp, 1648629487138, 583.02, 169.57, 260.6, 2.16, 0.05, 3.08, tool_force, 1.37, -0.05, -0.09, actual_rep, 1, curr_step, 20, track_size, 84, robot_vel, 53.16, joints_pos, 32.44, 46.6, -24.26, -82.82, 20.09, 50.8, 59.82, tool_torque, 0.327, -0.879, 0.692, tool_momentum, 0.32, -0.859, 0.692, robot_mode, normal, 
30/03/2022 10:39:32:725, robot_pos_w_timestamp, 1648629487288, 580.08, 163.84, 265.27, 2.16, 0.05, 3.08, tool_force, 1.0, 0.91, 0.78, actual_rep, 1, curr_step, 21, track_size, 84, robot_vel, 57.94, joints_pos, 31.96, 45.65, -24.12, -83.67, 20.21, 50.91, 58.61, tool_torque, 0.369, -0.901, 0.713, tool_momentum, 0.368, -0.912, 0.713, robot_mode, normal, 
30/03/2022 10:39:32:874, robot_pos_w_timestamp, 1648629487439, 575.88, 159.29, 271.11, 2.17, 0.04, 3.08, tool_force, 1.7, 0.91, 0.16, actual_rep, 1, curr_step, 23, track_size, 84, robot_vel, 57.44, joints_pos, 31.51, 44.48, -23.85, -84.63, 20.28, 51.2, 57.71, tool_torque, 0.275, -0.846, 0.674, tool_momentum, 0.282, -0.858, 0.674, robot_mode, normal, 
30/03/2022 10:39:33:024, robot_pos_w_timestamp, 1648629487587, 571.74, 157.74, 276.79, 2.17, 0.03, 3.08, tool_force, 4.65, 3.12, 0.6, actual_rep, 1, curr_step, 24, track_size, 84, robot_vel, 45.8, joints_pos, 31.26, 43.42, -23.51, -85.38, 20.21, 51.58, 57.37, tool_torque, 0.298, -0.731, 0.629, tool_momentum, 0.291, -0.723, 0.628, robot_mode, normal, 
30/03/2022 10:39:33:179, robot_pos_w_timestamp, 1648629487738, 567.95, 156.74, 282.61, 2.17, 0.02, 3.08, tool_force, 6.36, 4.54, 1.03, actual_rep, 1, curr_step, 25, track_size, 84, robot_vel, 48.49, joints_pos, 31.14, 42.44, -23.27, -85.99, 20.14, 51.99, 57.23, tool_torque, 0.541, -1.153, 0.616, tool_momentum, 0.406, -0.869, 0.597, robot_mode, impedance, 
30/03/2022 10:39:33:327, robot_pos_w_timestamp, 1648629487887, 564.83, 160.32, 286.71, 2.18, 0.01, 3.07, tool_force, 3.28, 5.11, 1.75, actual_rep, 1, curr_step, 25, track_size, 84, robot_vel, 42.61, joints_pos, 31.15, 41.7, -22.72, -86.38, 20.15, 52.06, 57.42, tool_torque, 0.055, -0.103, 0.121, tool_momentum, 0.061, -0.112, 0.122, robot_mode, impedance, 
30/03/2022 10:39:33:479, robot_pos_w_timestamp, 1648629488037, 562.96, 165.47, 290.12, 2.18, 0.0, 3.07, tool_force, 8.44, 5.5, -0.86, actual_rep, 1, curr_step, 25, track_size, 84, robot_vel, 40.63, joints_pos, 31.31, 41.3, -22.3, -86.35, 20.15, 52.43, 57.88, tool_torque, -0.096, -0.133, 0.098, tool_momentum, -0.079, -0.13, 0.098, robot_mode, impedance, 
30/03/2022 10:39:33:625, robot_pos_w_timestamp, 1648629488186, 561.33, 171.91, 290.7, 2.18, 0.0, 3.07, tool_force, 13.88, 5.13, -3.83, actual_rep, 1, curr_step, 25, track_size, 84, robot_vel, 48.19, joints_pos, 31.72, 41.27, -22.0, -86.2, 19.95, 52.66, 58.67, tool_torque, -0.166, 0.064, 0.155, tool_momentum, -0.165, 0.069, 0.155, robot_mode, impedance, 
30/03/2022 10:39:33:780, robot_pos_w_timestamp, 1648629488334, 558.45, 179.77, 293.04, 2.18, 0.0, 3.08, tool_force, 18.81, 3.24, -7.28, actual_rep, 1, curr_step, 25, track_size, 84, robot_vel, 54.92, joints_pos, 32.47, 41.04, -21.88, -86.15, 19.58, 53.05, 59.72, tool_torque, -0.152, 0.058, 0.124, tool_momentum, -0.148, 0.051, 0.124, robot_mode, impedance, 
30/03/2022 10:39:33:927, robot_pos_w_timestamp, 1648629488485, 553.43, 184.05, 294.01, 2.17, 0.0, 3.08, tool_force, 20.93, 0.31, -8.96, actual_rep, 1, curr_step, 25, track_size, 84, robot_vel, 41.27, joints_pos, 33.27, 40.63, -22.05, -86.74, 19.23, 53.07, 60.59, tool_torque, 0.017, 0.028, 0.285, tool_momentum, 0.038, 0.02, 0.286, robot_mode, impedance, 
30/03/2022 10:39:34:084, robot_pos_w_timestamp, 1648629488634, 548.01, 184.7, 294.3, 2.17, 0.0, 3.08, tool_force, 22.12, -0.58, -8.1, actual_rep, 1, curr_step, 25, track_size, 84, robot_vel, 34.79, joints_pos, 33.85, 40.09, -22.32, -87.73, 19.16, 52.74, 60.83, tool_torque, 0.35, 0.437, 0.295, tool_momentum, 0.341, 0.446, 0.294, robot_mode, impedance, 
30/03/2022 10:39:34:234, robot_pos_w_timestamp, 1648629488781, 543.7, 184.77, 293.44, 2.17, 0.0, 3.08, tool_force, 21.57, -1.98, -5.96, actual_rep, 1, curr_step, 25, track_size, 84, robot_vel, 29.14, joints_pos, 34.15, 39.7, -22.38, -88.59, 19.16, 52.23, 60.92, tool_torque, 0.343, 0.473, 0.388, tool_momentum, 0.348, 0.472, 0.389, robot_mode, impedance, 
30/03/2022 10:39:34:384, robot_pos_w_timestamp, 1648629488930, 541.93, 181.04, 290.88, 2.17, 0.01, 3.08, tool_force, 17.29, -1.31, 0.03, actual_rep, 1, curr_step, 25, track_size, 84, robot_vel, 39.87, joints_pos, 34.14, 39.61, -22.61, -89.29, 19.15, 51.53, 60.72, tool_torque, 0.594, 0.313, 0.643, tool_momentum, 0.587, 0.307, 0.645, robot_mode, impedance, 
30/03/2022 10:39:34:533, robot_pos_w_timestamp, 1648629489080, 542.43, 177.77, 288.26, 2.17, 0.01, 3.08, tool_force, 17.44, -1.01, 2.6, actual_rep, 1, curr_step, 25, track_size, 84, robot_vel, 20.6, joints_pos, 33.9, 39.79, -22.65, -89.46, 19.2, 51.17, 60.41, tool_torque, 0.644, 0.045, 0.771, tool_momentum, 0.632, 0.054, 0.771, robot_mode, impedance, 
30/03/2022 10:39:40:278, robot_pos_w_timestamp, 1648629494763, 565.73, 176.06, 303.0, 2.18, 0.01, 3.08, tool_force, 12.01, 10.47, -21.82, actual_rep, 1, curr_step, 25, track_size, 84, robot_vel, 34.83, joints_pos, 32.34, 41.03, -22.56, -84.57, 18.67, 54.64, 59.89, tool_torque, 1.083, -1.126, -0.212, tool_momentum, 1.084, -1.125, -0.213, robot_mode, impedance, 
30/03/2022 10:39:40:432, robot_pos_w_timestamp, 1648629494912, 565.46, 183.71, 306.56, 2.18, 0.01, 3.08, tool_force, 18.65, 15.35, -26.89, actual_rep, 1, curr_step, 25, track_size, 84, robot_vel, 66.98, joints_pos, 32.91, 40.96, -22.4, -84.0, 18.4, 55.18, 60.91, tool_torque, 1.464, -1.723, -0.047, tool_momentum, 1.471, -1.725, -0.045, robot_mode, impedance, 
30/03/2022 10:39:40:581, robot_pos_w_timestamp, 1648629495062, 564.61, 191.17, 305.79, 2.18, 0.01, 3.09, tool_force, 18.73, 15.26, -21.39, actual_rep, 1, curr_step, 25, track_size, 84, robot_vel, 45.17, joints_pos, 33.61, 41.26, -22.46, -83.66, 18.21, 55.36, 61.89, tool_torque, 1.099, -1.045, -0.0020, tool_momentum, 1.095, -1.04, -0.0040, robot_mode, impedance, 
30/03/2022 10:39:40:732, robot_pos_w_timestamp, 1648629495212, 564.78, 194.53, 303.33, 2.17, 0.01, 3.09, tool_force, 17.28, 13.77, -18.15, actual_rep, 1, curr_step, 25, track_size, 84, robot_vel, 25.48, joints_pos, 33.97, 41.65, -22.63, -83.46, 18.53, 55.3, 62.1, tool_torque, 1.0, -0.59, -0.0010, tool_momentum, 1.001, -0.587, 0.0, robot_mode, impedance, 
30/03/2022 10:39:40:888, robot_pos_w_timestamp, 1648629495363, 565.07, 188.6, 300.32, 2.17, 0.02, 3.09, tool_force, 13.04, 7.87, -15.41, actual_rep, 1, curr_step, 25, track_size, 84, robot_vel, 54.08, joints_pos, 33.85, 41.88, -23.18, -83.78, 18.66, 55.21, 61.69, tool_torque, 1.097, -0.676, 0.351, tool_momentum, 1.086, -0.647, 0.347, robot_mode, impedance, 
30/03/2022 10:39:41:036, robot_pos_w_timestamp, 1648629495511, 564.5, 180.06, 299.04, 2.17, 0.02, 3.09, tool_force, 9.09, 4.09, -14.45, actual_rep, 1, curr_step, 25, track_size, 84, robot_vel, 60.24, joints_pos, 33.4, 41.65, -23.47, -84.5, 18.9, 54.82, 60.72, tool_torque, 1.045, -0.728, 0.433, tool_momentum, 1.044, -0.716, 0.434, robot_mode, impedance, 
30/03/2022 10:39:41:189, robot_pos_w_timestamp, 1648629495661, 562.88, 175.88, 298.58, 2.17, 0.01, 3.09, tool_force, 12.65, 7.09, -13.71, actual_rep, 1, curr_step, 25, track_size, 84, robot_vel, 12.95, joints_pos, 32.92, 41.25, -23.22, -85.2, 19.29, 54.3, 60.02, tool_torque, 1.143, -0.8, 0.699, tool_momentum, 1.151, -0.793, 0.698, robot_mode, impedance, 
30/03/2022 10:39:41:343, robot_pos_w_timestamp, 1648629495811, 560.79, 181.86, 298.17, 2.17, 0.0, 3.08, tool_force, 18.37, 10.47, -11.15, actual_rep, 1, curr_step, 25, track_size, 84, robot_vel, 46.56, joints_pos, 32.96, 41.12, -22.48, -85.28, 19.4, 54.14, 60.3, tool_torque, 0.982, -0.218, 0.387, tool_momentum, 0.981, -0.198, 0.387, robot_mode, impedance, 
30/03/2022 10:39:41:491, robot_pos_w_timestamp, 1648629495963, 558.06, 188.84, 296.69, 2.17, 0.0, 3.08, tool_force, 23.52, 7.92, -9.24, actual_rep, 1, curr_step, 25, track_size, 84, robot_vel, 49.93, joints_pos, 33.4, 41.17, -22.13, -85.34, 19.38, 54.13, 61.0, tool_torque, 0.74, 0.019, 0.456, tool_momentum, 0.739, 0.026, 0.456, robot_mode, impedance, 
