30/03/2022 16:28:51: File Created!
30/03/2022 16:28:51:380, robot_pos_w_timestamp, 1648650445092, 621.29, 261.85, 185.55, 2.33, 0.09, 3.06, tool_force, 0.22, 0.11, 0.07, actual_rep, 1, curr_step, 1, track_size, 85, robot_vel, 41.94, joints_pos, 37.13, 60.98, -24.87, -68.35, 24.19, 49.55, 56.63, tool_torque, 0.194, -0.18, 0.151, tool_momentum, 0.195, -0.179, 0.151, robot_mode, normal, 
30/03/2022 16:28:54:496, robot_pos_w_timestamp, 1648650448218, 665.36, 174.82, 200.96, 2.31, 0.11, 3.09, tool_force, -9.88, 10.09, 8.26, actual_rep, 1, curr_step, 13, track_size, 85, robot_vel, 2.75, joints_pos, 29.37, 61.7, -26.65, -64.7, 24.01, 53.05, 50.77, tool_torque, -0.142, 0.314, -0.865, tool_momentum, -0.144, 0.314, -0.865, robot_mode, impedance, 
30/03/2022 16:28:54:648, robot_pos_w_timestamp, 1648650448368, 663.2, 174.19, 200.75, 2.3, 0.1, 3.09, tool_force, -7.48, 6.04, 6.05, actual_rep, 1, curr_step, 13, track_size, 85, robot_vel, 18.26, joints_pos, 29.44, 61.5, -26.65, -65.16, 24.03, 53.11, 50.89, tool_torque, -0.075, 0.355, -0.509, tool_momentum, -0.071, 0.357, -0.509, robot_mode, impedance, 
30/03/2022 16:28:54:815, robot_pos_w_timestamp, 1648650448530, 659.73, 173.2, 201.01, 2.3, 0.1, 3.09, tool_force, -7.06, 4.7, 5.07, actual_rep, 1, curr_step, 13, track_size, 85, robot_vel, 24.68, joints_pos, 29.62, 61.02, -26.64, -66.14, 24.03, 52.62, 50.89, tool_torque, 0.252, 0.534, -0.239, tool_momentum, 0.26, 0.517, -0.231, robot_mode, impedance, 
30/03/2022 16:28:54:964, robot_pos_w_timestamp, 1648650448680, 656.44, 172.73, 201.39, 2.3, 0.11, 3.09, tool_force, -6.02, 3.26, 4.1, actual_rep, 1, curr_step, 13, track_size, 85, robot_vel, 20.44, joints_pos, 29.83, 60.55, -26.6, -67.06, 23.98, 52.07, 50.86, tool_torque, 0.236, 0.533, -0.1, tool_momentum, 0.245, 0.531, -0.098, robot_mode, impedance, 
30/03/2022 16:28:55:119, robot_pos_w_timestamp, 1648650448831, 653.47, 172.58, 201.55, 2.3, 0.11, 3.09, tool_force, -4.0, 1.93, 2.71, actual_rep, 1, curr_step, 13, track_size, 85, robot_vel, 18.18, joints_pos, 30.03, 60.17, -26.58, -67.84, 23.94, 51.66, 50.86, tool_torque, 0.293, 0.304, 0.037, tool_momentum, 0.293, 0.307, 0.037, robot_mode, impedance, 
30/03/2022 16:28:55:264, robot_pos_w_timestamp, 1648650448981, 650.75, 172.9, 201.76, 2.3, 0.11, 3.09, tool_force, -2.9, 0.79, 1.55, actual_rep, 1, curr_step, 13, track_size, 85, robot_vel, 21.3, joints_pos, 30.25, 59.83, -26.59, -68.52, 23.94, 51.28, 50.86, tool_torque, 0.237, 0.333, 0.096, tool_momentum, 0.242, 0.321, 0.099, robot_mode, impedance, 
30/03/2022 16:28:55:457, robot_pos_w_timestamp, 1648650449133, 648.48, 173.43, 201.89, 2.3, 0.11, 3.09, tool_force, -2.14, 0.3, 1.32, actual_rep, 1, curr_step, 13, track_size, 85, robot_vel, 14.32, joints_pos, 30.48, 59.57, -26.61, -69.07, 23.94, 50.94, 50.88, tool_torque, 0.168, 0.393, 0.064, tool_momentum, 0.179, 0.393, 0.064, robot_mode, impedance, 
30/03/2022 16:28:55:566, robot_pos_w_timestamp, 1648650449286, 646.95, 172.65, 202.25, 2.29, 0.11, 3.09, tool_force, -0.54, 0.89, 0.99, actual_rep, 1, curr_step, 14, track_size, 85, robot_vel, 12.79, joints_pos, 30.6, 59.36, -26.73, -69.5, 23.93, 50.73, 51.02, tool_torque, 0.202, 0.213, 0.025, tool_momentum, 0.188, 0.221, 0.023, robot_mode, impedance, 
30/03/2022 16:28:55:718, robot_pos_w_timestamp, 1648650449432, 646.38, 167.17, 203.64, 2.28, 0.11, 3.09, tool_force, -0.44, 0.41, 0.64, actual_rep, 1, curr_step, 15, track_size, 85, robot_vel, 36.56, joints_pos, 30.48, 59.1, -27.08, -69.98, 23.95, 50.68, 51.07, tool_torque, 0.215, 0.145, 0.062, tool_momentum, 0.201, 0.147, 0.06, robot_mode, impedance, 
30/03/2022 16:28:55:865, robot_pos_w_timestamp, 1648650449583, 645.82, 161.99, 204.74, 2.27, 0.11, 3.09, tool_force, 0.11, 0.62, 0.42, actual_rep, 1, curr_step, 15, track_size, 85, robot_vel, 34.29, joints_pos, 30.22, 58.82, -27.23, -70.41, 24.07, 50.61, 51.07, tool_torque, 0.326, -0.043, 0.124, tool_momentum, 0.332, -0.05, 0.125, robot_mode, impedance, 
30/03/2022 16:28:56:053, robot_pos_w_timestamp, 1648650449734, 645.26, 156.02, 206.07, 2.27, 0.11, 3.09, tool_force, 0.32, 1.35, 0.81, actual_rep, 1, curr_step, 16, track_size, 85, robot_vel, 39.37, joints_pos, 29.91, 58.52, -27.39, -70.89, 24.14, 50.58, 50.98, tool_torque, 0.435, -0.128, 0.202, tool_momentum, 0.447, -0.143, 0.207, robot_mode, normal, 
30/03/2022 16:28:56:176, robot_pos_w_timestamp, 1648650449885, 644.15, 149.74, 208.02, 2.25, 0.11, 3.09, tool_force, 0.54, 0.71, -0.33, actual_rep, 1, curr_step, 17, track_size, 85, robot_vel, 41.57, joints_pos, 29.54, 58.06, -27.45, -71.5, 24.25, 50.48, 50.85, tool_torque, 0.386, -0.234, 0.308, tool_momentum, 0.381, -0.229, 0.306, robot_mode, normal, 
30/03/2022 16:28:56:362, robot_pos_w_timestamp, 1648650450035, 643.25, 143.81, 209.81, 2.25, 0.11, 3.09, tool_force, 0.61, 0.72, 0.36, actual_rep, 1, curr_step, 18, track_size, 85, robot_vel, 39.84, joints_pos, 29.13, 57.67, -27.45, -71.97, 24.25, 50.56, 50.83, tool_torque, 0.247, -0.335, 0.312, tool_momentum, 0.238, -0.33, 0.311, robot_mode, normal, 
30/03/2022 16:28:56:471, robot_pos_w_timestamp, 1648650450186, 642.14, 138.03, 212.42, 2.23, 0.1, 3.09, tool_force, 1.11, 0.77, 0.52, actual_rep, 1, curr_step, 19, track_size, 85, robot_vel, 40.96, joints_pos, 28.69, 57.22, -27.44, -72.38, 24.31, 50.93, 50.81, tool_torque, 0.182, -0.476, 0.326, tool_momentum, 0.195, -0.474, 0.326, robot_mode, normal, 
30/03/2022 16:28:56:663, robot_pos_w_timestamp, 1648650450337, 639.36, 133.94, 217.79, 2.23, 0.09, 3.1, tool_force, 0.13, 0.29, 0.14, actual_rep, 1, curr_step, 22, track_size, 85, robot_vel, 50.15, joints_pos, 28.3, 56.4, -27.31, -72.95, 24.54, 51.81, 50.66, tool_torque, 0.178, -0.415, 0.362, tool_momentum, 0.191, -0.399, 0.361, robot_mode, normal, 
30/03/2022 16:28:56:776, robot_pos_w_timestamp, 1648650450485, 636.24, 132.04, 223.58, 2.22, 0.08, 3.1, tool_force, 0.67, 0.79, 0.27, actual_rep, 1, curr_step, 23, track_size, 85, robot_vel, 44.99, joints_pos, 28.21, 55.5, -27.22, -73.62, 24.43, 52.29, 50.66, tool_torque, 0.227, -0.527, 0.316, tool_momentum, 0.214, -0.523, 0.313, robot_mode, normal, 
30/03/2022 16:28:56:968, robot_pos_w_timestamp, 1648650450641, 633.94, 129.9, 229.34, 2.22, 0.07, 3.1, tool_force, 1.39, 0.0, 1.13, actual_rep, 1, curr_step, 23, track_size, 85, robot_vel, 43.16, joints_pos, 28.13, 54.74, -27.26, -74.07, 24.34, 52.9, 50.72, tool_torque, 0.176, -0.491, 0.186, tool_momentum, 0.177, -0.488, 0.185, robot_mode, normal, 
30/03/2022 16:28:57:076, robot_pos_w_timestamp, 1648650450787, 632.22, 127.32, 235.13, 2.21, 0.07, 3.1, tool_force, 0.57, 0.32, 0.77, actual_rep, 1, curr_step, 24, track_size, 85, robot_vel, 47.27, joints_pos, 28.07, 54.06, -27.41, -74.43, 24.25, 53.46, 50.75, tool_torque, 0.037, -0.327, 0.149, tool_momentum, 0.045, -0.33, 0.149, robot_mode, normal, 
30/03/2022 16:28:57:229, robot_pos_w_timestamp, 1648650450936, 630.65, 124.63, 240.95, 2.21, 0.06, 3.11, tool_force, 0.55, 0.4, 0.35, actual_rep, 1, curr_step, 25, track_size, 85, robot_vel, 45.02, joints_pos, 28.01, 53.4, -27.6, -74.73, 24.14, 54.11, 50.81, tool_torque, -0.0080, -0.301, 0.123, tool_momentum, -0.0020, -0.295, 0.123, robot_mode, normal, 
30/03/2022 16:28:57:380, robot_pos_w_timestamp, 1648650451089, 628.93, 122.15, 246.56, 2.2, 0.06, 3.11, tool_force, 0.53, 0.25, 1.34, actual_rep, 1, curr_step, 26, track_size, 85, robot_vel, 35.96, joints_pos, 27.99, 52.75, -27.81, -75.06, 24.1, 54.7, 50.82, tool_torque, 0.038, -0.309, 0.101, tool_momentum, 0.034, -0.305, 0.101, robot_mode, normal, 
30/03/2022 16:28:57:531, robot_pos_w_timestamp, 1648650451239, 627.2, 120.12, 252.44, 2.2, 0.06, 3.11, tool_force, 0.63, 0.51, 1.09, actual_rep, 1, curr_step, 27, track_size, 85, robot_vel, 42.32, joints_pos, 27.99, 52.07, -28.01, -75.37, 24.06, 55.3, 50.83, tool_torque, -0.049, -0.246, 0.059, tool_momentum, -0.045, -0.247, 0.059, robot_mode, normal, 
30/03/2022 16:28:57:683, robot_pos_w_timestamp, 1648650451390, 625.47, 118.82, 258.26, 2.19, 0.05, 3.11, tool_force, 0.29, 0.61, 0.57, actual_rep, 1, curr_step, 28, track_size, 85, robot_vel, 43.66, joints_pos, 28.0, 51.41, -28.13, -75.67, 24.03, 55.84, 50.84, tool_torque, -0.055, -0.153, 0.057, tool_momentum, -0.026, -0.187, 0.059, robot_mode, normal, 
30/03/2022 16:28:57:831, robot_pos_w_timestamp, 1648650451539, 623.76, 118.01, 264.07, 2.19, 0.05, 3.11, tool_force, -0.05, 0.95, 1.3, actual_rep, 1, curr_step, 28, track_size, 85, robot_vel, 39.88, joints_pos, 28.01, 50.71, -28.18, -75.96, 23.99, 56.3, 50.81, tool_torque, -0.012, -0.108, 0.122, tool_momentum, -0.015, -0.108, 0.122, robot_mode, normal, 
30/03/2022 16:28:57:984, robot_pos_w_timestamp, 1648650451690, 622.04, 117.58, 269.72, 2.19, 0.04, 3.11, tool_force, 0.3, 1.29, 1.16, actual_rep, 1, curr_step, 29, track_size, 85, robot_vel, 34.89, joints_pos, 28.02, 50.03, -28.19, -76.24, 23.96, 56.75, 50.75, tool_torque, 0.074, -0.146, 0.191, tool_momentum, 0.079, -0.145, 0.193, robot_mode, normal, 
30/03/2022 16:28:58:137, robot_pos_w_timestamp, 1648650451839, 620.35, 117.43, 275.4, 2.19, 0.04, 3.11, tool_force, 0.31, 2.06, 2.18, actual_rep, 1, curr_step, 30, track_size, 85, robot_vel, 40.44, joints_pos, 28.04, 49.35, -28.19, -76.48, 23.93, 57.22, 50.66, tool_torque, 0.163, -0.153, 0.26, tool_momentum, 0.162, -0.152, 0.26, robot_mode, normal, 
30/03/2022 16:28:58:300, robot_pos_w_timestamp, 1648650451990, 618.78, 117.51, 280.89, 2.19, 0.03, 3.11, tool_force, 0.03, 2.5, 2.7, actual_rep, 1, curr_step, 31, track_size, 85, robot_vel, 35.63, joints_pos, 28.06, 48.73, -28.18, -76.68, 23.9, 57.69, 50.58, tool_torque, 0.184, -0.075, 0.254, tool_momentum, 0.168, -0.07, 0.254, robot_mode, impedance, 
30/03/2022 16:28:58:433, robot_pos_w_timestamp, 1648650452140, 617.37, 118.8, 286.18, 2.19, 0.03, 3.11, tool_force, 0.45, 2.4, 2.6, actual_rep, 1, curr_step, 31, track_size, 85, robot_vel, 38.62, joints_pos, 28.1, 48.17, -28.11, -76.71, 23.9, 58.36, 50.58, tool_torque, 0.214, -0.156, 0.258, tool_momentum, 0.207, -0.149, 0.256, robot_mode, impedance, 
30/03/2022 16:28:58:584, robot_pos_w_timestamp, 1648650452291, 615.86, 121.44, 291.5, 2.2, 0.02, 3.11, tool_force, 2.18, 4.23, 2.27, actual_rep, 1, curr_step, 32, track_size, 85, robot_vel, 43.86, joints_pos, 28.24, 47.66, -28.01, -76.67, 23.92, 59.15, 50.63, tool_torque, 0.144, -0.034, 0.159, tool_momentum, 0.143, -0.04, 0.159, robot_mode, impedance, 
30/03/2022 16:28:58:738, robot_pos_w_timestamp, 1648650452440, 614.49, 126.33, 297.67, 2.2, 0.01, 3.11, tool_force, 4.45, 7.36, 1.3, actual_rep, 1, curr_step, 32, track_size, 85, robot_vel, 56.57, joints_pos, 28.52, 47.15, -27.9, -76.46, 24.02, 60.07, 50.81, tool_torque, 0.055, 0.084, 0.025, tool_momentum, 0.061, 0.079, 0.025, robot_mode, impedance, 
30/03/2022 16:28:58:888, robot_pos_w_timestamp, 1648650452592, 613.09, 132.45, 298.44, 2.2, 0.0, 3.1, tool_force, 9.9, 10.19, 0.84, actual_rep, 1, curr_step, 32, track_size, 85, robot_vel, 48.47, joints_pos, 28.9, 47.06, -27.65, -76.42, 24.04, 60.21, 51.2, tool_torque, 0.071, 0.308, -0.232, tool_momentum, 0.072, 0.314, -0.235, robot_mode, impedance, 
30/03/2022 16:28:59:042, robot_pos_w_timestamp, 1648650452746, 613.14, 138.76, 298.22, 2.2, 0.0, 3.1, tool_force, 13.79, 12.39, 1.43, actual_rep, 1, curr_step, 32, track_size, 85, robot_vel, 39.27, joints_pos, 29.39, 47.22, -27.62, -76.14, 24.0, 60.21, 51.8, tool_torque, 0.0010, 0.187, -0.27, tool_momentum, -0.0010, 0.192, -0.27, robot_mode, impedance, 
30/03/2022 16:28:59:189, robot_pos_w_timestamp, 1648650452898, 612.77, 143.1, 298.06, 2.21, 0.0, 3.11, tool_force, 16.77, 11.1, 1.45, actual_rep, 1, curr_step, 32, track_size, 85, robot_vel, 27.27, joints_pos, 29.8, 47.39, -27.71, -75.91, 23.92, 60.51, 52.17, tool_torque, -0.154, 0.337, -0.543, tool_momentum, -0.158, 0.352, -0.548, robot_mode, impedance, 
30/03/2022 16:28:59:345, robot_pos_w_timestamp, 1648650453049, 610.86, 146.03, 297.95, 2.21, 0.0, 3.11, tool_force, 20.84, 9.13, 0.62, actual_rep, 1, curr_step, 32, track_size, 85, robot_vel, 26.76, joints_pos, 30.15, 47.31, -27.74, -76.07, 23.91, 60.69, 52.19, tool_torque, -0.072, 0.534, -0.991, tool_momentum, -0.068, 0.525, -0.991, robot_mode, impedance, 
30/03/2022 16:28:59:530, robot_pos_w_timestamp, 1648650453200, 607.66, 147.35, 298.13, 2.21, 0.0, 3.11, tool_force, 21.5, 8.41, 1.06, actual_rep, 1, curr_step, 32, track_size, 85, robot_vel, 21.22, joints_pos, 30.45, 46.99, -27.76, -76.64, 23.84, 60.58, 52.23, tool_torque, 0.311, 0.857, -1.127, tool_momentum, 0.306, 0.896, -1.13, robot_mode, impedance, 
30/03/2022 16:28:59:642, robot_pos_w_timestamp, 1648650453350, 605.28, 146.8, 298.54, 2.21, 0.0, 3.11, tool_force, 21.32, 7.14, 0.15, actual_rep, 1, curr_step, 32, track_size, 85, robot_vel, 15.89, joints_pos, 30.6, 46.67, -27.82, -77.18, 23.75, 60.36, 52.23, tool_torque, 0.409, 0.831, -1.161, tool_momentum, 0.413, 0.834, -1.161, robot_mode, impedance, 
30/03/2022 16:28:59:797, robot_pos_w_timestamp, 1648650453502, 603.22, 144.65, 298.27, 2.21, 0.0, 3.12, tool_force, 20.17, 3.99, 0.09, actual_rep, 1, curr_step, 32, track_size, 85, robot_vel, 22.32, joints_pos, 30.62, 46.41, -27.89, -77.73, 23.61, 60.14, 52.08, tool_torque, 0.47, 0.794, -1.101, tool_momentum, 0.474, 0.793, -1.101, robot_mode, impedance, 
30/03/2022 16:28:59:948, robot_pos_w_timestamp, 1648650453652, 601.32, 142.05, 298.23, 2.21, 0.0, 3.12, tool_force, 19.74, 2.33, 0.36, actual_rep, 1, curr_step, 32, track_size, 85, robot_vel, 22.18, joints_pos, 30.6, 46.13, -27.98, -78.29, 23.56, 59.87, 51.85, tool_torque, 0.598, 0.655, -1.017, tool_momentum, 0.592, 0.658, -1.019, robot_mode, impedance, 
30/03/2022 16:29:00:106, robot_pos_w_timestamp, 1648650453804, 600.03, 141.59, 298.66, 2.21, 0.0, 3.11, tool_force, 20.24, 2.92, -0.79, actual_rep, 1, curr_step, 32, track_size, 85, robot_vel, 7.53, joints_pos, 30.6, 45.87, -27.91, -78.64, 23.57, 59.65, 51.75, tool_torque, 0.59, 0.625, -1.034, tool_momentum, 0.589, 0.628, -1.036, robot_mode, impedance, 
30/03/2022 16:29:00:247, robot_pos_w_timestamp, 1648650453953, 599.42, 141.86, 298.84, 2.21, 0.0, 3.11, tool_force, 20.22, 2.87, -1.12, actual_rep, 1, curr_step, 32, track_size, 85, robot_vel, 2.07, joints_pos, 30.63, 45.77, -27.86, -78.77, 23.58, 59.56, 51.75, tool_torque, 0.519, 0.705, -1.076, tool_momentum, 0.52, 0.702, -1.076, robot_mode, impedance, 
30/03/2022 16:29:00:399, robot_pos_w_timestamp, 1648650454104, 599.04, 141.08, 298.55, 2.21, 0.0, 3.11, tool_force, 19.71, 1.49, -0.42, actual_rep, 1, curr_step, 32, track_size, 85, robot_vel, 7.94, joints_pos, 30.62, 45.76, -27.92, -78.87, 23.57, 59.55, 51.68, tool_torque, 0.541, 0.667, -1.091, tool_momentum, 0.541, 0.667, -1.091, robot_mode, impedance, 
30/03/2022 16:29:00:552, robot_pos_w_timestamp, 1648650454255, 598.85, 140.26, 298.53, 2.21, 0.0, 3.11, tool_force, 19.38, 1.13, -0.69, actual_rep, 1, curr_step, 32, track_size, 85, robot_vel, 5.32, joints_pos, 30.61, 45.72, -27.97, -78.97, 23.57, 59.46, 51.6, tool_torque, 0.514, 0.65, -1.087, tool_momentum, 0.511, 0.649, -1.087, robot_mode, impedance, 
30/03/2022 16:29:00:699, robot_pos_w_timestamp, 1648650454408, 598.22, 139.64, 298.51, 2.21, 0.0, 3.11, tool_force, 19.48, -0.1, -0.78, actual_rep, 1, curr_step, 32, track_size, 85, robot_vel, 6.64, joints_pos, 30.6, 45.64, -27.98, -79.12, 23.56, 59.45, 51.52, tool_torque, 0.521, 0.612, -1.102, tool_momentum, 0.521, 0.612, -1.102, robot_mode, impedance, 
