30/03/2022 11:57:13: File Created!
30/03/2022 11:57:13:297, robot_pos_w_timestamp, 1648634147845, 568.95, 342.5, 194.09, 2.29, 0.02, 3.07, tool_force, -0.05, 0.67, 5.76, actual_rep, 1, curr_step, 1, track_size, 67, robot_vel, 0.0, joints_pos, 55.86, 66.31, -46.77, -70.06, 50.13, 59.11, 53.61, tool_torque, -0.033, -0.348, 0.308, tool_momentum, -0.034, -0.348, 0.307, robot_mode, normal, 
30/03/2022 11:57:15:350, robot_pos_w_timestamp, 1648634149916, 595.28, 272.12, 208.33, 2.2, 0.08, 3.08, tool_force, 2.63, 0.05, 4.53, actual_rep, 1, curr_step, 9, track_size, 67, robot_vel, 39.77, joints_pos, 51.38, 64.48, -48.02, -72.54, 46.81, 57.95, 53.44, tool_torque, 0.158, -0.415, 0.247, tool_momentum, 0.164, -0.427, 0.249, robot_mode, normal, 
30/03/2022 11:57:15:501, robot_pos_w_timestamp, 1648634150067, 596.55, 266.3, 209.47, 2.2, 0.08, 3.08, tool_force, 2.39, 0.15, 4.99, actual_rep, 1, curr_step, 9, track_size, 67, robot_vel, 41.68, joints_pos, 51.03, 64.24, -48.03, -72.87, 46.51, 57.72, 53.49, tool_torque, 0.202, -0.415, 0.23, tool_momentum, 0.201, -0.416, 0.23, robot_mode, normal, 
30/03/2022 11:57:15:657, robot_pos_w_timestamp, 1648634150218, 597.86, 260.26, 210.6, 2.19, 0.09, 3.08, tool_force, 2.31, -0.17, 4.93, actual_rep, 1, curr_step, 10, track_size, 67, robot_vel, 41.44, joints_pos, 50.64, 64.01, -48.04, -73.17, 46.2, 57.55, 53.54, tool_torque, 0.222, -0.493, 0.278, tool_momentum, 0.299, -0.597, 0.278, robot_mode, impedance, 
30/03/2022 11:57:15:805, robot_pos_w_timestamp, 1648634150365, 598.12, 255.33, 210.08, 2.18, 0.09, 3.08, tool_force, 2.01, -0.18, 4.26, actual_rep, 1, curr_step, 10, track_size, 67, robot_vel, 33.43, joints_pos, 50.41, 63.92, -48.01, -73.51, 45.76, 57.35, 53.88, tool_torque, 0.257, -0.486, 0.273, tool_momentum, 0.266, -0.493, 0.273, robot_mode, impedance, 
30/03/2022 11:57:15:955, robot_pos_w_timestamp, 1648634150512, 598.14, 251.47, 210.54, 2.17, 0.1, 3.09, tool_force, 3.32, -0.58, 4.2, actual_rep, 1, curr_step, 10, track_size, 67, robot_vel, 26.26, joints_pos, 50.27, 63.79, -48.06, -73.78, 45.34, 57.3, 54.27, tool_torque, 0.243, -0.527, 0.279, tool_momentum, 0.236, -0.512, 0.28, robot_mode, impedance, 
30/03/2022 11:57:16:103, robot_pos_w_timestamp, 1648634150663, 598.11, 246.98, 211.76, 2.16, 0.1, 3.09, tool_force, 3.79, -0.76, 4.07, actual_rep, 1, curr_step, 10, track_size, 67, robot_vel, 29.52, joints_pos, 50.12, 63.57, -48.15, -74.11, 44.87, 57.29, 54.63, tool_torque, 0.241, -0.55, 0.307, tool_momentum, 0.236, -0.548, 0.307, robot_mode, impedance, 
30/03/2022 11:57:16:257, robot_pos_w_timestamp, 1648634150812, 598.18, 244.56, 212.85, 2.16, 0.11, 3.09, tool_force, 3.09, -0.57, 3.8, actual_rep, 1, curr_step, 11, track_size, 67, robot_vel, 9.12, joints_pos, 49.99, 63.36, -48.08, -74.28, 44.56, 57.22, 54.72, tool_torque, 0.334, -0.615, 0.391, tool_momentum, 0.339, -0.627, 0.392, robot_mode, impedance, 
30/03/2022 11:57:16:405, robot_pos_w_timestamp, 1648634150961, 598.79, 239.65, 213.54, 2.15, 0.11, 3.09, tool_force, 1.75, -0.1, 4.85, actual_rep, 1, curr_step, 11, track_size, 67, robot_vel, 41.68, joints_pos, 49.73, 63.2, -48.16, -74.59, 44.4, 57.09, 54.69, tool_torque, 0.369, -0.567, 0.367, tool_momentum, 0.365, -0.574, 0.369, robot_mode, impedance, 
30/03/2022 11:57:16:558, robot_pos_w_timestamp, 1648634151109, 600.59, 231.92, 214.63, 2.14, 0.11, 3.09, tool_force, -0.48, 0.77, 5.6, actual_rep, 1, curr_step, 12, track_size, 67, robot_vel, 55.95, joints_pos, 49.18, 62.99, -48.23, -74.9, 44.35, 56.95, 54.15, tool_torque, 0.444, -0.504, 0.378, tool_momentum, 0.435, -0.498, 0.378, robot_mode, impedance, 
30/03/2022 11:57:16:705, robot_pos_w_timestamp, 1648634151261, 603.86, 225.48, 215.94, 2.14, 0.11, 3.09, tool_force, -3.44, 3.91, 7.29, actual_rep, 1, curr_step, 12, track_size, 67, robot_vel, 50.48, joints_pos, 48.46, 62.85, -48.13, -74.83, 44.35, 56.82, 53.74, tool_torque, 0.266, -0.393, -0.025, tool_momentum, 0.26, -0.372, -0.025, robot_mode, impedance, 
30/03/2022 11:57:16:858, robot_pos_w_timestamp, 1648634151409, 608.49, 217.68, 216.17, 2.13, 0.11, 3.09, tool_force, -6.06, 5.03, 9.32, actual_rep, 1, curr_step, 12, track_size, 67, robot_vel, 61.24, joints_pos, 47.42, 62.87, -47.94, -74.52, 44.37, 56.81, 53.4, tool_torque, 0.022, -0.231, -0.153, tool_momentum, 0.018, -0.226, -0.153, robot_mode, impedance, 
30/03/2022 11:57:17:013, robot_pos_w_timestamp, 1648634151559, 613.86, 210.37, 216.56, 2.13, 0.1, 3.09, tool_force, -8.96, 5.3, 10.0, actual_rep, 1, curr_step, 12, track_size, 67, robot_vel, 57.4, joints_pos, 46.32, 62.97, -47.7, -73.92, 44.37, 57.02, 52.8, tool_torque, -0.121, -0.218, -0.273, tool_momentum, -0.118, -0.202, -0.277, robot_mode, impedance, 
30/03/2022 11:57:17:160, robot_pos_w_timestamp, 1648634151707, 618.27, 208.01, 216.36, 2.13, 0.1, 3.09, tool_force, -9.56, 5.82, 10.54, actual_rep, 1, curr_step, 12, track_size, 67, robot_vel, 32.23, joints_pos, 45.49, 63.18, -47.3, -73.06, 44.14, 57.38, 52.67, tool_torque, -0.182, -0.151, -0.449, tool_momentum, -0.184, -0.172, -0.447, robot_mode, impedance, 
30/03/2022 11:57:17:310, robot_pos_w_timestamp, 1648634151858, 621.43, 206.83, 216.12, 2.14, 0.1, 3.09, tool_force, -9.9, 4.81, 10.05, actual_rep, 1, curr_step, 12, track_size, 67, robot_vel, 17.0, joints_pos, 45.0, 63.41, -47.14, -72.4, 43.99, 57.71, 52.72, tool_torque, -0.232, -0.187, -0.514, tool_momentum, -0.228, -0.208, -0.512, robot_mode, impedance, 
30/03/2022 11:57:17:461, robot_pos_w_timestamp, 1648634152005, 622.67, 206.22, 215.92, 2.14, 0.1, 3.09, tool_force, -9.27, 3.63, 9.76, actual_rep, 1, curr_step, 12, track_size, 67, robot_vel, 3.89, joints_pos, 44.82, 63.54, -47.13, -72.12, 43.96, 57.9, 52.75, tool_torque, -0.244, -0.179, -0.509, tool_momentum, -0.242, -0.179, -0.509, robot_mode, impedance, 
30/03/2022 11:57:17:611, robot_pos_w_timestamp, 1648634152156, 622.9, 207.27, 216.07, 2.14, 0.1, 3.09, tool_force, -8.36, 5.62, 9.36, actual_rep, 1, curr_step, 12, track_size, 67, robot_vel, 11.99, joints_pos, 44.84, 63.55, -47.09, -72.01, 43.96, 57.9, 52.8, tool_torque, -0.194, -0.039, -0.625, tool_momentum, -0.194, -0.037, -0.625, robot_mode, impedance, 
30/03/2022 11:57:17:763, robot_pos_w_timestamp, 1648634152306, 623.89, 210.23, 216.78, 2.14, 0.1, 3.09, tool_force, -8.34, 9.07, 9.23, actual_rep, 1, curr_step, 12, track_size, 67, robot_vel, 23.59, joints_pos, 44.87, 63.58, -46.97, -71.65, 43.96, 57.9, 52.91, tool_torque, -0.278, 0.071, -0.934, tool_momentum, -0.29, 0.074, -0.937, robot_mode, impedance, 
30/03/2022 11:57:17:914, robot_pos_w_timestamp, 1648634152456, 625.54, 212.65, 216.75, 2.14, 0.1, 3.08, tool_force, -8.68, 10.35, 9.82, actual_rep, 1, curr_step, 12, track_size, 67, robot_vel, 17.27, joints_pos, 44.84, 63.81, -46.96, -71.1, 43.94, 58.07, 53.14, tool_torque, -0.411, 0.061, -1.113, tool_momentum, -0.414, 0.067, -1.115, robot_mode, impedance, 
30/03/2022 11:57:18:060, robot_pos_w_timestamp, 1648634152604, 627.79, 216.01, 217.71, 2.14, 0.1, 3.08, tool_force, -6.29, 12.53, 7.74, actual_rep, 1, curr_step, 12, track_size, 67, robot_vel, 34.67, joints_pos, 44.8, 64.06, -46.99, -70.3, 43.87, 58.48, 53.57, tool_torque, -0.414, -0.106, -1.195, tool_momentum, -0.418, -0.109, -1.196, robot_mode, impedance, 
30/03/2022 11:57:18:214, robot_pos_w_timestamp, 1648634152754, 629.61, 220.97, 218.96, 2.14, 0.1, 3.09, tool_force, -4.1, 13.41, 6.23, actual_rep, 1, curr_step, 12, track_size, 67, robot_vel, 36.46, joints_pos, 44.84, 64.3, -46.95, -69.4, 43.66, 59.04, 54.3, tool_torque, -0.479, -0.114, -1.174, tool_momentum, -0.485, -0.118, -1.173, robot_mode, impedance, 
30/03/2022 11:57:18:363, robot_pos_w_timestamp, 1648634152901, 630.48, 224.04, 218.71, 2.14, 0.1, 3.09, tool_force, -4.01, 12.98, 6.85, actual_rep, 1, curr_step, 12, track_size, 67, robot_vel, 17.41, joints_pos, 44.9, 64.54, -46.95, -68.88, 43.47, 59.33, 54.85, tool_torque, -0.449, -0.031, -1.072, tool_momentum, -0.452, -0.028, -1.072, robot_mode, impedance, 
30/03/2022 11:57:18:517, robot_pos_w_timestamp, 1648634153052, 629.58, 224.64, 217.71, 2.14, 0.1, 3.09, tool_force, -2.83, 9.22, 7.1, actual_rep, 1, curr_step, 12, track_size, 67, robot_vel, 13.33, joints_pos, 45.0, 64.64, -46.98, -68.91, 43.42, 59.53, 55.17, tool_torque, -0.368, 0.013, -0.754, tool_momentum, -0.373, 0.02, -0.754, robot_mode, impedance, 
30/03/2022 11:57:18:667, robot_pos_w_timestamp, 1648634153201, 626.58, 223.47, 216.6, 2.13, 0.1, 3.1, tool_force, -2.19, 6.27, 7.27, actual_rep, 1, curr_step, 12, track_size, 67, robot_vel, 25.85, joints_pos, 45.23, 64.49, -47.02, -69.56, 43.39, 59.45, 55.22, tool_torque, -0.04, 0.069, -0.376, tool_momentum, -0.0070, 0.065, -0.371, robot_mode, impedance, 
30/03/2022 11:57:18:818, robot_pos_w_timestamp, 1648634153351, 622.66, 222.64, 216.44, 2.13, 0.1, 3.1, tool_force, -1.12, 5.05, 6.7, actual_rep, 1, curr_step, 12, track_size, 67, robot_vel, 26.34, joints_pos, 45.63, 64.09, -47.04, -70.57, 43.39, 59.0, 55.15, tool_torque, 0.175, -0.022, -0.035, tool_momentum, 0.185, -0.022, -0.035, robot_mode, impedance, 
30/03/2022 11:57:18:967, robot_pos_w_timestamp, 1648634153498, 618.25, 221.97, 216.23, 2.13, 0.1, 3.1, tool_force, -0.45, 4.0, 6.71, actual_rep, 1, curr_step, 12, track_size, 67, robot_vel, 29.44, joints_pos, 46.09, 63.67, -47.05, -71.65, 43.36, 58.45, 55.05, tool_torque, 0.268, -0.151, 0.172, tool_momentum, 0.255, -0.143, 0.171, robot_mode, impedance, 
30/03/2022 11:57:19:119, robot_pos_w_timestamp, 1648634153650, 614.56, 221.33, 216.46, 2.13, 0.1, 3.1, tool_force, -0.54, 3.51, 6.67, actual_rep, 1, curr_step, 12, track_size, 67, robot_vel, 23.48, joints_pos, 46.49, 63.28, -47.1, -72.58, 43.36, 57.98, 54.93, tool_torque, 0.352, -0.215, 0.303, tool_momentum, 0.349, -0.215, 0.303, robot_mode, impedance, 
30/03/2022 11:57:19:267, robot_pos_w_timestamp, 1648634153797, 611.87, 221.1, 216.73, 2.13, 0.1, 3.09, tool_force, 0.06, 2.85, 5.62, actual_rep, 1, curr_step, 12, track_size, 67, robot_vel, 16.7, joints_pos, 46.78, 62.98, -47.11, -73.22, 43.35, 57.68, 54.85, tool_torque, 0.318, -0.258, 0.369, tool_momentum, 0.327, -0.273, 0.369, robot_mode, impedance, 
30/03/2022 11:57:19:420, robot_pos_w_timestamp, 1648634153947, 609.92, 221.0, 216.86, 2.13, 0.1, 3.09, tool_force, 0.01, 2.82, 6.23, actual_rep, 1, curr_step, 12, track_size, 67, robot_vel, 10.49, joints_pos, 46.99, 62.78, -47.11, -73.67, 43.33, 57.48, 54.81, tool_torque, 0.399, -0.24, 0.407, tool_momentum, 0.399, -0.24, 0.407, robot_mode, impedance, 
30/03/2022 11:57:19:579, robot_pos_w_timestamp, 1648634154098, 608.72, 220.95, 216.88, 2.13, 0.1, 3.09, tool_force, 0.01, 2.66, 6.05, actual_rep, 1, curr_step, 12, track_size, 67, robot_vel, 6.42, joints_pos, 47.11, 62.67, -47.11, -73.94, 43.33, 57.35, 54.76, tool_torque, 0.391, -0.198, 0.407, tool_momentum, 0.393, -0.197, 0.407, robot_mode, impedance, 
30/03/2022 11:57:19:744, robot_pos_w_timestamp, 1648634154251, 608.24, 220.88, 216.93, 2.13, 0.1, 3.09, tool_force, 0.1, 2.81, 6.14, actual_rep, 1, curr_step, 12, track_size, 67, robot_vel, 2.66, joints_pos, 47.16, 62.61, -47.12, -74.06, 43.33, 57.29, 54.73, tool_torque, 0.419, -0.24, 0.407, tool_momentum, 0.42, -0.242, 0.407, robot_mode, impedance, 
30/03/2022 11:57:19:874, robot_pos_w_timestamp, 1648634154398, 608.15, 220.84, 216.94, 2.13, 0.1, 3.09, tool_force, 0.03, 2.71, 6.13, actual_rep, 1, curr_step, 12, track_size, 67, robot_vel, 0.43, joints_pos, 47.17, 62.6, -47.12, -74.08, 43.33, 57.27, 54.72, tool_torque, 0.392, -0.235, 0.397, tool_momentum, 0.391, -0.236, 0.397, robot_mode, impedance, 
30/03/2022 11:57:20:023, robot_pos_w_timestamp, 1648634154546, 608.15, 220.83, 216.93, 2.13, 0.1, 3.09, tool_force, 0.14, 2.59, 6.06, actual_rep, 1, curr_step, 12, track_size, 67, robot_vel, 0.08, joints_pos, 47.17, 62.6, -47.12, -74.09, 43.33, 57.27, 54.72, tool_torque, 0.376, -0.253, 0.392, tool_momentum, 0.377, -0.253, 0.392, robot_mode, impedance, 
30/03/2022 11:57:20:175, robot_pos_w_timestamp, 1648634154695, 608.11, 220.77, 216.97, 2.13, 0.1, 3.09, tool_force, 0.13, 2.56, 6.06, actual_rep, 1, curr_step, 12, track_size, 67, robot_vel, 0.98, joints_pos, 47.17, 62.59, -47.12, -74.1, 43.33, 57.27, 54.7, tool_torque, 0.375, -0.251, 0.401, tool_momentum, 0.375, -0.251, 0.401, robot_mode, impedance, 
30/03/2022 11:57:20:328, robot_pos_w_timestamp, 1648634154844, 608.18, 220.77, 217.36, 2.13, 0.1, 3.09, tool_force, 0.04, 2.63, 5.72, actual_rep, 1, curr_step, 12, track_size, 67, robot_vel, 1.73, joints_pos, 47.17, 62.55, -47.12, -74.11, 43.33, 57.25, 54.7, tool_torque, 0.313, -0.228, 0.38, tool_momentum, 0.315, -0.231, 0.381, robot_mode, impedance, 
30/03/2022 11:57:20:478, robot_pos_w_timestamp, 1648634154993, 607.81, 220.6, 217.05, 2.13, 0.1, 3.09, tool_force, 0.22, 2.07, 6.02, actual_rep, 1, curr_step, 12, track_size, 67, robot_vel, 3.69, joints_pos, 47.19, 62.55, -47.12, -74.18, 43.33, 57.25, 54.67, tool_torque, 0.339, -0.259, 0.388, tool_momentum, 0.34, -0.26, 0.388, robot_mode, impedance, 
30/03/2022 11:57:20:629, robot_pos_w_timestamp, 1648634155142, 607.31, 220.32, 216.82, 2.13, 0.1, 3.09, tool_force, 0.41, 1.37, 5.89, actual_rep, 1, curr_step, 12, track_size, 67, robot_vel, 4.32, joints_pos, 47.22, 62.53, -47.12, -74.29, 43.33, 57.24, 54.63, tool_torque, 0.404, -0.244, 0.383, tool_momentum, 0.402, -0.241, 0.383, robot_mode, impedance, 
30/03/2022 11:57:20:778, robot_pos_w_timestamp, 1648634155291, 606.86, 218.51, 217.4, 2.12, 0.1, 3.09, tool_force, 1.53, 1.07, 5.44, actual_rep, 1, curr_step, 13, track_size, 67, robot_vel, 28.03, joints_pos, 47.24, 62.42, -47.25, -74.55, 43.31, 57.16, 54.63, tool_torque, 0.353, -0.209, 0.235, tool_momentum, 0.336, -0.185, 0.226, robot_mode, impedance, 
30/03/2022 11:57:20:929, robot_pos_w_timestamp, 1648634155441, 605.89, 213.19, 219.31, 2.11, 0.11, 3.09, tool_force, 1.76, 0.74, 5.12, actual_rep, 1, curr_step, 13, track_size, 67, robot_vel, 37.11, joints_pos, 47.24, 62.07, -47.54, -75.24, 43.13, 56.9, 54.7, tool_torque, 0.247, -0.152, 0.131, tool_momentum, 0.246, -0.152, 0.131, robot_mode, impedance, 
30/03/2022 11:57:21:081, robot_pos_w_timestamp, 1648634155590, 604.39, 207.88, 221.54, 2.11, 0.11, 3.09, tool_force, 0.78, 0.31, 5.23, actual_rep, 1, curr_step, 14, track_size, 67, robot_vel, 48.74, joints_pos, 47.22, 61.58, -47.7, -76.0, 42.92, 56.6, 54.45, tool_torque, 0.287, -0.284, 0.333, tool_momentum, 0.302, -0.303, 0.333, robot_mode, normal, 
30/03/2022 11:57:21:232, robot_pos_w_timestamp, 1648634155739, 602.96, 202.01, 224.5, 2.1, 0.11, 3.1, tool_force, 0.79, 0.51, 5.32, actual_rep, 1, curr_step, 14, track_size, 67, robot_vel, 49.78, joints_pos, 47.02, 61.03, -47.79, -76.68, 42.69, 56.63, 54.18, tool_torque, 0.216, -0.452, 0.412, tool_momentum, 0.224, -0.467, 0.412, robot_mode, normal, 
30/03/2022 11:57:21:382, robot_pos_w_timestamp, 1648634155889, 602.32, 196.15, 226.14, 2.1, 0.11, 3.1, tool_force, 2.09, 0.45, 5.03, actual_rep, 1, curr_step, 15, track_size, 67, robot_vel, 43.72, joints_pos, 46.7, 60.63, -47.8, -77.19, 42.53, 56.63, 53.95, tool_torque, 0.226, -0.584, 0.366, tool_momentum, 0.237, -0.592, 0.366, robot_mode, normal, 
30/03/2022 11:57:21:536, robot_pos_w_timestamp, 1648634156039, 601.56, 190.14, 228.61, 2.09, 0.11, 3.1, tool_force, 1.55, 0.56, 4.92, actual_rep, 1, curr_step, 15, track_size, 67, robot_vel, 43.26, joints_pos, 46.44, 60.19, -47.89, -77.72, 42.31, 56.64, 53.96, tool_torque, 0.187, -0.582, 0.328, tool_momentum, 0.189, -0.583, 0.328, robot_mode, normal, 
30/03/2022 11:57:21:724, robot_pos_w_timestamp, 1648634156191, 600.7, 184.48, 231.24, 2.08, 0.11, 3.1, tool_force, 1.34, 0.79, 5.19, actual_rep, 1, curr_step, 16, track_size, 67, robot_vel, 40.61, joints_pos, 46.14, 59.7, -47.94, -78.25, 42.18, 56.7, 53.85, tool_torque, 0.155, -0.682, 0.452, tool_momentum, 0.153, -0.673, 0.452, robot_mode, normal, 
30/03/2022 11:57:21:837, robot_pos_w_timestamp, 1648634156338, 599.64, 178.53, 234.32, 2.07, 0.11, 3.1, tool_force, 0.88, 0.46, 4.76, actual_rep, 1, curr_step, 17, track_size, 67, robot_vel, 45.76, joints_pos, 45.81, 59.11, -47.94, -78.83, 42.11, 56.77, 53.59, tool_torque, 0.07, -0.679, 0.483, tool_momentum, 0.048, -0.662, 0.481, robot_mode, normal, 
30/03/2022 11:57:21:987, robot_pos_w_timestamp, 1648634156489, 598.42, 172.51, 238.47, 2.06, 0.1, 3.1, tool_force, 0.57, 1.47, 5.03, actual_rep, 1, curr_step, 17, track_size, 67, robot_vel, 48.21, joints_pos, 45.53, 58.36, -47.97, -79.54, 42.0, 56.61, 53.32, tool_torque, 0.369, -0.631, 0.531, tool_momentum, 0.369, -0.621, 0.531, robot_mode, normal, 
30/03/2022 11:57:22:284, robot_pos_w_timestamp, 1648634156787, 594.02, 162.23, 249.14, 2.06, 0.09, 3.09, tool_force, 0.67, 1.18, 6.27, actual_rep, 1, curr_step, 19, track_size, 67, robot_vel, 55.71, joints_pos, 45.18, 56.5, -48.04, -81.11, 41.72, 56.62, 52.48, tool_torque, 0.207, -0.649, 0.486, tool_momentum, 0.219, -0.647, 0.484, robot_mode, normal, 
30/03/2022 11:57:22:443, robot_pos_w_timestamp, 1648634156936, 591.72, 159.05, 254.82, 2.05, 0.09, 3.08, tool_force, 1.46, 2.01, 5.81, actual_rep, 1, curr_step, 20, track_size, 67, robot_vel, 46.03, joints_pos, 45.18, 55.52, -48.04, -81.87, 41.38, 56.4, 52.48, tool_torque, 0.423, -0.486, 0.328, tool_momentum, 0.435, -0.5, 0.331, robot_mode, normal, 
30/03/2022 11:57:22:592, robot_pos_w_timestamp, 1648634157086, 588.91, 156.74, 260.75, 2.05, 0.09, 3.08, tool_force, 1.36, 1.42, 5.22, actual_rep, 1, curr_step, 20, track_size, 67, robot_vel, 49.59, joints_pos, 45.21, 54.53, -48.01, -82.53, 41.05, 56.5, 52.36, tool_torque, 0.179, -0.522, 0.367, tool_momentum, 0.169, -0.52, 0.368, robot_mode, normal, 
30/03/2022 11:57:22:746, robot_pos_w_timestamp, 1648634157236, 585.91, 154.61, 266.82, 2.05, 0.08, 3.08, tool_force, 1.14, 1.12, 4.36, actual_rep, 1, curr_step, 21, track_size, 67, robot_vel, 46.37, joints_pos, 45.22, 53.52, -47.97, -83.16, 40.72, 56.77, 52.32, tool_torque, 0.041, -0.519, 0.308, tool_momentum, 0.039, -0.513, 0.308, robot_mode, normal, 
