30/03/2022 16:16:04: File Created!
30/03/2022 16:16:04:569, robot_pos_w_timestamp, 1648649679267, 550.55, 317.38, 236.86, 2.34, 0.03, 3.05, tool_force, 0.04, -0.5, 0.05, actual_rep, 1, curr_step, 1, track_size, 96, robot_vel, 0.0, joints_pos, 62.73, 65.38, -59.53, -77.62, 60.27, 63.9, 42.99, tool_torque, 0.036, -0.417, 0.151, tool_momentum, 0.035, -0.417, 0.151, robot_mode, normal, 
30/03/2022 16:16:06:492, robot_pos_w_timestamp, 1648649681201, 564.69, 252.62, 247.43, 2.28, 0.08, 3.06, tool_force, 0.71, 0.44, 0.64, actual_rep, 1, curr_step, 9, track_size, 96, robot_vel, 38.44, joints_pos, 60.36, 65.08, -63.3, -81.39, 60.45, 63.67, 39.42, tool_torque, 0.177, -0.664, 0.362, tool_momentum, 0.18, -0.676, 0.362, robot_mode, normal, 
30/03/2022 16:16:06:641, robot_pos_w_timestamp, 1648649681349, 565.35, 246.8, 248.41, 2.28, 0.08, 3.06, tool_force, 0.63, 0.37, 0.37, actual_rep, 1, curr_step, 10, track_size, 96, robot_vel, 39.7, joints_pos, 60.12, 65.0, -63.56, -81.74, 60.45, 63.67, 38.84, tool_torque, 0.171, -0.698, 0.34, tool_momentum, 0.174, -0.713, 0.341, robot_mode, normal, 
30/03/2022 16:16:06:796, robot_pos_w_timestamp, 1648649681503, 566.02, 240.9, 249.24, 2.28, 0.08, 3.06, tool_force, 0.44, 0.49, 0.65, actual_rep, 1, curr_step, 10, track_size, 96, robot_vel, 38.15, joints_pos, 59.85, 64.92, -63.79, -82.1, 60.49, 63.69, 38.16, tool_torque, 0.134, -0.635, 0.299, tool_momentum, 0.136, -0.624, 0.299, robot_mode, normal, 
30/03/2022 16:16:06:944, robot_pos_w_timestamp, 1648649681649, 566.73, 235.23, 250.1, 2.28, 0.08, 3.06, tool_force, -0.05, 1.15, 0.85, actual_rep, 1, curr_step, 10, track_size, 96, robot_vel, 37.69, joints_pos, 59.56, 64.82, -63.99, -82.42, 60.5, 63.71, 37.53, tool_torque, 0.145, -0.59, 0.293, tool_momentum, 0.146, -0.593, 0.293, robot_mode, normal, 
30/03/2022 16:16:07:093, robot_pos_w_timestamp, 1648649681800, 568.16, 229.8, 250.04, 2.28, 0.09, 3.06, tool_force, -1.26, 2.86, 1.4, actual_rep, 1, curr_step, 11, track_size, 96, robot_vel, 34.87, joints_pos, 59.21, 64.83, -64.09, -82.61, 60.5, 63.51, 36.98, tool_torque, 0.274, -0.472, 0.156, tool_momentum, 0.263, -0.461, 0.153, robot_mode, impedance, 
30/03/2022 16:16:07:244, robot_pos_w_timestamp, 1648649681948, 571.56, 224.93, 250.52, 2.28, 0.09, 3.06, tool_force, -2.87, 4.12, 1.44, actual_rep, 1, curr_step, 11, track_size, 96, robot_vel, 42.67, joints_pos, 58.63, 64.95, -64.22, -82.37, 60.53, 63.48, 36.44, tool_torque, 0.054, -0.514, -0.078, tool_momentum, 0.05, -0.516, -0.078, robot_mode, impedance, 
30/03/2022 16:16:07:398, robot_pos_w_timestamp, 1648649682100, 575.33, 218.1, 251.34, 2.28, 0.09, 3.06, tool_force, -5.42, 3.64, 2.35, actual_rep, 1, curr_step, 11, track_size, 96, robot_vel, 58.96, joints_pos, 57.87, 65.07, -64.39, -82.11, 60.54, 63.75, 35.83, tool_torque, -0.089, -0.473, -0.102, tool_momentum, -0.07, -0.507, -0.103, robot_mode, impedance, 
30/03/2022 16:16:07:546, robot_pos_w_timestamp, 1648649682250, 579.35, 211.86, 251.78, 2.28, 0.09, 3.06, tool_force, -7.59, 4.38, 2.99, actual_rep, 1, curr_step, 11, track_size, 96, robot_vel, 43.21, joints_pos, 57.03, 65.16, -64.38, -81.74, 60.6, 63.97, 35.18, tool_torque, -0.105, -0.455, -0.218, tool_momentum, -0.104, -0.458, -0.218, robot_mode, impedance, 
30/03/2022 16:16:07:701, robot_pos_w_timestamp, 1648649682400, 583.44, 210.16, 251.99, 2.28, 0.09, 3.06, tool_force, -9.57, 4.83, 3.2, actual_rep, 1, curr_step, 11, track_size, 96, robot_vel, 25.99, joints_pos, 56.36, 65.3, -64.23, -81.04, 60.62, 64.2, 35.06, tool_torque, -0.17, -0.424, -0.344, tool_momentum, -0.162, -0.43, -0.344, robot_mode, impedance, 
30/03/2022 16:16:07:850, robot_pos_w_timestamp, 1648649682548, 586.35, 207.32, 251.41, 2.28, 0.09, 3.07, tool_force, -11.06, 3.29, 4.59, actual_rep, 1, curr_step, 11, track_size, 96, robot_vel, 30.64, joints_pos, 55.82, 65.53, -64.22, -80.58, 60.59, 64.49, 35.01, tool_torque, -0.13, -0.393, -0.205, tool_momentum, -0.13, -0.383, -0.205, robot_mode, impedance, 
30/03/2022 16:16:08:008, robot_pos_w_timestamp, 1648649682697, 588.31, 204.68, 250.58, 2.28, 0.09, 3.07, tool_force, -12.39, 3.12, 6.02, actual_rep, 1, curr_step, 11, track_size, 96, robot_vel, 22.46, joints_pos, 55.39, 65.66, -64.13, -80.35, 60.63, 64.56, 34.79, tool_torque, -0.158, -0.242, -0.202, tool_momentum, -0.161, -0.233, -0.202, robot_mode, impedance, 
30/03/2022 16:16:08:155, robot_pos_w_timestamp, 1648649682845, 590.01, 202.52, 249.99, 2.28, 0.09, 3.07, tool_force, -13.78, 3.82, 7.12, actual_rep, 1, curr_step, 11, track_size, 96, robot_vel, 19.93, joints_pos, 55.01, 65.72, -64.03, -80.19, 60.78, 64.57, 34.47, tool_torque, -0.123, -0.122, -0.269, tool_momentum, -0.117, -0.136, -0.27, robot_mode, impedance, 
30/03/2022 16:16:08:302, robot_pos_w_timestamp, 1648649682994, 592.11, 201.96, 249.71, 2.28, 0.09, 3.06, tool_force, -14.3, 5.42, 7.89, actual_rep, 1, curr_step, 11, track_size, 96, robot_vel, 14.39, joints_pos, 54.68, 65.81, -63.9, -79.82, 60.84, 64.6, 34.37, tool_torque, -0.155, -0.131, -0.433, tool_momentum, -0.16, -0.126, -0.435, robot_mode, impedance, 
30/03/2022 16:16:08:452, robot_pos_w_timestamp, 1648649683142, 594.18, 202.67, 249.71, 2.28, 0.09, 3.06, tool_force, -13.67, 5.63, 7.77, actual_rep, 1, curr_step, 11, track_size, 96, robot_vel, 16.47, joints_pos, 54.43, 65.94, -63.82, -79.34, 60.84, 64.77, 34.41, tool_torque, -0.256, -0.198, -0.586, tool_momentum, -0.256, -0.205, -0.587, robot_mode, impedance, 
30/03/2022 16:16:08:605, robot_pos_w_timestamp, 1648649683294, 595.41, 203.01, 249.54, 2.28, 0.08, 3.07, tool_force, -13.26, 5.06, 7.69, actual_rep, 1, curr_step, 11, track_size, 96, robot_vel, 5.99, joints_pos, 54.27, 66.07, -63.8, -79.02, 60.84, 64.97, 34.52, tool_torque, -0.32, -0.143, -0.662, tool_momentum, -0.317, -0.145, -0.661, robot_mode, impedance, 
30/03/2022 16:16:08:757, robot_pos_w_timestamp, 1648649683440, 595.58, 203.42, 249.43, 2.28, 0.08, 3.07, tool_force, -12.54, 4.56, 7.42, actual_rep, 1, curr_step, 11, track_size, 96, robot_vel, 2.76, joints_pos, 54.26, 66.11, -63.8, -78.93, 60.84, 65.05, 34.58, tool_torque, -0.343, -0.076, -0.658, tool_momentum, -0.343, -0.075, -0.658, robot_mode, impedance, 
30/03/2022 16:16:08:906, robot_pos_w_timestamp, 1648649683590, 595.44, 203.79, 249.43, 2.28, 0.08, 3.07, tool_force, -13.33, 5.35, 7.79, actual_rep, 1, curr_step, 11, track_size, 96, robot_vel, 2.64, joints_pos, 54.3, 66.11, -63.8, -78.93, 60.84, 65.05, 34.61, tool_torque, -0.262, 0.058, -0.676, tool_momentum, -0.261, 0.059, -0.677, robot_mode, impedance, 
30/03/2022 16:16:09:058, robot_pos_w_timestamp, 1648649683737, 595.46, 203.84, 249.45, 2.28, 0.08, 3.07, tool_force, -13.63, 5.74, 7.88, actual_rep, 1, curr_step, 11, track_size, 96, robot_vel, 0.21, joints_pos, 54.3, 66.11, -63.8, -78.93, 60.84, 65.05, 34.62, tool_torque, -0.259, 0.077, -0.678, tool_momentum, -0.26, 0.076, -0.678, robot_mode, impedance, 
30/03/2022 16:16:09:206, robot_pos_w_timestamp, 1648649683887, 595.67, 204.03, 249.56, 2.29, 0.08, 3.07, tool_force, -13.55, 5.9, 7.83, actual_rep, 1, curr_step, 11, track_size, 96, robot_vel, 2.25, joints_pos, 54.29, 66.11, -63.8, -78.88, 60.84, 65.04, 34.62, tool_torque, -0.274, 0.027, -0.719, tool_momentum, -0.273, 0.024, -0.719, robot_mode, impedance, 
30/03/2022 16:16:09:359, robot_pos_w_timestamp, 1648649684034, 596.01, 204.17, 249.57, 2.29, 0.08, 3.07, tool_force, -13.19, 5.85, 7.77, actual_rep, 1, curr_step, 11, track_size, 96, robot_vel, 2.49, joints_pos, 54.26, 66.14, -63.8, -78.81, 60.84, 65.04, 34.63, tool_torque, -0.322, -0.052, -0.757, tool_momentum, -0.321, -0.051, -0.758, robot_mode, impedance, 
30/03/2022 16:16:09:509, robot_pos_w_timestamp, 1648649684185, 596.13, 204.39, 249.54, 2.29, 0.08, 3.06, tool_force, -13.19, 5.83, 7.69, actual_rep, 1, curr_step, 11, track_size, 96, robot_vel, 1.6, joints_pos, 54.26, 66.16, -63.8, -78.77, 60.84, 65.04, 34.66, tool_torque, -0.319, -0.036, -0.76, tool_momentum, -0.319, -0.036, -0.76, robot_mode, impedance, 
30/03/2022 16:16:09:659, robot_pos_w_timestamp, 1648649684335, 596.25, 204.6, 249.6, 2.29, 0.08, 3.06, tool_force, -13.35, 6.19, 7.72, actual_rep, 1, curr_step, 11, track_size, 96, robot_vel, 2.22, joints_pos, 54.26, 66.17, -63.8, -78.73, 60.85, 65.05, 34.67, tool_torque, -0.336, -0.058, -0.796, tool_momentum, -0.336, -0.058, -0.796, robot_mode, impedance, 
30/03/2022 16:16:09:813, robot_pos_w_timestamp, 1648649684484, 596.46, 204.85, 249.64, 2.29, 0.08, 3.06, tool_force, -13.35, 6.32, 7.71, actual_rep, 1, curr_step, 11, track_size, 96, robot_vel, 2.1, joints_pos, 54.26, 66.18, -63.8, -78.68, 60.85, 65.05, 34.69, tool_torque, -0.366, -0.074, -0.824, tool_momentum, -0.365, -0.074, -0.824, robot_mode, impedance, 
30/03/2022 16:16:09:958, robot_pos_w_timestamp, 1648649684632, 596.64, 204.93, 249.58, 2.29, 0.08, 3.06, tool_force, -13.23, 6.14, 7.78, actual_rep, 1, curr_step, 11, track_size, 96, robot_vel, 1.47, joints_pos, 54.24, 66.21, -63.81, -78.64, 60.85, 65.06, 34.72, tool_torque, -0.39, -0.097, -0.82, tool_momentum, -0.391, -0.096, -0.82, robot_mode, impedance, 
30/03/2022 16:16:10:113, robot_pos_w_timestamp, 1648649684781, 596.6, 204.97, 249.56, 2.29, 0.08, 3.07, tool_force, -13.24, 6.14, 7.83, actual_rep, 1, curr_step, 11, track_size, 96, robot_vel, 0.51, joints_pos, 54.24, 66.22, -63.81, -78.63, 60.85, 65.1, 34.74, tool_torque, -0.374, -0.079, -0.803, tool_momentum, -0.375, -0.078, -0.803, robot_mode, impedance, 
30/03/2022 16:16:10:263, robot_pos_w_timestamp, 1648649684928, 596.6, 205.04, 249.59, 2.29, 0.08, 3.07, tool_force, -13.26, 6.22, 7.85, actual_rep, 1, curr_step, 11, track_size, 96, robot_vel, 0.26, joints_pos, 54.24, 66.22, -63.81, -78.62, 60.85, 65.11, 34.75, tool_torque, -0.35, -0.069, -0.8, tool_momentum, -0.351, -0.068, -0.8, robot_mode, impedance, 
30/03/2022 16:16:10:414, robot_pos_w_timestamp, 1648649685078, 596.48, 205.17, 249.61, 2.29, 0.08, 3.07, tool_force, -13.32, 6.14, 7.84, actual_rep, 1, curr_step, 11, track_size, 96, robot_vel, 1.35, joints_pos, 54.26, 66.21, -63.81, -78.62, 60.84, 65.15, 34.76, tool_torque, -0.334, -0.0020, -0.778, tool_momentum, -0.333, -0.0010, -0.778, robot_mode, impedance, 
30/03/2022 16:16:10:564, robot_pos_w_timestamp, 1648649685226, 596.31, 205.36, 249.66, 2.29, 0.08, 3.07, tool_force, -13.58, 6.45, 8.15, actual_rep, 1, curr_step, 11, track_size, 96, robot_vel, 2.07, joints_pos, 54.28, 66.2, -63.81, -78.63, 60.84, 65.19, 34.79, tool_torque, -0.286, 0.058, -0.765, tool_momentum, -0.286, 0.058, -0.765, robot_mode, impedance, 
30/03/2022 16:16:10:721, robot_pos_w_timestamp, 1648649685377, 596.11, 205.49, 249.73, 2.29, 0.08, 3.07, tool_force, -13.63, 6.55, 8.14, actual_rep, 1, curr_step, 11, track_size, 96, robot_vel, 1.71, joints_pos, 54.3, 66.19, -63.81, -78.65, 60.84, 65.21, 34.81, tool_torque, -0.273, 0.109, -0.757, tool_momentum, -0.27, 0.108, -0.756, robot_mode, impedance, 
30/03/2022 16:16:10:865, robot_pos_w_timestamp, 1648649685523, 595.85, 205.81, 249.91, 2.29, 0.08, 3.07, tool_force, -13.9, 7.0, 7.98, actual_rep, 1, curr_step, 11, track_size, 96, robot_vel, 3.35, joints_pos, 54.34, 66.16, -63.81, -78.67, 60.81, 65.23, 34.83, tool_torque, -0.216, 0.133, -0.77, tool_momentum, -0.217, 0.132, -0.77, robot_mode, impedance, 
30/03/2022 16:16:11:027, robot_pos_w_timestamp, 1648649685680, 596.12, 205.83, 250.17, 2.29, 0.08, 3.07, tool_force, -14.59, 7.76, 7.88, actual_rep, 1, curr_step, 11, track_size, 96, robot_vel, 3.49, joints_pos, 54.33, 66.15, -63.83, -78.63, 60.78, 65.19, 34.83, tool_torque, -0.169, 0.081, -0.807, tool_momentum, -0.169, 0.079, -0.807, robot_mode, impedance, 
30/03/2022 16:16:11:180, robot_pos_w_timestamp, 1648649685835, 596.44, 206.09, 250.8, 2.29, 0.08, 3.07, tool_force, -13.81, 6.79, 6.92, actual_rep, 1, curr_step, 11, track_size, 96, robot_vel, 3.39, joints_pos, 54.33, 66.15, -63.88, -78.53, 60.74, 65.28, 34.89, tool_torque, -0.34, -0.048, -0.832, tool_momentum, -0.339, -0.047, -0.832, robot_mode, impedance, 
30/03/2022 16:16:11:471, robot_pos_w_timestamp, 1648649685982, 596.13, 206.25, 250.63, 2.29, 0.08, 3.07, tool_force, -13.86, 7.72, 7.11, actual_rep, 1, curr_step, 11, track_size, 96, robot_vel, 3.2, joints_pos, 54.36, 66.15, -63.86, -78.56, 60.71, 65.31, 34.94, tool_torque, -0.232, 0.022, -0.801, tool_momentum, -0.231, 0.022, -0.801, robot_mode, impedance, 
30/03/2022 16:16:11:559, robot_pos_w_timestamp, 1648649686133, 596.35, 207.0, 250.92, 2.29, 0.08, 3.07, tool_force, -14.07, 7.25, 8.03, actual_rep, 1, curr_step, 11, track_size, 96, robot_vel, 6.6, joints_pos, 54.36, 66.14, -63.84, -78.47, 60.71, 65.38, 35.03, tool_torque, -0.247, 0.092, -0.774, tool_momentum, -0.284, 0.091, -0.774, robot_mode, impedance, 
30/03/2022 16:16:11:779, robot_pos_w_timestamp, 1648649686284, 596.6, 207.21, 251.23, 2.29, 0.08, 3.07, tool_force, -15.1, 9.16, 6.91, actual_rep, 1, curr_step, 11, track_size, 96, robot_vel, 16.03, joints_pos, 54.38, 66.14, -63.87, -78.43, 60.67, 65.26, 35.03, tool_torque, -0.136, 0.096, -0.845, tool_momentum, -0.137, 0.088, -0.844, robot_mode, impedance, 
30/03/2022 16:16:11:828, robot_pos_w_timestamp, 1648649686434, 595.23, 206.63, 250.49, 2.28, 0.08, 3.07, tool_force, -12.98, 7.06, 6.53, actual_rep, 1, curr_step, 11, track_size, 96, robot_vel, 5.72, joints_pos, 54.43, 66.13, -63.85, -78.62, 60.63, 65.45, 35.13, tool_torque, -0.134, 0.11, -0.702, tool_momentum, -0.119, 0.127, -0.702, robot_mode, impedance, 
30/03/2022 16:16:12:080, robot_pos_w_timestamp, 1648649686585, 595.04, 207.29, 250.84, 2.28, 0.08, 3.07, tool_force, -13.86, 5.44, 8.62, actual_rep, 1, curr_step, 11, track_size, 96, robot_vel, 13.51, joints_pos, 54.48, 66.09, -63.85, -78.63, 60.63, 65.51, 35.24, tool_torque, -0.175, 0.197, -0.583, tool_momentum, -0.176, 0.201, -0.581, robot_mode, impedance, 
30/03/2022 16:16:12:098, robot_pos_w_timestamp, 1648649686735, 595.29, 207.12, 250.96, 2.29, 0.08, 3.07, tool_force, -15.14, 9.79, 8.32, actual_rep, 1, curr_step, 11, track_size, 96, robot_vel, 15.12, joints_pos, 54.53, 66.06, -63.86, -78.7, 60.64, 65.18, 34.96, tool_torque, -0.019, 0.229, -0.736, tool_momentum, -0.029, 0.227, -0.736, robot_mode, impedance, 
30/03/2022 16:16:12:369, robot_pos_w_timestamp, 1648649686883, 594.63, 206.93, 250.15, 2.28, 0.08, 3.07, tool_force, -14.72, 7.84, 9.33, actual_rep, 1, curr_step, 11, track_size, 96, robot_vel, 7.54, joints_pos, 54.52, 66.08, -63.79, -78.78, 60.65, 65.27, 35.04, tool_torque, -0.056, 0.217, -0.66, tool_momentum, -0.05, 0.218, -0.658, robot_mode, impedance, 
30/03/2022 16:16:12:505, robot_pos_w_timestamp, 1648649687033, 594.82, 207.11, 250.16, 2.28, 0.08, 3.07, tool_force, -14.34, 7.97, 8.89, actual_rep, 1, curr_step, 11, track_size, 96, robot_vel, 1.38, joints_pos, 54.51, 66.09, -63.8, -78.75, 60.72, 65.27, 35.01, tool_torque, -0.047, 0.156, -0.649, tool_momentum, -0.047, 0.155, -0.649, robot_mode, impedance, 
30/03/2022 16:16:12:642, robot_pos_w_timestamp, 1648649687182, 594.69, 207.18, 250.23, 2.28, 0.08, 3.07, tool_force, -14.5, 7.65, 9.04, actual_rep, 1, curr_step, 11, track_size, 96, robot_vel, 1.52, joints_pos, 54.54, 66.09, -63.82, -78.76, 60.72, 65.3, 35.03, tool_torque, -0.13, 0.24, -0.677, tool_momentum, -0.131, 0.239, -0.677, robot_mode, impedance, 
30/03/2022 16:16:12:806, robot_pos_w_timestamp, 1648649687333, 594.56, 207.3, 250.34, 2.28, 0.08, 3.07, tool_force, -14.79, 7.95, 8.71, actual_rep, 1, curr_step, 11, track_size, 96, robot_vel, 1.14, joints_pos, 54.57, 66.09, -63.84, -78.78, 60.72, 65.3, 35.03, tool_torque, -0.13, 0.271, -0.711, tool_momentum, -0.129, 0.271, -0.711, robot_mode, impedance, 
30/03/2022 16:16:12:912, robot_pos_w_timestamp, 1648649687479, 594.52, 207.29, 250.48, 2.28, 0.08, 3.07, tool_force, -15.0, 8.09, 8.95, actual_rep, 1, curr_step, 11, track_size, 96, robot_vel, 1.17, joints_pos, 54.57, 66.07, -63.85, -78.79, 60.7, 65.32, 35.03, tool_torque, -0.114, 0.242, -0.704, tool_momentum, -0.114, 0.241, -0.704, robot_mode, impedance, 
30/03/2022 16:16:13:108, robot_pos_w_timestamp, 1648649687630, 594.4, 207.19, 250.61, 2.28, 0.08, 3.07, tool_force, -14.92, 7.98, 8.82, actual_rep, 1, curr_step, 11, track_size, 96, robot_vel, 0.86, joints_pos, 54.58, 66.04, -63.84, -78.81, 60.67, 65.32, 35.04, tool_torque, -0.104, 0.224, -0.691, tool_momentum, -0.104, 0.223, -0.691, robot_mode, impedance, 
30/03/2022 16:16:13:211, robot_pos_w_timestamp, 1648649687778, 594.23, 207.29, 250.71, 2.28, 0.08, 3.07, tool_force, -14.97, 8.05, 8.74, actual_rep, 1, curr_step, 11, track_size, 96, robot_vel, 1.46, joints_pos, 54.6, 66.02, -63.83, -78.83, 60.65, 65.32, 35.04, tool_torque, -0.087, 0.227, -0.69, tool_momentum, -0.087, 0.226, -0.69, robot_mode, impedance, 
30/03/2022 16:16:13:426, robot_pos_w_timestamp, 1648649687931, 594.04, 207.35, 250.71, 2.28, 0.08, 3.07, tool_force, -15.13, 8.18, 8.83, actual_rep, 1, curr_step, 11, track_size, 96, robot_vel, 1.28, joints_pos, 54.62, 66.0, -63.83, -78.86, 60.64, 65.32, 35.04, tool_torque, -0.066, 0.242, -0.69, tool_momentum, -0.067, 0.241, -0.69, robot_mode, impedance, 
30/03/2022 16:16:13:514, robot_pos_w_timestamp, 1648649688081, 593.68, 207.66, 250.83, 2.28, 0.08, 3.07, tool_force, -14.43, 7.86, 8.4, actual_rep, 1, curr_step, 11, track_size, 96, robot_vel, 4.13, joints_pos, 54.68, 65.97, -63.83, -78.91, 60.64, 65.32, 35.06, tool_torque, -0.093, 0.195, -0.691, tool_momentum, -0.094, 0.196, -0.692, robot_mode, impedance, 
30/03/2022 16:16:13:712, robot_pos_w_timestamp, 1648649688230, 593.04, 208.01, 251.01, 2.29, 0.08, 3.07, tool_force, -14.63, 8.03, 8.22, actual_rep, 1, curr_step, 11, track_size, 96, robot_vel, 3.79, joints_pos, 54.78, 65.92, -63.85, -79.01, 60.61, 65.32, 35.07, tool_torque, -0.077, 0.253, -0.716, tool_momentum, -0.077, 0.252, -0.716, robot_mode, impedance, 
30/03/2022 16:16:13:890, robot_pos_w_timestamp, 1648649688377, 592.65, 208.13, 251.05, 2.29, 0.08, 3.07, tool_force, -14.29, 7.95, 8.15, actual_rep, 1, curr_step, 11, track_size, 96, robot_vel, 3.03, joints_pos, 54.84, 65.91, -63.87, -79.08, 60.61, 65.3, 35.07, tool_torque, -0.052, 0.28, -0.701, tool_momentum, -0.053, 0.282, -0.701, robot_mode, impedance, 
30/03/2022 16:16:13:996, robot_pos_w_timestamp, 1648649688527, 592.12, 208.44, 251.11, 2.28, 0.08, 3.07, tool_force, -13.83, 7.56, 7.95, actual_rep, 1, curr_step, 11, track_size, 96, robot_vel, 5.11, joints_pos, 54.92, 65.87, -63.87, -79.17, 60.6, 65.3, 35.09, tool_torque, -0.06, 0.268, -0.688, tool_momentum, -0.059, 0.266, -0.688, robot_mode, impedance, 
