22/03/2022 15:02:50: File Created!
22/03/2022 15:02:50:640, robot_pos_w_timestamp, 1647957689193, 536.69, 303.06, 194.88, 2.29, 0.04, 3.08, tool_force, 0.15, 1.07, 5.93, actual_rep, 1, curr_step, 1, track_size, 95, robot_vel, 0.0, joints_pos, 43.55, 53.38, -21.48, -81.07, 21.91, 45.64, 64.49, tool_torque, 0.125, -0.084, 0.133, tool_momentum, 0.125, -0.082, 0.132, robot_mode, normal, 
22/03/2022 15:02:52:281, robot_pos_w_timestamp, 1647957690839, 564.71, 250.16, 194.17, 2.28, 0.08, 3.08, tool_force, 1.42, 1.98, 6.03, actual_rep, 1, curr_step, 11, track_size, 95, robot_vel, 40.57, joints_pos, 38.66, 53.52, -21.93, -81.16, 20.06, 44.37, 60.95, tool_torque, 0.348, -0.595, 0.522, tool_momentum, 0.35, -0.589, 0.522, robot_mode, normal, 
22/03/2022 15:02:52:438, robot_pos_w_timestamp, 1647957690990, 566.67, 244.41, 193.95, 2.28, 0.08, 3.08, tool_force, 1.28, 2.1, 5.63, actual_rep, 1, curr_step, 12, track_size, 95, robot_vel, 38.64, joints_pos, 38.09, 53.49, -21.91, -81.26, 20.05, 44.33, 60.49, tool_torque, 0.474, -0.563, 0.528, tool_momentum, 0.49, -0.597, 0.528, robot_mode, normal, 
22/03/2022 15:02:52:621, robot_pos_w_timestamp, 1647957691140, 568.62, 238.61, 193.73, 2.28, 0.08, 3.08, tool_force, 1.24, 2.21, 5.7, actual_rep, 1, curr_step, 13, track_size, 95, robot_vel, 37.62, joints_pos, 37.53, 53.47, -21.89, -81.35, 20.06, 44.3, 59.97, tool_torque, 0.535, -0.623, 0.545, tool_momentum, 0.53, -0.619, 0.544, robot_mode, normal, 
22/03/2022 15:02:52:731, robot_pos_w_timestamp, 1647957691292, 570.41, 232.74, 193.43, 2.28, 0.08, 3.09, tool_force, 1.36, 1.64, 5.92, actual_rep, 1, curr_step, 13, track_size, 95, robot_vel, 39.04, joints_pos, 36.98, 53.47, -21.9, -81.4, 20.03, 44.41, 59.45, tool_torque, 0.248, -0.615, 0.503, tool_momentum, 0.251, -0.626, 0.503, robot_mode, normal, 
22/03/2022 15:02:52:884, robot_pos_w_timestamp, 1647957691443, 572.24, 227.16, 193.13, 2.28, 0.08, 3.09, tool_force, 2.35, 1.66, 6.02, actual_rep, 1, curr_step, 14, track_size, 95, robot_vel, 38.59, joints_pos, 36.45, 53.51, -21.9, -81.38, 19.91, 44.57, 59.04, tool_torque, 0.201, -0.748, 0.504, tool_momentum, 0.196, -0.742, 0.504, robot_mode, rotation_overlay, 
22/03/2022 15:02:53:034, robot_pos_w_timestamp, 1647957691579, 572.6, 226.78, 192.43, 2.28, 0.08, 3.09, tool_force, 2.02, 0.62, 5.16, actual_rep, 1, curr_step, 14, track_size, 95, robot_vel, 7.38, joints_pos, 36.26, 53.58, -21.7, -81.29, 19.77, 44.61, 59.02, tool_torque, 0.135, -0.711, 0.4, tool_momentum, 0.142, -0.707, 0.4, robot_mode, rotation_overlay, 
22/03/2022 15:02:53:183, robot_pos_w_timestamp, 1647957691728, 573.4, 225.33, 191.56, 2.31, 0.09, 3.1, tool_force, 1.3, 1.24, 5.98, actual_rep, 1, curr_step, 14, track_size, 95, robot_vel, 9.08, joints_pos, 36.24, 53.73, -21.83, -81.21, 19.52, 44.6, 57.55, tool_torque, 0.246, -0.54, 0.498, tool_momentum, 0.251, -0.551, 0.498, robot_mode, rotation_overlay, 
22/03/2022 15:02:53:335, robot_pos_w_timestamp, 1647957691881, 574.23, 223.51, 191.86, 2.37, 0.09, 3.1, tool_force, 1.09, 1.6, 5.77, actual_rep, 1, curr_step, 14, track_size, 95, robot_vel, 16.62, joints_pos, 36.05, 53.69, -21.8, -81.21, 19.36, 44.54, 54.02, tool_torque, 0.376, -0.509, 0.513, tool_momentum, 0.382, -0.513, 0.514, robot_mode, rotation_overlay, 
22/03/2022 15:02:53:485, robot_pos_w_timestamp, 1647957692027, 574.84, 221.35, 192.34, 2.44, 0.09, 3.11, tool_force, 1.33, 2.38, 5.43, actual_rep, 1, curr_step, 15, track_size, 95, robot_vel, 16.83, joints_pos, 35.78, 53.56, -21.69, -81.35, 19.36, 44.35, 49.74, tool_torque, 0.721, -0.584, 0.541, tool_momentum, 0.723, -0.576, 0.542, robot_mode, rotation_overlay, 
22/03/2022 15:02:53:635, robot_pos_w_timestamp, 1647957692179, 575.38, 219.3, 192.66, 2.48, 0.1, 3.11, tool_force, 0.79, 2.61, 5.74, actual_rep, 1, curr_step, 15, track_size, 95, robot_vel, 12.39, joints_pos, 35.64, 53.51, -21.74, -81.42, 19.29, 44.29, 47.3, tool_torque, 0.678, -0.399, 0.479, tool_momentum, 0.673, -0.396, 0.479, robot_mode, rotation_overlay, 
22/03/2022 15:02:53:820, robot_pos_w_timestamp, 1647957692324, 575.84, 217.87, 192.92, 2.49, 0.1, 3.11, tool_force, 0.55, 2.15, 6.41, actual_rep, 1, curr_step, 15, track_size, 95, robot_vel, 10.94, joints_pos, 35.63, 53.51, -21.87, -81.44, 19.21, 44.29, 46.77, tool_torque, 0.474, -0.286, 0.376, tool_momentum, 0.463, -0.285, 0.375, robot_mode, rotation_overlay, 
22/03/2022 15:02:53:937, robot_pos_w_timestamp, 1647957692456, 575.95, 217.62, 191.92, 2.48, 0.1, 3.11, tool_force, 0.59, 1.88, 5.35, actual_rep, 1, curr_step, 15, track_size, 95, robot_vel, 11.16, joints_pos, 35.59, 53.6, -21.88, -81.45, 19.44, 44.15, 47.13, tool_torque, 0.404, -0.12, 0.092, tool_momentum, 0.383, -0.083, 0.089, robot_mode, rotation_overlay, 
22/03/2022 15:02:54:087, robot_pos_w_timestamp, 1647957692605, 576.79, 216.04, 191.44, 2.44, 0.09, 3.1, tool_force, 0.3, 1.39, 5.9, actual_rep, 1, curr_step, 15, track_size, 95, robot_vel, 13.29, joints_pos, 35.52, 53.7, -22.12, -81.44, 20.09, 44.13, 48.9, tool_torque, 0.224, -0.142, -0.022, tool_momentum, 0.233, -0.169, -0.02, robot_mode, rotation_overlay, 
22/03/2022 15:02:54:239, robot_pos_w_timestamp, 1647957692756, 577.12, 214.73, 191.49, 2.36, 0.09, 3.1, tool_force, 0.24, 0.84, 6.12, actual_rep, 1, curr_step, 15, track_size, 95, robot_vel, 9.46, joints_pos, 35.58, 53.75, -22.41, -81.45, 20.39, 44.24, 52.93, tool_torque, -0.104, -0.031, -0.09, tool_momentum, -0.099, -0.036, -0.09, robot_mode, rotation_overlay, 
22/03/2022 15:02:54:389, robot_pos_w_timestamp, 1647957692905, 577.31, 213.34, 191.64, 2.26, 0.09, 3.09, tool_force, -0.4, 0.72, 6.51, actual_rep, 1, curr_step, 15, track_size, 95, robot_vel, 9.32, joints_pos, 35.68, 53.8, -22.72, -81.44, 20.48, 44.45, 58.92, tool_torque, -0.228, 0.127, -0.117, tool_momentum, -0.224, 0.118, -0.117, robot_mode, rotation_overlay, 
22/03/2022 15:02:54:540, robot_pos_w_timestamp, 1647957693054, 577.7, 212.18, 191.87, 2.15, 0.09, 3.09, tool_force, 0.16, 0.36, 6.24, actual_rep, 1, curr_step, 16, track_size, 95, robot_vel, 8.88, joints_pos, 35.74, 53.85, -22.96, -81.39, 20.41, 44.62, 64.77, tool_torque, -0.275, 0.091, -0.101, tool_momentum, -0.277, 0.093, -0.1, robot_mode, rotation_overlay, 
22/03/2022 15:02:54:688, robot_pos_w_timestamp, 1647957693203, 578.05, 211.08, 192.07, 2.08, 0.08, 3.08, tool_force, 0.76, 0.81, 6.54, actual_rep, 1, curr_step, 16, track_size, 95, robot_vel, 8.05, joints_pos, 35.66, 53.84, -22.97, -81.39, 20.31, 44.64, 68.62, tool_torque, -0.113, -0.144, -0.025, tool_momentum, -0.117, -0.14, -0.025, robot_mode, rotation_overlay, 
22/03/2022 15:02:54:842, robot_pos_w_timestamp, 1647957693353, 578.49, 209.85, 192.45, 2.05, 0.08, 3.08, tool_force, 1.15, 1.25, 5.98, actual_rep, 1, curr_step, 16, track_size, 95, robot_vel, 9.04, joints_pos, 35.47, 53.75, -22.87, -81.45, 20.29, 44.51, 70.51, tool_torque, 0.185, -0.404, 0.074, tool_momentum, 0.181, -0.398, 0.073, robot_mode, rotation_overlay, 
22/03/2022 15:02:55:040, robot_pos_w_timestamp, 1647957693489, 578.65, 208.97, 192.75, 2.04, 0.08, 3.07, tool_force, 1.15, 1.86, 6.25, actual_rep, 1, curr_step, 16, track_size, 95, robot_vel, 8.09, joints_pos, 35.25, 53.63, -22.65, -81.55, 20.26, 44.36, 70.69, tool_torque, 0.308, -0.459, 0.174, tool_momentum, 0.305, -0.437, 0.168, robot_mode, rotation_overlay, 
22/03/2022 15:02:55:142, robot_pos_w_timestamp, 1647957693633, 578.28, 208.36, 192.26, 2.05, 0.08, 3.07, tool_force, 1.94, 1.5, 5.36, actual_rep, 1, curr_step, 16, track_size, 95, robot_vel, 8.86, joints_pos, 35.21, 53.63, -22.61, -81.63, 20.06, 44.33, 70.18, tool_torque, 0.355, -0.733, 0.468, tool_momentum, 0.349, -0.729, 0.468, robot_mode, rotation_overlay, 
22/03/2022 15:02:55:292, robot_pos_w_timestamp, 1647957693782, 578.51, 207.37, 192.02, 2.1, 0.08, 3.08, tool_force, 2.27, 1.16, 5.41, actual_rep, 1, curr_step, 16, track_size, 95, robot_vel, 9.91, joints_pos, 35.09, 53.66, -22.58, -81.6, 19.98, 44.39, 67.58, tool_torque, 0.253, -0.925, 0.547, tool_momentum, 0.252, -0.904, 0.547, robot_mode, rotation_overlay, 
22/03/2022 15:02:55:443, robot_pos_w_timestamp, 1647957693931, 579.4, 206.52, 191.51, 2.17, 0.09, 3.09, tool_force, 2.23, 1.38, 6.03, actual_rep, 1, curr_step, 16, track_size, 95, robot_vel, 6.91, joints_pos, 34.85, 53.74, -22.43, -81.46, 20.01, 44.45, 62.84, tool_torque, 0.263, -0.929, 0.564, tool_momentum, 0.259, -0.918, 0.564, robot_mode, rotation_overlay, 
22/03/2022 15:02:55:595, robot_pos_w_timestamp, 1647957694080, 580.04, 205.36, 191.68, 2.28, 0.09, 3.09, tool_force, 1.57, 1.69, 5.56, actual_rep, 1, curr_step, 16, track_size, 95, robot_vel, 9.16, joints_pos, 34.53, 53.67, -22.2, -81.47, 20.22, 44.38, 56.2, tool_torque, 0.554, -0.819, 0.568, tool_momentum, 0.559, -0.827, 0.57, robot_mode, rotation_overlay, 
22/03/2022 15:02:55:744, robot_pos_w_timestamp, 1647957694233, 580.41, 203.87, 191.99, 2.38, 0.09, 3.1, tool_force, 0.9, 2.38, 5.57, actual_rep, 1, curr_step, 17, track_size, 95, robot_vel, 9.27, joints_pos, 34.24, 53.57, -22.06, -81.56, 20.5, 44.31, 50.31, tool_torque, 0.739, -0.593, 0.522, tool_momentum, 0.735, -0.589, 0.522, robot_mode, rotation_overlay, 
22/03/2022 15:02:55:895, robot_pos_w_timestamp, 1647957694378, 580.72, 202.63, 192.12, 2.44, 0.09, 3.1, tool_force, 0.95, 2.23, 5.75, actual_rep, 1, curr_step, 17, track_size, 95, robot_vel, 10.06, joints_pos, 34.16, 53.55, -22.13, -81.59, 20.69, 44.32, 46.46, tool_torque, 0.575, -0.473, 0.444, tool_momentum, 0.573, -0.472, 0.444, robot_mode, rotation_overlay, 
22/03/2022 15:02:56:058, robot_pos_w_timestamp, 1647957694530, 580.91, 201.32, 192.29, 2.47, 0.09, 3.11, tool_force, 0.54, 1.85, 6.18, actual_rep, 1, curr_step, 17, track_size, 95, robot_vel, 9.2, joints_pos, 34.17, 53.56, -22.33, -81.62, 20.78, 44.43, 44.62, tool_torque, 0.26, -0.358, 0.35, tool_momentum, 0.247, -0.359, 0.349, robot_mode, rotation_overlay, 
22/03/2022 15:02:56:222, robot_pos_w_timestamp, 1647957694682, 580.96, 200.87, 192.1, 2.48, 0.09, 3.11, tool_force, 0.42, 1.49, 5.73, actual_rep, 1, curr_step, 17, track_size, 95, robot_vel, 0.47, joints_pos, 34.22, 53.62, -22.45, -81.6, 20.82, 44.47, 44.48, tool_torque, 0.036, -0.225, 0.217, tool_momentum, 0.025, -0.223, 0.217, robot_mode, rotation_overlay, 
22/03/2022 15:02:56:346, robot_pos_w_timestamp, 1647957694809, 581.35, 200.25, 190.73, 2.46, 0.09, 3.11, tool_force, 0.58, 1.15, 5.83, actual_rep, 1, curr_step, 17, track_size, 95, robot_vel, 14.17, joints_pos, 34.17, 53.77, -22.52, -81.59, 21.24, 44.35, 45.03, tool_torque, 0.2, -0.184, 0.02, tool_momentum, 0.195, -0.188, 0.02, robot_mode, rotation_overlay, 
22/03/2022 15:02:56:498, robot_pos_w_timestamp, 1647957694959, 581.78, 198.97, 190.81, 2.41, 0.09, 3.1, tool_force, 0.41, 0.92, 6.43, actual_rep, 1, curr_step, 17, track_size, 95, robot_vel, 7.26, joints_pos, 34.18, 53.82, -22.76, -81.58, 21.57, 44.46, 47.55, tool_torque, -0.049, -0.188, -0.071, tool_momentum, -0.055, -0.18, -0.071, robot_mode, rotation_overlay, 
22/03/2022 15:02:56:651, robot_pos_w_timestamp, 1647957695110, 581.93, 197.62, 190.93, 2.33, 0.08, 3.1, tool_force, 0.31, 0.53, 6.23, actual_rep, 1, curr_step, 17, track_size, 95, robot_vel, 8.36, joints_pos, 34.23, 53.86, -23.02, -81.58, 21.7, 44.64, 52.15, tool_torque, -0.201, -0.088, -0.102, tool_momentum, -0.202, -0.083, -0.101, robot_mode, rotation_overlay, 
22/03/2022 15:02:56:806, robot_pos_w_timestamp, 1647957695261, 582.15, 196.35, 191.23, 2.22, 0.08, 3.09, tool_force, -0.03, 0.12, 6.14, actual_rep, 1, curr_step, 18, track_size, 95, robot_vel, 7.27, joints_pos, 34.34, 53.93, -23.34, -81.51, 21.69, 44.94, 58.57, tool_torque, -0.313, 0.017, -0.111, tool_momentum, -0.311, 0.026, -0.112, robot_mode, rotation_overlay, 
22/03/2022 15:02:56:955, robot_pos_w_timestamp, 1647957695408, 582.39, 195.41, 191.5, 2.13, 0.08, 3.09, tool_force, -0.1, 0.12, 6.41, actual_rep, 1, curr_step, 18, track_size, 95, robot_vel, 5.75, joints_pos, 34.37, 53.97, -23.48, -81.43, 21.51, 45.17, 63.77, tool_torque, -0.329, 0.063, -0.081, tool_momentum, -0.326, 0.059, -0.081, robot_mode, rotation_overlay, 
22/03/2022 15:02:57:101, robot_pos_w_timestamp, 1647957695558, 582.68, 194.23, 191.68, 2.07, 0.07, 3.09, tool_force, 0.68, 0.34, 6.28, actual_rep, 1, curr_step, 18, track_size, 95, robot_vel, 9.28, joints_pos, 34.25, 53.94, -23.46, -81.43, 21.4, 45.23, 67.04, tool_torque, -0.205, -0.21, -0.0010, tool_momentum, -0.203, -0.222, 0.0, robot_mode, rotation_overlay, 
22/03/2022 15:02:57:252, robot_pos_w_timestamp, 1647957695707, 582.99, 193.1, 192.14, 2.04, 0.07, 3.08, tool_force, 0.71, 0.73, 5.91, actual_rep, 1, curr_step, 18, track_size, 95, robot_vel, 9.75, joints_pos, 34.05, 53.85, -23.33, -81.48, 21.36, 45.17, 68.32, tool_torque, 0.031, -0.387, 0.067, tool_momentum, 0.039, -0.383, 0.067, robot_mode, rotation_overlay, 
22/03/2022 15:02:57:400, robot_pos_w_timestamp, 1647957695837, 583.01, 192.69, 192.24, 2.04, 0.07, 3.08, tool_force, 0.6, 1.21, 5.53, actual_rep, 1, curr_step, 18, track_size, 95, robot_vel, 1.23, joints_pos, 33.89, 53.78, -23.16, -81.52, 21.32, 45.14, 68.35, tool_torque, 0.229, -0.403, 0.134, tool_momentum, 0.236, -0.413, 0.134, robot_mode, rotation_overlay, 
22/03/2022 15:02:57:557, robot_pos_w_timestamp, 1647957695987, 582.71, 191.75, 191.59, 2.06, 0.07, 3.09, tool_force, 1.51, 1.25, 5.33, actual_rep, 1, curr_step, 18, track_size, 95, robot_vel, 6.95, joints_pos, 33.88, 53.83, -23.17, -81.57, 21.01, 45.12, 67.42, tool_torque, 0.279, -0.621, 0.471, tool_momentum, 0.271, -0.619, 0.469, robot_mode, rotation_overlay, 
22/03/2022 15:02:57:704, robot_pos_w_timestamp, 1647957696135, 583.44, 191.03, 191.08, 2.11, 0.08, 3.09, tool_force, 1.72, 0.9, 6.03, actual_rep, 1, curr_step, 18, track_size, 95, robot_vel, 7.88, joints_pos, 33.78, 53.95, -23.17, -81.42, 20.96, 45.24, 64.43, tool_torque, 0.06, -0.693, 0.485, tool_momentum, 0.054, -0.693, 0.486, robot_mode, rotation_overlay, 
22/03/2022 15:02:57:862, robot_pos_w_timestamp, 1647957696288, 583.88, 190.09, 191.26, 2.2, 0.08, 3.1, tool_force, 1.67, 1.31, 5.97, actual_rep, 1, curr_step, 18, track_size, 95, robot_vel, 6.58, joints_pos, 33.6, 53.91, -23.07, -81.41, 20.96, 45.22, 59.12, tool_torque, 0.278, -0.785, 0.541, tool_momentum, 0.29, -0.792, 0.541, robot_mode, rotation_overlay, 
22/03/2022 15:02:58:008, robot_pos_w_timestamp, 1647957696437, 584.15, 188.89, 191.7, 2.31, 0.08, 3.11, tool_force, 1.21, 2.31, 5.53, actual_rep, 1, curr_step, 19, track_size, 95, robot_vel, 9.95, joints_pos, 33.29, 53.76, -22.8, -81.51, 20.97, 45.07, 52.64, tool_torque, 0.685, -0.603, 0.559, tool_momentum, 0.68, -0.574, 0.559, robot_mode, rotation_overlay, 
22/03/2022 15:02:58:161, robot_pos_w_timestamp, 1647957696589, 584.49, 187.5, 192.05, 2.4, 0.08, 3.11, tool_force, 0.7, 2.43, 5.42, actual_rep, 1, curr_step, 19, track_size, 95, robot_vel, 9.7, joints_pos, 33.05, 53.66, -22.67, -81.59, 21.07, 44.97, 47.28, tool_torque, 0.763, -0.503, 0.503, tool_momentum, 0.767, -0.503, 0.502, robot_mode, rotation_overlay, 
22/03/2022 15:02:58:308, robot_pos_w_timestamp, 1647957696736, 584.68, 186.41, 192.26, 2.45, 0.09, 3.11, tool_force, 0.6, 2.41, 5.76, actual_rep, 1, curr_step, 19, track_size, 95, robot_vel, 9.22, joints_pos, 33.01, 53.64, -22.76, -81.64, 21.15, 44.95, 44.07, tool_torque, 0.615, -0.328, 0.423, tool_momentum, 0.606, -0.321, 0.421, robot_mode, rotation_overlay, 
22/03/2022 15:02:58:469, robot_pos_w_timestamp, 1647957696896, 584.85, 185.09, 192.52, 2.48, 0.09, 3.12, tool_force, 0.16, 2.09, 6.21, actual_rep, 1, curr_step, 19, track_size, 95, robot_vel, 8.91, joints_pos, 33.06, 53.64, -22.96, -81.67, 21.15, 44.99, 42.82, tool_torque, 0.344, -0.237, 0.363, tool_momentum, 0.336, -0.236, 0.363, robot_mode, rotation_overlay, 
22/03/2022 15:02:58:622, robot_pos_w_timestamp, 1647957697027, 584.73, 184.82, 192.04, 2.48, 0.09, 3.12, tool_force, 0.41, 1.22, 5.76, actual_rep, 1, curr_step, 19, track_size, 95, robot_vel, 10.81, joints_pos, 33.1, 53.71, -23.04, -81.68, 21.17, 45.01, 42.82, tool_torque, 0.166, -0.205, 0.175, tool_momentum, 0.168, -0.207, 0.175, robot_mode, normal, 
22/03/2022 15:02:58:769, robot_pos_w_timestamp, 1647957697178, 585.54, 183.24, 191.54, 2.45, 0.09, 3.11, tool_force, 0.08, 1.17, 5.86, actual_rep, 1, curr_step, 19, track_size, 95, robot_vel, 11.4, joints_pos, 33.02, 53.8, -23.24, -81.66, 21.69, 44.97, 43.94, tool_torque, 0.14, -0.082, -0.047, tool_momentum, 0.135, -0.08, -0.047, robot_mode, normal, 
22/03/2022 15:02:58:920, robot_pos_w_timestamp, 1647957697325, 585.65, 181.52, 191.69, 2.39, 0.08, 3.11, tool_force, -0.2, 1.46, 6.2, actual_rep, 1, curr_step, 19, track_size, 95, robot_vel, 11.37, joints_pos, 33.06, 53.81, -23.52, -81.75, 21.93, 45.0, 47.2, tool_torque, 0.091, -0.0060, -0.064, tool_momentum, 0.076, 0.0010, -0.066, robot_mode, normal, 
22/03/2022 15:02:59:068, robot_pos_w_timestamp, 1647957697474, 585.83, 178.92, 192.35, 2.31, 0.08, 3.11, tool_force, 1.07, 1.59, 6.51, actual_rep, 1, curr_step, 20, track_size, 95, robot_vel, 23.56, joints_pos, 33.08, 53.79, -23.86, -81.8, 21.94, 45.22, 51.09, tool_torque, -0.078, -0.209, -0.047, tool_momentum, -0.085, -0.19, -0.048, robot_mode, normal, 
22/03/2022 15:02:59:220, robot_pos_w_timestamp, 1647957697623, 586.01, 173.63, 193.49, 2.27, 0.08, 3.11, tool_force, 0.34, 1.15, 6.56, actual_rep, 1, curr_step, 21, track_size, 95, robot_vel, 32.67, joints_pos, 32.78, 53.63, -24.08, -82.01, 21.94, 45.45, 53.06, tool_torque, -0.073, -0.251, -0.035, tool_momentum, -0.079, -0.251, -0.035, robot_mode, normal, 
22/03/2022 15:02:59:371, robot_pos_w_timestamp, 1647957697772, 586.21, 167.83, 194.72, 2.26, 0.08, 3.11, tool_force, 0.31, 1.38, 6.13, actual_rep, 1, curr_step, 21, track_size, 95, robot_vel, 36.21, joints_pos, 32.17, 53.35, -23.94, -82.25, 21.94, 45.6, 53.06, tool_torque, 0.123, -0.5, 0.268, tool_momentum, 0.126, -0.505, 0.268, robot_mode, normal, 
22/03/2022 15:02:59:521, robot_pos_w_timestamp, 1647957697923, 586.01, 161.69, 196.01, 2.26, 0.07, 3.11, tool_force, 0.58, 1.7, 6.51, actual_rep, 1, curr_step, 22, track_size, 95, robot_vel, 48.44, joints_pos, 31.47, 53.02, -23.72, -82.56, 21.85, 45.83, 52.72, tool_torque, 0.205, -0.613, 0.43, tool_momentum, 0.206, -0.619, 0.43, robot_mode, normal, 
22/03/2022 15:02:59:674, robot_pos_w_timestamp, 1647957698071, 585.36, 156.18, 197.73, 2.25, 0.07, 3.12, tool_force, 1.01, 1.85, 6.39, actual_rep, 1, curr_step, 23, track_size, 95, robot_vel, 36.58, joints_pos, 31.02, 52.73, -23.69, -82.8, 21.54, 46.27, 52.68, tool_torque, 0.186, -0.654, 0.418, tool_momentum, 0.18, -0.637, 0.417, robot_mode, normal, 
22/03/2022 15:02:59:823, robot_pos_w_timestamp, 1647957698221, 584.68, 150.4, 199.79, 2.25, 0.06, 3.13, tool_force, 0.92, 1.92, 6.29, actual_rep, 1, curr_step, 24, track_size, 95, robot_vel, 40.0, joints_pos, 30.49, 52.41, -23.69, -83.01, 21.44, 46.93, 52.22, tool_torque, 0.243, -0.635, 0.477, tool_momentum, 0.24, -0.642, 0.477, robot_mode, normal, 
22/03/2022 15:02:59:977, robot_pos_w_timestamp, 1647957698369, 583.59, 144.71, 202.03, 2.25, 0.06, 3.14, tool_force, 1.53, 1.93, 6.03, actual_rep, 1, curr_step, 25, track_size, 95, robot_vel, 38.74, joints_pos, 30.08, 52.03, -23.7, -83.34, 20.99, 47.36, 52.02, tool_torque, 0.262, -0.761, 0.495, tool_momentum, 0.251, -0.726, 0.49, robot_mode, normal, 
