30/03/2022 11:51:07: File Created!
30/03/2022 11:51:07:834, robot_pos_w_timestamp, 1648633782576, 524.5, 318.65, 208.91, 2.36, 0.03, 3.05, tool_force, -0.33, -0.21, 0.36, actual_rep, 1, curr_step, 1, track_size, 92, robot_vel, 41.96, joints_pos, 54.78, 55.66, -37.05, -82.38, 39.7, 49.58, 51.14, tool_torque, 0.162, -0.325, 0.174, tool_momentum, 0.162, -0.326, 0.174, robot_mode, normal, 
30/03/2022 11:51:10:501, robot_pos_w_timestamp, 1648633785254, 561.52, 222.38, 235.95, 2.27, 0.1, 3.06, tool_force, -7.61, 2.62, 0.87, actual_rep, 1, curr_step, 13, track_size, 92, robot_vel, 68.45, joints_pos, 49.93, 54.07, -43.13, -84.72, 39.38, 50.43, 47.08, tool_torque, 0.119, -0.744, 0.033, tool_momentum, 0.097, -0.714, 0.033, robot_mode, impedance, 
30/03/2022 11:51:10:652, robot_pos_w_timestamp, 1648633785402, 566.04, 213.62, 237.76, 2.26, 0.1, 3.07, tool_force, -10.44, 2.27, 0.96, actual_rep, 1, curr_step, 13, track_size, 92, robot_vel, 63.73, joints_pos, 48.98, 54.06, -43.28, -84.45, 39.48, 50.86, 46.36, tool_torque, 0.144, -0.754, 0.049, tool_momentum, 0.151, -0.769, 0.05, robot_mode, impedance, 
30/03/2022 11:51:10:800, robot_pos_w_timestamp, 1648633785551, 568.63, 210.52, 238.23, 2.26, 0.1, 3.07, tool_force, -9.26, 0.82, -0.26, actual_rep, 1, curr_step, 13, track_size, 92, robot_vel, 15.06, joints_pos, 48.34, 54.07, -43.05, -84.13, 39.52, 51.16, 46.02, tool_torque, 0.277, -1.01, 0.205, tool_momentum, 0.277, -1.015, 0.205, robot_mode, impedance, 
30/03/2022 11:51:10:948, robot_pos_w_timestamp, 1648633785700, 568.06, 210.48, 237.89, 2.26, 0.09, 3.07, tool_force, -6.54, -1.19, -1.5, actual_rep, 1, curr_step, 13, track_size, 92, robot_vel, 11.1, joints_pos, 48.28, 54.03, -42.93, -84.17, 39.44, 51.3, 46.04, tool_torque, 0.268, -0.867, 0.3, tool_momentum, 0.278, -0.863, 0.3, robot_mode, impedance, 
30/03/2022 11:51:11:100, robot_pos_w_timestamp, 1648633785849, 565.47, 212.05, 237.86, 2.26, 0.09, 3.07, tool_force, -5.55, -1.64, -1.79, actual_rep, 1, curr_step, 13, track_size, 92, robot_vel, 22.89, joints_pos, 48.61, 53.85, -42.92, -84.54, 39.4, 51.2, 46.24, tool_torque, 0.352, -0.526, 0.234, tool_momentum, 0.352, -0.517, 0.234, robot_mode, impedance, 
30/03/2022 11:51:11:251, robot_pos_w_timestamp, 1648633785998, 561.82, 214.0, 237.61, 2.26, 0.09, 3.07, tool_force, -3.57, -2.27, -2.25, actual_rep, 1, curr_step, 13, track_size, 92, robot_vel, 26.88, joints_pos, 49.08, 53.61, -42.94, -85.1, 39.39, 50.97, 46.42, tool_torque, 0.409, -0.453, 0.291, tool_momentum, 0.407, -0.443, 0.291, robot_mode, impedance, 
30/03/2022 11:51:11:403, robot_pos_w_timestamp, 1648633786147, 558.22, 215.98, 237.34, 2.26, 0.09, 3.07, tool_force, -2.28, -2.2, -1.88, actual_rep, 1, curr_step, 13, track_size, 92, robot_vel, 24.47, joints_pos, 49.57, 53.38, -42.97, -85.67, 39.39, 50.67, 46.65, tool_torque, 0.464, -0.375, 0.36, tool_momentum, 0.452, -0.373, 0.359, robot_mode, impedance, 
30/03/2022 11:51:11:553, robot_pos_w_timestamp, 1648633786299, 555.43, 217.26, 237.12, 2.26, 0.09, 3.07, tool_force, -2.07, -2.49, -1.57, actual_rep, 1, curr_step, 13, track_size, 92, robot_vel, 18.66, joints_pos, 49.97, 53.21, -43.05, -86.11, 39.39, 50.44, 46.77, tool_torque, 0.444, -0.249, 0.364, tool_momentum, 0.44, -0.241, 0.364, robot_mode, impedance, 
30/03/2022 11:51:11:703, robot_pos_w_timestamp, 1648633786450, 553.63, 217.5, 237.13, 2.26, 0.09, 3.07, tool_force, -1.43, -2.65, -1.38, actual_rep, 1, curr_step, 14, track_size, 92, robot_vel, 10.92, joints_pos, 50.2, 53.08, -43.13, -86.44, 39.39, 50.3, 46.85, tool_torque, 0.453, -0.315, 0.379, tool_momentum, 0.449, -0.321, 0.378, robot_mode, impedance, 
30/03/2022 11:51:11:855, robot_pos_w_timestamp, 1648633786597, 553.02, 213.7, 238.69, 2.25, 0.1, 3.07, tool_force, -0.92, -1.28, -0.86, actual_rep, 1, curr_step, 15, track_size, 92, robot_vel, 34.22, joints_pos, 50.2, 52.85, -43.46, -86.83, 39.4, 50.3, 46.71, tool_torque, 0.447, -0.343, 0.413, tool_momentum, 0.446, -0.341, 0.413, robot_mode, impedance, 
30/03/2022 11:51:12:008, robot_pos_w_timestamp, 1648633786747, 553.02, 210.32, 240.05, 2.25, 0.09, 3.07, tool_force, 0.59, 0.7, 0.53, actual_rep, 1, curr_step, 15, track_size, 92, robot_vel, 22.47, joints_pos, 50.01, 52.62, -43.56, -87.08, 39.49, 50.33, 46.44, tool_torque, 0.468, -0.634, 0.444, tool_momentum, 0.466, -0.64, 0.444, robot_mode, impedance, 
30/03/2022 11:51:12:159, robot_pos_w_timestamp, 1648633786898, 553.77, 206.58, 241.25, 2.25, 0.09, 3.07, tool_force, 2.49, -0.21, -0.43, actual_rep, 1, curr_step, 16, track_size, 92, robot_vel, 26.31, joints_pos, 49.74, 52.48, -43.69, -87.18, 39.51, 50.5, 46.15, tool_torque, 0.371, -0.771, 0.423, tool_momentum, 0.336, -0.715, 0.423, robot_mode, normal, 
30/03/2022 11:51:12:319, robot_pos_w_timestamp, 1648633787057, 554.01, 199.5, 245.69, 2.25, 0.09, 3.07, tool_force, 0.37, 1.12, 0.79, actual_rep, 1, curr_step, 16, track_size, 92, robot_vel, 45.82, joints_pos, 49.34, 51.96, -44.07, -87.54, 39.68, 51.01, 45.32, tool_torque, 0.415, -0.618, 0.454, tool_momentum, 0.414, -0.619, 0.454, robot_mode, normal, 
30/03/2022 11:51:12:468, robot_pos_w_timestamp, 1648633787204, 553.59, 193.72, 247.87, 2.25, 0.08, 3.07, tool_force, 1.47, 0.88, 0.47, actual_rep, 1, curr_step, 17, track_size, 92, robot_vel, 43.63, joints_pos, 48.95, 51.51, -44.14, -87.98, 39.68, 51.09, 44.68, tool_torque, 0.403, -0.812, 0.48, tool_momentum, 0.416, -0.84, 0.482, robot_mode, normal, 
30/03/2022 11:51:12:617, robot_pos_w_timestamp, 1648633787351, 553.26, 188.02, 251.0, 2.25, 0.08, 3.07, tool_force, 1.34, 0.54, -0.9, actual_rep, 1, curr_step, 18, track_size, 92, robot_vel, 40.7, joints_pos, 48.6, 51.02, -44.3, -88.36, 39.63, 51.35, 44.09, tool_torque, 0.2, -0.714, 0.448, tool_momentum, 0.21, -0.72, 0.451, robot_mode, normal, 
30/03/2022 11:51:12:769, robot_pos_w_timestamp, 1648633787501, 552.61, 182.12, 253.82, 2.25, 0.08, 3.07, tool_force, 0.7, 1.09, 1.0, actual_rep, 1, curr_step, 18, track_size, 92, robot_vel, 41.41, joints_pos, 48.23, 50.54, -44.43, -88.77, 39.6, 51.58, 43.45, tool_torque, 0.331, -0.659, 0.454, tool_momentum, 0.335, -0.665, 0.454, robot_mode, normal, 
30/03/2022 11:51:12:919, robot_pos_w_timestamp, 1648633787650, 551.98, 176.22, 257.32, 2.25, 0.07, 3.07, tool_force, 1.18, 0.5, 0.38, actual_rep, 1, curr_step, 19, track_size, 92, robot_vel, 47.23, joints_pos, 47.85, 50.0, -44.6, -89.14, 39.6, 52.02, 42.75, tool_torque, 0.273, -0.725, 0.456, tool_momentum, 0.271, -0.713, 0.456, robot_mode, normal, 
30/03/2022 11:51:13:068, robot_pos_w_timestamp, 1648633787798, 550.88, 170.48, 261.16, 2.25, 0.06, 3.08, tool_force, 0.43, 1.05, 0.91, actual_rep, 1, curr_step, 20, track_size, 92, robot_vel, 49.09, joints_pos, 47.49, 49.4, -44.77, -89.56, 39.6, 52.47, 42.01, tool_torque, 0.373, -0.652, 0.471, tool_momentum, 0.378, -0.671, 0.472, robot_mode, normal, 
30/03/2022 11:51:13:219, robot_pos_w_timestamp, 1648633787949, 549.29, 164.56, 266.14, 2.25, 0.05, 3.08, tool_force, 0.44, 0.5, 1.06, actual_rep, 1, curr_step, 21, track_size, 92, robot_vel, 55.14, joints_pos, 47.12, 48.62, -44.95, -90.05, 39.68, 53.06, 41.1, tool_torque, 0.378, -0.692, 0.427, tool_momentum, 0.389, -0.708, 0.427, robot_mode, normal, 
30/03/2022 11:51:13:370, robot_pos_w_timestamp, 1648633788096, 547.47, 159.5, 271.87, 2.25, 0.04, 3.07, tool_force, 0.02, 0.19, 0.57, actual_rep, 1, curr_step, 22, track_size, 92, robot_vel, 51.91, joints_pos, 46.8, 47.74, -45.1, -90.53, 39.7, 53.67, 40.19, tool_torque, 0.358, -0.655, 0.447, tool_momentum, 0.371, -0.663, 0.447, robot_mode, normal, 
30/03/2022 11:51:13:520, robot_pos_w_timestamp, 1648633788248, 545.65, 154.78, 277.5, 2.26, 0.04, 3.07, tool_force, -0.1, 0.52, 0.55, actual_rep, 1, curr_step, 23, track_size, 92, robot_vel, 48.47, joints_pos, 46.6, 46.9, -45.28, -90.95, 39.37, 54.14, 39.44, tool_torque, 0.251, -0.619, 0.458, tool_momentum, 0.257, -0.623, 0.459, robot_mode, normal, 
30/03/2022 11:51:13:673, robot_pos_w_timestamp, 1648633788396, 543.59, 150.59, 283.36, 2.27, 0.04, 3.08, tool_force, -0.47, 0.93, 0.92, actual_rep, 1, curr_step, 25, track_size, 92, robot_vel, 52.47, joints_pos, 46.56, 46.09, -45.53, -91.31, 38.52, 54.68, 38.96, tool_torque, 0.279, -0.573, 0.463, tool_momentum, 0.27, -0.571, 0.462, robot_mode, normal, 
30/03/2022 11:51:13:823, robot_pos_w_timestamp, 1648633788545, 541.16, 146.71, 289.22, 2.28, 0.04, 3.09, tool_force, -1.07, 0.93, 0.59, actual_rep, 1, curr_step, 26, track_size, 92, robot_vel, 47.15, joints_pos, 46.58, 45.3, -45.72, -91.6, 37.25, 55.28, 38.75, tool_torque, 0.166, -0.398, 0.396, tool_momentum, 0.184, -0.407, 0.401, robot_mode, normal, 
30/03/2022 11:51:13:971, robot_pos_w_timestamp, 1648633788694, 538.38, 143.39, 294.97, 2.29, 0.04, 3.11, tool_force, -0.94, 1.29, 0.62, actual_rep, 1, curr_step, 26, track_size, 92, robot_vel, 46.85, joints_pos, 46.6, 44.47, -45.82, -91.86, 35.75, 56.01, 38.69, tool_torque, 0.159, -0.385, 0.394, tool_momentum, 0.152, -0.383, 0.394, robot_mode, normal, 
30/03/2022 11:51:14:126, robot_pos_w_timestamp, 1648633788845, 535.47, 140.58, 300.8, 2.3, 0.04, 3.12, tool_force, -1.08, 1.25, 0.69, actual_rep, 1, curr_step, 27, track_size, 92, robot_vel, 47.33, joints_pos, 46.63, 43.66, -45.88, -92.08, 34.37, 56.79, 38.69, tool_torque, 0.112, -0.339, 0.314, tool_momentum, 0.119, -0.327, 0.312, robot_mode, normal, 
30/03/2022 11:51:14:273, robot_pos_w_timestamp, 1648633788994, 532.56, 138.49, 306.66, 2.31, 0.04, 3.13, tool_force, -1.41, 0.85, 0.96, actual_rep, 1, curr_step, 29, track_size, 92, robot_vel, 42.44, joints_pos, 46.7, 42.82, -45.92, -92.3, 33.14, 57.56, 38.75, tool_torque, 0.067, -0.224, 0.207, tool_momentum, 0.062, -0.225, 0.207, robot_mode, normal, 
30/03/2022 11:51:14:424, robot_pos_w_timestamp, 1648633789144, 529.88, 137.22, 312.39, 2.32, 0.04, 3.14, tool_force, -1.38, 0.87, 0.92, actual_rep, 1, curr_step, 30, track_size, 92, robot_vel, 43.12, joints_pos, 46.79, 42.05, -45.96, -92.43, 32.17, 58.41, 38.9, tool_torque, 0.036, -0.139, 0.09, tool_momentum, 0.032, -0.134, 0.09, robot_mode, normal, 
30/03/2022 11:51:14:575, robot_pos_w_timestamp, 1648633789294, 527.41, 136.69, 318.07, 2.32, 0.03, -3.14, tool_force, -1.45, 0.38, 0.73, actual_rep, 1, curr_step, 30, track_size, 92, robot_vel, 38.42, joints_pos, 46.9, 41.3, -46.02, -92.52, 31.44, 59.27, 39.12, tool_torque, -0.059, -0.075, -0.0050, tool_momentum, -0.066, -0.076, -0.0050, robot_mode, normal, 
30/03/2022 11:51:14:732, robot_pos_w_timestamp, 1648633789444, 524.96, 136.76, 323.88, 2.32, 0.03, -3.13, tool_force, -1.36, 0.73, 0.97, actual_rep, 1, curr_step, 31, track_size, 92, robot_vel, 39.72, joints_pos, 47.07, 40.57, -46.1, -92.58, 30.88, 60.18, 39.4, tool_torque, -0.013, -0.028, -0.03, tool_momentum, -0.015, -0.028, -0.03, robot_mode, normal, 
30/03/2022 11:51:14:882, robot_pos_w_timestamp, 1648633789593, 522.44, 137.3, 329.74, 2.32, 0.02, -3.13, tool_force, -1.44, 0.27, 0.76, actual_rep, 1, curr_step, 32, track_size, 92, robot_vel, 40.12, joints_pos, 47.29, 39.86, -46.21, -92.62, 30.43, 61.07, 39.66, tool_torque, -0.043, 0.024, -0.062, tool_momentum, -0.043, 0.018, -0.062, robot_mode, normal, 
30/03/2022 11:51:15:180, robot_pos_w_timestamp, 1648633789892, 517.49, 140.07, 341.32, 2.32, 0.0, -3.13, tool_force, -1.5, 0.7, 1.34, actual_rep, 1, curr_step, 34, track_size, 92, robot_vel, 44.15, joints_pos, 47.92, 38.48, -46.49, -92.67, 29.73, 62.71, 40.32, tool_torque, -0.012, -0.028, -0.062, tool_momentum, -0.043, -0.03, -0.062, robot_mode, normal, 
30/03/2022 11:51:15:334, robot_pos_w_timestamp, 1648633790041, 515.31, 142.27, 346.91, 2.32, 0.0, -3.13, tool_force, -1.36, 0.91, 1.15, actual_rep, 1, curr_step, 35, track_size, 92, robot_vel, 40.58, joints_pos, 48.34, 37.8, -46.63, -92.67, 29.42, 63.34, 40.79, tool_torque, -0.039, -0.0080, -0.056, tool_momentum, -0.047, 0.0060, -0.056, robot_mode, normal, 
30/03/2022 11:51:15:480, robot_pos_w_timestamp, 1648633790192, 513.06, 144.97, 352.66, 2.32, 0.0, -3.13, tool_force, -1.98, 1.05, 1.57, actual_rep, 1, curr_step, 37, track_size, 92, robot_vel, 42.25, joints_pos, 48.8, 37.14, -46.76, -92.67, 29.08, 63.86, 41.44, tool_torque, -0.0050, -0.017, -0.0020, tool_momentum, 0.0080, -0.022, -0.0020, robot_mode, normal, 
30/03/2022 11:51:15:634, robot_pos_w_timestamp, 1648633790342, 510.41, 148.9, 358.56, 2.31, -0.01, -3.13, tool_force, -1.43, 0.41, 0.75, actual_rep, 1, curr_step, 38, track_size, 92, robot_vel, 48.62, joints_pos, 49.43, 36.42, -46.87, -92.66, 28.68, 64.36, 42.54, tool_torque, -0.107, -0.0060, -0.0020, tool_momentum, -0.104, 0.012, -0.0010, robot_mode, normal, 
30/03/2022 11:51:15:780, robot_pos_w_timestamp, 1648633790491, 507.41, 154.36, 364.01, 2.3, -0.01, -3.13, tool_force, -2.23, 0.58, 1.24, actual_rep, 1, curr_step, 40, track_size, 92, robot_vel, 62.3, joints_pos, 50.17, 35.74, -46.91, -92.66, 28.33, 64.77, 44.08, tool_torque, -0.021, 0.056, 0.029, tool_momentum, -0.042, 0.069, 0.024, robot_mode, normal, 
30/03/2022 11:51:15:936, robot_pos_w_timestamp, 1648633790642, 504.27, 160.2, 368.4, 2.29, -0.01, -3.14, tool_force, -2.22, 0.57, 0.83, actual_rep, 1, curr_step, 41, track_size, 92, robot_vel, 50.13, joints_pos, 50.97, 35.17, -46.96, -92.69, 28.05, 65.1, 45.57, tool_torque, 0.0080, 0.108, 0.0090, tool_momentum, 0.016, 0.106, 0.011, robot_mode, normal, 
30/03/2022 11:51:16:083, robot_pos_w_timestamp, 1648633790791, 501.51, 165.07, 370.49, 2.28, -0.01, -3.14, tool_force, -1.92, -0.44, 0.33, actual_rep, 1, curr_step, 42, track_size, 92, robot_vel, 38.38, joints_pos, 51.63, 34.85, -46.99, -92.81, 27.9, 65.21, 46.7, tool_torque, 0.034, -0.025, 0.085, tool_momentum, 0.038, -0.031, 0.085, robot_mode, impedance, 
30/03/2022 11:51:16:233, robot_pos_w_timestamp, 1648633790941, 499.47, 168.54, 371.89, 2.28, -0.01, -3.14, tool_force, -1.73, -1.24, -0.16, actual_rep, 1, curr_step, 43, track_size, 92, robot_vel, 21.99, joints_pos, 52.12, 34.64, -47.08, -92.88, 27.9, 65.37, 47.3, tool_torque, -0.066, 0.0070, 0.035, tool_momentum, -0.071, 0.01, 0.033, robot_mode, impedance, 
30/03/2022 11:51:16:383, robot_pos_w_timestamp, 1648633791090, 497.55, 170.78, 373.53, 2.28, -0.02, -3.14, tool_force, -1.03, -2.39, -0.27, actual_rep, 1, curr_step, 43, track_size, 92, robot_vel, 28.08, joints_pos, 52.46, 34.41, -47.13, -92.92, 27.91, 65.71, 47.77, tool_torque, -0.13, -0.037, 0.0030, tool_momentum, -0.12, -0.027, 0.0040, robot_mode, impedance, 
30/03/2022 11:51:16:536, robot_pos_w_timestamp, 1648633791244, 495.03, 172.96, 375.02, 2.28, -0.02, -3.13, tool_force, -1.41, -3.53, -0.89, actual_rep, 1, curr_step, 44, track_size, 92, robot_vel, 27.22, joints_pos, 52.85, 34.12, -47.19, -93.09, 27.82, 65.98, 48.05, tool_torque, -0.105, 0.308, -0.178, tool_momentum, -0.101, 0.316, -0.178, robot_mode, impedance, 
30/03/2022 11:51:16:686, robot_pos_w_timestamp, 1648633791396, 492.38, 174.98, 376.96, 2.28, -0.02, -3.13, tool_force, -1.06, -3.38, -1.22, actual_rep, 1, curr_step, 44, track_size, 92, robot_vel, 18.13, joints_pos, 53.34, 33.72, -47.27, -93.33, 27.52, 66.02, 48.58, tool_torque, -0.09, 0.078, -0.034, tool_momentum, -0.113, 0.081, -0.036, robot_mode, impedance, 
30/03/2022 11:51:16:840, robot_pos_w_timestamp, 1648633791544, 490.49, 176.65, 377.86, 2.27, -0.02, -3.14, tool_force, -1.9, -2.38, -0.43, actual_rep, 1, curr_step, 45, track_size, 92, robot_vel, 23.86, joints_pos, 53.69, 33.47, -47.32, -93.52, 27.47, 65.97, 48.92, tool_torque, 0.081, 0.108, 0.059, tool_momentum, 0.087, 0.111, 0.06, robot_mode, impedance, 
30/03/2022 11:51:16:987, robot_pos_w_timestamp, 1648633791695, 489.15, 180.71, 379.15, 2.27, -0.02, -3.14, tool_force, -2.01, -1.52, -0.29, actual_rep, 1, curr_step, 45, track_size, 92, robot_vel, 23.49, joints_pos, 54.16, 33.35, -47.31, -93.46, 27.32, 65.99, 49.5, tool_torque, -0.044, 0.048, 0.149, tool_momentum, -0.043, 0.048, 0.149, robot_mode, impedance, 
30/03/2022 11:51:17:142, robot_pos_w_timestamp, 1648633791844, 489.65, 183.11, 379.79, 2.27, -0.02, -3.14, tool_force, -5.2, 2.68, 1.09, actual_rep, 1, curr_step, 46, track_size, 92, robot_vel, 29.72, joints_pos, 54.34, 33.44, -47.29, -93.2, 27.34, 65.98, 49.93, tool_torque, 0.107, 0.274, 0.336, tool_momentum, 0.108, 0.274, 0.337, robot_mode, impedance, 
30/03/2022 11:51:17:289, robot_pos_w_timestamp, 1648633791996, 491.89, 190.04, 381.66, 2.27, -0.02, 3.14, tool_force, -5.54, 5.76, 0.74, actual_rep, 1, curr_step, 46, track_size, 92, robot_vel, 47.33, joints_pos, 54.5, 33.72, -47.01, -92.36, 27.52, 66.2, 50.71, tool_torque, -0.108, 0.066, 0.514, tool_momentum, -0.117, 0.043, 0.513, robot_mode, impedance, 
