30/03/2022 11:35:30: File Created!
30/03/2022 11:35:30:113, robot_pos_w_timestamp, 1648632844867, 545.47, 311.61, 183.46, 2.3, 0.06, 3.04, tool_force, -0.43, 0.08, 0.34, actual_rep, 1, curr_step, 1, track_size, 71, robot_vel, 0.0, joints_pos, 46.02, 56.12, -25.34, -79.48, 27.44, 43.93, 60.98, tool_torque, 0.285, -0.303, 0.341, tool_momentum, 0.285, -0.303, 0.341, robot_mode, normal, 
30/03/2022 11:35:33:093, robot_pos_w_timestamp, 1648632847847, 579.51, 208.86, 210.94, 2.14, 0.18, 3.07, tool_force, -12.33, 5.72, 2.34, actual_rep, 1, curr_step, 11, track_size, 71, robot_vel, 47.73, joints_pos, 43.34, 54.74, -34.17, -82.16, 25.54, 45.19, 62.77, tool_torque, 0.253, -0.722, 1.494, tool_momentum, 0.255, -0.722, 1.494, robot_mode, impedance, 
30/03/2022 11:35:33:236, robot_pos_w_timestamp, 1648632847997, 583.98, 205.69, 211.88, 2.14, 0.18, 3.08, tool_force, -10.6, 4.09, 0.88, actual_rep, 1, curr_step, 11, track_size, 71, robot_vel, 27.35, joints_pos, 42.67, 54.95, -34.04, -81.43, 25.51, 45.8, 62.36, tool_torque, 0.158, -0.669, 1.332, tool_momentum, 0.163, -0.682, 1.332, robot_mode, impedance, 
30/03/2022 11:35:33:386, robot_pos_w_timestamp, 1648632848147, 583.63, 207.65, 211.13, 2.14, 0.17, 3.08, tool_force, -7.09, 1.74, 0.23, actual_rep, 1, curr_step, 11, track_size, 71, robot_vel, 21.51, joints_pos, 42.48, 54.92, -33.57, -81.31, 25.49, 45.95, 62.29, tool_torque, 0.226, -0.831, 1.109, tool_momentum, 0.231, -0.84, 1.109, robot_mode, impedance, 
30/03/2022 11:35:33:535, robot_pos_w_timestamp, 1648632848298, 580.07, 209.39, 209.89, 2.15, 0.17, 3.08, tool_force, -5.23, 0.26, 0.61, actual_rep, 1, curr_step, 11, track_size, 71, robot_vel, 32.74, joints_pos, 42.76, 54.74, -33.4, -81.83, 25.34, 45.75, 62.37, tool_torque, 0.386, -0.327, 0.676, tool_momentum, 0.388, -0.321, 0.676, robot_mode, impedance, 
30/03/2022 11:35:33:687, robot_pos_w_timestamp, 1648632848447, 575.71, 211.85, 209.21, 2.15, 0.17, 3.08, tool_force, -3.67, 0.18, 0.34, actual_rep, 1, curr_step, 11, track_size, 71, robot_vel, 32.57, joints_pos, 43.25, 54.45, -33.33, -82.54, 25.33, 45.33, 62.48, tool_torque, 0.462, -0.177, 0.424, tool_momentum, 0.46, -0.173, 0.424, robot_mode, impedance, 
30/03/2022 11:35:33:838, robot_pos_w_timestamp, 1648632848597, 571.89, 213.72, 208.79, 2.15, 0.17, 3.08, tool_force, -2.71, -0.28, 0.34, actual_rep, 1, curr_step, 11, track_size, 71, robot_vel, 22.35, joints_pos, 43.71, 54.2, -33.37, -83.18, 25.32, 44.92, 62.62, tool_torque, 0.409, -0.13, 0.306, tool_momentum, 0.408, -0.123, 0.306, robot_mode, impedance, 
30/03/2022 11:35:33:987, robot_pos_w_timestamp, 1648632848747, 569.19, 214.85, 208.55, 2.15, 0.17, 3.08, tool_force, -2.28, -0.38, 0.25, actual_rep, 1, curr_step, 11, track_size, 71, robot_vel, 18.78, joints_pos, 44.06, 54.03, -33.42, -83.64, 25.32, 44.66, 62.72, tool_torque, 0.363, 0.016, 0.213, tool_momentum, 0.367, 0.014, 0.213, robot_mode, impedance, 
30/03/2022 11:35:34:142, robot_pos_w_timestamp, 1648632848899, 567.65, 215.54, 208.5, 2.15, 0.17, 3.08, tool_force, -1.87, -0.03, 0.6, actual_rep, 1, curr_step, 12, track_size, 71, robot_vel, 8.74, joints_pos, 44.26, 53.93, -33.47, -83.89, 25.32, 44.5, 62.79, tool_torque, 0.376, -0.026, 0.195, tool_momentum, 0.377, -0.028, 0.195, robot_mode, impedance, 
30/03/2022 11:35:34:292, robot_pos_w_timestamp, 1648632849048, 567.11, 213.14, 209.26, 2.15, 0.17, 3.08, tool_force, -0.77, -0.11, 0.68, actual_rep, 1, curr_step, 12, track_size, 71, robot_vel, 26.44, joints_pos, 44.34, 53.81, -33.75, -84.18, 25.28, 44.47, 62.98, tool_torque, 0.204, 0.0070, 0.058, tool_momentum, 0.201, 0.0080, 0.058, robot_mode, impedance, 
30/03/2022 11:35:34:480, robot_pos_w_timestamp, 1648632849198, 566.38, 208.61, 210.99, 2.14, 0.18, 3.08, tool_force, -0.11, 0.36, 0.47, actual_rep, 1, curr_step, 13, track_size, 71, robot_vel, 32.3, joints_pos, 44.34, 53.54, -34.13, -84.64, 25.24, 44.47, 63.03, tool_torque, 0.271, -0.068, 0.07, tool_momentum, 0.273, -0.058, 0.071, robot_mode, impedance, 
30/03/2022 11:35:34:596, robot_pos_w_timestamp, 1648632849346, 565.78, 206.78, 212.26, 2.13, 0.18, 3.08, tool_force, -0.02, 0.61, 0.54, actual_rep, 1, curr_step, 13, track_size, 71, robot_vel, 12.72, joints_pos, 44.34, 53.33, -34.25, -84.89, 25.16, 44.46, 63.14, tool_torque, 0.261, -0.132, 0.064, tool_momentum, 0.26, -0.131, 0.063, robot_mode, impedance, 
30/03/2022 11:35:34:748, robot_pos_w_timestamp, 1648632849498, 565.42, 201.49, 213.53, 2.13, 0.18, 3.08, tool_force, 0.19, 0.71, 0.82, actual_rep, 1, curr_step, 13, track_size, 71, robot_vel, 37.74, joints_pos, 44.31, 53.15, -34.71, -85.31, 25.12, 44.46, 63.19, tool_torque, 0.311, -0.271, 0.112, tool_momentum, 0.313, -0.266, 0.111, robot_mode, impedance, 
30/03/2022 11:35:34:896, robot_pos_w_timestamp, 1648632849648, 564.85, 199.19, 214.74, 2.12, 0.18, 3.08, tool_force, 0.36, 0.97, 0.64, actual_rep, 1, curr_step, 14, track_size, 71, robot_vel, 8.6, joints_pos, 44.31, 52.96, -34.87, -85.57, 25.12, 44.46, 63.19, tool_torque, 0.383, -0.338, 0.174, tool_momentum, 0.371, -0.33, 0.172, robot_mode, impedance, 
30/03/2022 11:35:35:049, robot_pos_w_timestamp, 1648632849798, 564.59, 194.38, 216.29, 2.11, 0.19, 3.08, tool_force, 0.83, 0.77, 0.81, actual_rep, 1, curr_step, 14, track_size, 71, robot_vel, 41.53, joints_pos, 44.3, 52.77, -35.33, -85.95, 25.12, 44.46, 63.26, tool_torque, 0.306, -0.358, 0.153, tool_momentum, 0.312, -0.359, 0.153, robot_mode, impedance, 
30/03/2022 11:35:35:200, robot_pos_w_timestamp, 1648632849946, 563.8, 190.79, 217.98, 2.11, 0.19, 3.08, tool_force, 0.55, 0.63, 1.03, actual_rep, 1, curr_step, 15, track_size, 71, robot_vel, 22.47, joints_pos, 44.29, 52.51, -35.6, -86.34, 25.12, 44.48, 63.07, tool_torque, 0.364, -0.51, 0.345, tool_momentum, 0.399, -0.524, 0.351, robot_mode, normal, 
30/03/2022 11:35:35:352, robot_pos_w_timestamp, 1648632850096, 562.06, 184.73, 222.04, 2.1, 0.19, 3.08, tool_force, 0.38, 1.32, 1.06, actual_rep, 1, curr_step, 15, track_size, 71, robot_vel, 64.57, joints_pos, 44.24, 51.84, -36.02, -87.09, 25.07, 44.47, 62.89, tool_torque, 0.459, -0.543, 0.476, tool_momentum, 0.461, -0.551, 0.475, robot_mode, normal, 
30/03/2022 11:35:35:499, robot_pos_w_timestamp, 1648632850246, 560.39, 178.92, 225.37, 2.09, 0.19, 3.08, tool_force, 1.33, 0.63, -0.04, actual_rep, 1, curr_step, 16, track_size, 71, robot_vel, 44.37, joints_pos, 44.11, 51.22, -36.28, -87.82, 24.91, 44.35, 62.83, tool_torque, 0.486, -0.582, 0.406, tool_momentum, 0.484, -0.572, 0.405, robot_mode, normal, 
30/03/2022 11:35:35:651, robot_pos_w_timestamp, 1648632850395, 559.49, 173.16, 228.5, 2.09, 0.19, 3.08, tool_force, 1.63, 0.95, 0.67, actual_rep, 1, curr_step, 17, track_size, 71, robot_vel, 43.96, joints_pos, 43.95, 50.73, -36.59, -88.35, 24.8, 44.34, 62.82, tool_torque, 0.46, -0.661, 0.41, tool_momentum, 0.459, -0.664, 0.41, robot_mode, normal, 
30/03/2022 11:35:35:801, robot_pos_w_timestamp, 1648632850545, 558.23, 167.36, 232.69, 2.08, 0.2, 3.08, tool_force, 1.48, 0.3, -0.11, actual_rep, 1, curr_step, 18, track_size, 71, robot_vel, 51.21, joints_pos, 43.87, 50.11, -37.01, -88.95, 24.72, 44.43, 62.79, tool_torque, 0.29, -0.801, 0.446, tool_momentum, 0.285, -0.805, 0.444, robot_mode, normal, 
30/03/2022 11:35:35:953, robot_pos_w_timestamp, 1648632850696, 556.52, 161.67, 238.42, 2.06, 0.2, 3.08, tool_force, 2.33, 0.2, 0.24, actual_rep, 1, curr_step, 19, track_size, 71, robot_vel, 57.12, joints_pos, 43.84, 49.31, -37.47, -89.6, 24.65, 44.63, 62.78, tool_torque, 0.239, -0.934, 0.475, tool_momentum, 0.24, -0.922, 0.477, robot_mode, normal, 
30/03/2022 11:35:36:101, robot_pos_w_timestamp, 1648632850846, 554.52, 157.93, 244.33, 2.06, 0.19, 3.08, tool_force, 1.64, 0.36, 0.61, actual_rep, 1, curr_step, 20, track_size, 71, robot_vel, 49.98, joints_pos, 43.83, 48.45, -37.75, -90.17, 24.57, 44.9, 62.75, tool_torque, 0.204, -0.814, 0.434, tool_momentum, 0.206, -0.809, 0.433, robot_mode, normal, 
30/03/2022 11:35:36:253, robot_pos_w_timestamp, 1648632850995, 552.77, 155.48, 250.06, 2.05, 0.19, 3.08, tool_force, 1.59, 0.13, 0.41, actual_rep, 1, curr_step, 21, track_size, 71, robot_vel, 46.96, joints_pos, 43.83, 47.64, -37.93, -90.58, 24.49, 45.28, 62.73, tool_torque, 0.155, -0.779, 0.421, tool_momentum, 0.183, -0.775, 0.422, robot_mode, normal, 
30/03/2022 11:35:36:402, robot_pos_w_timestamp, 1648632851148, 551.01, 153.88, 255.86, 2.05, 0.18, 3.08, tool_force, 1.74, 0.34, 0.51, actual_rep, 1, curr_step, 22, track_size, 71, robot_vel, 42.23, joints_pos, 43.83, 46.83, -38.06, -90.92, 24.42, 45.74, 62.72, tool_torque, 0.163, -0.809, 0.454, tool_momentum, 0.157, -0.792, 0.454, robot_mode, normal, 
30/03/2022 11:35:36:553, robot_pos_w_timestamp, 1648632851295, 549.12, 152.98, 261.51, 2.04, 0.17, 3.08, tool_force, 1.09, 0.41, 0.9, actual_rep, 1, curr_step, 22, track_size, 71, robot_vel, 42.1, joints_pos, 43.84, 46.04, -38.11, -91.19, 24.3, 46.32, 62.69, tool_torque, 0.112, -0.652, 0.426, tool_momentum, 0.111, -0.649, 0.424, robot_mode, normal, 
30/03/2022 11:35:36:701, robot_pos_w_timestamp, 1648632851446, 547.02, 152.58, 267.39, 2.04, 0.16, 3.08, tool_force, 0.96, 0.79, 1.18, actual_rep, 1, curr_step, 23, track_size, 71, robot_vel, 40.24, joints_pos, 43.86, 45.22, -38.13, -91.42, 24.17, 47.04, 62.67, tool_torque, 0.158, -0.667, 0.469, tool_momentum, 0.142, -0.646, 0.469, robot_mode, normal, 
30/03/2022 11:35:36:856, robot_pos_w_timestamp, 1648632851596, 544.84, 152.59, 273.11, 2.04, 0.16, 3.08, tool_force, 0.17, 1.07, 1.27, actual_rep, 1, curr_step, 24, track_size, 71, robot_vel, 40.36, joints_pos, 43.9, 44.42, -38.13, -91.6, 24.01, 47.85, 62.66, tool_torque, 0.136, -0.475, 0.449, tool_momentum, 0.138, -0.479, 0.449, robot_mode, normal, 
30/03/2022 11:35:37:003, robot_pos_w_timestamp, 1648632851746, 542.59, 153.29, 278.94, 2.04, 0.15, 3.09, tool_force, 0.68, 1.54, 0.45, actual_rep, 1, curr_step, 25, track_size, 71, robot_vel, 48.22, joints_pos, 43.99, 43.66, -38.13, -91.73, 23.85, 48.69, 62.66, tool_torque, 0.038, -0.446, 0.39, tool_momentum, 0.036, -0.457, 0.392, robot_mode, normal, 
30/03/2022 11:35:37:156, robot_pos_w_timestamp, 1648632851894, 540.22, 154.86, 285.04, 2.05, 0.14, 3.09, tool_force, 1.64, 2.62, -0.51, actual_rep, 1, curr_step, 25, track_size, 71, robot_vel, 44.05, joints_pos, 44.12, 42.86, -38.07, -91.81, 23.64, 49.61, 62.65, tool_torque, -0.06, -0.31, 0.275, tool_momentum, -0.068, -0.307, 0.275, robot_mode, normal, 
30/03/2022 11:35:37:309, robot_pos_w_timestamp, 1648632852045, 538.76, 159.38, 290.25, 2.05, 0.13, 3.09, tool_force, 2.85, 4.47, -0.9, actual_rep, 1, curr_step, 26, track_size, 71, robot_vel, 56.14, joints_pos, 44.32, 42.22, -37.79, -91.7, 23.58, 50.17, 62.78, tool_torque, -0.252, -0.265, 0.131, tool_momentum, -0.275, -0.231, 0.122, robot_mode, impedance, 
30/03/2022 11:35:37:456, robot_pos_w_timestamp, 1648632852193, 537.67, 165.46, 294.89, 2.06, 0.12, 3.09, tool_force, 3.44, 4.98, -1.07, actual_rep, 1, curr_step, 26, track_size, 71, robot_vel, 42.07, joints_pos, 44.61, 41.83, -37.56, -91.26, 23.5, 51.24, 63.06, tool_torque, -0.402, -0.049, -0.105, tool_momentum, -0.406, -0.045, -0.105, robot_mode, impedance, 
30/03/2022 11:35:37:611, robot_pos_w_timestamp, 1648632852345, 537.2, 171.43, 296.57, 2.06, 0.11, 3.09, tool_force, 7.82, 5.49, -4.13, actual_rep, 1, curr_step, 26, track_size, 71, robot_vel, 47.14, joints_pos, 44.92, 41.75, -37.3, -90.95, 23.39, 51.49, 63.44, tool_torque, -0.71, 0.302, -0.53, tool_momentum, -0.716, 0.302, -0.53, robot_mode, impedance, 
30/03/2022 11:35:37:755, robot_pos_w_timestamp, 1648632852494, 536.31, 180.7, 297.32, 2.07, 0.11, 3.09, tool_force, 13.61, 7.76, -6.89, actual_rep, 1, curr_step, 26, track_size, 71, robot_vel, 61.49, joints_pos, 45.44, 41.76, -36.88, -90.55, 23.39, 51.65, 64.16, tool_torque, -0.939, 0.356, -0.878, tool_momentum, -0.947, 0.358, -0.879, robot_mode, impedance, 
30/03/2022 11:35:37:916, robot_pos_w_timestamp, 1648632852644, 535.11, 189.5, 298.44, 2.07, 0.11, 3.09, tool_force, 16.03, 6.85, -9.57, actual_rep, 1, curr_step, 26, track_size, 71, robot_vel, 51.02, joints_pos, 46.14, 41.84, -36.8, -90.15, 23.32, 52.01, 64.99, tool_torque, -1.232, 0.587, -1.105, tool_momentum, -1.225, 0.55, -1.103, robot_mode, impedance, 
30/03/2022 11:35:38:057, robot_pos_w_timestamp, 1648632852793, 532.51, 193.64, 297.9, 2.07, 0.11, 3.09, tool_force, 16.72, 3.63, -9.09, actual_rep, 1, curr_step, 26, track_size, 71, robot_vel, 24.45, joints_pos, 46.81, 41.91, -36.97, -90.24, 23.06, 52.22, 65.63, tool_torque, -1.058, 0.709, -1.272, tool_momentum, -1.052, 0.721, -1.272, robot_mode, impedance, 
30/03/2022 11:35:38:207, robot_pos_w_timestamp, 1648632852946, 528.92, 191.21, 296.55, 2.07, 0.11, 3.1, tool_force, 13.91, -0.27, -7.55, actual_rep, 1, curr_step, 26, track_size, 71, robot_vel, 38.37, joints_pos, 47.22, 41.79, -37.43, -90.96, 22.94, 52.15, 65.72, tool_torque, -0.539, 0.69, -1.142, tool_momentum, -0.523, 0.689, -1.14, robot_mode, impedance, 
30/03/2022 11:35:38:357, robot_pos_w_timestamp, 1648632853097, 525.54, 185.72, 295.72, 2.06, 0.12, 3.1, tool_force, 12.18, -1.76, -6.54, actual_rep, 1, curr_step, 26, track_size, 71, robot_vel, 42.34, joints_pos, 47.33, 41.42, -37.79, -91.95, 22.85, 51.69, 65.49, tool_torque, -0.117, 0.352, -0.651, tool_momentum, -0.11, 0.349, -0.648, robot_mode, impedance, 
30/03/2022 11:35:38:509, robot_pos_w_timestamp, 1648632853246, 523.08, 179.92, 295.45, 2.06, 0.12, 3.1, tool_force, 9.88, -2.78, -5.13, actual_rep, 1, curr_step, 26, track_size, 71, robot_vel, 42.09, joints_pos, 47.25, 41.02, -38.01, -92.81, 22.69, 51.2, 65.18, tool_torque, 0.135, -0.0050, -0.308, tool_momentum, 0.135, 0.0, -0.307, robot_mode, impedance, 
30/03/2022 11:35:38:660, robot_pos_w_timestamp, 1648632853395, 521.85, 174.92, 295.36, 2.06, 0.12, 3.1, tool_force, 8.37, -3.13, -4.75, actual_rep, 1, curr_step, 26, track_size, 71, robot_vel, 29.85, joints_pos, 47.04, 40.73, -38.14, -93.38, 22.65, 50.86, 64.76, tool_torque, 0.165, -0.159, -0.184, tool_momentum, 0.163, -0.163, -0.184, robot_mode, impedance, 
30/03/2022 11:35:38:813, robot_pos_w_timestamp, 1648632853547, 521.16, 171.19, 295.25, 2.06, 0.12, 3.1, tool_force, 7.33, -4.49, -4.28, actual_rep, 1, curr_step, 26, track_size, 71, robot_vel, 25.78, joints_pos, 46.84, 40.55, -38.23, -93.75, 22.65, 50.67, 64.46, tool_torque, 0.266, -0.399, -0.019, tool_momentum, 0.267, -0.398, -0.019, robot_mode, impedance, 
30/03/2022 11:35:38:965, robot_pos_w_timestamp, 1648632853699, 521.81, 166.97, 295.16, 2.05, 0.13, 3.1, tool_force, 3.89, -3.13, -2.84, actual_rep, 1, curr_step, 26, track_size, 71, robot_vel, 26.49, joints_pos, 46.61, 40.52, -38.42, -93.94, 22.65, 50.42, 64.2, tool_torque, 0.37, -0.488, 0.261, tool_momentum, 0.394, -0.516, 0.264, robot_mode, impedance, 
30/03/2022 11:35:39:116, robot_pos_w_timestamp, 1648632853848, 523.93, 162.9, 295.35, 2.05, 0.13, 3.1, tool_force, 1.12, -1.77, -1.66, actual_rep, 1, curr_step, 26, track_size, 71, robot_vel, 30.41, joints_pos, 46.22, 40.61, -38.53, -93.83, 22.65, 50.32, 63.91, tool_torque, 0.298, -0.544, 0.503, tool_momentum, 0.304, -0.548, 0.506, robot_mode, impedance, 
30/03/2022 11:35:39:264, robot_pos_w_timestamp, 1648632853997, 527.14, 160.91, 294.94, 2.05, 0.13, 3.1, tool_force, 1.69, -0.46, -0.36, actual_rep, 1, curr_step, 26, track_size, 71, robot_vel, 23.08, joints_pos, 45.72, 40.87, -38.41, -93.39, 22.82, 50.41, 63.58, tool_torque, 0.222, -0.973, 0.616, tool_momentum, 0.22, -0.983, 0.617, robot_mode, impedance, 
30/03/2022 11:35:39:440, robot_pos_w_timestamp, 1648632854150, 530.07, 160.75, 294.17, 2.05, 0.13, 3.1, tool_force, 1.49, -0.75, -0.1, actual_rep, 1, curr_step, 26, track_size, 71, robot_vel, 17.49, joints_pos, 45.33, 41.22, -38.22, -92.86, 22.96, 50.58, 63.45, tool_torque, 0.065, -0.921, 0.591, tool_momentum, 0.064, -0.912, 0.591, robot_mode, impedance, 
