21/03/2022 15:44:59: File Created!
21/03/2022 15:44:59:714, robot_pos_with_timestamp, 1647873819819, 536.62, 303.01, 194.86, 2.29, 0.04, 3.08, tool_force, -0.39, 1.08, 6.34, actual_rep, 1, curr_step, 1, track_size, 95, robot_vel, 0.0, joints_pos, 39.73, 52.36, -15.43, -81.07, 15.13, 44.64, 68.78, tool_torque, -0.079, 0.148, 0.014, tool_momentum, -0.078, 0.15, 0.014, robot_mode, normal, 
21/03/2022 15:45:01:334, robot_pos_with_timestamp, 1647873821441, 564.45, 250.6, 194.21, 2.28, 0.08, 3.08, tool_force, 1.35, 1.83, 6.1, actual_rep, 1, curr_step, 11, track_size, 95, robot_vel, 41.86, joints_pos, 34.86, 52.46, -15.82, -81.19, 13.03, 43.41, 65.48, tool_torque, 0.311, -0.607, 0.562, tool_momentum, 0.312, -0.613, 0.562, robot_mode, normal, 
21/03/2022 15:45:01:484, robot_pos_with_timestamp, 1647873821589, 566.45, 244.9, 193.89, 2.28, 0.08, 3.08, tool_force, 1.26, 1.96, 5.96, actual_rep, 1, curr_step, 12, track_size, 95, robot_vel, 40.56, joints_pos, 34.28, 52.44, -15.79, -81.27, 13.02, 43.38, 65.04, tool_torque, 0.401, -0.577, 0.534, tool_momentum, 0.399, -0.565, 0.534, robot_mode, normal, 
21/03/2022 15:45:01:648, robot_pos_with_timestamp, 1647873821738, 568.46, 239.07, 193.75, 2.28, 0.08, 3.08, tool_force, 1.43, 2.11, 5.77, actual_rep, 1, curr_step, 13, track_size, 95, robot_vel, 40.94, joints_pos, 33.7, 52.41, -15.75, -81.35, 13.02, 43.33, 64.52, tool_torque, 0.478, -0.601, 0.554, tool_momentum, 0.466, -0.567, 0.552, robot_mode, normal, 
21/03/2022 15:45:01:787, robot_pos_with_timestamp, 1647873821886, 570.3, 233.11, 193.45, 2.28, 0.08, 3.08, tool_force, 1.49, 1.71, 6.09, actual_rep, 1, curr_step, 13, track_size, 95, robot_vel, 41.34, joints_pos, 33.14, 52.41, -15.76, -81.41, 13.0, 43.44, 63.99, tool_torque, 0.252, -0.672, 0.54, tool_momentum, 0.252, -0.676, 0.54, robot_mode, normal, 
21/03/2022 15:45:01:940, robot_pos_with_timestamp, 1647873822036, 572.1, 227.4, 193.14, 2.28, 0.08, 3.09, tool_force, 1.96, 1.62, 6.03, actual_rep, 1, curr_step, 14, track_size, 95, robot_vel, 40.16, joints_pos, 32.6, 52.45, -15.77, -81.4, 12.9, 43.65, 63.55, tool_torque, 0.197, -0.707, 0.524, tool_momentum, 0.204, -0.722, 0.527, robot_mode, rotation_overlay, 
21/03/2022 15:45:02:088, robot_pos_with_timestamp, 1647873822166, 572.6, 226.93, 192.56, 2.28, 0.08, 3.09, tool_force, 2.25, 0.34, 4.25, actual_rep, 1, curr_step, 14, track_size, 95, robot_vel, 10.33, joints_pos, 32.38, 52.52, -15.54, -81.29, 12.78, 43.72, 63.52, tool_torque, 0.057, -0.758, 0.389, tool_momentum, 0.061, -0.757, 0.388, robot_mode, rotation_overlay, 
21/03/2022 15:45:02:252, robot_pos_with_timestamp, 1647873822327, 573.4, 225.55, 191.51, 2.31, 0.09, 3.1, tool_force, 1.35, 1.6, 6.18, actual_rep, 1, curr_step, 14, track_size, 95, robot_vel, 13.95, joints_pos, 32.34, 52.68, -15.63, -81.19, 12.38, 43.69, 62.13, tool_torque, 0.283, -0.588, 0.524, tool_momentum, 0.288, -0.603, 0.524, robot_mode, rotation_overlay, 
21/03/2022 15:45:02:384, robot_pos_with_timestamp, 1647873822462, 574.17, 223.74, 191.78, 2.36, 0.09, 3.1, tool_force, 1.06, 1.61, 5.93, actual_rep, 1, curr_step, 14, track_size, 95, robot_vel, 16.79, joints_pos, 32.18, 52.65, -15.63, -81.2, 12.27, 43.66, 59.08, tool_torque, 0.308, -0.44, 0.496, tool_momentum, 0.307, -0.437, 0.495, robot_mode, rotation_overlay, 
21/03/2022 15:45:02:542, robot_pos_with_timestamp, 1647873822612, 574.72, 221.78, 192.19, 2.43, 0.09, 3.1, tool_force, 1.02, 2.2, 5.88, actual_rep, 1, curr_step, 15, track_size, 95, robot_vel, 15.5, joints_pos, 31.91, 52.53, -15.51, -81.33, 12.26, 43.45, 54.63, tool_torque, 0.572, -0.495, 0.537, tool_momentum, 0.565, -0.487, 0.536, robot_mode, rotation_overlay, 
21/03/2022 15:45:02:690, robot_pos_with_timestamp, 1647873822760, 575.31, 219.52, 192.6, 2.48, 0.1, 3.11, tool_force, 0.91, 2.3, 5.62, actual_rep, 1, curr_step, 15, track_size, 95, robot_vel, 14.65, joints_pos, 31.71, 52.45, -15.5, -81.43, 12.17, 43.37, 52.05, tool_torque, 0.557, -0.404, 0.512, tool_momentum, 0.538, -0.372, 0.511, robot_mode, rotation_overlay, 
21/03/2022 15:45:02:851, robot_pos_with_timestamp, 1647873822918, 575.83, 217.78, 192.89, 2.49, 0.1, 3.11, tool_force, 0.2, 1.71, 5.83, actual_rep, 1, curr_step, 15, track_size, 95, robot_vel, 12.96, joints_pos, 31.67, 52.43, -15.62, -81.45, 12.02, 43.37, 51.4, tool_torque, 0.306, -0.189, 0.382, tool_momentum, 0.302, -0.184, 0.382, robot_mode, rotation_overlay, 
21/03/2022 15:45:02:991, robot_pos_with_timestamp, 1647873823038, 575.72, 217.69, 192.26, 2.48, 0.1, 3.11, tool_force, 1.08, 1.86, 5.65, actual_rep, 1, curr_step, 15, track_size, 95, robot_vel, 8.27, joints_pos, 31.65, 52.49, -15.61, -81.46, 12.07, 43.35, 51.53, tool_torque, 0.382, -0.36, 0.242, tool_momentum, 0.391, -0.361, 0.242, robot_mode, rotation_overlay, 
21/03/2022 15:45:03:154, robot_pos_with_timestamp, 1647873823189, 576.77, 216.36, 191.47, 2.45, 0.1, 3.1, tool_force, -0.16, 1.33, 5.94, actual_rep, 1, curr_step, 15, track_size, 95, robot_vel, 12.89, joints_pos, 31.48, 52.6, -15.69, -81.39, 12.61, 43.26, 52.86, tool_torque, 0.188, 0.018, -0.025, tool_momentum, 0.19, 0.012, -0.023, robot_mode, rotation_overlay, 
21/03/2022 15:45:03:291, robot_pos_with_timestamp, 1647873823335, 577.13, 215.05, 191.46, 2.39, 0.09, 3.1, tool_force, -0.12, 1.07, 5.8, actual_rep, 1, curr_step, 15, track_size, 95, robot_vel, 8.07, joints_pos, 31.5, 52.62, -15.93, -81.42, 12.95, 43.26, 56.22, tool_torque, 0.094, 0.037, -0.042, tool_momentum, 0.096, 0.036, -0.041, robot_mode, rotation_overlay, 
21/03/2022 15:45:03:452, robot_pos_with_timestamp, 1647873823493, 577.31, 213.54, 191.66, 2.28, 0.09, 3.09, tool_force, -0.13, 0.91, 6.49, actual_rep, 1, curr_step, 15, track_size, 95, robot_vel, 7.93, joints_pos, 31.64, 52.65, -16.31, -81.43, 13.15, 43.44, 62.31, tool_torque, -0.123, 0.082, -0.092, tool_momentum, -0.117, 0.084, -0.092, robot_mode, rotation_overlay, 
21/03/2022 15:45:03:594, robot_pos_with_timestamp, 1647873823633, 577.63, 212.48, 191.83, 2.18, 0.09, 3.09, tool_force, -0.14, 0.45, 5.93, actual_rep, 1, curr_step, 16, track_size, 95, robot_vel, 6.84, joints_pos, 31.73, 52.7, -16.57, -81.38, 13.15, 43.63, 68.05, tool_torque, -0.213, 0.162, -0.116, tool_momentum, -0.206, 0.162, -0.116, robot_mode, rotation_overlay, 
21/03/2022 15:45:03:745, robot_pos_with_timestamp, 1647873823782, 578.0, 211.26, 191.98, 2.1, 0.08, 3.08, tool_force, 0.07, 0.66, 6.5, actual_rep, 1, curr_step, 16, track_size, 95, robot_vel, 6.51, joints_pos, 31.69, 52.7, -16.65, -81.37, 13.07, 43.69, 72.43, tool_torque, -0.149, 0.094, -0.071, tool_momentum, -0.146, 0.084, -0.07, robot_mode, rotation_overlay, 
21/03/2022 15:45:03:895, robot_pos_with_timestamp, 1647873823930, 578.53, 210.13, 192.39, 2.05, 0.08, 3.08, tool_force, 0.65, 0.95, 5.85, actual_rep, 1, curr_step, 16, track_size, 95, robot_vel, 8.62, joints_pos, 31.52, 52.64, -16.56, -81.4, 13.02, 43.62, 74.83, tool_torque, 0.084, -0.134, -0.023, tool_momentum, 0.095, -0.144, -0.02, robot_mode, rotation_overlay, 
21/03/2022 15:45:04:053, robot_pos_with_timestamp, 1647873824084, 578.71, 208.91, 192.67, 2.04, 0.08, 3.07, tool_force, 0.45, 1.51, 5.99, actual_rep, 1, curr_step, 16, track_size, 95, robot_vel, 7.75, joints_pos, 31.25, 52.51, -16.34, -81.54, 13.0, 43.39, 75.31, tool_torque, 0.256, -0.238, 0.077, tool_momentum, 0.256, -0.235, 0.076, robot_mode, rotation_overlay, 
21/03/2022 15:45:04:197, robot_pos_with_timestamp, 1647873824208, 578.41, 208.58, 192.35, 2.04, 0.08, 3.07, tool_force, 1.33, 1.44, 5.72, actual_rep, 1, curr_step, 16, track_size, 95, robot_vel, 4.53, joints_pos, 31.19, 52.5, -16.27, -81.61, 12.88, 43.35, 75.2, tool_torque, 0.259, -0.455, 0.237, tool_momentum, 0.264, -0.462, 0.243, robot_mode, rotation_overlay, 
21/03/2022 15:45:04:346, robot_pos_with_timestamp, 1647873824356, 578.35, 207.48, 192.2, 2.07, 0.08, 3.08, tool_force, 1.76, 1.57, 6.7, actual_rep, 1, curr_step, 16, track_size, 95, robot_vel, 6.33, joints_pos, 31.14, 52.5, -16.28, -81.63, 12.67, 43.44, 73.62, tool_torque, 0.213, -0.63, 0.52, tool_momentum, 0.213, -0.623, 0.52, robot_mode, rotation_overlay, 
21/03/2022 15:45:04:497, robot_pos_with_timestamp, 1647873824505, 579.16, 206.78, 191.46, 2.14, 0.08, 3.08, tool_force, 1.99, 0.93, 5.69, actual_rep, 1, curr_step, 16, track_size, 95, robot_vel, 9.27, joints_pos, 30.98, 52.63, -16.21, -81.48, 12.68, 43.49, 69.73, tool_torque, 0.127, -0.825, 0.589, tool_momentum, 0.139, -0.841, 0.594, robot_mode, rotation_overlay, 
21/03/2022 15:45:04:655, robot_pos_with_timestamp, 1647873824655, 579.97, 205.7, 191.51, 2.24, 0.09, 3.09, tool_force, 1.24, 1.78, 6.39, actual_rep, 1, curr_step, 16, track_size, 95, robot_vel, 9.93, joints_pos, 30.59, 52.6, -15.88, -81.43, 12.74, 43.46, 63.64, tool_torque, 0.413, -0.654, 0.561, tool_momentum, 0.418, -0.665, 0.561, robot_mode, rotation_overlay, 
21/03/2022 15:45:04:800, robot_pos_with_timestamp, 1647873824805, 580.35, 204.3, 191.81, 2.34, 0.09, 3.1, tool_force, 1.1, 1.98, 5.52, actual_rep, 1, curr_step, 17, track_size, 95, robot_vel, 10.66, joints_pos, 30.17, 52.48, -15.54, -81.52, 12.89, 43.34, 57.34, tool_torque, 0.574, -0.587, 0.541, tool_momentum, 0.572, -0.58, 0.541, robot_mode, rotation_overlay, 
21/03/2022 15:45:04:964, robot_pos_with_timestamp, 1647873824952, 580.65, 203.03, 192.05, 2.43, 0.09, 3.1, tool_force, 0.49, 2.07, 5.76, actual_rep, 1, curr_step, 17, track_size, 95, robot_vel, 7.88, joints_pos, 29.97, 52.42, -15.48, -81.58, 13.08, 43.3, 52.35, tool_torque, 0.575, -0.452, 0.488, tool_momentum, 0.578, -0.453, 0.488, robot_mode, rotation_overlay, 
21/03/2022 15:45:05:103, robot_pos_with_timestamp, 1647873825102, 580.9, 201.76, 192.15, 2.47, 0.09, 3.11, tool_force, 0.47, 1.98, 6.08, actual_rep, 1, curr_step, 17, track_size, 95, robot_vel, 8.24, joints_pos, 29.96, 52.42, -15.63, -81.61, 13.22, 43.34, 49.97, tool_torque, 0.339, -0.289, 0.412, tool_momentum, 0.332, -0.288, 0.413, robot_mode, rotation_overlay, 
21/03/2022 15:45:05:284, robot_pos_with_timestamp, 1647873825256, 581.08, 200.71, 192.37, 2.48, 0.09, 3.11, tool_force, -0.14, 1.34, 6.35, actual_rep, 1, curr_step, 17, track_size, 95, robot_vel, 9.09, joints_pos, 30.05, 52.43, -15.88, -81.6, 13.29, 43.45, 49.28, tool_torque, 0.09, -0.131, 0.308, tool_momentum, 0.056, -0.108, 0.308, robot_mode, rotation_overlay, 
21/03/2022 15:45:05:410, robot_pos_with_timestamp, 1647873825390, 581.06, 200.41, 191.32, 2.47, 0.09, 3.11, tool_force, 0.34, 1.36, 5.94, actual_rep, 1, curr_step, 17, track_size, 95, robot_vel, 13.76, joints_pos, 30.05, 52.55, -15.94, -81.58, 13.46, 43.45, 49.55, tool_torque, 0.067, -0.092, 0.077, tool_momentum, 0.066, -0.083, 0.073, robot_mode, rotation_overlay, 
21/03/2022 15:45:05:565, robot_pos_with_timestamp, 1647873825538, 582.0, 199.09, 190.86, 2.44, 0.09, 3.1, tool_force, 0.08, 0.78, 6.11, actual_rep, 1, curr_step, 17, track_size, 95, robot_vel, 12.59, joints_pos, 29.96, 52.66, -16.11, -81.5, 13.93, 43.45, 51.2, tool_torque, -0.041, -0.08, -0.021, tool_momentum, -0.032, -0.103, -0.02, robot_mode, rotation_overlay, 
21/03/2022 15:45:05:713, robot_pos_with_timestamp, 1647873825687, 582.04, 197.88, 190.94, 2.37, 0.08, 3.1, tool_force, 0.01, 0.8, 6.26, actual_rep, 1, curr_step, 17, track_size, 95, robot_vel, 8.71, joints_pos, 30.0, 52.66, -16.32, -81.54, 14.1, 43.54, 54.98, tool_torque, -0.139, 0.011, -0.06, tool_momentum, -0.141, 0.018, -0.056, robot_mode, rotation_overlay, 
21/03/2022 15:45:05:864, robot_pos_with_timestamp, 1647873825837, 582.15, 196.65, 191.2, 2.26, 0.08, 3.1, tool_force, -0.27, 0.67, 6.32, actual_rep, 1, curr_step, 18, track_size, 95, robot_vel, 8.08, joints_pos, 30.12, 52.69, -16.63, -81.52, 14.15, 43.79, 60.98, tool_torque, -0.216, 0.113, -0.096, tool_momentum, -0.215, 0.109, -0.096, robot_mode, rotation_overlay, 
21/03/2022 15:45:06:014, robot_pos_with_timestamp, 1647873825985, 582.41, 195.58, 191.41, 2.16, 0.08, 3.09, tool_force, -0.15, 0.35, 6.36, actual_rep, 1, curr_step, 18, track_size, 95, robot_vel, 7.31, joints_pos, 30.22, 52.75, -16.88, -81.43, 14.08, 44.06, 66.77, tool_torque, -0.271, 0.169, -0.102, tool_momentum, -0.266, 0.171, -0.102, robot_mode, rotation_overlay, 
21/03/2022 15:45:06:166, robot_pos_with_timestamp, 1647873826133, 582.65, 194.54, 191.61, 2.09, 0.07, 3.09, tool_force, 0.29, 0.44, 6.33, actual_rep, 1, curr_step, 18, track_size, 95, robot_vel, 8.53, joints_pos, 30.15, 52.75, -16.9, -81.41, 13.93, 44.18, 70.89, tool_torque, -0.208, 0.021, -0.041, tool_momentum, -0.206, 0.021, -0.041, robot_mode, rotation_overlay, 
21/03/2022 15:45:06:319, robot_pos_with_timestamp, 1647873826284, 582.98, 193.45, 191.98, 2.05, 0.07, 3.09, tool_force, 0.52, 0.79, 6.02, actual_rep, 1, curr_step, 18, track_size, 95, robot_vel, 8.49, joints_pos, 29.94, 52.68, -16.76, -81.43, 13.84, 44.18, 72.91, tool_torque, -0.034, -0.182, 0.025, tool_momentum, -0.032, -0.179, 0.025, robot_mode, rotation_overlay, 
21/03/2022 15:45:06:519, robot_pos_with_timestamp, 1647873826428, 583.1, 192.57, 192.24, 2.04, 0.07, 3.08, tool_force, 0.55, 1.3, 5.81, actual_rep, 1, curr_step, 18, track_size, 95, robot_vel, 7.95, joints_pos, 29.69, 52.58, -16.51, -81.5, 13.75, 44.08, 73.17, tool_torque, 0.2, -0.275, 0.096, tool_momentum, 0.217, -0.294, 0.099, robot_mode, rotation_overlay, 
21/03/2022 15:45:06:621, robot_pos_with_timestamp, 1647873826563, 582.68, 191.97, 191.79, 2.05, 0.07, 3.09, tool_force, 1.22, 1.6, 5.93, actual_rep, 1, curr_step, 18, track_size, 95, robot_vel, 10.32, joints_pos, 29.66, 52.58, -16.49, -81.59, 13.58, 44.06, 72.88, tool_torque, 0.305, -0.482, 0.403, tool_momentum, 0.309, -0.487, 0.407, robot_mode, rotation_overlay, 
21/03/2022 15:45:06:771, robot_pos_with_timestamp, 1647873826711, 582.94, 191.3, 191.26, 2.08, 0.08, 3.09, tool_force, 1.99, 1.38, 6.03, actual_rep, 1, curr_step, 18, track_size, 95, robot_vel, 6.41, joints_pos, 29.59, 52.66, -16.45, -81.52, 13.31, 44.12, 70.87, tool_torque, 0.194, -0.758, 0.596, tool_momentum, 0.195, -0.76, 0.597, robot_mode, rotation_overlay, 
21/03/2022 15:45:06:921, robot_pos_with_timestamp, 1647873826861, 583.72, 190.37, 191.1, 2.16, 0.08, 3.1, tool_force, 1.53, 1.11, 5.94, actual_rep, 1, curr_step, 18, track_size, 95, robot_vel, 6.48, joints_pos, 29.4, 52.71, -16.34, -81.4, 13.25, 44.2, 66.53, tool_torque, 0.146, -0.724, 0.565, tool_momentum, 0.146, -0.728, 0.568, robot_mode, rotation_overlay, 
21/03/2022 15:45:07:073, robot_pos_with_timestamp, 1647873827008, 584.16, 189.37, 191.44, 2.26, 0.08, 3.1, tool_force, 1.43, 1.76, 5.87, actual_rep, 1, curr_step, 18, track_size, 95, robot_vel, 7.88, joints_pos, 29.12, 52.63, -16.11, -81.43, 13.23, 44.1, 60.47, tool_torque, 0.487, -0.668, 0.573, tool_momentum, 0.491, -0.654, 0.573, robot_mode, rotation_overlay, 
21/03/2022 15:45:07:222, robot_pos_with_timestamp, 1647873827157, 584.42, 187.99, 191.82, 2.37, 0.08, 3.11, tool_force, 0.41, 2.32, 5.93, actual_rep, 1, curr_step, 19, track_size, 95, robot_vel, 10.27, joints_pos, 28.78, 52.49, -15.83, -81.56, 13.25, 43.9, 54.33, tool_torque, 0.593, -0.446, 0.538, tool_momentum, 0.595, -0.452, 0.538, robot_mode, rotation_overlay, 
21/03/2022 15:45:07:373, robot_pos_with_timestamp, 1647873827306, 584.61, 186.79, 192.11, 2.43, 0.08, 3.11, tool_force, 0.69, 2.22, 5.7, actual_rep, 1, curr_step, 19, track_size, 95, robot_vel, 7.07, joints_pos, 28.65, 52.43, -15.81, -81.63, 13.32, 43.84, 50.21, tool_torque, 0.58, -0.402, 0.477, tool_momentum, 0.576, -0.394, 0.475, robot_mode, rotation_overlay, 
21/03/2022 15:45:07:527, robot_pos_with_timestamp, 1647873827458, 584.83, 185.58, 192.32, 2.47, 0.09, 3.12, tool_force, 0.06, 2.04, 6.02, actual_rep, 1, curr_step, 19, track_size, 95, robot_vel, 8.35, joints_pos, 28.67, 52.42, -15.99, -81.67, 13.36, 43.85, 48.09, tool_torque, 0.353, -0.167, 0.381, tool_momentum, 0.348, -0.164, 0.381, robot_mode, rotation_overlay, 
21/03/2022 15:45:07:689, robot_pos_with_timestamp, 1647873827596, 584.87, 184.93, 192.57, 2.48, 0.09, 3.12, tool_force, -0.11, 1.56, 6.15, actual_rep, 1, curr_step, 19, track_size, 95, robot_vel, 7.62, joints_pos, 28.76, 52.42, -16.18, -81.68, 13.39, 43.92, 47.75, tool_torque, 0.078, -0.0070, 0.301, tool_momentum, 0.055, 0.0030, 0.3, robot_mode, rotation_overlay, 
21/03/2022 15:45:07:847, robot_pos_with_timestamp, 1647873827739, 585.11, 184.23, 191.52, 2.47, 0.09, 3.12, tool_force, 0.34, 2.26, 6.46, actual_rep, 1, curr_step, 19, track_size, 95, robot_vel, 13.08, joints_pos, 28.71, 52.53, -16.24, -81.68, 13.59, 43.8, 47.95, tool_torque, 0.307, 0.151, 0.055, tool_momentum, 0.126, 0.149, 0.055, robot_mode, normal, 
21/03/2022 15:45:07:978, robot_pos_with_timestamp, 1647873827885, 585.66, 182.44, 191.41, 2.43, 0.09, 3.11, tool_force, -0.05, 1.48, 5.94, actual_rep, 1, curr_step, 19, track_size, 95, robot_vel, 13.6, joints_pos, 28.66, 52.56, -16.45, -81.7, 13.97, 43.81, 49.68, tool_torque, 0.133, -0.04, -0.018, tool_momentum, 0.128, -0.042, -0.018, robot_mode, normal, 
21/03/2022 15:45:08:129, robot_pos_with_timestamp, 1647873828035, 585.75, 180.88, 191.88, 2.36, 0.08, 3.11, tool_force, -0.14, 1.1, 6.34, actual_rep, 1, curr_step, 20, track_size, 95, robot_vel, 10.91, joints_pos, 28.69, 52.52, -16.69, -81.76, 14.11, 43.9, 53.49, tool_torque, -0.093, 0.056, -0.074, tool_momentum, -0.098, 0.066, -0.074, robot_mode, normal, 
21/03/2022 15:45:08:278, robot_pos_with_timestamp, 1647873828184, 585.98, 176.71, 192.82, 2.3, 0.08, 3.11, tool_force, -0.48, 1.07, 6.4, actual_rep, 1, curr_step, 20, track_size, 95, robot_vel, 39.95, joints_pos, 28.65, 52.45, -17.12, -81.86, 14.11, 44.2, 56.9, tool_torque, -0.11, 0.0050, -0.031, tool_momentum, -0.102, -0.0080, -0.031, robot_mode, normal, 
21/03/2022 15:45:08:451, robot_pos_with_timestamp, 1647873828332, 586.18, 171.74, 193.85, 2.26, 0.08, 3.11, tool_force, 0.54, 1.28, 5.91, actual_rep, 1, curr_step, 21, track_size, 95, robot_vel, 34.57, joints_pos, 28.26, 52.26, -17.18, -82.1, 14.11, 44.39, 58.27, tool_torque, -0.025, -0.207, 0.031, tool_momentum, 0.02, -0.228, 0.031, robot_mode, normal, 
21/03/2022 15:45:08:582, robot_pos_with_timestamp, 1647873828480, 586.28, 165.99, 195.18, 2.26, 0.08, 3.11, tool_force, 1.15, 1.58, 5.81, actual_rep, 1, curr_step, 22, track_size, 95, robot_vel, 39.21, joints_pos, 27.5, 51.95, -16.88, -82.33, 14.18, 44.52, 57.92, tool_torque, 0.254, -0.64, 0.444, tool_momentum, 0.282, -0.69, 0.455, robot_mode, normal, 
21/03/2022 15:45:08:734, robot_pos_with_timestamp, 1647873828629, 585.99, 159.8, 196.59, 2.25, 0.07, 3.12, tool_force, 0.36, 1.84, 6.58, actual_rep, 1, curr_step, 22, track_size, 95, robot_vel, 39.39, joints_pos, 26.85, 51.63, -16.7, -82.62, 13.91, 44.78, 57.76, tool_torque, 0.192, -0.529, 0.426, tool_momentum, 0.201, -0.535, 0.425, robot_mode, normal, 
21/03/2022 15:45:08:880, robot_pos_with_timestamp, 1647873828777, 585.18, 154.3, 198.34, 2.25, 0.07, 3.12, tool_force, 1.3, 1.61, 6.03, actual_rep, 1, curr_step, 23, track_size, 95, robot_vel, 39.5, joints_pos, 26.35, 51.33, -16.64, -82.87, 13.76, 45.31, 57.54, tool_torque, 0.196, -0.726, 0.541, tool_momentum, 0.211, -0.746, 0.541, robot_mode, normal, 
21/03/2022 15:45:09:061, robot_pos_with_timestamp, 1647873828927, 584.43, 148.35, 200.4, 2.25, 0.06, 3.13, tool_force, 0.7, 1.68, 6.17, actual_rep, 1, curr_step, 24, track_size, 95, robot_vel, 43.56, joints_pos, 25.75, 50.95, -16.62, -83.16, 13.59, 46.0, 57.05, tool_torque, 0.141, -0.543, 0.484, tool_momentum, 0.19, -0.6, 0.496, robot_mode, normal, 
