30/03/2022 16:18:19: File Created!
30/03/2022 16:18:19:761, robot_pos_w_timestamp, 1648649814119, 531.52, 310.16, 210.85, 2.31, 0.04, 3.04, tool_force, -0.38, -0.27, 0.31, actual_rep, 1, curr_step, 1, track_size, 81, robot_vel, 0.0, joints_pos, 66.78, 69.4, -63.95, -82.53, 67.95, 63.17, 40.01, tool_torque, 0.0, -0.453, 0.149, tool_momentum, 0.0, -0.453, 0.149, robot_mode, normal, 
30/03/2022 16:18:21:533, robot_pos_w_timestamp, 1648649815910, 556.52, 249.71, 223.33, 2.19, 0.15, 3.0, tool_force, 0.32, -0.27, -0.11, actual_rep, 1, curr_step, 7, track_size, 81, robot_vel, 42.15, joints_pos, 64.49, 70.18, -68.05, -85.28, 68.04, 59.28, 40.29, tool_torque, 0.022, -0.507, -0.059, tool_momentum, 0.029, -0.503, -0.059, robot_mode, normal, 
30/03/2022 16:18:21:686, robot_pos_w_timestamp, 1648649816067, 558.28, 243.8, 223.68, 2.18, 0.16, 2.99, tool_force, -0.88, 0.94, 0.99, actual_rep, 1, curr_step, 8, track_size, 81, robot_vel, 41.74, joints_pos, 64.21, 70.32, -68.37, -85.51, 68.11, 59.06, 40.33, tool_torque, -0.02, -0.368, -0.17, tool_momentum, -0.029, -0.365, -0.17, robot_mode, impedance, 
30/03/2022 16:18:21:828, robot_pos_w_timestamp, 1648649816209, 561.16, 237.7, 224.08, 2.17, 0.16, 2.99, tool_force, -4.99, 3.33, 3.39, actual_rep, 1, curr_step, 8, track_size, 81, robot_vel, 51.86, joints_pos, 63.75, 70.53, -68.68, -85.55, 68.25, 58.94, 40.32, tool_torque, -0.076, -0.274, -0.323, tool_momentum, -0.069, -0.301, -0.323, robot_mode, impedance, 
30/03/2022 16:18:21:981, robot_pos_w_timestamp, 1648649816362, 566.32, 229.61, 224.51, 2.16, 0.17, 2.99, tool_force, -10.85, 6.73, 7.16, actual_rep, 1, curr_step, 9, track_size, 81, robot_vel, 67.07, joints_pos, 62.86, 70.81, -68.99, -85.27, 68.51, 58.96, 40.05, tool_torque, -0.188, 0.065, -0.529, tool_momentum, -0.188, 0.058, -0.529, robot_mode, impedance, 
30/03/2022 16:18:22:134, robot_pos_w_timestamp, 1648649816512, 572.05, 222.07, 224.93, 2.15, 0.17, 2.99, tool_force, -11.93, 8.36, 8.66, actual_rep, 1, curr_step, 9, track_size, 81, robot_vel, 59.15, joints_pos, 61.79, 70.99, -69.1, -84.75, 68.69, 59.31, 39.87, tool_torque, -0.373, 0.11, -0.7, tool_momentum, -0.374, 0.119, -0.702, robot_mode, impedance, 
30/03/2022 16:18:22:285, robot_pos_w_timestamp, 1648649816664, 577.25, 215.23, 225.48, 2.14, 0.16, 2.99, tool_force, -14.26, 11.47, 11.57, actual_rep, 1, curr_step, 9, track_size, 81, robot_vel, 51.33, joints_pos, 60.79, 71.12, -69.14, -84.24, 68.7, 59.57, 39.77, tool_torque, -0.416, 0.376, -0.981, tool_momentum, -0.415, 0.39, -0.981, robot_mode, impedance, 
30/03/2022 16:18:22:434, robot_pos_w_timestamp, 1648649816812, 582.1, 210.54, 225.85, 2.14, 0.16, 2.99, tool_force, -12.33, 14.45, 11.45, actual_rep, 1, curr_step, 9, track_size, 81, robot_vel, 36.67, joints_pos, 59.9, 71.26, -69.14, -83.6, 68.74, 59.9, 39.79, tool_torque, -0.463, 0.385, -1.265, tool_momentum, -0.461, 0.363, -1.265, robot_mode, impedance, 
30/03/2022 16:18:22:584, robot_pos_w_timestamp, 1648649816964, 583.66, 210.16, 226.05, 2.13, 0.16, 2.99, tool_force, -8.14, 9.49, 9.1, actual_rep, 1, curr_step, 9, track_size, 81, robot_vel, 5.31, joints_pos, 59.6, 71.34, -69.14, -83.21, 68.66, 60.39, 40.16, tool_torque, -0.564, 0.177, -1.048, tool_momentum, -0.566, 0.167, -1.044, robot_mode, impedance, 
30/03/2022 16:18:22:738, robot_pos_w_timestamp, 1648649817115, 580.05, 211.12, 226.14, 2.13, 0.16, 3.0, tool_force, -5.59, 5.35, 5.91, actual_rep, 1, curr_step, 9, track_size, 81, robot_vel, 32.7, joints_pos, 60.16, 71.3, -69.32, -83.72, 68.28, 60.47, 40.7, tool_torque, -0.291, 0.06, -0.602, tool_momentum, -0.286, 0.051, -0.602, robot_mode, impedance, 
30/03/2022 16:18:22:892, robot_pos_w_timestamp, 1648649817271, 574.89, 212.44, 226.13, 2.12, 0.16, 3.0, tool_force, -3.91, 3.58, 3.99, actual_rep, 1, curr_step, 9, track_size, 81, robot_vel, 35.99, joints_pos, 61.0, 71.18, -69.53, -84.66, 68.31, 60.12, 40.84, tool_torque, -0.068, -0.015, -0.38, tool_momentum, -0.069, -0.012, -0.38, robot_mode, impedance, 
30/03/2022 16:18:23:044, robot_pos_w_timestamp, 1648649817420, 570.55, 213.05, 225.9, 2.12, 0.17, 3.0, tool_force, -2.21, 2.57, 2.89, actual_rep, 1, curr_step, 9, track_size, 81, robot_vel, 28.74, joints_pos, 61.67, 71.11, -69.71, -85.49, 68.49, 59.82, 40.84, tool_torque, 0.088, -0.267, -0.103, tool_momentum, 0.1, -0.262, -0.102, robot_mode, impedance, 
30/03/2022 16:18:23:192, robot_pos_w_timestamp, 1648649817570, 567.43, 213.71, 225.75, 2.12, 0.17, 3.0, tool_force, -1.47, 1.76, 1.96, actual_rep, 1, curr_step, 9, track_size, 81, robot_vel, 20.75, joints_pos, 62.19, 71.08, -69.87, -86.07, 68.6, 59.64, 40.83, tool_torque, 0.149, -0.35, 0.02, tool_momentum, 0.149, -0.361, 0.02, robot_mode, impedance, 
30/03/2022 16:18:23:367, robot_pos_w_timestamp, 1648649817729, 565.01, 211.91, 225.63, 2.11, 0.17, 3.0, tool_force, -0.44, 0.91, 1.49, actual_rep, 1, curr_step, 10, track_size, 81, robot_vel, 24.52, joints_pos, 62.46, 71.07, -70.06, -86.67, 68.7, 59.53, 40.88, tool_torque, 0.111, -0.398, -0.051, tool_momentum, 0.117, -0.397, -0.052, robot_mode, impedance, 
30/03/2022 16:18:23:504, robot_pos_w_timestamp, 1648649817881, 563.13, 205.75, 225.43, 2.1, 0.17, 3.0, tool_force, 0.15, -0.17, 0.25, actual_rep, 1, curr_step, 11, track_size, 81, robot_vel, 41.32, joints_pos, 62.44, 71.07, -70.32, -87.45, 68.95, 59.45, 40.87, tool_torque, 0.138, -0.498, 0.131, tool_momentum, 0.14, -0.501, 0.131, robot_mode, impedance, 
30/03/2022 16:18:23:661, robot_pos_w_timestamp, 1648649818028, 561.67, 200.65, 225.12, 2.08, 0.17, 3.0, tool_force, 1.22, 0.05, 0.11, actual_rep, 1, curr_step, 11, track_size, 81, robot_vel, 33.69, joints_pos, 62.36, 71.05, -70.48, -88.06, 69.11, 59.41, 40.82, tool_torque, 0.186, -0.641, 0.212, tool_momentum, 0.185, -0.637, 0.212, robot_mode, impedance, 
30/03/2022 16:18:23:806, robot_pos_w_timestamp, 1648649818179, 560.47, 195.12, 224.9, 2.07, 0.17, 3.0, tool_force, 2.1, -0.02, 0.09, actual_rep, 1, curr_step, 12, track_size, 81, robot_vel, 33.8, joints_pos, 62.21, 71.03, -70.63, -88.63, 69.3, 59.44, 40.66, tool_torque, 0.188, -0.918, 0.294, tool_momentum, 0.183, -0.912, 0.294, robot_mode, normal, 
30/03/2022 16:18:23:959, robot_pos_w_timestamp, 1648649818327, 559.44, 188.44, 224.92, 2.06, 0.17, 3.0, tool_force, 1.25, -0.11, 0.49, actual_rep, 1, curr_step, 12, track_size, 81, robot_vel, 50.45, joints_pos, 61.91, 70.89, -70.73, -89.27, 69.62, 59.45, 40.26, tool_torque, 0.166, -0.826, 0.329, tool_momentum, 0.165, -0.821, 0.329, robot_mode, normal, 
30/03/2022 16:18:24:116, robot_pos_w_timestamp, 1648649818476, 558.61, 182.67, 224.68, 2.05, 0.17, 3.0, tool_force, 2.1, -0.07, -0.34, actual_rep, 1, curr_step, 13, track_size, 81, robot_vel, 38.1, joints_pos, 61.64, 70.81, -70.77, -89.75, 69.65, 59.42, 40.16, tool_torque, 0.202, -0.889, 0.334, tool_momentum, 0.203, -0.881, 0.334, robot_mode, normal, 
30/03/2022 16:18:24:261, robot_pos_w_timestamp, 1648649818626, 557.58, 176.82, 224.42, 2.04, 0.17, 3.0, tool_force, 1.6, 0.12, 0.02, actual_rep, 1, curr_step, 13, track_size, 81, robot_vel, 43.36, joints_pos, 61.39, 70.75, -70.86, -90.28, 69.78, 59.41, 39.99, tool_torque, 0.26, -0.838, 0.34, tool_momentum, 0.258, -0.848, 0.34, robot_mode, normal, 
30/03/2022 16:18:24:414, robot_pos_w_timestamp, 1648649818776, 556.36, 171.1, 224.54, 2.03, 0.17, 3.0, tool_force, 1.86, -0.43, -1.21, actual_rep, 1, curr_step, 14, track_size, 81, robot_vel, 41.23, joints_pos, 61.19, 70.68, -71.0, -90.81, 69.87, 59.43, 39.8, tool_torque, 0.131, -0.823, 0.348, tool_momentum, 0.132, -0.818, 0.347, robot_mode, normal, 
30/03/2022 16:18:24:562, robot_pos_w_timestamp, 1648649818923, 554.88, 165.44, 224.51, 2.02, 0.17, 3.0, tool_force, 2.68, -0.36, -0.68, actual_rep, 1, curr_step, 15, track_size, 81, robot_vel, 42.18, joints_pos, 61.0, 70.61, -71.12, -91.38, 69.97, 59.43, 39.6, tool_torque, 0.174, -0.859, 0.317, tool_momentum, 0.179, -0.861, 0.317, robot_mode, normal, 
30/03/2022 16:18:24:730, robot_pos_w_timestamp, 1648649819075, 553.29, 159.54, 224.49, 2.01, 0.17, 3.01, tool_force, 2.25, -0.39, -0.03, actual_rep, 1, curr_step, 15, track_size, 81, robot_vel, 38.3, joints_pos, 60.82, 70.54, -71.27, -91.97, 70.02, 59.43, 39.33, tool_torque, 0.234, -0.891, 0.336, tool_momentum, 0.238, -0.902, 0.336, robot_mode, normal, 
30/03/2022 16:18:24:862, robot_pos_w_timestamp, 1648649819223, 551.5, 153.67, 224.78, 2.01, 0.17, 3.01, tool_force, 2.33, -0.38, -0.16, actual_rep, 1, curr_step, 16, track_size, 81, robot_vel, 41.16, joints_pos, 60.64, 70.45, -71.43, -92.56, 70.06, 59.48, 38.98, tool_torque, 0.121, -0.905, 0.326, tool_momentum, 0.118, -0.898, 0.326, robot_mode, normal, 
30/03/2022 16:18:25:018, robot_pos_w_timestamp, 1648649819372, 549.15, 147.88, 225.41, 2.0, 0.17, 3.01, tool_force, 2.1, -0.59, -0.5, actual_rep, 1, curr_step, 17, track_size, 81, robot_vel, 42.58, joints_pos, 60.5, 70.27, -71.6, -93.26, 70.09, 59.58, 38.54, tool_torque, 0.064, -0.89, 0.379, tool_momentum, 0.072, -0.884, 0.378, robot_mode, normal, 
30/03/2022 16:18:25:166, robot_pos_w_timestamp, 1648649819521, 545.78, 141.92, 226.27, 2.0, 0.16, 3.02, tool_force, 1.49, -0.27, 0.01, actual_rep, 1, curr_step, 18, track_size, 81, robot_vel, 46.7, joints_pos, 60.42, 70.07, -71.81, -94.03, 70.07, 59.87, 37.98, tool_torque, 0.096, -0.899, 0.387, tool_momentum, 0.095, -0.906, 0.387, robot_mode, normal, 
30/03/2022 16:18:25:318, robot_pos_w_timestamp, 1648649819670, 541.34, 136.13, 227.75, 1.99, 0.16, 3.03, tool_force, 1.21, -0.08, -0.15, actual_rep, 1, curr_step, 19, track_size, 81, robot_vel, 51.48, joints_pos, 60.41, 69.78, -72.1, -94.93, 69.94, 60.45, 37.45, tool_torque, 0.059, -0.839, 0.412, tool_momentum, 0.042, -0.841, 0.413, robot_mode, normal, 
30/03/2022 16:18:25:473, robot_pos_w_timestamp, 1648649819818, 535.87, 131.15, 229.95, 1.99, 0.15, 3.04, tool_force, 0.69, 0.6, 0.07, actual_rep, 1, curr_step, 20, track_size, 81, robot_vel, 54.92, joints_pos, 60.51, 69.38, -72.42, -95.86, 69.67, 61.26, 37.02, tool_torque, 0.049, -0.765, 0.415, tool_momentum, 0.06, -0.74, 0.415, robot_mode, normal, 
30/03/2022 16:18:25:621, robot_pos_w_timestamp, 1648649819967, 530.31, 127.66, 233.15, 1.98, 0.14, 3.05, tool_force, 0.14, 0.87, 0.41, actual_rep, 1, curr_step, 21, track_size, 81, robot_vel, 50.01, joints_pos, 60.69, 68.85, -72.75, -96.71, 69.22, 62.24, 36.79, tool_torque, 0.053, -0.718, 0.405, tool_momentum, 0.049, -0.719, 0.404, robot_mode, normal, 
30/03/2022 16:18:25:768, robot_pos_w_timestamp, 1648649820116, 524.62, 125.58, 237.53, 1.98, 0.12, 3.06, tool_force, -0.32, 0.82, 0.62, actual_rep, 1, curr_step, 22, track_size, 81, robot_vel, 52.88, joints_pos, 61.01, 68.25, -73.16, -97.47, 68.68, 63.29, 36.61, tool_torque, 0.099, -0.692, 0.405, tool_momentum, 0.096, -0.696, 0.405, robot_mode, normal, 
30/03/2022 16:18:25:922, robot_pos_w_timestamp, 1648649820268, 518.88, 124.89, 243.3, 1.98, 0.11, 3.08, tool_force, -0.07, 0.99, 0.99, actual_rep, 1, curr_step, 23, track_size, 81, robot_vel, 54.59, joints_pos, 61.5, 67.53, -73.69, -98.18, 68.01, 64.41, 36.43, tool_torque, 0.126, -0.66, 0.412, tool_momentum, 0.119, -0.631, 0.411, robot_mode, normal, 
30/03/2022 16:18:26:071, robot_pos_w_timestamp, 1648649820416, 514.89, 125.67, 249.11, 1.99, 0.11, 3.08, tool_force, -0.37, 1.11, 0.46, actual_rep, 1, curr_step, 24, track_size, 81, robot_vel, 50.14, joints_pos, 61.98, 66.84, -74.13, -98.62, 67.36, 65.25, 36.27, tool_torque, 0.055, -0.554, 0.368, tool_momentum, 0.056, -0.548, 0.368, robot_mode, normal, 
30/03/2022 16:18:26:224, robot_pos_w_timestamp, 1648649820566, 512.04, 127.27, 254.92, 2.0, 0.1, 3.09, tool_force, -0.67, 1.28, 0.22, actual_rep, 1, curr_step, 24, track_size, 81, robot_vel, 42.12, joints_pos, 62.43, 66.17, -74.52, -98.84, 66.71, 65.95, 36.14, tool_torque, 0.049, -0.549, 0.398, tool_momentum, 0.044, -0.544, 0.399, robot_mode, normal, 
30/03/2022 16:18:26:374, robot_pos_w_timestamp, 1648649820715, 509.73, 129.54, 260.77, 2.01, 0.09, 3.09, tool_force, -0.52, 1.42, 0.63, actual_rep, 1, curr_step, 25, track_size, 81, robot_vel, 46.28, joints_pos, 62.9, 65.53, -74.91, -98.96, 66.07, 66.6, 36.07, tool_torque, 0.118, -0.638, 0.406, tool_momentum, 0.113, -0.632, 0.406, robot_mode, normal, 
30/03/2022 16:18:26:522, robot_pos_w_timestamp, 1648649820862, 507.84, 132.36, 266.42, 2.01, 0.09, 3.1, tool_force, -1.18, 1.31, 0.72, actual_rep, 1, curr_step, 26, track_size, 81, robot_vel, 45.64, joints_pos, 63.38, 64.94, -75.26, -98.99, 65.48, 67.19, 36.01, tool_torque, 0.075, -0.509, 0.405, tool_momentum, 0.08, -0.526, 0.408, robot_mode, normal, 
30/03/2022 16:18:26:676, robot_pos_w_timestamp, 1648649821016, 506.12, 136.01, 272.3, 2.03, 0.09, 3.1, tool_force, -0.85, 1.88, 0.64, actual_rep, 1, curr_step, 27, track_size, 81, robot_vel, 43.24, joints_pos, 63.9, 64.35, -75.63, -98.93, 64.88, 67.84, 36.0, tool_torque, -0.047, -0.496, 0.407, tool_momentum, -0.061, -0.486, 0.404, robot_mode, normal, 
30/03/2022 16:18:26:827, robot_pos_w_timestamp, 1648649821164, 504.88, 140.25, 278.0, 2.04, 0.08, 3.1, tool_force, -0.27, 4.66, 1.19, actual_rep, 1, curr_step, 28, track_size, 81, robot_vel, 48.98, joints_pos, 64.4, 63.79, -75.95, -98.74, 64.33, 68.49, 36.04, tool_torque, -0.058, -0.44, 0.342, tool_momentum, -0.068, -0.424, 0.342, robot_mode, impedance, 
30/03/2022 16:18:26:980, robot_pos_w_timestamp, 1648649821314, 505.51, 146.97, 283.45, 2.05, 0.07, 3.1, tool_force, 0.34, 6.19, 1.2, actual_rep, 1, curr_step, 28, track_size, 81, robot_vel, 65.64, joints_pos, 64.84, 63.32, -76.09, -98.16, 63.96, 69.1, 36.39, tool_torque, -0.229, -0.338, 0.157, tool_momentum, -0.23, -0.338, 0.157, robot_mode, impedance, 
30/03/2022 16:18:27:129, robot_pos_w_timestamp, 1648649821461, 506.05, 152.58, 287.5, 2.05, 0.07, 3.1, tool_force, 2.37, 6.52, -0.49, actual_rep, 1, curr_step, 28, track_size, 81, robot_vel, 47.27, joints_pos, 65.13, 63.03, -76.17, -97.54, 63.43, 69.8, 36.96, tool_torque, -0.3, -0.265, -0.023, tool_momentum, -0.3, -0.265, -0.024, robot_mode, impedance, 
30/03/2022 16:18:27:280, robot_pos_w_timestamp, 1648649821613, 506.65, 155.79, 287.42, 2.06, 0.07, 3.1, tool_force, 5.8, 7.81, -2.19, actual_rep, 1, curr_step, 28, track_size, 81, robot_vel, 24.54, joints_pos, 65.23, 63.01, -76.0, -97.27, 63.45, 69.83, 37.16, tool_torque, -0.47, -0.122, -0.283, tool_momentum, -0.47, -0.115, -0.283, robot_mode, impedance, 
30/03/2022 16:18:27:430, robot_pos_w_timestamp, 1648649821759, 507.2, 159.72, 288.22, 2.06, 0.06, 3.1, tool_force, 8.3, 9.56, -4.29, actual_rep, 1, curr_step, 28, track_size, 81, robot_vel, 25.67, joints_pos, 65.44, 63.0, -75.98, -96.97, 63.54, 69.97, 37.5, tool_torque, -0.659, 0.012, -0.439, tool_momentum, -0.661, 0.012, -0.439, robot_mode, impedance, 
30/03/2022 16:18:27:581, robot_pos_w_timestamp, 1648649821912, 506.94, 162.82, 288.43, 2.06, 0.06, 3.1, tool_force, 10.61, 9.5, -5.48, actual_rep, 1, curr_step, 28, track_size, 81, robot_vel, 16.69, joints_pos, 65.69, 63.01, -75.97, -96.84, 63.54, 70.03, 37.8, tool_torque, -0.767, 0.067, -0.596, tool_momentum, -0.766, 0.077, -0.596, robot_mode, impedance, 
30/03/2022 16:18:27:733, robot_pos_w_timestamp, 1648649822060, 506.03, 164.23, 288.31, 2.06, 0.06, 3.1, tool_force, 10.73, 7.97, -4.76, actual_rep, 1, curr_step, 28, track_size, 81, robot_vel, 10.05, joints_pos, 65.9, 63.04, -76.0, -96.89, 63.47, 70.08, 37.94, tool_torque, -0.676, 0.066, -0.681, tool_momentum, -0.673, 0.068, -0.681, robot_mode, impedance, 
30/03/2022 16:18:27:885, robot_pos_w_timestamp, 1648649822209, 503.76, 159.39, 287.71, 2.05, 0.07, 3.11, tool_force, 4.46, 4.26, -2.63, actual_rep, 1, curr_step, 28, track_size, 81, robot_vel, 45.12, joints_pos, 65.93, 63.12, -76.27, -97.5, 63.15, 69.96, 37.87, tool_torque, -0.164, -0.106, -0.12, tool_momentum, -0.163, -0.11, -0.12, robot_mode, impedance, 
30/03/2022 16:18:28:034, robot_pos_w_timestamp, 1648649822357, 501.96, 153.73, 286.99, 2.05, 0.07, 3.11, tool_force, 2.28, 1.2, -0.83, actual_rep, 1, curr_step, 28, track_size, 81, robot_vel, 38.62, joints_pos, 65.79, 63.12, -76.45, -98.1, 63.15, 69.81, 37.26, tool_torque, 0.096, -0.456, 0.257, tool_momentum, 0.105, -0.477, 0.258, robot_mode, impedance, 
30/03/2022 16:18:28:186, robot_pos_w_timestamp, 1648649822509, 501.1, 151.16, 287.42, 2.05, 0.07, 3.11, tool_force, 1.01, 0.68, 0.67, actual_rep, 1, curr_step, 29, track_size, 81, robot_vel, 11.62, joints_pos, 65.72, 63.0, -76.56, -98.41, 63.29, 69.83, 36.73, tool_torque, 0.188, -0.655, 0.368, tool_momentum, 0.177, -0.645, 0.368, robot_mode, impedance, 
30/03/2022 16:18:28:337, robot_pos_w_timestamp, 1648649822657, 500.28, 154.8, 293.31, 2.06, 0.06, 3.11, tool_force, -0.46, 0.96, 1.13, actual_rep, 1, curr_step, 30, track_size, 81, robot_vel, 54.58, joints_pos, 66.05, 62.53, -76.96, -98.14, 63.12, 70.82, 36.48, tool_torque, 0.048, -0.515, 0.38, tool_momentum, 0.052, -0.521, 0.38, robot_mode, impedance, 
30/03/2022 16:18:28:493, robot_pos_w_timestamp, 1648649822806, 499.04, 160.04, 298.71, 2.08, 0.05, 3.11, tool_force, -1.26, 2.15, 1.73, actual_rep, 1, curr_step, 30, track_size, 81, robot_vel, 52.73, joints_pos, 66.53, 61.91, -77.11, -97.84, 62.66, 71.47, 36.51, tool_torque, -0.025, -0.533, 0.375, tool_momentum, -0.026, -0.538, 0.375, robot_mode, impedance, 
30/03/2022 16:18:28:640, robot_pos_w_timestamp, 1648649822954, 500.85, 168.31, 304.33, 2.09, 0.04, 3.1, tool_force, -1.6, 11.95, 4.03, actual_rep, 1, curr_step, 31, track_size, 81, robot_vel, 64.17, joints_pos, 66.85, 61.38, -77.04, -96.94, 62.57, 71.97, 36.87, tool_torque, 0.052, -0.25, 0.314, tool_momentum, 0.042, -0.235, 0.308, robot_mode, impedance, 
30/03/2022 16:18:28:784, robot_pos_w_timestamp, 1648649823103, 505.06, 180.31, 309.98, 2.11, 0.03, 3.1, tool_force, 2.2, 15.91, 2.41, actual_rep, 1, curr_step, 31, track_size, 81, robot_vel, 86.72, joints_pos, 66.99, 61.16, -76.86, -95.25, 62.29, 72.99, 37.81, tool_torque, -0.132, -0.14, 0.05, tool_momentum, -0.137, -0.139, 0.05, robot_mode, impedance, 
30/03/2022 16:18:28:939, robot_pos_w_timestamp, 1648649823250, 506.92, 186.77, 311.87, 2.11, 0.03, 3.1, tool_force, 5.91, 15.69, -0.02, actual_rep, 1, curr_step, 31, track_size, 81, robot_vel, 24.7, joints_pos, 67.07, 61.13, -76.64, -94.37, 61.94, 73.42, 38.63, tool_torque, -0.35, -0.094, -0.204, tool_momentum, -0.347, -0.092, -0.204, robot_mode, impedance, 
30/03/2022 16:18:29:095, robot_pos_w_timestamp, 1648649823402, 508.07, 189.93, 311.76, 2.11, 0.03, 3.1, tool_force, 7.85, 18.82, 0.39, actual_rep, 1, curr_step, 31, track_size, 81, robot_vel, 26.65, joints_pos, 67.08, 61.16, -76.45, -93.99, 61.99, 73.42, 38.96, tool_torque, -0.364, 0.081, -0.344, tool_momentum, -0.379, 0.088, -0.344, robot_mode, impedance, 
